player_code,player_id,first_name,second_name,web_name,team_code,position
487053,506,Destiny,Udogie,Udogie,6,Defender
548308,507,Ashley,Phillips,Phillips,6,Defender
115556,508,Ben,Davies,Davies,6,Defender
640419,509,Jun'ai,Byfield,Byfield,6,Defender
499716,510,James,Rowswell,Rowswell,6,Defender
616221,511,João Victor,de Souza Menezes,Souza,6,Defender
460842,512,Mohammed,Kudus,Kudus,6,Midfielder
493362,513,Xavi,Simons,Xavi,6,Midfielder
511499,514,Mathys,Tel,Tel,6,Midfielder
172780,515,James,Maddison,Maddison,6,Midfielder
202993,516,Rodrigo,Bentancur,Bentancur,6,Midfielder
550839,517,Wilson,Odobert,Odobert,6,Midfielder
482442,518,Pape Matar,Sarr,P.M.Sarr,6,Midfielder
232787,519,Conor,Gallagher,Gallagher,6,Midfielder
570526,520,Lucas,Bergvall,Bergvall,6,Midfielder
445044,521,Dejan,Kulusevski,Kulusevski,6,Midfielder
547701,522,Archie,Gray,Gray,6,Midfielder
499721,523,Mikey,Moore,Moore,6,Midfielder
499726,524,Callum,Olusesi,Olusesi,6,Midfielder
551226,525,Mateus,Fernandes,Fernandes,6,Midfielder
154566,526,Dominic,Solanke-Mitchell,Solanke,6,Forward
212319,527,Richarlison,de Andrade,Richarlison,6,Forward
490145,528,Dane,Scarlett,Scarlett,6,Forward
611917,601,Luca,Williams-Barnett,Williams-Barnett,6,Midfielder
498016,529,Robin,Roefs,Roefs,56,Goalkeeper
232571,530,Anthony,Patterson,Patterson,56,Goalkeeper
515046,531,Melker,Ellborg,Ellborg,56,Goalkeeper
223827,532,Daniel,Ballard,Ballard,56,Defender
200834,533,Nordi,Mukiele,Mukiele,56,Defender
487676,534,Trai,Hume,Hume,56,Defender
201895,535,Omar,Alderete,Alderete,56,Defender
434399,536,Reinildo,Mandava,Reinildo,56,Defender
519634,537,Jenson,Seelt,Seelt,56,Defender
477547,538,Leo Fuhr,Hjelde,Hjelde,56,Defender
167512,539,Luke,O'Nien,O'Nien,56,Defender
105717,540,Arthur,Masuaku,Masuaku,56,Defender
93605,541,Thomas,Meunier,Meunier,56,Defender
484420,542,Enzo,Le Fée,E.Le Fée,56,Midfielder
547027,543,Habib,Diarra,Diarra,56,Midfielder
84450,544,Granit,Xhaka,Xhaka,56,Midfielder
577669,545,Noah,Sadiki,Sadiki,56,Midfielder
535818,546,Simon,Adingra,Adingra,56,Midfielder
461199,547,Romaine,Mundle,Mundle,56,Midfielder
554197,548,Chris,Rigg,Rigg,56,Midfielder
549912,549,Chemsdine,Talbi,Talbi,56,Midfielder
699989,550,Djiamgone Jocelin Ta,Bi,Jocelin.T,56,Midfielder
536661,551,Nilson,Angulo,Angulo,56,Midfielder
441264,552,Brian,Brobbey,Brobbey,56,Forward
437505,553,Wilson,Isidor,Isidor,56,Forward
638411,612,Dayann,Méthalie,Methalie,56,Defender
696104,613,Jules,Ahoka,Ahoka,56,Midfielder
