gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,home_team_difficulty,away_team_difficulty,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_penalties_missed,away_penalties_missed,home_penalties_saved,away_penalties_saved,home_own_goals,away_own_goals,home_bonus_points,away_bonus_points
14,2024-12-05T19:30:00,54,1742.95,3.0,1.0,36,1774.88,,,True,24-25-prem-fulham-vs-brighton-&-hove-albion,/matches/fulham-vs-brighton-hove-albion/3c2rvp#4506427,43.0,57.0,0.65,0.65,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,309.0,309.0,81.0,81.0,7.0,7.0,5.0,5.0,0.63,0.63,0.02,0.02,0.65,0.65,1.29,1.29,3.0,3.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,382.0,382.0,195.0,195.0,114.0,114.0,30.0,30.0,52.0,52.0,3.0,3.0,19.0,19.0,18.0,18.0,19.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,44.0,44.0,8.0,8.0,5.0,5.0,32.0,32.0,2.0,2.0,49.0,49.0,34.0,34.0,54.0,54.0,15.0,15.0,54.0,54.0,11.0,11.0,61.0,61.0,4506427,True,True,,,,,,,,
14,2024-12-04T19:30:00,20,1585.16,1.0,5.0,8,1879.45,,,True,24-25-prem-southampton-vs-chelsea,/matches/chelsea-vs-southampton/2d8s47#4506432,45.0,55.0,1.56,1.56,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,384.0,384.0,89.0,89.0,7.0,7.0,5.0,5.0,1.37,1.37,0.19,0.19,1.56,1.56,1.84,1.84,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,432.0,432.0,268.0,268.0,116.0,116.0,18.0,18.0,47.0,47.0,2.0,2.0,13.0,13.0,12.0,12.0,20.0,20.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0,10.0,83.0,83.0,6.0,6.0,6.0,6.0,23.0,23.0,6.0,6.0,46.0,46.0,39.0,39.0,61.0,61.0,7.0,7.0,54.0,54.0,14.0,14.0,54.0,54.0,4506432,True,True,,,,,,,,
14,2024-12-04T19:30:00,11,1689.35,4.0,0.0,39,1679.43,,,True,24-25-prem-everton-vs-wolverhampton-wanderers,/matches/wolverhampton-wanderers-vs-everton/2gso21#4506426,44.0,56.0,1.02,1.02,13.0,13.0,4.0,4.0,2.0,2.0,2.0,2.0,292.0,292.0,80.0,80.0,10.0,10.0,3.0,3.0,0.82,0.82,0.2,0.2,1.02,1.02,0.83,0.83,5.0,5.0,4.0,4.0,0.0,0.0,8.0,8.0,5.0,5.0,366.0,366.0,140.0,140.0,152.0,152.0,34.0,34.0,54.0,54.0,1.0,1.0,10.0,10.0,21.0,21.0,16.0,16.0,4.0,4.0,2.0,2.0,0.0,0.0,11.0,11.0,55.0,55.0,13.0,13.0,2.0,2.0,29.0,29.0,2.0,2.0,47.0,47.0,38.0,38.0,44.0,44.0,9.0,9.0,45.0,45.0,11.0,11.0,44.0,44.0,4506426,True,True,,,,,,,,
14,2024-12-04T19:30:00,43,1979.63,3.0,0.0,17,1711.94,,,True,24-25-prem-manchester-city-vs-nottingham-forest,/matches/manchester-city-vs-nottingham-forest/2vni1q#4506430,67.0,33.0,2.41,2.41,17.0,17.0,7.0,7.0,4.0,4.0,2.0,2.0,521.0,521.0,89.0,89.0,7.0,7.0,8.0,8.0,2.19,2.19,0.22,0.22,2.41,2.41,3.18,3.18,7.0,7.0,3.0,3.0,0.0,0.0,12.0,12.0,5.0,5.0,583.0,583.0,244.0,244.0,277.0,277.0,19.0,19.0,58.0,58.0,6.0,6.0,40.0,40.0,16.0,16.0,42.0,42.0,1.0,1.0,2.0,2.0,0.0,0.0,11.0,11.0,69.0,69.0,5.0,5.0,2.0,2.0,15.0,15.0,3.0,3.0,51.0,51.0,44.0,44.0,55.0,55.0,7.0,7.0,58.0,58.0,13.0,13.0,59.0,59.0,4506430,True,True,,,,,,,,
14,2024-12-04T19:30:00,4,1809.46,3.0,3.0,14,1996.22,,,True,24-25-prem-newcastle-united-vs-liverpool,/matches/liverpool-vs-newcastle-united/2ygyxm#4506431,41.0,59.0,2.09,2.09,17.0,17.0,6.0,6.0,4.0,4.0,2.0,2.0,277.0,277.0,79.0,79.0,9.0,9.0,5.0,5.0,1.66,1.66,0.43,0.43,2.09,2.09,2.53,2.53,7.0,7.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,8.0,350.0,350.0,157.0,157.0,120.0,120.0,15.0,15.0,42.0,42.0,2.0,2.0,13.0,13.0,20.0,20.0,21.0,21.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,71.0,71.0,5.0,5.0,6.0,6.0,15.0,15.0,2.0,2.0,52.0,52.0,43.0,43.0,52.0,52.0,9.0,9.0,50.0,50.0,12.0,12.0,57.0,57.0,4506431,True,True,,,,,,,,
14,2024-12-05T20:15:00,91,1741.2,1.0,0.0,6,1830.21,,,True,24-25-prem-afc-bournemouth-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-afc-bournemouth/2gqg4e#4506423,34.0,66.0,3.71,3.71,21.0,21.0,8.0,8.0,7.0,7.0,6.0,6.0,174.0,174.0,70.0,70.0,15.0,15.0,5.0,5.0,3.03,3.03,0.68,0.68,3.71,3.71,2.09,2.09,8.0,8.0,5.0,5.0,1.0,1.0,17.0,17.0,4.0,4.0,248.0,248.0,69.0,69.0,105.0,105.0,18.0,18.0,31.0,31.0,5.0,5.0,36.0,36.0,22.0,22.0,28.0,28.0,3.0,3.0,2.0,2.0,0.0,0.0,14.0,14.0,56.0,56.0,18.0,18.0,3.0,3.0,28.0,28.0,4.0,4.0,53.0,53.0,41.0,41.0,46.0,46.0,12.0,12.0,63.0,63.0,8.0,8.0,44.0,44.0,4506423,True,True,,,,,,,,
14,2024-12-03T19:30:00,40,1592.8,0.0,1.0,31,1732.7,,,True,24-25-prem-ipswich-town-vs-crystal-palace,/matches/crystal-palace-vs-ipswich-town/37vb92#4506428,54.0,46.0,0.49,0.49,9.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,439.0,439.0,83.0,83.0,14.0,14.0,4.0,4.0,0.33,0.33,0.15,0.15,0.49,0.49,0.54,0.54,4.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,526.0,526.0,259.0,259.0,180.0,180.0,41.0,41.0,60.0,60.0,5.0,5.0,24.0,24.0,13.0,13.0,13.0,13.0,1.0,1.0,2.0,2.0,0.0,0.0,11.0,11.0,61.0,61.0,9.0,9.0,6.0,6.0,26.0,26.0,2.0,2.0,71.0,71.0,40.0,40.0,55.0,55.0,31.0,31.0,67.0,67.0,9.0,9.0,60.0,60.0,4506428,True,True,,,,,,,,
14,2024-12-03T20:15:00,13,1638.75,3.0,1.0,21,1738.15,,,True,24-25-prem-leicester-city-vs-west-ham-united,/matches/leicester-city-vs-west-ham-united/2cjg6k#4506429,39.0,61.0,1.67,1.67,8.0,8.0,6.0,6.0,7.0,7.0,5.0,5.0,287.0,287.0,76.0,76.0,9.0,9.0,3.0,3.0,1.32,1.32,0.35,0.35,1.67,1.67,2.97,2.97,2.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,379.0,379.0,194.0,194.0,93.0,93.0,23.0,23.0,35.0,35.0,2.0,2.0,18.0,18.0,13.0,13.0,20.0,20.0,1.0,1.0,2.0,2.0,0.0,0.0,24.0,24.0,69.0,69.0,12.0,12.0,13.0,13.0,32.0,32.0,7.0,7.0,68.0,68.0,48.0,48.0,53.0,53.0,20.0,20.0,41.0,41.0,6.0,6.0,50.0,50.0,4506429,True,True,,,,,,,,
14,2024-12-04T20:15:00,3,1977.47,2.0,0.0,1,1792.86,,,True,24-25-prem-arsenal-vs-manchester-united,/matches/arsenal-vs-manchester-united/3c3mu0#4506424,50.0,50.0,2.16,2.16,14.0,14.0,6.0,6.0,5.0,5.0,3.0,3.0,403.0,403.0,87.0,87.0,12.0,12.0,13.0,13.0,0.56,0.56,1.59,1.59,2.16,2.16,2.86,2.86,3.0,3.0,5.0,5.0,0.0,0.0,13.0,13.0,1.0,1.0,463.0,463.0,233.0,233.0,170.0,170.0,25.0,25.0,54.0,54.0,7.0,7.0,30.0,30.0,16.0,16.0,36.0,36.0,2.0,2.0,1.0,1.0,0.0,0.0,11.0,11.0,73.0,73.0,3.0,3.0,0.0,0.0,8.0,8.0,2.0,2.0,42.0,42.0,30.0,30.0,43.0,43.0,12.0,12.0,57.0,57.0,7.0,7.0,41.0,41.0,4506424,True,True,,,,,,,,
14,2024-12-04T20:15:00,7,1790.54,3.0,1.0,94,1742.68,,,True,24-25-prem-aston-villa-vs-brentford,/matches/brentford-vs-aston-villa/3dciw4#4506425,49.0,51.0,2.43,2.43,20.0,20.0,10.0,10.0,4.0,4.0,3.0,3.0,333.0,333.0,86.0,86.0,11.0,11.0,10.0,10.0,1.26,1.26,0.39,0.39,1.65,1.65,3.3,3.3,6.0,6.0,4.0,4.0,0.0,0.0,16.0,16.0,4.0,4.0,387.0,387.0,180.0,180.0,153.0,153.0,24.0,24.0,57.0,57.0,6.0,6.0,25.0,25.0,13.0,13.0,41.0,41.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,12.0,75.0,75.0,8.0,8.0,4.0,4.0,22.0,22.0,0.0,0.0,51.0,51.0,39.0,39.0,57.0,57.0,12.0,12.0,41.0,41.0,9.0,9.0,53.0,53.0,4506425,True,True,,,,,,,,
