player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
398,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,75.0,0.0,0.0,2.0,0.24,0.27,1.0,,,5.0,59.0,40.0,95.0,2.0,4.0,1.0,33.0,3.0,75.0,1.0,0.0,2.0,0.0,1.0,,0.0,1.0,4.0,1.0,20.0,0.0,,,1.0,,,,,,,,2.0,,,,,,,0.18,,0,75,0,0.0,0,32.0,9856.0,2176.0,2440.0,258.0,12.0,
397,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,62.0,0.0,0.0,1.0,0.02,0.22,1.0,,,4.0,44.0,21.0,88.0,1.0,,2.0,29.0,,,3.0,0.0,0.0,0.0,0.0,,0.0,4.0,5.0,3.0,38.0,1.0,100.0,,3.0,,,,,,,,2.0,,,,,,,0.02,,0,62,0,0.0,0,33.0999984741211,6351.0,2296.0,1188.0,218.0,10.0,
392,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,15.0,0.0,1.0,2.0,0.21,0.09,0.0,,,1.0,12.0,6.0,100.0,2.0,,,,,,2.0,0.0,1.0,0.0,0.0,,0.0,2.0,,2.0,100.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,75,93,0,0.0,0,31.2999992370605,2294.0,637.0,590.0,122.0,5.0,
389,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,90.0,0.0,0.0,,,0.17,,,,2.0,62.0,46.0,92.0,1.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,0.0,2.0,3.0,0.0,0.0,2.0,50.0,,0.0,,,,,,,,1.0,,,,,,,,,0,93,0,0.0,0,31.6000003814697,11008.0,2986.0,2454.0,262.0,12.0,
237,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,28.0,0.0,0.0,2.0,0.11,0.16,1.0,,,3.0,15.0,6.0,67.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,1.0,,,,,,,0.19,,62,93,0,0.0,0,32.7999992370605,3636.0,1079.0,750.0,196.0,8.0,
391,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,48.0,0.0,0.0,,,0.02,,,,0.0,57.0,36.0,88.0,0.0,6.0,,,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,6.0,2.0,5.0,71.0,1.0,100.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,0,48,0,0.0,0,31.6000003814697,5332.0,1596.0,1012.0,113.0,5.0,
388,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,90.0,0.0,0.0,1.0,0.05,0.03,0.0,,,1.0,92.0,74.0,97.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,60.0,1.0,25.0,1.0,2.0,,,,,,,,0.0,,,,,,,,,0,93,0,0.0,0,32.7000007629395,10542.0,2976.0,1771.0,195.0,10.0,
481,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,28.0,0.0,0.0,1.0,0.02,0.11,1.0,,,0.0,33.0,23.0,96.0,2.0,2.0,2.0,67.0,1.0,100.0,2.0,1.0,3.0,0.0,0.0,,0.0,2.0,,2.0,100.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.06,,62,93,0,0.0,0,29.7999992370605,4008.0,916.0,1090.0,97.0,4.0,
399,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,62.0,0.0,0.0,1.0,0.39,0.08,1.0,,,3.0,60.0,48.0,96.0,1.0,4.0,,,,,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,40.0,1.0,50.0,,0.0,,,,,,,,2.0,,,,,,,0.25,,0,62,0,0.0,0,30.8999996185303,7790.0,1858.0,1765.0,246.0,11.0,
155,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,90.0,0.0,1.0,3.0,0.12,0.6,1.0,,,2.0,101.0,78.0,94.0,3.0,11.0,0.0,0.0,2.0,100.0,1.0,1.0,5.0,0.0,0.0,,0.0,6.0,5.0,4.0,44.0,2.0,100.0,3.0,3.0,,,,,,,,1.0,,,,,,,0.19,,0,93,0,0.0,0,31.7999992370605,11945.0,2880.0,2923.0,376.0,19.0,
393,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,42.0,0.0,0.0,,,,,,,0.0,27.0,20.0,91.0,0.0,2.0,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,2.0,,1.0,100.0,1.0,100.0,,0.0,,,,,,,,0.0,,,,,,,,,48,93,0,0.0,0,30.2999992370605,4697.0,1495.0,824.0,90.0,4.0,
616,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,75.0,0.0,0.0,1.0,0.03,0.05,0.0,,,1.0,71.0,54.0,98.0,0.0,4.0,,,,,3.0,1.0,7.0,0.0,1.0,,1.0,6.0,7.0,6.0,50.0,0.0,0.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,0,75,0,0.0,0,29.3999996185303,9624.0,2062.0,2237.0,114.0,7.0,
628,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
611,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,68.0,0.0,0.0,,,0.13,,,,0.0,47.0,23.0,92.0,1.0,4.0,1.0,25.0,1.0,33.0,3.0,1.0,2.0,0.0,6.0,2.0,1.0,4.0,1.0,4.0,80.0,0.0,,,1.0,,,,,,,,0.0,,,,,,,,,0,68,2,0.0,0,32.5999984741211,8444.0,2116.0,1720.0,275.0,11.0,
51,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,90.0,0.0,0.0,4.0,0.58,0.01,1.0,,,7.0,35.0,11.0,73.0,1.0,2.0,,,,,1.0,0.0,3.0,0.0,1.0,,1.0,7.0,6.0,6.0,50.0,1.0,100.0,4.0,2.0,,,,,,,,1.0,,,,,,,0.7,,0,90,2,0.0,0,29.7999992370605,12465.0,2532.0,3151.0,364.0,18.0,
