gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
20.0,2026-01-03T17:30:00+00:00,91.0,1791.45,2.0,3.0,3.0,2046.83,True,25-26-prem-afc-bournemouth-vs-arsenal,/matches/afc-bournemouth-vs-arsenal/2txefx#4813565,43.0,57.0,1.43,1.13,15.0,12.0,3.0,5.0,1.0,2.0,0.0,0.0,259.0,368.0,76.0,80.0,13.0,8.0,7.0,5.0,1.32,0.74,0.12,0.39,1.43,1.13,1.1,1.73,7.0,3.0,5.0,4.0,0.0,0.0,5.0,7.0,10.0,5.0,339.0,462.0,126.0,181.0,133.0,187.0,22.0,18.0,39.0,35.0,4.0,3.0,18.0,15.0,14.0,13.0,13.0,28.0,1.0,1.0,3.0,1.0,0.0,0.0,16.0,25.0,75,44,4.0,7.0,4.0,5.0,37.0,30.0,2.0,1.0,48.0,65.0,31.0,44.0,41.0,59.0,17.0,21.0,45.0,55.0,8.0,7.0,40.0,41.0,4813565.0,True,True,prem
20.0,2026-01-04T15:00:00+00:00,11.0,1802.27,2.0,4.0,94.0,1824.11,True,25-26-prem-everton-vs-brentford,/matches/everton-vs-brentford/2v1yu4#4813568,45.0,55.0,0.89,2.66,14.0,11.0,6.0,7.0,1.0,6.0,0.0,2.0,286.0,355.0,79.0,78.0,9.0,8.0,4.0,5.0,0.51,2.37,0.38,0.29,0.89,2.66,1.16,3.1,3.0,2.0,5.0,2.0,0.0,0.0,11.0,9.0,3.0,2.0,364.0,455.0,126.0,231.0,160.0,124.0,24.0,21.0,46.0,28.0,10.0,6.0,37.0,50.0,21.0,19.0,31.0,23.0,0.0,2.0,0.0,2.0,0.0,0.0,24.0,16.0,63,50,7.0,10.0,2.0,6.0,22.0,24.0,3.0,4.0,73.0,54.0,44.0,30.0,59.0,41.0,29.0,24.0,55.0,45.0,13.0,6.0,72.0,33.0,4813568.0,True,True,prem
20.0,2026-01-04T15:00:00+00:00,4.0,1857.27,2.0,0.0,31.0,1806.82,True,25-26-prem-newcastle-united-vs-crystal-palace,/matches/crystal-palace-vs-newcastle-united/3c4hty#4813572,59.0,41.0,2.08,0.7,12.0,11.0,7.0,1.0,5.0,1.0,3.0,1.0,408.0,239.0,83.0,69.0,5.0,12.0,8.0,6.0,1.08,0.5,1.0,0.2,2.08,0.7,2.65,0.04,3.0,5.0,2.0,5.0,1.0,0.0,11.0,9.0,1.0,2.0,494.0,344.0,221.0,94.0,187.0,145.0,25.0,11.0,48.0,25.0,7.0,2.0,23.0,13.0,16.0,17.0,35.0,26.0,5.0,2.0,1.0,3.0,0.0,0.0,16.0,28.0,56,39,7.0,11.0,5.0,2.0,35.0,45.0,1.0,5.0,62.0,57.0,42.0,40.0,51.0,49.0,20.0,17.0,54.0,46.0,15.0,8.0,52.0,67.0,4813572.0,True,True,prem
20.0,2026-01-03T12:30:00+00:00,7.0,1928.17,3.0,1.0,17.0,1776.14,True,25-26-prem-aston-villa-vs-nottingham-forest,/matches/nottingham-forest-vs-aston-villa/3gke9k#4813566,73.0,27.0,1.59,0.89,11.0,10.0,4.0,5.0,2.0,2.0,1.0,1.0,579.0,170.0,90.0,71.0,10.0,20.0,4.0,4.0,1.44,0.86,0.15,0.03,1.59,0.89,1.45,1.67,3.0,3.0,4.0,2.0,0.0,0.0,5.0,6.0,6.0,4.0,645.0,239.0,227.0,125.0,352.0,45.0,16.0,20.0,53.0,42.0,2.0,0.0,13.0,0.0,17.0,8.0,46.0,13.0,1.0,4.0,1.0,2.0,0.0,0.0,18.0,19.0,50,42,11.0,14.0,2.0,4.0,12.0,28.0,4.0,1.0,49.0,43.0,39.0,37.0,51.0,49.0,10.0,6.0,63.0,38.0,4.0,8.0,27.0,80.0,4813566.0,True,True,prem
20.0,2026-01-04T12:30:00+00:00,2.0,1748.41,1.0,1.0,1.0,1833.3,True,25-26-prem-leeds-united-vs-manchester-united,/matches/leeds-united-vs-manchester-united/2wd539#4813570,45.0,55.0,0.9,1.58,11.0,15.0,3.0,2.0,1.0,3.0,0.0,3.0,312.0,419.0,73.0,79.0,9.0,9.0,6.0,4.0,0.53,1.09,0.37,0.5,0.9,1.58,1.52,0.39,6.0,8.0,2.0,5.0,1.0,1.0,8.0,9.0,3.0,6.0,425.0,529.0,151.0,248.0,161.0,171.0,21.0,23.0,34.0,37.0,3.0,2.0,15.0,20.0,20.0,16.0,25.0,22.0,1.0,3.0,0.0,1.0,0.0,0.0,18.0,25.0,56,60,17.0,8.0,4.0,2.0,23.0,38.0,1.0,2.0,54.0,55.0,31.0,39.0,44.0,56.0,23.0,16.0,59.0,41.0,4.0,5.0,25.0,42.0,4813570.0,True,True,prem
20.0,2026-01-04T15:00:00+00:00,6.0,1814.06,1.0,1.0,56.0,1674.57,True,25-26-prem-tottenham-hotspur-vs-sunderland,/matches/sunderland-vs-tottenham-hotspur/2emo7x#4813573,49.0,51.0,1.18,0.44,13.0,10.0,5.0,3.0,2.0,0.0,1.0,0.0,284.0,294.0,79.0,77.0,10.0,6.0,3.0,5.0,0.51,0.27,0.67,0.17,1.18,0.44,1.16,1.62,6.0,4.0,2.0,3.0,0.0,1.0,9.0,9.0,4.0,1.0,361.0,382.0,129.0,160.0,155.0,134.0,26.0,20.0,52.0,41.0,7.0,4.0,29.0,19.0,22.0,20.0,33.0,20.0,3.0,2.0,2.0,3.0,0.0,0.0,15.0,17.0,80,76,8.0,9.0,3.0,2.0,33.0,27.0,2.0,3.0,51.0,61.0,31.0,33.0,48.0,52.0,20.0,28.0,42.0,58.0,10.0,7.0,63.0,50.0,4813573.0,True,True,prem
20.0,2026-01-04T15:15:00+00:00,54.0,1796.45,2.0,2.0,14.0,1944.39,True,25-26-prem-fulham-vs-liverpool,/matches/liverpool-vs-fulham/2u7pyg#4813569,42.0,58.0,0.74,1.37,8.0,10.0,2.0,2.0,1.0,3.0,0.0,1.0,386.0,563.0,84.0,88.0,11.0,4.0,3.0,8.0,0.49,1.17,0.25,0.2,0.74,1.37,1.21,1.21,3.0,5.0,3.0,3.0,1.0,1.0,5.0,7.0,3.0,3.0,462.0,639.0,237.0,225.0,149.0,338.0,14.0,26.0,30.0,53.0,1.0,1.0,8.0,4.0,17.0,27.0,15.0,33.0,2.0,4.0,1.0,1.0,0.0,0.0,15.0,7.0,60,71,10.0,5.0,3.0,2.0,40.0,24.0,0.0,0.0,37.0,30.0,24.0,21.0,53.0,47.0,13.0,9.0,59.0,41.0,5.0,4.0,56.0,44.0,4813569.0,True,True,prem
20.0,2026-01-04T17:30:00+00:00,43.0,1999.3,1.0,1.0,8.0,1891.31,True,25-26-prem-manchester-city-vs-chelsea,/matches/chelsea-vs-manchester-city/2d55kw#4813571,57.0,43.0,1.02,1.85,14.0,8.0,3.0,3.0,0.0,3.0,0.0,2.0,504.0,363.0,87.0,83.0,12.0,14.0,8.0,2.0,0.75,1.85,0.27,0.0,1.02,1.85,1.23,1.9,6.0,4.0,5.0,1.0,1.0,0.0,12.0,8.0,2.0,0.0,580.0,436.0,241.0,263.0,263.0,100.0,22.0,15.0,61.0,43.0,5.0,2.0,33.0,50.0,10.0,21.0,35.0,16.0,2.0,2.0,3.0,3.0,0.0,0.0,24.0,20.0,75,50,9.0,14.0,1.0,5.0,6.0,23.0,2.0,2.0,57.0,39.0,47.0,36.0,57.0,43.0,10.0,3.0,77.0,23.0,9.0,7.0,60.0,35.0,4813571.0,True,True,prem
20.0,2026-01-03T15:00:00+00:00,39.0,1640.97,3.0,0.0,21.0,1721.38,True,25-26-prem-wolverhampton-wanderers-vs-west-ham-united,/matches/wolverhampton-wanderers-vs-west-ham-united/2gnhk2#4813574,33.0,67.0,1.87,0.25,11.0,6.0,8.0,0.0,3.0,0.0,1.0,0.0,234.0,546.0,78.0,88.0,11.0,10.0,6.0,7.0,0.65,0.1,0.43,0.15,1.08,0.25,2.14,0.0,3.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,2.0,301.0,624.0,119.0,218.0,115.0,328.0,12.0,26.0,33.0,62.0,5.0,7.0,31.0,25.0,27.0,16.0,14.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,27.0,52,63,9.0,6.0,0.0,0.0,34.0,15.0,0.0,5.0,54.0,58.0,39.0,45.0,46.0,54.0,15.0,13.0,54.0,46.0,6.0,8.0,30.0,44.0,4813574.0,True,True,prem
20.0,2026-01-03T15:00:00+00:00,36.0,1829.82,2.0,0.0,90.0,1698.24,True,25-26-prem-brighton-hove-albion-vs-burnley,/matches/burnley-vs-brighton-hove-albion/2sqnq1#4813567,60.0,40.0,1.45,0.3,15.0,5.0,4.0,3.0,2.0,0.0,1.0,0.0,546.0,325.0,90.0,82.0,7.0,17.0,4.0,4.0,0.98,0.17,0.46,0.12,1.45,0.3,0.72,0.16,7.0,2.0,4.0,0.0,1.0,1.0,9.0,4.0,6.0,1.0,608.0,396.0,326.0,198.0,220.0,127.0,17.0,21.0,53.0,50.0,4.0,1.0,36.0,6.0,13.0,22.0,26.0,12.0,3.0,1.0,0.0,4.0,0.0,0.0,17.0,25.0,59,52,6.0,3.0,1.0,4.0,25.0,21.0,2.0,2.0,59.0,53.0,40.0,40.0,50.0,50.0,19.0,13.0,59.0,41.0,8.0,8.0,36.0,50.0,4813567.0,True,True,prem
