id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
607,a,,,5.0,285,184,0,0,0,0,0.0,591,258,0,0,0.0,542,234,0,0,0.0,542,234,0.0,0.0,0,50,50,79,79,3.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,231,0.0,544,237,0.0,520,220,0.0,543,234,,,,1,0.0
1,d,75.0,75.0,5.5,147,91,0,0,0,0,0.0,562,243,0,0,0.0,578,256,0,0,0.0,578,256,0.0,0.0,0,41,41,480,480,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,253,0.0,582,256,0.0,572,249,0.0,582,256,,,4.0,1,6.666666666666667
2,a,,,7.0,30,13,0,0,0,0,2.2,128,18,0,0,0.0,609,66,0,1,0.0,609,66,0.0,0.0,0,6464,6464,31588,31588,3.2,3.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.7,0.2,281,26,0.8,230,23,0.0,611,67,0.1,292,33,,,,1,0.0
3,a,,,6.0,83,6,0,0,0,0,13.4,31,8,6,6,6.0,48,19,0,22,6.0,48,19,1.0,1.0,0,17430,17430,23167,23167,4.2,4.2,0.12,0.02,0.14,0.47,0.12,0.02,0.14,0.47,13.8,119,51,1.4,193,52,8.0,95,16,2.3,164,45,,,,1,0.0
4,a,,,8.0,12,4,0,0,0,0,14.8,29,6,12,12,12.0,3,2,3,48,12.0,3,2,1.5,1.5,1,150225,150225,22210,22210,3.5,3.5,0.45,0.04,0.49,0.47,0.45,0.04,0.49,0.47,54.8,5,2,24.1,37,2,46.0,9,3,12.5,5,1,,,3.0,1,13.333333333333334
5,u,0.0,0.0,4.0,592,62,0,0,0,0,0.1,490,61,0,0,0.0,337,44,0,0,0.0,337,44,0.0,0.0,0,0,0,766,766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,43,0.0,319,24,0.0,245,24,0.0,339,43,,,,1,0.0
6,a,,,5.5,152,18,0,0,0,0,0.9,195,70,1,1,1.0,268,90,0,2,1.0,268,90,0.2,0.2,0,2047,2047,5852,5852,3.8,3.8,0.02,0.01,0.03,0.15,0.09,0.04,0.13,0.64,0.0,576,201,0.8,229,71,8.0,91,15,0.8,257,89,,,,1,0.0
7,a,,,5.0,181,113,0,0,0,0,0.3,304,99,0,0,0.0,498,205,0,0,0.0,498,205,0.0,0.0,0,1603,1603,3749,3749,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485,200,0.0,491,206,0.0,449,175,0.0,496,203,,,,1,0.0
8,a,,,5.0,271,37,0,0,0,0,0.2,367,138,0,0,0.0,537,193,0,0,0.0,537,193,0.0,0.0,0,405,405,2048,2048,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526,193,0.0,538,195,0.0,510,191,0.0,538,195,,,,1,0.0
9,a,,,7.0,33,18,0,0,0,0,3.0,104,35,3,3,3.0,84,38,0,16,3.0,84,38,0.4,0.4,0,10245,10245,14140,14140,3.5,3.5,0.08,0.19,0.27,0.47,0.08,0.19,0.27,0.47,13.6,123,42,36.7,19,17,25.0,33,23,7.5,25,19,,,,1,0.0
10,a,,,5.0,220,141,0,0,0,0,0.0,528,216,0,0,0.0,516,218,0,0,0.0,516,218,0.0,0.0,0,155,155,398,398,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503,213,0.0,514,220,0.0,477,193,0.0,514,216,,,,1,0.0
11,a,,,6.0,78,22,0,0,0,0,0.4,283,46,0,0,0.0,592,62,0,0,0.0,592,62,0.0,0.0,0,1297,1297,4926,4926,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590,60,0.0,595,64,0.0,586,62,0.0,595,64,,,,1,0.0
12,a,,,4.5,494,247,0,0,0,0,0.2,352,117,0,0,0.0,462,178,0,0,0.0,462,178,0.0,0.0,0,1294,1294,1372,1372,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,173,0.0,457,180,0.0,411,147,0.0,462,176,,,,1,0.0
13,a,,,8.5,10,8,0,0,0,0,15.5,27,12,3,3,3.0,88,42,0,16,3.0,88,42,0.4,0.4,0,14330,14330,63966,63966,3.9,3.9,0.02,0.06,0.08,0.47,0.02,0.06,0.08,0.47,15.0,105,35,24.0,38,32,15.0,67,42,5.4,55,41,3.0,1.0,2.0,1,80.0
14,a,,,4.5,414,29,0,0,0,0,0.8,204,29,0,0,0.0,408,57,0,0,0.0,408,57,0.0,0.0,0,1219,1219,6605,6605,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,57,0.0,402,47,0.0,340,47,0.0,410,57,,,,1,0.0
15,a,,,5.5,119,4,0,0,0,0,25.1,14,1,8,8,8.0,17,3,1,28,8.0,17,3,1.5,1.5,0,33276,33276,33135,33135,5.0,5.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.47,28.0,38,7,0.0,574,66,0.0,559,66,2.8,131,7,,,,1,0.0
16,a,,,6.5,49,29,0,0,0,0,6.3,61,20,3,3,3.0,79,33,0,9,3.0,79,33,0.5,0.5,0,14655,14655,32403,32403,3.3,3.3,0.09,0.05,0.14,0.32,0.1,0.05,0.15,0.34,6.6,203,89,13.4,89,66,8.0,97,61,2.8,132,78,2.0,2.0,,1,60.0
17,a,,,10.0,5,4,0,0,0,0,33.0,9,4,12,12,12.0,4,2,2,42,12.0,4,2,1.2,1.2,1,113127,113127,28246,28246,4.3,4.3,0.35,0.37,0.72,0.32,0.4,0.42,0.82,0.36,64.2,1,1,61.7,2,2,78.0,2,2,20.4,1,1,1.0,,1.0,1,66.66666666666667
18,a,,,6.0,88,7,0,0,0,0,40.2,3,1,6,6,6.0,49,20,0,26,6.0,49,20,1.0,1.0,0,34137,34137,46599,46599,4.2,4.2,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.47,14.8,109,44,0.9,224,67,0.0,590,202,1.6,217,74,,,,1,0.0
20,a,,,5.0,206,131,0,0,0,0,0.1,422,151,3,3,3.0,71,25,0,16,3.0,71,25,0.6,0.6,0,2096,2096,901,901,2.6,2.6,0.06,0.06,0.12,0.47,0.06,0.06,0.12,0.47,14.4,111,38,43.6,8,6,1.0,191,106,5.9,42,33,,,,1,0.0
