gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed
37,,36,1802.44,,,14,2014.81,False,24-25-prem-brighton-&-hove-albion-vs-liverpool,/matches/liverpool-vs-brighton-hove-albion/2xtwfj#4506586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506586,False,False
37,2025-05-16T19:15:00,8,1880.42,1.0,0.0,1,1797.14,True,24-25-prem-chelsea-vs-manchester-united,/matches/chelsea-vs-manchester-united/2w9xj5#4506587,47.0,53.0,0.83,0.3,11.0,4.0,3.0,1.0,3.0,0.0,2.0,0.0,325.0,381.0,81.0,81.0,10.0,14.0,7.0,2.0,0.71,0.3,0.12,0.0,0.83,0.3,0.71,0.11,4.0,3.0,4.0,0.0,1.0,0.0,6.0,4.0,5.0,0.0,403.0,471.0,156.0,261.0,169.0,120.0,17.0,38.0,32.0,50.0,1.0,1.0,8.0,11.0,15.0,19.0,16.0,14.0,3.0,2.0,1.0,6.0,0.0,0.0,15.0,13.0,83.0,57.0,5.0,4.0,0.0,4.0,15.0,13.0,1.0,2.0,46.0,49.0,37.0,35.0,51.0,49.0,9.0,14.0,39.0,61.0,7.0,4.0,35.0,36.0,4506587,True,False
37,2025-05-18T15:30:00,3,1985.45,0.0,0.0,4,1882.32,True,24-25-prem-arsenal-vs-newcastle-united,/matches/arsenal-vs-newcastle-united/3c42by#4506583,63.0,37.0,0.52,1.2,8.0,10.0,3.0,5.0,1.0,2.0,1.0,2.0,269.0,143.0,86.0,82.0,2.0,4.0,9.0,4.0,0.17,0.52,0.35,0.68,0.52,1.2,1.35,1.32,2.0,0.0,3.0,5.0,0.0,0.0,5.0,7.0,3.0,3.0,312.0,175.0,88.0,76.0,181.0,67.0,8.0,9.0,33.0,33.0,5.0,2.0,42.0,20.0,11.0,13.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,55.0,73.0,2.0,6.0,4.0,3.0,9.0,17.0,5.0,2.0,29.0,25.0,22.0,15.0,59.0,41.0,7.0,10.0,41.0,59.0,7.0,2.0,64.0,40.0,4506583,True,False
37,2025-05-20T19:00:00,43,1945.1,3.0,1.0,91,1806.69,True,24-25-prem-manchester-city-vs-afc-bournemouth,/matches/manchester-city-vs-afc-bournemouth/2feiv3#4506591,57.0,43.0,1.54,1.12,12.0,8.0,5.0,2.0,3.0,2.0,2.0,1.0,550.0,378.0,90.0,86.0,7.0,13.0,3.0,1.0,1.43,1.12,0.1,0.0,1.54,1.12,1.48,0.85,5.0,4.0,2.0,2.0,1.0,1.0,5.0,6.0,7.0,2.0,609.0,441.0,269.0,183.0,281.0,195.0,23.0,24.0,53.0,52.0,2.0,6.0,29.0,33.0,15.0,14.0,21.0,17.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,38.0,50.0,7.0,5.0,2.0,2.0,19.0,25.0,1.0,2.0,27.0,28.0,23.0,21.0,52.0,48.0,4.0,7.0,36.0,64.0,3.0,4.0,43.0,57.0,4506591,True,False
37,2025-05-16T18:30:00,7,1877.14,2.0,0.0,6,1784.55,True,24-25-prem-aston-villa-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-aston-villa/2xnfpj#4506584,68.0,32.0,1.39,0.51,18.0,3.0,7.0,1.0,3.0,1.0,2.0,1.0,522.0,217.0,90.0,80.0,5.0,12.0,9.0,1.0,0.93,0.47,0.46,0.05,1.39,0.51,2.22,0.16,7.0,1.0,4.0,1.0,0.0,0.0,11.0,2.0,7.0,1.0,581.0,271.0,198.0,125.0,324.0,92.0,14.0,10.0,54.0,25.0,4.0,1.0,14.0,11.0,12.0,14.0,40.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,14.0,4.0,88.0,44.0,3.0,13.0,1.0,4.0,9.0,35.0,1.0,5.0,45.0,22.0,39.0,18.0,68.0,32.0,6.0,4.0,60.0,40.0,12.0,4.0,92.0,25.0,4506584,True,False
37,2025-05-18T14:00:00,94,1820.23,2.0,3.0,54,1776.09,True,24-25-prem-brentford-vs-fulham,/matches/fulham-vs-brentford/38wlut#4506585,50.0,50.0,3.0,0.9,11.0,16.0,6.0,7.0,4.0,2.0,3.0,0.0,278.0,306.0,78.0,85.0,12.0,8.0,5.0,3.0,0.82,0.52,1.39,0.39,2.21,0.9,2.56,1.81,3.0,0.0,2.0,9.0,0.0,0.0,10.0,9.0,1.0,7.0,357.0,360.0,122.0,136.0,156.0,170.0,18.0,22.0,42.0,46.0,4.0,6.0,21.0,32.0,18.0,10.0,34.0,17.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,12.0,64.0,67.0,4.0,5.0,9.0,2.0,15.0,36.0,4.0,3.0,41.0,52.0,27.0,33.0,44.0,55.0,14.0,19.0,42.0,58.0,8.0,5.0,47.0,71.0,4506585,True,False
37,2025-05-18T14:00:00,13,1611.09,2.0,0.0,40,1605.94,True,24-25-prem-leicester-city-vs-ipswich-town,/matches/leicester-city-vs-ipswich-town/2pixek#4506590,51.0,49.0,0.7,1.56,9.0,20.0,3.0,2.0,0.0,1.0,0.0,1.0,382.0,361.0,85.0,86.0,15.0,12.0,2.0,2.0,0.64,1.38,0.07,0.18,0.7,1.56,0.71,0.28,4.0,9.0,2.0,9.0,1.0,1.0,8.0,16.0,1.0,4.0,452.0,419.0,249.0,204.0,133.0,157.0,20.0,11.0,37.0,42.0,0.0,7.0,0.0,50.0,16.0,25.0,12.0,31.0,0.0,4.0,1.0,0.0,0.0,0.0,17.0,11.0,71.0,73.0,7.0,3.0,9.0,2.0,14.0,18.0,2.0,1.0,48.0,58.0,42.0,41.0,51.0,49.0,6.0,17.0,26.0,74.0,6.0,11.0,55.0,42.0,4506590,True,False
37,2025-05-18T11:00:00,11,1776.2,2.0,0.0,20,1557.66,True,24-25-prem-everton-vs-southampton,/matches/southampton-vs-everton/2feiut#4506589,50.0,50.0,2.39,1.16,13.0,6.0,5.0,2.0,4.0,1.0,3.0,1.0,430.0,429.0,88.0,87.0,6.0,10.0,4.0,5.0,1.72,1.13,0.67,0.03,2.39,1.16,2.41,0.61,5.0,3.0,3.0,1.0,0.0,1.0,13.0,5.0,0.0,1.0,491.0,495.0,220.0,265.0,210.0,164.0,29.0,12.0,56.0,36.0,7.0,2.0,35.0,18.0,11.0,15.0,34.0,19.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,15.0,65.0,75.0,8.0,4.0,1.0,4.0,19.0,30.0,2.0,2.0,55.0,45.0,36.0,34.0,51.0,49.0,19.0,11.0,63.0,37.0,3.0,9.0,33.0,41.0,4506589,True,False
37,2025-05-18T13:15:00,21,1747.89,1.0,2.0,17,1799.76,True,24-25-prem-west-ham-united-vs-nottingham-forest,/matches/west-ham-united-vs-nottingham-forest/2xv42z#4506592,60.0,40.0,0.98,1.91,16.0,10.0,5.0,5.0,0.0,5.0,0.0,4.0,430.0,256.0,87.0,79.0,14.0,7.0,8.0,7.0,0.72,0.97,0.26,0.94,0.98,1.91,1.06,2.55,5.0,2.0,6.0,3.0,0.0,1.0,13.0,7.0,3.0,3.0,495.0,325.0,224.0,111.0,206.0,145.0,26.0,20.0,62.0,42.0,7.0,6.0,25.0,29.0,19.0,22.0,30.0,29.0,0.0,2.0,6.0,3.0,0.0,0.0,14.0,19.0,78.0,58.0,7.0,17.0,3.0,5.0,30.0,45.0,3.0,4.0,54.0,60.0,35.0,49.0,42.0,58.0,19.0,11.0,63.0,37.0,10.0,2.0,31.0,22.0,4506592,True,False
37,2025-05-19T19:00:00,36,1797.83,3.0,2.0,14,2008.67,True,24-25-prem-brighton-hove-albion-vs-liverpool,/matches/liverpool-vs-brighton-hove-albion/2xtwfj#4506586,49.0,51.0,2.2,2.23,25.0,18.0,12.0,5.0,2.0,3.0,1.0,2.0,388.0,411.0,87.0,87.0,9.0,8.0,3.0,3.0,1.94,2.13,0.26,0.11,2.2,2.23,3.98,1.49,9.0,6.0,4.0,7.0,0.0,0.0,17.0,12.0,8.0,6.0,445.0,472.0,182.0,272.0,206.0,139.0,24.0,22.0,65.0,46.0,5.0,1.0,22.0,14.0,17.0,15.0,60.0,45.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,48.0,22.0,7.0,8.0,7.0,4.0,14.0,24.0,3.0,9.0,53.0,30.0,43.0,26.0,62.0,38.0,10.0,4.0,71.0,29.0,8.0,8.0,62.0,35.0,4506586,True,False
