match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status
25-26-champions-league-arsenal-vs-inter,away,,,Y. Sommer,G,1,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,M. Akanji,D,25,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,F. Acerbi,D,15,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,A. Bastoni,D,95,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,L. Henrique,M,11,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,N. Barella,M,23,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,P. Zieliński,M,7,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,P. Sučić,M,8,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,F. Dimarco,M,32,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,M. Thuram,F,9,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,L. Martínez,F,10,True,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,F. P. Esposito,F,94,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,D. Frattesi,M,16,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,A. Bonny,F,14,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,A. Diouf,M,17,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,A. Calligaris,G,40,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,M. Cocchi,D,43,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,M. Darmian,D,36,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,C. Augusto,D,30,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,H. Mkhitaryan,M,22,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,J. Martínez,G,13,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,S. de Vrij,D,6,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,away,,,Y. Bisseck,D,31,False,3-5-2,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,D. Raya,G,1,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,8,J. Timber,D,12,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,W. Saliba,D,2,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,C. Mosquera,D,3,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,M. Lewis-Skelly,D,49,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,M. Merino,M,23,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,M. Zubimendi,M,36,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,E. Eze,M,10,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,B. Saka,F,7,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,31,G. Jesus,F,9,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,L. Trossard,F,19,True,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,B. White,D,4,False,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,D. Rice,M,41,False,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,V. Gyökeres,F,14,False,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,5,Gabriel,D,6,False,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,G. Martinelli,F,11,False,4-3-3,confirmed
25-26-champions-league-arsenal-vs-inter,home,3,,M. Ødegaard,M,8,False,4-3-3,confirmed
