player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
52,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,J.Ramsey,6.6,5,1,32,0,0,0,5,0,0,0,0
474,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Schär,8.8,6,1,50,12,1,0,5,1,1,0,0
476,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Burn,7.1,14,0,31,1,3,0,5,3,0,0,0
478,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Trippier,7.0,5,0,16,1,3,0,2,1,1,0,0
479,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Krafth,6.8,7,0,24,1,1,1,3,1,0,0,0
485,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Gordon,,0,0,1,0,0,0,0,0,0,0,0
486,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Elanga,6.9,17,0,33,0,4,3,7,2,0,0,0
487,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Barnes,6.8,14,0,20,0,4,3,2,0,0,0,0
491,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Tonali,8.0,16,0,56,2,8,5,6,0,0,0,0
494,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Willock,6.7,5,1,26,2,2,2,6,1,0,0,0
500,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Osula,6.7,4,0,3,0,0,2,1,0,0,0,0
567,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Kinsky,6.3,16,0,44,21,0,0,0,0,0,0,0
570,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Danso,6.6,6,0,48,5,0,2,6,3,0,0,0
573,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Spence,6.7,14,0,38,5,3,6,4,1,0,0,0
580,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Johnson,6.1,15,1,17,1,4,0,2,1,0,0,0
582,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Kudus,6.5,3,0,13,0,2,0,2,1,1,0,0
584,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Tel,6.4,2,0,1,0,0,1,3,1,0,0,0
585,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Bentancur,7.1,5,0,30,3,0,0,2,0,0,0,0
586,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Bergvall,6.9,3,1,39,1,0,5,4,2,0,0,0
593,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,P.M.Sarr,6.7,10,0,51,4,1,0,3,1,0,0,0
674,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Ramsdale,9.4,9,0,27,20,0,0,0,0,0,0,1
684,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Thiaw,7.5,2,0,39,1,0,0,5,4,1,0,0
714,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Woltemade,7.7,3,0,12,1,0,2,6,1,0,0,0
717,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Xavi,7.0,9,1,34,3,1,1,2,1,0,0,0
726,25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,Kolo Muani,6.3,4,0,6,0,0,0,3,0,0,0,0
