id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
1,David,Raya Martín,Raya,a,,,6.0,89,1.0,36.9,5,1.0,3.2,116.0,8.0,10,1,-1.0,5,-5.0,418466,56691,0.5,11.0,4.2,4.2,4.4,56.0,4.0,,,117.0,16.0,364.0,3.0,749.0,88.0,252.0,16.0,,,,,,,,0.0,0.0,0.0,0.64,1.67,0.53,0.6,1.0,0.0,1,10,90,0,0,1,0,0,0,0,1,0,7,1,3,38,3072169,1125554,0.0,0.0,0.0,0.0,1.52,49.2,0.0,0.0,4.9,0,1,13,0
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,,4.1,615,38.0,0.4,265,34.0,0.0,493.0,72.0,0,-1,1.0,-4,4.0,793,2256,0.0,0.0,1.0,1.0,0.0,569.0,78.0,,,564.0,78.0,551.0,66.0,522.0,52.0,564.0,78.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9924,67136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3,Karl,Hein,Hein,u,Has joined Werder Bremen on loan for the rest of the season.,,4.0,646,54.0,0.2,340,50.0,0.0,461.0,63.0,0,0,0.0,0,0.0,0,1316,0.0,0.0,0.0,0.0,0.0,538.0,69.0,0.0,0.0,533.0,69.0,519.0,57.0,489.0,43.0,533.0,69.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5545,44361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
4,Tommy,Setford,Setford,a,,,3.9,727,86.0,0.2,350,51.0,0.0,428.0,46.0,0,0,0.0,-1,1.0,2397,1906,0.0,0.0,1.0,1.0,0.0,506.0,52.0,,,501.0,52.0,486.0,39.0,455.0,25.0,501.0,52.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21631,21182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5,Gabriel,dos Santos Magalhães,Gabriel,i,Thigh injury - Unknown return date,,6.2,77,3.0,14.0,30,11.0,0.0,740.0,248.0,6,-1,1.0,2,-2.0,5927,342245,0.0,13.1,0.0,0.0,7.4,2.0,1.0,0.0,0.0,42.0,20.0,228.0,64.0,164.0,33.0,110.0,33.0,,,,,,,,0.07,0.06,0.13,0.56,0.0,0.64,0.45,1.0,9.09,1,6,90,0,0,1,0,0,0,0,0,0,0,1,0,23,3884446,4656592,0.0,0.0,0.0,0.0,1.52,22.8,0.3,4.0,2.7,1,6,1,7
6,William,Saliba,Saliba,d,Ankle injury - 75% chance of playing,,6.0,91,5.0,10.3,39,13.0,0.5,335.0,116.0,9,0,0.0,0,0.0,25445,160545,0.1,6.8,1.1,1.1,3.7,105.0,38.0,75.0,75.0,151.0,67.0,287.0,89.0,321.0,107.0,257.0,84.0,,,,,,,,0.03,0.03,0.06,0.52,0.0,0.55,0.44,1.11,6.86,1,9,90,0,0,1,0,0,0,0,0,0,0,1,1,25,1016890,1716093,0.0,0.0,0.0,0.0,1.52,31.4,0.1,0.0,3.2,4,10,3,14
7,Riccardo,Calafiori,Calafiori,s,Suspended until 20 Dec,,5.7,118,11.0,9.6,42,14.0,2.5,165.0,57.0,13,-1,1.0,2,-2.0,19596,693913,0.4,12.5,0.0,3.5,4.7,33.0,18.0,0.0,100.0,136.0,59.0,159.0,39.0,51.0,3.0,92.0,24.0,,,,,,,,0.19,0.03,0.22,0.53,0.0,0.62,0.54,1.16,6.02,1,13,71,1,0,1,0,0,0,0,1,0,0,1,2,33,2371774,1707306,0.0,0.91,0.01,0.92,0.87,36.2,2.1,35.0,7.3,1,3,5,4
8,Jurriën,Timber,J.Timber,d,Knock - 75% chance of playing,,6.5,54,1.0,33.0,7,2.0,2.8,151.0,53.0,0,1,-1.0,10,-10.0,365426,536834,0.4,12.0,2.8,3.8,5.2,19.0,9.0,75.0,,61.0,26.0,61.0,13.0,36.0,1.0,31.0,1.0,,,,,,,,0.23,0.05,0.28,0.62,0.0,0.45,0.68,0.98,6.09,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,-3,4860925,1359689,0.0,0.0,0.0,0.0,0.66,3.0,0.3,0.0,0.3,2,1,1,3
9,Jakub,Kiwior,Kiwior,u,has joined Porto on loan for the rest of the season.,,5.4,172,22.0,0.1,565,203.0,0.0,719.0,244.0,0,0,0.0,-1,1.0,0,40,0.0,0.0,0.0,0.0,0.0,737.0,248.0,0.0,0.0,739.0,250.0,738.0,250.0,734.0,249.0,739.0,250.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,10678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.1,238,37.0,2.1,129,50.0,0.5,326.0,114.0,0,0,0.0,-4,4.0,53285,6420,0.1,1.6,1.5,1.5,0.8,448.0,153.0,,,404.0,149.0,373.0,127.0,383.0,139.0,419.0,149.0,,,,,,,,0.0,0.01,0.01,1.5,0.0,0.0,1.32,0.0,5.29,1,0,18,0,0,0,0,0,0,0,1,0,0,0,0,-1,111834,380530,0.0,0.0,0.0,0.0,0.66,0.2,0.0,0.0,0.0,0,1,0,1
