match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-prem-arsenal-vs-wolverhampton-wanderers,1,90,7,True,31,G.Jesus,save,fast-break,left-foot,0.1237,0.3013,15.2,53,48.4,3.2,low-centre
25-26-prem-arsenal-vs-wolverhampton-wanderers,3,90,,False,720,Tolu,goal,assisted,head,0.0876,0.0803,8.3,49.1,50.7,5.1,low-centre
25-26-prem-arsenal-vs-wolverhampton-wanderers,4,83,,True,20,Trossard,miss,assisted,right-foot,0.0343,,15.2,30.3,57.3,4.2,close-left
25-26-prem-arsenal-vs-wolverhampton-wanderers,5,79,,True,17,Ødegaard,miss,assisted,left-foot,0.0309,,23.7,68.1,59.3,68.1,high-left
25-26-prem-arsenal-vs-wolverhampton-wanderers,6,75,,True,666,Gyökeres,miss,assisted,left-foot,0.0446,,8.6,33.5,39.5,4.2,right
25-26-prem-arsenal-vs-wolverhampton-wanderers,7,74,,True,17,Ødegaard,miss,regular,right-foot,0.0845,,3.8,66.5,42.7,18.1,close-right
25-26-prem-arsenal-vs-wolverhampton-wanderers,9,68,,True,21,Rice,save,assisted,right-foot,0.024,0.1126,21,38.7,46.8,12.7,low-right
25-26-prem-arsenal-vs-wolverhampton-wanderers,10,66,,True,21,Rice,miss,free-kick,right-foot,0.0348,,29.1,53.6,48.6,48.6,close-high
25-26-prem-arsenal-vs-wolverhampton-wanderers,11,62,,True,22,Merino,block,assisted,left-foot,0.0537,,7.6,34.8,51.4,19,low-centre
25-26-prem-arsenal-vs-wolverhampton-wanderers,12,57,,True,19,Martinelli,miss,assisted,right-foot,0.0895,,3.9,33,42,18.1,close-right
25-26-prem-arsenal-vs-wolverhampton-wanderers,13,48,,True,10,Lewis-Skelly,miss,regular,left-foot,0.0516,,14.5,41.3,38.7,6.9,right
25-26-prem-arsenal-vs-wolverhampton-wanderers,14,45,2,False,654,Strand Larsen,block,assisted,left-foot,0.0758,,11,39.2,51.4,19,low-centre
25-26-prem-arsenal-vs-wolverhampton-wanderers,15,38,,True,19,Martinelli,miss,corner,right-foot,0.0656,,7.4,57.4,42,13.9,close-right
25-26-prem-arsenal-vs-wolverhampton-wanderers,16,37,,True,19,Martinelli,block,assisted,left-foot,0.0361,,3.8,33.6,48.5,19,low-centre
25-26-prem-arsenal-vs-wolverhampton-wanderers,17,33,,True,19,Martinelli,miss,corner,head,0.1529,,2.1,57.9,67.1,15.3,left
25-26-prem-arsenal-vs-wolverhampton-wanderers,18,33,,True,16,Saka,block,corner,left-foot,0.032,,23.1,41.9,50,19,low-centre
25-26-prem-arsenal-vs-wolverhampton-wanderers,19,27,,False,642,Hee Chan,save,fast-break,right-foot,0.1483,0.5446,14.6,60.2,53.6,8.2,low-left
25-26-prem-arsenal-vs-wolverhampton-wanderers,20,17,,True,21,Rice,miss,assisted,head,0.0845,,7.9,45.8,58,13.9,close-left
25-26-prem-arsenal-vs-wolverhampton-wanderers,21,7,,True,8,J.Timber,miss,assisted,head,0.1891,,8.5,46.8,46.7,58.3,close-high
25-26-prem-brentford-vs-leeds-united,1,90,3,True,83,O.Dango,miss,regular,left-foot,0.0921,,18.2,50.5,52.9,58.3,close-high
25-26-prem-brentford-vs-leeds-united,2,86,,True,124,Henderson,miss,throw-in-set-piece,right-foot,0.032,,19.5,56.4,60.8,6.9,left
