id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
1,David,Raya Martín,Raya,a,,,6.0,86,1.0,36.2,5,1.0,4.0,72.0,7.0,7,0,0.0,5,-5.0,39588,46708,0.7,12.5,5.0,5.0,4.4,53.0,4.0,,,110.0,16.0,373.0,3.0,761.0,88.0,253.0,16.0,,,,,,,,0.0,0.0,0.0,0.6,1.59,0.53,0.59,1.0,0.0,17,7,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,49673.0,60480.0,0.0,0.0,0.0,0.0,0.1999999999999993,16.600000000000023,0.0,0.0,1.6999999999999993,0.0,1.0,14.0,0.0
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,,4.1,621,38.0,0.4,268,35.0,0.0,523.0,72.0,0,0,0.0,-4,4.0,441,828,0.0,0.0,1.0,1.0,0.0,583.0,78.0,,,577.0,78.0,564.0,67.0,533.0,52.0,577.0,78.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Karl,Hein,Hein,u,Has joined Werder Bremen on loan for the rest of the season.,,4.0,648,52.0,0.2,351,52.0,0.0,488.0,64.0,0,0,0.0,0,0.0,0,426,0.0,0.0,0.0,0.0,0.0,549.0,70.0,0.0,0.0,543.0,70.0,530.0,59.0,498.0,44.0,543.0,70.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tommy,Setford,Setford,a,,,3.9,734,85.0,0.3,316,43.0,0.0,458.0,49.0,0,0,0.0,-1,1.0,1843,901,0.0,0.0,1.0,1.0,0.0,519.0,55.0,,,513.0,55.0,498.0,42.0,465.0,27.0,513.0,55.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Gabriel,dos Santos Magalhães,Gabriel,d,Thigh injury - 25% chance of playing,,6.2,77,3.0,12.4,30,10.0,0.0,755.0,253.0,0,0,0.0,2,-2.0,2450,61509,0.0,13.1,0.2,0.2,7.4,2.0,1.0,25.0,25.0,65.0,28.0,243.0,71.0,179.0,38.0,142.0,51.0,,,,,,,,0.07,0.06,0.13,0.56,0.0,0.64,0.45,1.0,9.09,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674.0,75158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,William,Saliba,Saliba,a,,,5.9,99,7.0,11.4,33,11.0,1.6,235.0,82.0,6,0,0.0,-1,1.0,56950,10683,0.3,8.3,2.6,2.6,3.8,94.0,38.0,100.0,100.0,148.0,63.0,288.0,93.0,319.0,104.0,251.0,83.0,,,,,,,,0.03,0.03,0.06,0.48,0.0,0.54,0.45,1.09,6.61,17,6,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,68958.0,12789.0,0.0,0.0,0.020000000000000018,0.019999999999999907,0.20000000000000018,17.0,1.3999999999999986,0.0,1.8000000000000007,0.0,6.0,9.0,6.0
7,Riccardo,Calafiori,Calafiori,a,,,5.7,121,12.0,10.4,39,14.0,2.8,132.0,53.0,6,0,0.0,2,-2.0,54941,15562,0.5,13.5,3.8,3.8,4.8,31.0,16.0,100.0,100.0,147.0,62.0,168.0,40.0,62.0,4.0,104.0,30.0,,,,,,,,0.18,0.03,0.21,0.51,0.0,0.64,0.5,1.15,6.09,17,6,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,67988.0,21078.0,0.0,0.0,0.02999999999999997,0.03000000000000025,0.20000000000000018,16.0,4.5,0.0,2.1000000000000014,1.0,6.0,3.0,7.0
8,Jurriën,Timber,J.Timber,a,,,6.5,51,1.0,33.7,6,2.0,2.8,135.0,54.0,6,0,0.0,10,-10.0,115112,49695,0.4,13.2,3.8,3.8,5.1,19.0,10.0,100.0,100.0,73.0,32.0,62.0,14.0,38.0,1.0,34.0,2.0,,,,,,,,0.25,0.05,0.3,0.57,0.0,0.46,0.65,0.98,5.62,17,6,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,136003.0,68878.0,0.0,0.45999999999999996,0.07000000000000006,0.5300000000000002,0.1999999999999993,9.0,13.300000000000011,21.0,4.300000000000011,3.0,0.0,6.0,3.0
9,Jakub,Kiwior,Kiwior,u,has joined Porto on loan for the rest of the season.,,5.4,168,21.0,0.0,570,206.0,0.0,738.0,252.0,0,0,0.0,-1,1.0,0,27,0.0,0.0,0.0,0.0,0.0,750.0,254.0,0.0,0.0,751.0,255.0,750.0,255.0,746.0,254.0,751.0,255.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.1,235,37.0,1.7,145,57.0,0.4,358.0,127.0,0,0,0.0,-4,4.0,2224,11353,0.1,1.8,1.4,1.4,0.8,460.0,156.0,,,403.0,152.0,310.0,103.0,342.0,116.0,387.0,134.0,,,,,,,,0.02,0.02,0.04,1.15,0.0,0.0,1.38,0.0,4.62,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689.0,16162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
