match_id,match_url,player_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,tackles_won_percent,tackles,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,successful_dribbles_percent,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,high_claim,gk_accurate_long_balls,gk_accurate_passes,offsides
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,63,90.0,0.0,0.0,6.0,0.23,0.48,0.43,2.0,1.0,0.0,6.0,83.0,39.0,83.0,5.0,15.0,4.0,50.0,6.0,60.0,3.0,100.0,3.0,1.0,7.0,0.0,4.0,4.0,1.0,7.0,6.0,6.0,55.0,1.0,50.0,2.0,1.0,33.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,521,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,15.0,43.0,0.0,9.0,0.0,,5.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,8.0,1.0,2.07,1.07,0.0,1.0,5.0,15.0,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,64,90.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,70.0,35.0,73.0,2.0,6.0,1.0,17.0,4.0,67.0,1.0,25.0,4.0,2.0,8.0,0.0,2.0,2.0,0.0,6.0,2.0,4.0,80.0,2.0,67.0,0.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,516,90.0,0.0,0.0,2.0,0.14,0.08,0.0,0.0,2.0,0.0,2.0,61.0,18.0,58.0,1.0,6.0,2.0,50.0,0.0,0.0,2.0,100.0,2.0,0.0,4.0,2.0,5.0,4.0,1.0,10.0,2.0,4.0,80.0,6.0,86.0,0.0,0.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,525,75.0,0.0,0.0,1.0,0.08,0.25,0.0,0.0,3.0,0.0,1.0,52.0,26.0,84.0,3.0,5.0,1.0,33.0,1.0,50.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,54.0,0.0,0.0,3.0,1.0,38.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,527,90.0,1.0,0.0,3.0,0.88,0.15,0.71,1.0,0.0,0.0,6.0,51.0,27.0,73.0,3.0,4.0,1.0,33.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,7.0,1.0,25.0,1.0,20.0,1.0,2.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,511,75.0,0.0,0.0,1.0,0.02,0.01,0.0,0.0,2.0,0.0,0.0,49.0,32.0,76.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,67.0,2.0,67.0,0.0,1.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,388,89.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.0,1.0,53.0,33.0,85.0,1.0,6.0,1.0,33.0,1.0,25.0,1.0,100.0,1.0,3.0,9.0,0.0,1.0,1.0,0.0,2.0,5.0,2.0,50.0,0.0,0.0,0.0,1.0,50.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,69.0,0.0,3.0,0.0,,11.0,50.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,2.0,100.0,0.0,0.0,,2.0,1.0,1.42,0.42,1.0,0.0,11.0,24.0,
24-25-prem-afc-bournemouth-vs-west-ham-united,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4506443,78,68.0,0.0,0.0,5.0,0.44,0.06,0.17,2.0,1.0,1.0,9.0,43.0,15.0,71.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,4.0,4.0,50.0,4.0,100.0,3.0,0.0,50.0,,,,,,,,,
