gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
33.0,,,,0.0,1.0,17.0,1822.17,True,25-26-europa-league-fc-porto-vs-nottingham-forest,/matches/fc-porto-vs-nottingham-forest/3asu35#5206171,,,2.09,0.6,8.0,10.0,3.0,2.0,2.0,0.0,0.0,0.0,390.0,365.0,85.0,84.0,13.0,15.0,3.0,8.0,0.22,0.27,0.29,0.33,0.51,0.6,1.62,0.34,2.0,2.0,3.0,6.0,0.0,0.0,5.0,6.0,3.0,4.0,457.0,436.0,183.0,194.0,207.0,171.0,31.0,13.0,54.0,45.0,3.0,5.0,18.0,29.0,15.0,14.0,24.0,24.0,0.0,2.0,2.0,2.0,0.0,0.0,17.0,19.0,,,11.0,4.0,7.0,3.0,29.0,22.0,1.0,1.0,45.0,48.0,39.0,38.0,51.0,49.0,6.0,10.0,38.0,63.0,8.0,8.0,73.0,47.0,,True,True,europa-league
33.0,,,,0.0,4.0,7.0,1920.97,True,25-26-europa-league-bologna-vs-aston-villa,/matches/bologna-vs-aston-villa/3cdz18#5206172,,,1.45,1.24,12.0,17.0,4.0,7.0,1.0,2.0,1.0,2.0,269.0,308.0,80.0,83.0,16.0,14.0,8.0,3.0,0.36,0.77,0.3,0.47,0.66,1.24,1.22,1.44,5.0,7.0,3.0,3.0,0.0,1.0,9.0,11.0,3.0,6.0,338.0,373.0,197.0,174.0,72.0,134.0,17.0,29.0,40.0,51.0,3.0,10.0,21.0,38.0,13.0,20.0,32.0,28.0,2.0,9.0,2.0,2.0,0.0,0.0,16.0,28.0,,,5.0,15.0,3.0,3.0,21.0,25.0,7.0,3.0,54.0,68.0,37.0,53.0,41.0,59.0,17.0,15.0,53.0,47.0,7.0,9.0,50.0,45.0,,True,True,europa-league
33.0,,,,,,7.0,1871.37,False,25-26-europa-league-bologna/roma-vs-aston-villa,/matches/aston-villa-vs-bolognaroma/nnh3l00z#5206172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,europa-league
33.0,2026-04-19T15:30:00+00:00,43.0,1966.49,2.0,1.0,3.0,2044.21,True,25-26-prem-manchester-city-vs-arsenal,/matches/manchester-city-vs-arsenal/2rhvvi#4813701,59.0,41.0,1.36,1.62,15.0,9.0,5.0,3.0,5.0,5.0,3.0,4.0,424.0,262.0,85.0,75.0,5.0,12.0,8.0,5.0,0.98,1.32,0.38,0.3,1.36,1.62,1.36,1.32,5.0,3.0,5.0,3.0,2.0,2.0,13.0,8.0,2.0,1.0,498.0,348.0,186.0,128.0,238.0,134.0,24.0,22.0,47.0,37.0,3.0,2.0,19.0,17.0,17.0,17.0,40.0,14.0,0.0,4.0,2.0,2.0,0.0,0.0,12.0,22.0,83,64,9.0,9.0,4.0,6.0,27.0,26.0,1.0,2.0,51.0,43.0,32.0,30.0,52.0,48.0,19.0,13.0,59.0,41.0,9.0,3.0,45.0,38.0,4813701.0,True,True,prem
33.0,2026-04-22T19:00:00+00:00,91.0,1849.21,2.0,2.0,2.0,1789.25,True,25-26-prem-afc-bournemouth-vs-leeds-united,/matches/leeds-united-vs-afc-bournemouth/2fh3fh#4813705,60.0,40.0,1.65,0.81,17.0,10.0,7.0,3.0,4.0,1.0,2.0,1.0,378.0,236.0,80.0,75.0,6.0,10.0,12.0,1.0,0.94,0.46,0.71,0.35,1.65,0.81,2.02,0.95,5.0,5.0,5.0,2.0,1.0,2.0,12.0,10.0,5.0,0.0,473.0,315.0,153.0,119.0,225.0,117.0,26.0,23.0,42.0,47.0,11.0,3.0,34.0,23.0,27.0,19.0,45.0,27.0,1.0,1.0,3.0,0.0,0.0,0.0,10.0,22.0,60,64,13.0,6.0,2.0,5.0,24.0,62.0,2.0,5.0,54.0,64.0,30.0,36.0,45.0,55.0,24.0,28.0,46.0,54.0,11.0,8.0,55.0,57.0,4813705.0,True,True,prem
33.0,2026-04-18T11:30:00+00:00,94.0,1833.07,0.0,0.0,54.0,1801.05,True,25-26-prem-brentford-vs-fulham,/matches/fulham-vs-brentford/38wlut#4813696,48.0,52.0,1.43,0.77,13.0,11.0,4.0,0.0,4.0,1.0,4.0,1.0,310.0,355.0,79.0,82.0,8.0,13.0,9.0,3.0,0.54,0.68,0.89,0.1,1.43,0.77,0.27,0.0,6.0,5.0,3.0,6.0,0.0,0.0,12.0,8.0,1.0,3.0,391.0,435.0,200.0,215.0,110.0,140.0,16.0,16.0,27.0,32.0,8.0,2.0,36.0,15.0,19.0,20.0,22.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,13.0,58,77,3.0,5.0,5.0,2.0,15.0,22.0,0.0,4.0,48.0,46.0,30.0,26.0,54.0,46.0,18.0,20.0,47.0,53.0,7.0,5.0,47.0,50.0,4813696.0,True,True,prem
33.0,,,,2.0,0.0,14.0,,True,25-26-champions-league-paris-saint-germain-vs-liverpool,/matches/liverpool-vs-paris-saint-germain/2tv0t4#5205790,53.0,47.0,1.94,1.25,21.0,12.0,5.0,6.0,2.0,3.0,2.0,2.0,351.0,322.0,78.0,77.0,9.0,10.0,8.0,2.0,1.31,0.8,0.63,0.45,1.94,1.25,0.62,0.64,9.0,2.0,7.0,4.0,0.0,0.0,13.0,6.0,8.0,6.0,451.0,418.0,146.0,162.0,205.0,160.0,29.0,22.0,43.0,35.0,6.0,1.0,29.0,20.0,15.0,21.0,50.0,24.0,4.0,4.0,2.0,0.0,0.0,0.0,24.0,21.0,,,12.0,12.0,5.0,7.0,14.0,29.0,3.0,6.0,54.0,46.0,41.0,36.0,53.0,47.0,13.0,10.0,57.0,43.0,7.0,6.0,32.0,35.0,,True,False,champions-league
33.0,2026-04-19T13:00:00+00:00,11.0,1829.23,1.0,2.0,14.0,1925.59,True,25-26-prem-everton-vs-liverpool,/matches/liverpool-vs-everton/2hagld#4813699,44.0,56.0,0.79,1.45,10.0,14.0,4.0,6.0,2.0,2.0,1.0,0.0,288.0,413.0,76.0,83.0,8.0,12.0,1.0,6.0,0.61,1.22,0.18,0.23,0.79,1.45,1.56,1.46,5.0,4.0,1.0,4.0,0.0,0.0,7.0,7.0,3.0,7.0,377.0,498.0,156.0,202.0,132.0,211.0,25.0,15.0,38.0,27.0,4.0,2.0,25.0,20.0,18.0,21.0,20.0,18.0,4.0,0.0,2.0,0.0,0.0,0.0,29.0,12.0,62,67,10.0,10.0,5.0,1.0,28.0,25.0,3.0,3.0,63.0,37.0,44.0,23.0,66.0,34.0,19.0,14.0,58.0,42.0,4.0,5.0,40.0,36.0,4813699.0,True,True,prem
33.0,2026-04-20T19:00:00+00:00,31.0,1810.98,0.0,0.0,21.0,1759.28,True,25-26-prem-crystal-palace-vs-west-ham-united,/matches/west-ham-united-vs-crystal-palace/2toa9m#4813698,54.0,46.0,0.73,0.61,9.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,370.0,271.0,81.0,74.0,13.0,12.0,4.0,6.0,0.63,0.35,0.1,0.26,0.73,0.61,0.05,0.2,7.0,3.0,1.0,2.0,0.0,0.0,5.0,7.0,4.0,2.0,454.0,366.0,209.0,149.0,161.0,122.0,16.0,19.0,32.0,32.0,4.0,4.0,17.0,13.0,26.0,17.0,18.0,28.0,0.0,2.0,2.0,1.0,0.0,0.0,13.0,16.0,77,81,5.0,6.0,3.0,1.0,41.0,30.0,3.0,1.0,44.0,55.0,27.0,38.0,42.0,58.0,17.0,17.0,50.0,50.0,4.0,10.0,40.0,59.0,4813698.0,True,True,prem
33.0,2026-04-19T13:00:00+00:00,7.0,1899.11,4.0,3.0,56.0,1713.23,True,25-26-prem-aston-villa-vs-sunderland,/matches/sunderland-vs-aston-villa/2wdjjm#4813695,50.0,50.0,2.84,1.73,15.0,10.0,7.0,7.0,7.0,3.0,3.0,1.0,341.0,340.0,85.0,84.0,11.0,11.0,4.0,5.0,2.46,1.63,0.39,0.1,2.84,1.73,3.56,2.93,5.0,2.0,3.0,1.0,1.0,0.0,10.0,8.0,5.0,2.0,403.0,406.0,178.0,172.0,163.0,168.0,31.0,13.0,60.0,32.0,6.0,4.0,38.0,25.0,13.0,14.0,26.0,16.0,0.0,3.0,1.0,3.0,0.0,0.0,10.0,14.0,60,64,5.0,7.0,1.0,3.0,20.0,23.0,4.0,3.0,38.0,40.0,27.0,28.0,49.0,51.0,11.0,12.0,48.0,52.0,6.0,5.0,50.0,56.0,4813695.0,True,True,prem
