match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-champions-league-arsenal-vs-athletic-club,1,period,90,,,,,,,,,,,2,0,FT
25-26-champions-league-arsenal-vs-athletic-club,2,card,90,1,home,,,,,,,yellow,,,,
25-26-champions-league-arsenal-vs-athletic-club,3,substitution,90,1,home,7,Calafiori,725,Hincapie,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,4,substitution,90,1,home,18,Madueke,24,Nørgaard,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,5,injuryTime,90,,,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,6,goal,87,,home,20,Trossard,,,,,,regular,2,0,
25-26-champions-league-arsenal-vs-athletic-club,7,card,85,,away,,,,,,,yellow,,,,
25-26-champions-league-arsenal-vs-athletic-club,8,card,84,,home,18,Madueke,,,,,yellow,,,,
25-26-champions-league-arsenal-vs-athletic-club,9,substitution,81,,away,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,10,substitution,81,,away,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,11,goal,72,,home,,,,,,,,regular,1,0,
25-26-champions-league-arsenal-vs-athletic-club,12,substitution,71,,home,266,Eze,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,13,substitution,68,,away,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,14,substitution,68,,away,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,15,substitution,65,,home,666,Gyökeres,20,Trossard,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,16,substitution,61,,away,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,17,period,45,,,,,,,,,,,0,0,HT
25-26-champions-league-arsenal-vs-athletic-club,18,injuryTime,45,,,,,,,,,,,,,
25-26-champions-league-arsenal-vs-athletic-club,19,card,7,,home,21,Rice,,,,,yellow,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,1,period,90,,,,,,,,,,,2,3,FT
25-26-champions-league-atletico-madrid-vs-liverpool,2,goal,90,2,away,373,Virgil,,,,,,regular,2,3,
25-26-champions-league-atletico-madrid-vs-liverpool,3,injuryTime,90,,,,,,,,,,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,4,substitution,86,,away,,,371,Kerkez,,,,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,5,goal,81,,home,,,,,,,,regular,2,2,
25-26-champions-league-atletico-madrid-vs-liverpool,6,substitution,77,,home,,,,,,,,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,7,substitution,74,,away,382,Wirtz,686,Ngumoha,,,,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,8,card,70,,away,375,Bradley,,,,,yellow,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,9,substitution,61,,home,796,Gallagher,,,,,,,,,
25-26-champions-league-atletico-madrid-vs-liverpool,10,substitution,61,,home,,,,,,,,,,,
