match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-prem-afc-bournemouth-vs-liverpool,home,87,Christie,10,M,60.1,58.4
25-26-prem-afc-bournemouth-vs-liverpool,home,73,Smith,15,D,37.5,19.1
25-26-prem-afc-bournemouth-vs-liverpool,home,90,Scott,8,M,45.3,42.2
25-26-prem-afc-bournemouth-vs-liverpool,home,713,A. Jiménez,20,D,45.1,16.6
25-26-prem-afc-bournemouth-vs-liverpool,home,97,Evanilson,9,F,57.5,59.0
25-26-prem-afc-bournemouth-vs-liverpool,home,67,Petrović,1,G,7.8,50.6
25-26-prem-afc-bournemouth-vs-liverpool,home,100,E. J. Kroupi,22,F,45.8,63.4
25-26-prem-afc-bournemouth-vs-liverpool,home,98,Enes Ünal,26,F,90.9,60.1
25-26-prem-afc-bournemouth-vs-liverpool,home,801,Tóth.A,27,M,58.7,38.6
25-26-prem-afc-bournemouth-vs-liverpool,home,74,Truffert,3,D,36.6,84.3
25-26-prem-afc-bournemouth-vs-liverpool,home,88,Cook,4,M,42.7,57.4
25-26-prem-afc-bournemouth-vs-liverpool,home,77,Hill,23,D,37.0,36.6
25-26-prem-afc-bournemouth-vs-liverpool,home,72,M. Senesi,5,D,27.8,66.6
25-26-prem-afc-bournemouth-vs-liverpool,home,697,Adli,21,F,47.3,75.7
25-26-prem-afc-bournemouth-vs-liverpool,away,661,Ekitiké,22,F,70.3,61.3
25-26-prem-afc-bournemouth-vs-liverpool,away,371,Kerkez,6,D,47.5,85.5
25-26-prem-afc-bournemouth-vs-liverpool,away,376,Gomez,2,D,42.3,28.3
25-26-prem-afc-bournemouth-vs-liverpool,away,388,C.Jones,17,M,68.1,48.8
25-26-prem-afc-bournemouth-vs-liverpool,away,686,Ngumoha,73,F,80.9,78.6
25-26-prem-afc-bournemouth-vs-liverpool,away,384,Gakpo,18,M,64.1,66.1
25-26-prem-afc-bournemouth-vs-liverpool,away,372,A. Robertson,26,D,55.5,82.2
25-26-prem-afc-bournemouth-vs-liverpool,away,366,Alisson,1,G,14.5,49.4
25-26-prem-afc-bournemouth-vs-liverpool,away,381,M.Salah,11,M,77.4,26.1
25-26-prem-afc-bournemouth-vs-liverpool,away,386,Mac Allister,10,M,49.6,50.4
25-26-prem-afc-bournemouth-vs-liverpool,away,392,W. Endo,3,M,44.7,28.6
25-26-prem-afc-bournemouth-vs-liverpool,away,373,Virgil,4,D,38.5,61.6
25-26-prem-afc-bournemouth-vs-liverpool,away,370,Frimpong,30,D,62.0,16.4
25-26-prem-afc-bournemouth-vs-liverpool,away,387,Szoboszlai,8,M,58.5,46.6
25-26-prem-afc-bournemouth-vs-liverpool,away,390,Gravenberch,38,M,50.6,47.9
25-26-prem-afc-bournemouth-vs-liverpool,away,382,Wirtz,7,M,66.0,46.3
25-26-prem-arsenal-vs-manchester-united,home,266,Eze,10,M,64.9,49.1
25-26-prem-arsenal-vs-manchester-united,home,11,B. White,4,D,49.5,13.7
25-26-prem-arsenal-vs-manchester-united,home,20,Trossard,19,F,63.2,80.0
25-26-prem-arsenal-vs-manchester-united,home,17,Ødegaard,8,M,55.2,36.1
25-26-prem-arsenal-vs-manchester-united,home,31,G. Jesus,9,F,65.6,46.8
