match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status,home_shot_model_xg,away_shot_model_xg,incident_timing_coverage,unlocated_card_count,quarantined_incident_count
25-26-prem-crystal-palace-vs-sunderland,,,,,,False,False,confirmed,1.782,0.3949,available,0,0
25-26-prem-west-ham-united-vs-tottenham-hotspur,,,,,,False,False,confirmed,0.6512,1.2885,available,0,0
25-26-prem-manchester-city-vs-manchester-united,,,,,,False,False,confirmed,2.6818,1.5074,available,0,0
25-26-prem-burnley-vs-liverpool,,,,,,False,False,confirmed,0.1448,2.6488,available,0,0
25-26-prem-arsenal-vs-nottingham-forest,,,,,,False,False,confirmed,1.835,0.2,available,0,0
25-26-prem-afc-bournemouth-vs-brighton-hove-albion,,,,,,False,False,confirmed,1.4475,0.6096,available,0,1
25-26-prem-newcastle-united-vs-wolverhampton-wanderers,,,,,,False,False,confirmed,1.5543,0.5035,available,0,1
25-26-prem-brentford-vs-chelsea,,,,,,False,False,confirmed,1.4188,1.2525,available,0,0
25-26-prem-everton-vs-aston-villa,,,,,,False,False,confirmed,2.0811,0.439,available,0,0
25-26-prem-fulham-vs-leeds-united,,,,,,False,False,confirmed,0.9157,0.7899,available,0,1
