gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_distance_covered,away_distance_covered,home_walking_distance,away_walking_distance,home_running_distance,away_running_distance,home_sprinting_distance,away_sprinting_distance,home_number_of_sprints,away_number_of_sprints,home_top_speed,away_top_speed,bzzoiro_processed,tournament
2,2026-08-30T13:00:00,2.0,1797.39,,,94.0,1836.59,False,26-27-prem-leeds-united-vs-brentford,/matches/leeds-united-vs-brentford/2sso1t#5795430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795430.0,False,False,,,,,,,,,,,,,,prem
2,2026-08-29T16:30:00,6.0,1777.31,0.0,2.0,4.0,1837.53,True,26-27-prem-tottenham-hotspur-vs-newcastle-united,/matches/tottenham-hotspur-vs-newcastle-united/2xr2ka#5795434,58.0,42.0,1.12,0.72,17.0,11.0,6.0,2.0,2.0,1.0,2.0,0.0,442.0,314.0,89.0,84.0,15.0,9.0,9.0,7.0,0.82,0.36,0.3,0.36,1.12,0.72,0.91,0.69,8.0,7.0,3.0,2.0,0.0,0.0,10.0,7.0,7.0,4.0,498.0,373.0,205.0,182.0,237.0,132.0,20.0,22.0,57.0,40.0,5.0,6.0,20.0,43.0,16.0,13.0,33.0,21.0,2.0,1.0,1.0,2.0,0.0,0.0,13.0,12.0,,,4.0,3.0,1.0,5.0,20.0,29.0,0.0,4.0,39.0,46.0,29.0,32.0,48.0,52.0,10.0,14.0,42.0,58.0,7.0,6.0,64.0,60.0,5795434.0,False,False,,,,,,,,,,,,,True,prem
2,2026-08-30T13:00:00,8.0,1831.1,,,36.0,1842.01,False,26-27-prem-chelsea-vs-brighton-hove-albion,/matches/chelsea-vs-brighton-hove-albion/2vni1p#5795427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795427.0,False,False,,,,,,,,,,,,,,prem
2,2026-08-28T19:00:00,31.0,1803.82,1.0,4.0,43.0,1970.85,True,26-27-prem-crystal-palace-vs-manchester-city,/matches/manchester-city-vs-crystal-palace/2ri9zd#5795429,28.0,72.0,0.66,2.21,9.0,18.0,1.0,9.0,3.0,5.0,3.0,2.0,236.0,731.0,81.0,93.0,8.0,11.0,2.0,6.0,0.47,1.81,0.2,0.4,0.66,2.21,0.05,3.08,7.0,7.0,1.0,2.0,1.0,0.0,6.0,13.0,3.0,5.0,291.0,788.0,160.0,354.0,76.0,377.0,13.0,25.0,41.0,63.0,4.0,5.0,22.0,33.0,12.0,19.0,14.0,35.0,3.0,0.0,1.0,2.0,0.0,0.0,34.0,14.0,,,11.0,9.0,3.0,1.0,20.0,14.0,4.0,1.0,58.0,51.0,52.0,39.0,57.0,43.0,6.0,12.0,33.0,67.0,8.0,17.0,57.0,46.0,5795429.0,False,False,,,,,,,,,,,,,True,prem
2,2026-08-29T14:00:00,9.0,1661.48,0.0,1.0,88.0,1532.88,True,26-27-prem-coventry-city-vs-hull-city,/matches/hull-city-vs-coventry-city/2hh595#5795428,68.0,32.0,1.29,0.72,11.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,501.0,182.0,86.0,67.0,11.0,8.0,6.0,2.0,1.29,0.71,0.01,0.01,1.29,0.72,1.33,0.5,3.0,4.0,5.0,0.0,0.0,0.0,7.0,2.0,4.0,4.0,584.0,271.0,260.0,97.0,241.0,85.0,15.0,17.0,32.0,29.0,7.0,1.0,21.0,9.0,21.0,22.0,20.0,13.0,3.0,0.0,1.0,4.0,0.0,0.0,7.0,15.0,,,2.0,7.0,0.0,5.0,26.0,32.0,1.0,3.0,39.0,45.0,22.0,28.0,44.0,56.0,17.0,17.0,50.0,50.0,7.0,4.0,50.0,57.0,5795428.0,False,False,,,,,,,,,,,,,True,prem
2,2026-08-29T11:30:00,14.0,1910.8,2.0,2.0,17.0,1822.17,True,26-27-prem-liverpool-vs-nottingham-forest,/matches/liverpool-vs-nottingham-forest/2xthvt#5795431,69.0,31.0,1.75,2.3,13.0,12.0,4.0,3.0,1.0,5.0,0.0,3.0,562.0,193.0,89.0,67.0,13.0,10.0,3.0,5.0,1.67,1.16,0.08,0.35,1.75,1.51,2.02,1.28,5.0,3.0,4.0,6.0,0.0,1.0,8.0,11.0,5.0,1.0,631.0,288.0,210.0,99.0,352.0,94.0,34.0,30.0,74.0,40.0,5.0,2.0,17.0,29.0,20.0,25.0,21.0,23.0,3.0,0.0,4.0,2.0,0.0,0.0,21.0,23.0,,,11.0,6.0,6.0,4.0,23.0,34.0,1.0,2.0,51.0,62.0,39.0,45.0,46.0,54.0,12.0,17.0,41.0,59.0,8.0,9.0,36.0,45.0,5795431.0,False,False,,,,,,,,,,,,,True,prem
2,2026-08-29T14:00:00,91.0,1871.97,1.0,1.0,11.0,1803.43,True,26-27-prem-afc-bournemouth-vs-everton,/matches/everton-vs-afc-bournemouth/2hkv2h#5795425,59.0,41.0,2.16,1.84,17.0,13.0,5.0,7.0,6.0,3.0,6.0,3.0,374.0,242.0,83.0,77.0,11.0,14.0,10.0,7.0,1.17,1.59,0.99,0.25,2.16,1.84,1.9,1.41,5.0,6.0,7.0,0.0,0.0,0.0,13.0,7.0,4.0,6.0,453.0,313.0,192.0,115.0,182.0,127.0,22.0,11.0,39.0,22.0,6.0,2.0,26.0,10.0,23.0,19.0,28.0,20.0,0.0,1.0,3.0,2.0,0.0,0.0,18.0,18.0,,,9.0,11.0,1.0,7.0,27.0,32.0,5.0,4.0,61.0,48.0,37.0,33.0,53.0,47.0,24.0,15.0,62.0,38.0,5.0,5.0,45.0,36.0,5795425.0,False,False,,,,,,,,,,,,,True,prem
2,2026-08-30T13:00:00,56.0,1735.93,,,54.0,1813.1,False,26-27-prem-sunderland-vs-fulham,/matches/sunderland-vs-fulham/2s9d8f#5795433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795433.0,False,False,,,,,,,,,,,,,,prem
2,2026-08-30T15:30:00,1.0,1915.32,,,40.0,1640.0,False,26-27-prem-manchester-united-vs-ipswich-town,/matches/ipswich-town-vs-manchester-united/3d0uj5#5795432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795432.0,False,False,,,,,,,,,,,,,,prem
2,2026-08-31T19:00:00,7.0,1920.97,,,3.0,2063.76,False,26-27-prem-aston-villa-vs-arsenal,/matches/arsenal-vs-aston-villa/3c06vg#5795426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795426.0,False,False,,,,,,,,,,,,,,prem
