gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_distance_covered,away_distance_covered,home_walking_distance,away_walking_distance,home_running_distance,away_running_distance,home_sprinting_distance,away_sprinting_distance,home_number_of_sprints,away_number_of_sprints,home_top_speed,away_top_speed,bzzoiro_processed,tournament
4,2026-09-09T19:00:00,,,0.0,1.0,3.0,,True,26-27-champions-league-napoli-vs-arsenal-2026-09-08,/matches/arsenal-vs-napoli/37jhat#6106318,42.0,58.0,0.22,4.05,5.0,26.0,3.0,8.0,0.0,5.0,0.0,5.0,383.0,559.0,86.0,92.0,12.0,11.0,0.0,6.0,0.22,3.81,0.0,0.23,0.22,4.05,0.1,1.69,0.0,11.0,2.0,7.0,0.0,0.0,2.0,15.0,3.0,11.0,446.0,608.0,257.0,126.0,126.0,433.0,30.0,8.0,49.0,42.0,0.0,5.0,0.0,26.0,10.0,12.0,8.0,51.0,1.0,1.0,2.0,1.0,0.0,0.0,14.0,9.0,,,4.0,6.0,8.0,2.0,17.0,8.0,6.0,3.0,35.0,35.0,26.0,27.0,49.0,51.0,9.0,8.0,53.0,47.0,2.0,6.0,25.0,55.0,6106318.0,True,False,,,,,,,,,,,,,,champions-league
4,2026-09-08T19:00:00,,,0.0,1.0,4.0,,True,26-27-efl-cup-millwall-vs-newcastle-united-2026-09-08,/matches/millwall-vs-newcastle-united/3e9hbm#6099336,37.0,63.0,0.5,1.77,9.0,25.0,2.0,6.0,2.0,1.0,2.0,0.0,204.0,393.0,74.0,85.0,15.0,12.0,1.0,15.0,0.42,1.06,0.08,0.71,0.5,1.77,0.43,1.63,5.0,9.0,2.0,10.0,1.0,0.0,8.0,17.0,1.0,8.0,276.0,463.0,103.0,211.0,101.0,182.0,32.0,20.0,49.0,39.0,6.0,5.0,43.0,18.0,14.0,18.0,21.0,30.0,2.0,0.0,2.0,1.0,0.0,0.0,11.0,12.0,,,11.0,5.0,10.0,2.0,24.0,41.0,5.0,3.0,42.0,59.0,27.0,37.0,42.0,58.0,15.0,22.0,41.0,59.0,4.0,10.0,40.0,59.0,6099336.0,True,True,,,,,,,,,,,,,,efl-cup
4,2026-09-09T19:00:00,14.0,,2.0,1.0,,,True,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,/matches/liverpool-vs-atletico-madrid/2uigag#6106246,45.0,55.0,1.62,0.91,14.0,9.0,5.0,4.0,4.0,1.0,3.0,0.0,354.0,438.0,84.0,85.0,11.0,10.0,7.0,5.0,1.41,0.81,0.2,0.1,1.62,0.91,1.79,0.67,5.0,4.0,4.0,1.0,0.0,0.0,12.0,4.0,2.0,5.0,419.0,515.0,136.0,273.0,218.0,165.0,28.0,26.0,55.0,48.0,3.0,4.0,18.0,27.0,18.0,19.0,33.0,18.0,3.0,5.0,1.0,1.0,0.0,0.0,14.0,21.0,,,9.0,8.0,1.0,4.0,16.0,21.0,3.0,3.0,42.0,46.0,31.0,37.0,46.0,54.0,11.0,9.0,55.0,45.0,8.0,7.0,40.0,58.0,6106246.0,True,False,,,,,,,,,,,,,,champions-league
4,2026-09-08T19:00:00,,,0.0,2.0,43.0,,True,26-27-champions-league-fc-porto-vs-manchester-city-2026-09-08,/matches/manchester-city-vs-fc-porto/2qxjd0#6106286,36.0,64.0,0.28,2.32,5.0,20.0,0.0,10.0,0.0,6.0,0.0,4.0,285.0,589.0,81.0,93.0,10.0,17.0,2.0,5.0,0.26,2.04,0.02,0.28,0.28,2.32,0.0,3.39,4.0,6.0,1.0,4.0,0.0,0.0,3.0,13.0,2.0,7.0,353.0,635.0,197.0,265.0,88.0,324.0,25.0,19.0,53.0,58.0,2.0,7.0,33.0,37.0,12.0,13.0,8.0,29.0,7.0,1.0,1.0,3.0,0.0,0.0,19.0,18.0,,,3.0,8.0,4.0,1.0,17.0,14.0,8.0,0.0,49.0,44.0,37.0,32.0,54.0,46.0,12.0,12.0,50.0,50.0,2.0,4.0,15.0,36.0,6106286.0,True,True,,,,,,,,,,,,,,champions-league
4,2026-09-08T18:45:00,31.0,,3.0,0.0,,,True,26-27-efl-cup-crystal-palace-vs-middlesbrough-2026-09-08,/matches/middlesbrough-vs-crystal-palace/2sit9a#6099328,41.0,59.0,1.26,0.83,8.0,16.0,5.0,4.0,2.0,1.0,0.0,1.0,343.0,539.0,83.0,90.0,10.0,11.0,1.0,6.0,1.22,0.46,0.04,0.37,1.26,0.83,2.64,0.74,1.0,6.0,2.0,6.0,0.0,0.0,4.0,9.0,4.0,7.0,415.0,600.0,257.0,227.0,86.0,312.0,19.0,22.0,44.0,55.0,3.0,4.0,60.0,24.0,13.0,12.0,9.0,52.0,2.0,3.0,0.0,2.0,0.0,0.0,34.0,8.0,,,5.0,7.0,5.0,2.0,37.0,4.0,4.0,2.0,59.0,37.0,49.0,32.0,60.0,40.0,10.0,5.0,67.0,33.0,5.0,14.0,71.0,44.0,6099328.0,True,True,,,,,,,,,,,,,,efl-cup
4,2026-09-10T19:00:00,1.0,,4.0,0.0,,,True,26-27-champions-league-manchester-united-vs-sabah-fk-2026-09-08,/matches/manchester-united-vs-sabah-fk/5wn180eq#6106293,58.0,42.0,3.54,0.84,21.0,11.0,10.0,0.0,5.0,2.0,1.0,2.0,573.0,391.0,92.0,86.0,12.0,13.0,7.0,2.0,3.07,0.75,0.48,0.08,3.54,0.84,3.59,0.0,5.0,5.0,6.0,6.0,0.0,1.0,15.0,6.0,6.0,5.0,624.0,455.0,283.0,262.0,290.0,129.0,23.0,28.0,66.0,56.0,7.0,2.0,44.0,20.0,17.0,14.0,42.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,19.0,,,7.0,7.0,6.0,7.0,16.0,20.0,0.0,5.0,50.0,45.0,37.0,36.0,51.0,49.0,13.0,9.0,59.0,41.0,8.0,8.0,38.0,42.0,6106293.0,True,False,,,,,,,,,,,,,,champions-league
4,2026-09-08T16:45:00,,,2.0,3.0,7.0,,True,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,/matches/club-brugge-vs-aston-villa/2uxjqh#6106295,64.0,36.0,1.53,3.22,14.0,21.0,7.0,9.0,2.0,4.0,0.0,2.0,532.0,280.0,88.0,83.0,17.0,14.0,4.0,5.0,0.58,2.82,0.16,0.4,0.74,3.22,2.59,3.17,4.0,5.0,3.0,7.0,1.0,0.0,10.0,15.0,4.0,6.0,602.0,337.0,269.0,162.0,263.0,118.0,28.0,20.0,65.0,44.0,6.0,2.0,22.0,17.0,20.0,12.0,33.0,26.0,1.0,2.0,3.0,3.0,0.0,0.0,17.0,23.0,,,7.0,8.0,7.0,2.0,22.0,36.0,5.0,5.0,53.0,51.0,39.0,46.0,46.0,54.0,14.0,5.0,74.0,26.0,10.0,8.0,48.0,62.0,6106295.0,True,False,,,,,,,,,,,,,,champions-league
4,2026-09-08T18:45:00,56.0,,1.0,0.0,88.0,,True,26-27-efl-cup-sunderland-vs-hull-city-2026-09-08,/matches/sunderland-vs-hull-city/2fgcyx#6099331,51.0,49.0,0.98,0.97,14.0,7.0,4.0,1.0,1.0,1.0,0.0,1.0,366.0,328.0,87.0,82.0,8.0,17.0,7.0,12.0,0.66,0.89,0.32,0.08,0.98,0.97,1.89,0.36,8.0,3.0,2.0,3.0,0.0,0.0,9.0,1.0,5.0,6.0,419.0,399.0,237.0,209.0,129.0,119.0,30.0,23.0,55.0,40.0,4.0,5.0,22.0,23.0,17.0,15.0,20.0,15.0,5.0,1.0,1.0,3.0,0.0,0.0,15.0,16.0,,,9.0,4.0,3.0,2.0,28.0,21.0,1.0,3.0,49.0,39.0,37.0,28.0,57.0,43.0,12.0,11.0,52.0,48.0,6.0,4.0,33.0,31.0,6099331.0,True,False,,,,,,,,,,,,,,efl-cup
4,2026-09-09T19:15:00,8.0,,6.0,3.0,2.0,,True,26-27-efl-cup-chelsea/luton-town-vs-leeds-united-2026-09-08,/matches/chelsea-vs-leeds-united/2d7oy4#6099342,49.0,51.0,2.4,2.39,16.0,18.0,8.0,6.0,5.0,4.0,1.0,2.0,389.0,401.0,81.0,82.0,6.0,10.0,3.0,5.0,1.54,0.93,0.07,1.46,1.61,2.39,3.28,2.99,5.0,4.0,3.0,8.0,0.0,0.0,9.0,15.0,7.0,3.0,480.0,490.0,238.0,248.0,151.0,153.0,19.0,25.0,34.0,48.0,1.0,5.0,17.0,45.0,30.0,13.0,22.0,36.0,2.0,1.0,1.0,0.0,0.0,0.0,22.0,20.0,,,14.0,10.0,7.0,3.0,18.0,19.0,3.0,2.0,54.0,58.0,40.0,36.0,53.0,47.0,14.0,22.0,39.0,61.0,8.0,10.0,40.0,56.0,6099342.0,True,False,,,,,,,,,,,,,,efl-cup
4,2026-09-08T18:45:00,91.0,,4.0,0.0,,,True,26-27-efl-cup-afc-bournemouth-vs-lincoln-city-2026-09-08,/matches/lincoln-city-vs-afc-bournemouth/2f4zdk#6099334,68.0,32.0,2.13,0.32,36.0,2.0,8.0,1.0,3.0,2.0,0.0,2.0,521.0,207.0,89.0,73.0,11.0,8.0,10.0,0.0,1.37,0.0,0.76,0.32,2.13,0.32,2.3,0.18,15.0,1.0,13.0,0.0,1.0,0.0,21.0,2.0,15.0,0.0,586.0,283.0,183.0,133.0,338.0,74.0,39.0,35.0,70.0,47.0,9.0,0.0,36.0,0.0,23.0,15.0,43.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,14.0,17.0,,,6.0,11.0,0.0,12.0,14.0,42.0,1.0,4.0,48.0,51.0,31.0,33.0,48.0,52.0,17.0,18.0,49.0,51.0,9.0,5.0,43.0,71.0,6099334.0,True,True,,,,,,,,,,,,,,efl-cup
