match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-prem-afc-bournemouth-vs-arsenal,1,card,90,,home,697,Adli,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-arsenal,2,substitution,80,,away,17,Ødegaard,22,Merino,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,3,card,80,,home,100,E. J. Kroupi,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-arsenal,4,goal,76,,home,100,E. J. Kroupi,,,,,,regular,2,3,
25-26-prem-afc-bournemouth-vs-arsenal,5,substitution,74,,home,81,Kluivert,88,Cook,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,6,substitution,74,,home,97,Evanilson,98,Enes Ünal,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,7,substitution,74,,home,90,Scott,100,E. J. Kroupi,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,8,goal,71,,away,21,Rice,,,,,,regular,1,3,
25-26-prem-afc-bournemouth-vs-arsenal,9,card,70,,away,26,Zubimendi,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-arsenal,10,substitution,67,,home,86,Brooks,697,Adli,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,11,substitution,67,,away,18,Madueke,16,Saka,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,12,substitution,67,,away,19,Martinelli,20,Trossard,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,13,substitution,66,,away,666,Gyökeres,31,G.Jesus,,,,,,,
25-26-prem-afc-bournemouth-vs-arsenal,14,goal,54,,away,21,Rice,,,,,,regular,1,2,
25-26-prem-afc-bournemouth-vs-arsenal,15,card,26,,home,82,Semenyo,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-arsenal,16,goal,16,,away,5,Gabriel,,,,,,regular,1,1,
25-26-prem-afc-bournemouth-vs-arsenal,17,goal,10,,home,97,Evanilson,,,,,,regular,1,0,
25-26-prem-aston-villa-vs-nottingham-forest,1,card,90,,home,44,Bogarde,,,,,yellow,,,,
25-26-prem-aston-villa-vs-nottingham-forest,2,substitution,90,,home,36,Cash,42,A.García,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,3,card,89,,away,426,McAtee,,,,,yellow,,,,
25-26-prem-aston-villa-vs-nottingham-forest,4,substitution,84,,away,526,Igor Jesus,696,Kalimuendo,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,5,substitution,84,,away,519,Dominguez,699,Douglas Luiz,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,6,substitution,83,,home,54,McGinn,44,Bogarde,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,7,substitution,83,,home,64,Watkins,53,Malen,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,8,substitution,78,,away,715,John,502,Sels,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,9,goal,73,,home,54,McGinn,,,,,,regular,3,1,
25-26-prem-aston-villa-vs-nottingham-forest,10,substitution,69,,away,734,Bakwa,426,McAtee,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,11,substitution,69,,away,507,Aina,716,Savona,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,12,substitution,69,,home,50,Buendía,456,Sancho,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,13,substitution,69,,home,39,Maatsen,37,Digne,,,,,,,
25-26-prem-aston-villa-vs-nottingham-forest,14,card,65,,away,734,Bakwa,,,,,yellow,,,,
25-26-prem-aston-villa-vs-nottingham-forest,15,goal,61,,away,515,Gibbs-White,,,,,,regular,2,1,
25-26-prem-aston-villa-vs-nottingham-forest,16,goal,49,,home,54,McGinn,,,,,,regular,2,0,
25-26-prem-aston-villa-vs-nottingham-forest,17,goal,45,,home,64,Watkins,,,,,,regular,1,0,
25-26-prem-brighton-hove-albion-vs-burnley,1,card,90,,away,187,Walker,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-burnley,2,substitution,87,,home,162,Gruda,172,Watson,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,3,substitution,81,,away,200,Anthony,213,Banel,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,4,substitution,80,,home,169,Gomez,170,Milner,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,5,substitution,71,,home,181,Kostoulas,783,Groß,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,6,substitution,71,,home,158,Georginio,178,Welbeck,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,7,substitution,70,,home,157,K. Mitoma,145,De Cuyper,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,8,substitution,64,,away,680,Broja,210,Tchaouna,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,9,substitution,55,,away,676,Ugochukwu,197,Sonne,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,10,substitution,55,,away,202,J. B. Larsen,206,Edwards,,,,,,,
25-26-prem-brighton-hove-albion-vs-burnley,11,goal,47,,home,166,Ayari,,,,,,regular,2,0,
25-26-prem-brighton-hove-albion-vs-burnley,12,card,44,,away,193,Humphreys,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-burnley,13,card,39,,away,722,Florentino,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-burnley,14,goal,29,,home,158,Georginio,,,,,,regular,1,0,
25-26-prem-brighton-hove-albion-vs-burnley,15,card,22,,away,209,Laurent,,,,,yellow,,,,
25-26-prem-everton-vs-brentford,1,substitution,90,,away,136,Thiago,133,Peart-Harris,,,,,,,
25-26-prem-everton-vs-brentford,2,goal,90,,home,310,Barry,,,,,,regular,2,4,
25-26-prem-everton-vs-brentford,3,goal,88,,away,136,Thiago,,,,,,regular,1,4,
25-26-prem-everton-vs-brentford,4,substitution,77,,home,304,Iroegbunam,305,Armstrong,,,,,,,
25-26-prem-everton-vs-brentford,5,substitution,76,,away,116,Hickey,109,Henry,,,,,,,
25-26-prem-everton-vs-brentford,6,goal,66,,home,311,Beto,,,,,,regular,1,3,
25-26-prem-everton-vs-brentford,7,substitution,64,,away,126,Jensen,124,Henderson,,,,,,,
25-26-prem-everton-vs-brentford,8,substitution,64,,away,120,Schade,107,Lewis-Potter,,,,,,,
