match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status
25-26-prem-afc-bournemouth-vs-arsenal,home,91,67,Đ. Petrović,G,1,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,713,A. Jiménez,D,20,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,77,J. Hill,D,23,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,72,M. Senesi,D,5,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,74,A. Truffert,D,3,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,90,A. Scott,M,8,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,84,M. Tavernier,M,16,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,82,A. Semenyo,M,24,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,81,J. Kluivert,M,19,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,86,D. Brooks,M,7,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,97,Evanilson,F,9,True,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,697,A. Adli,F,21,False,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,100,E. J. Kroupi,F,22,False,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,98,E. Ünal,F,26,False,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,88,L. Cook,M,4,False,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,782,F. Forster,G,17,False,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,80,J. Soler,D,6,False,4-2-3-1,confirmed
25-26-prem-afc-bournemouth-vs-arsenal,home,91,73,A. Smith,D,15,False,4-2-3-1,confirmed
