id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,0.0,0.0,5.7,120,,0,,2,,28.6,11,,40,6,,,,3,167,4.7,,,0.8,7.0,,1736461,71694,764357,27489,5.2,5.2,0.0,0.04,0.04,4.84,,,,,140.4,,,10.0,,,0.0,,,15.0,,,,,,8,,David,Raya Martín,Raya,,,720,0,0,5,3,0,0,0,1,0,15,8,74,,,,,,,,,0,6,68
2,a,0.0,0.0,4.3,589,,0,,-2,,0.5,239,,0,0,,,,0,0,0.0,,,0.0,0.0,,6981,144,53746,1579,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
3,u,0.0,0.0,4.0,655,,0,,0,,0.3,306,,0,0,,,,0,0,0.0,,,0.0,0.0,,5545,0,36077,1017,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
4,a,0.0,0.0,4.0,682,,0,,0,,0.2,348,,0,0,,,,0,0,0.0,,,0.0,0.0,,14642,370,13471,780,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
5,a,100.0,100.0,6.4,64,,1,,4,,33.9,6,,59,12,,,,8,202,11.3,,,1.8,9.2,,2517689,286590,775490,7865,11.8,11.8,0.72,0.11,0.83,4.84,,,,,234.0,,,24.7,,,71.0,,,33.0,,,,,,8,,Gabriel,dos Santos Magalhães,Gabriel,Thigh injury - 75% chance of playing,,720,1,1,5,3,0,0,0,0,0,0,8,89,,,,,,,,,10,65,14
6,a,100.0,100.0,6.0,87,,0,,0,,12.6,32,,31,6,,,,1,135,4.3,,,0.7,5.2,,673758,17131,1087747,21450,4.8,4.8,0.13,0.17,0.3,3.71,,,,,125.8,,,22.0,,,10.0,,,15.8,,,,,,8,,William,Saliba,Saliba,,,499,0,0,4,1,0,0,0,0,0,0,6,69,,,,,,,,,8,36,25
281,a,0.0,0.0,4.5,446,,0,,0,,0.0,586,,0,0,,,,0,0,0.0,,,0.0,0.0,,2407,157,3353,159,-0.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Kaden,Rodney,Rodney,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
715,a,0.0,0.0,4.0,635,,0,,0,,0.4,280,,0,0,,,,0,0,0.0,,,0.0,0.0,,36460,312,12956,900,0.0,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,John Victor,Maciel Furtado,John,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
534,a,0.0,0.0,3.9,709,,0,,-1,,0.5,251,,0,0,,,,0,0,0.0,,,0.0,0.0,,27561,758,33594,1591,-1.0,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Joe,Anderson,Anderson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
740,a,0.0,0.0,4.0,686,,0,,0,,0.0,641,,0,0,,,,0,0,0.0,,,0.0,0.0,,1499,98,832,147,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Stephen,Mfuni,Mfuni,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
742,a,0.0,0.0,4.5,484,,0,,0,,0.0,714,,0,0,,,,0,0,0.0,,,0.0,0.0,,517,83,153,49,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Ryan,McAidoo,McAidoo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
7,a,0.0,0.0,5.8,116,,1,,3,,14.9,23,,48,6,,,,3,155,4.3,,,0.7,8.3,,1821686,48022,539440,28777,4.8,4.8,1.88,0.17,2.05,3.88,,,,,118.0,,,74.4,,,127.0,,,31.9,,,,,,8,,Riccardo,Calafiori,Calafiori,Hip injury - 75% chance of playing,,614,1,2,5,3,0,0,0,3,0,0,8,64,,,,,,,,,12,22,30
8,a,0.0,0.0,6.0,86,,1,,5,,21.0,16,,54,6,,,,7,205,6.3,,,1.0,9.0,,2415476,132505,465710,21995,6.8,6.8,1.89,0.56,2.45,3.74,,,,,207.8,,,154.9,,,189.0,,,55.3,,,,,,8,,Jurriën,Timber,J.Timber,,,611,2,2,4,3,0,0,0,2,0,0,7,72,,,,,,,,,27,22,23
9,u,0.0,0.0,5.4,182,,0,,-1,,0.1,559,,0,0,,,,0,0,0.0,,,0.0,0.0,,1119,0,10210,89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
10,a,0.0,0.0,5.2,228,,0,,-3,,1.7,142,,4,0,,,,0,13,0.7,,,0.1,0.8,,44254,1315,331460,7655,1.2,1.2,0.0,0.0,0.0,0.93,,,,,7.6,,,6.9,,,4.0,,,1.7,,,,,,8,,Myles,Lewis-Skelly,Lewis-Skelly,,,83,0,0,0,0,0,0,0,1,0,0,0,10,,,,,,,,,1,3,6
11,a,100.0,100.0,5.4,169,,0,,-1,,0.4,259,,6,0,,,,0,23,0.0,,,0.0,1.1,,29222,574,85938,1828,0.5,0.5,0.01,0.01,0.02,0.87,,,,,15.4,,,11.3,,,1.0,,,2.8,,,,,,8,,Benjamin,White,White,,,70,0,0,1,0,0,0,0,0,0,0,1,12,,,,,,,,,2,6,4
13,a,0.0,0.0,3.9,734,,0,,-1,,0.5,243,,0,0,,,,0,0,0.0,,,0.0,0.0,,25859,942,42965,1790,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Brayden,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
14,u,0.0,0.0,3.9,739,,0,,-1,,0.1,407,,0,0,,,,0,0,0.0,,,0.0,0.0,,10218,0,17371,640,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Maldini,Kacurri,Kacurri,has joined Morecambe on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
15,a,0.0,0.0,3.9,721,,0,,-1,,0.2,359,,0,0,,,,0,0,0.0,,,0.0,0.0,,12711,189,14720,813,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Josh,Nichols,Nichols,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
16,a,100.0,100.0,10.0,5,,1,,0,,14.5,24,,27,7,,,,2,101,5.7,,,0.6,2.7,,1653171,239346,1758864,14025,6.2,6.2,1.29,2.0,3.29,3.49,,,,,130.0,,,194.4,,,140.0,,,46.4,,,,,,8,,Bukayo,Saka,Saka,,,436,2,0,3,1,0,0,0,0,0,0,5,36,,,,,,,,,7,2,27
17,i,0.0,0.0,7.9,17,,0,,-1,,1.6,148,,13,0,,,,0,47,1.7,,,0.2,1.6,,132941,73,390490,10514,0.0,0.0,0.14,0.81,0.95,2.36,,,,,43.0,,,65.0,,,22.0,,,13.0,,,,,,8,,Martin,Ødegaard,Ødegaard,Knee injury - Unknown return date,,201,0,1,1,1,0,0,0,0,0,0,4,19,,,,,,,,,3,6,10
18,i,0.0,0.0,6.9,41,,0,,-1,,0.7,206,,10,0,,,,0,39,0.0,,,0.0,1.4,,148823,43,216932,3397,0.0,0.0,0.29,0.86,1.15,2.04,,,,,30.2,,,111.7,,,105.0,,,24.6,,,,,,8,,Noni,Madueke,Madueke,Knee injury - Unknown return date,,304,0,0,2,2,0,0,0,0,0,0,4,14,,,,,,,,,3,1,10
19,a,0.0,0.0,6.9,42,,0,,-1,,1.2,166,,15,1,,,,1,54,1.0,,,0.1,2.2,,82368,3678,123670,6792,1.5,1.5,0.75,0.08,0.83,1.58,,,,,50.0,,,30.3,,,91.0,,,17.2,,,,,,8,,Gabriel,Martinelli Silva,Martinelli,Muscle injury - 50% chance of playing,,190,1,0,1,0,0,0,0,0,0,0,2,15,,,,,,,,,3,2,10
20,a,100.0,100.0,6.9,38,,0,,-1,,0.4,276,,22,10,,,,2,78,5.0,,,0.7,3.2,,23539,8692,27754,1122,5.5,5.5,1.26,0.64,1.9,2.33,,,,,76.6,,,100.0,,,113.0,,,28.9,,,,,,8,,Leandro,Trossard,Trossard,,,372,1,1,2,2,0,0,0,0,0,0,4,16,,,,,,,,,3,5,8
21,a,100.0,100.0,6.6,50,,1,,1,,11.5,36,,43,3,,,,6,164,7.7,,,1.2,6.5,,926909,187494,579527,19947,8.2,8.2,0.5,1.24,1.74,4.13,,,,,172.0,,,225.9,,,43.0,,,44.1,,,,,,8,,Declan,Rice,Rice,,,632,1,3,4,3,0,0,0,0,0,0,7,54,,,,,,,,,6,17,31
22,a,0.0,0.0,5.9,99,,0,,-1,,0.6,218,,16,1,,,,0,57,2.7,,,0.5,2.7,,73888,3739,84802,5137,3.2,3.2,0.34,0.13,0.47,1.77,,,,,69.0,,,44.8,,,68.0,,,17.9,,,,,,8,,Mikel,Merino Zazón,Merino,,,270,1,0,2,1,0,0,0,0,0,0,3,31,,,,,,,,,7,7,17
23,u,0.0,0.0,5.4,181,,0,,-1,,0.0,649,,0,0,,,,0,0,0.0,,,0.0,0.0,,933,0,4165,33,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Fábio,Ferreira Vieira,Fábio Vieira,has joined Hamburger on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
24,a,100.0,100.0,5.3,198,,0,,-2,,0.2,395,,1,1,,,,0,3,0.3,,,0.1,0.2,,3454,197,53466,459,0.8,0.8,0.0,0.0,0.0,0.0,,,,,1.0,,,0.0,,,0.0,,,0.1,,,,,,8,,Christian,Nørgaard,Nørgaard,,,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,0,1,1
25,a,0.0,0.0,5.2,229,,0,,-3,,0.2,388,,6,0,,,,0,15,0.3,,,0.1,1.2,,9425,324,27136,827,0.8,0.8,0.19,0.08,0.27,0.33,,,,,8.2,,,22.0,,,21.0,,,5.0,,,,,,8,,Ethan,Nwaneri,Nwaneri,,,145,0,0,1,0,0,0,0,0,0,0,0,9,,,,,,,,,1,1,7
26,a,0.0,0.0,5.5,150,,0,,0,,4.1,85,,35,3,,,,3,152,2.7,,,0.5,6.4,,555404,12477,357714,29505,3.2,3.2,0.26,0.86,1.12,4.42,,,,,152.6,,,110.8,,,47.0,,,31.1,,,,,,8,,Martín,Zubimendi Ibáñez,Zubimendi,,,681,2,0,5,3,0,0,0,1,0,0,7,59,,,,,,,,,15,18,26
28,u,0.0,0.0,4.5,473,,0,,0,,0.1,420,,0,0,,,,0,0,0.0,,,0.0,0.0,,6731,0,26390,482,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Ismeal,Kabia,Kabia,has joined Shrewsbury Town on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
29,u,0.0,0.0,4.5,421,,0,,0,,0.1,530,,0,0,,,,0,0,0.0,,,0.0,0.0,,2952,0,12433,193,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Albert,Sambi Lokonga,Sambi,has joined Hamburger permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
30,i,0.0,0.0,7.3,27,,0,,-2,,0.3,285,,1,0,,,,0,4,0.0,,,0.0,0.1,,8754,59,107509,500,0.0,0.0,0.0,0.01,0.01,0.82,,,,,2.8,,,0.8,,,2.0,,,0.6,,,,,,8,,Kai,Havertz,Havertz,Knee injury - Unknown return date,,30,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,0,1,2
31,i,0.0,0.0,6.4,62,,0,,-1,,0.0,599,,0,0,,,,0,0,0.0,,,0.0,0.0,,1034,59,3488,95,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,8,,Gabriel,Fernando de Jesus,G.Jesus,Knee injury - Expected back 30 Dec,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
266,a,0.0,0.0,7.6,21,,0,,1,,13.7,27,,25,3,,,,0,91,3.7,,,0.5,3.3,,1382667,26427,1031449,71288,4.2,4.2,1.36,0.87,2.23,3.28,,,,,76.4,,,83.2,,,146.0,,,30.6,,,,,,8,,Eberechi,Eze,Eze,,,455,0,3,4,2,0,0,0,0,0,0,5,27,,,,,,,,,4,5,18
662,a,0.0,0.0,5.4,188,,0,,-1,,0.2,372,,12,0,,,,1,57,0.3,,,0.1,2.2,,22169,171,22795,1491,0.8,0.8,0.0,0.04,0.04,1.13,,,,,55.2,,,2.6,,,4.0,,,6.2,,,,,,8,,Cristhian,Mosquera,Mosquera,,,247,0,0,1,2,0,0,0,0,0,0,2,33,,,,,,,,,8,15,10
