match_id,match_url,player_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,tackles_won_percent,tackles,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,successful_dribbles_percent,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,high_claim,gk_accurate_long_balls,gk_accurate_passes,offsides
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,73,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,59.0,0.0,6.0,0.0,,11.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.0,,2.0,0.0,,4.0,1.0,2.65,1.65,0.0,1.0,11.0,16.0,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,398,89.0,1.0,0.0,2.0,0.47,0.4,0.95,1.0,0.0,0.0,5.0,48.0,21.0,78.0,4.0,6.0,4.0,57.0,0.0,,1.0,100.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,63.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,83,85.0,1.0,0.0,2.0,0.87,0.04,0.99,1.0,0.0,0.0,2.0,52.0,22.0,85.0,4.0,2.0,1.0,25.0,0.0,,3.0,100.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,40.0,2.0,67.0,1.0,2.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,413,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,22.0,73.0,0.0,1.0,0.0,,9.0,53.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,,1.0,100.0,0.0,0.0,,3.0,1.0,1.12,0.12,4.0,1.0,9.0,22.0,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,394,90.0,0.0,0.0,2.0,0.07,0.23,0.87,1.0,1.0,0.0,1.0,100.0,59.0,79.0,2.0,16.0,0.0,,6.0,67.0,1.0,25.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,11.0,2.0,11.0,85.0,0.0,0.0,6.0,0.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,78,90.0,0.0,1.0,7.0,0.33,1.13,0.0,0.0,0.0,0.0,11.0,52.0,24.0,96.0,3.0,2.0,0.0,,0.0,,2.0,100.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,2.0,10.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,79,90.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.0,57.0,26.0,70.0,0.0,13.0,1.0,100.0,2.0,20.0,3.0,100.0,3.0,1.0,8.0,2.0,6.0,3.0,1.0,4.0,3.0,3.0,60.0,1.0,50.0,0.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,85,90.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,52.0,32.0,76.0,0.0,8.0,0.0,,4.0,29.0,0.0,0.0,1.0,1.0,9.0,0.0,7.0,3.0,0.0,4.0,2.0,1.0,100.0,3.0,60.0,0.0,0.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,63,64.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,32.0,19.0,90.0,3.0,3.0,0.0,,1.0,50.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,40.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,64,90.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,60.0,33.0,77.0,1.0,10.0,2.0,29.0,5.0,71.0,4.0,80.0,5.0,1.0,4.0,0.0,3.0,2.0,2.0,6.0,7.0,5.0,42.0,1.0,100.0,0.0,5.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,392,32.0,0.0,1.0,1.0,0.16,0.48,0.0,0.0,0.0,0.0,4.0,17.0,10.0,100.0,2.0,0.0,2.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,405,90.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,54.0,37.0,80.0,1.0,3.0,0.0,,2.0,33.0,1.0,100.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,50.0,2.0,67.0,1.0,2.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,395,90.0,0.0,0.0,2.0,0.28,0.01,0.58,1.0,0.0,1.0,5.0,76.0,56.0,88.0,0.0,2.0,0.0,,1.0,50.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,6.0,5.0,2.0,50.0,4.0,57.0,0.0,2.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,70,90.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,50.0,21.0,72.0,0.0,4.0,0.0,0.0,1.0,33.0,1.0,50.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,67.0,0.0,0.0,0.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,404,69.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,45.0,23.0,85.0,0.0,1.0,0.0,,0.0,0.0,2.0,100.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,2.0,3.0,60.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,409,58.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,56.0,30.0,77.0,0.0,4.0,0.0,,0.0,0.0,1.0,50.0,2.0,0.0,11.0,0.0,2.0,1.0,0.0,5.0,5.0,5.0,63.0,0.0,0.0,3.0,0.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,410,69.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,40.0,30.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,67.0,0.0,0.0,1.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4506273,592,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0,78.0,0.0,9.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,1.0,,,,,,,,,,
