player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints
17,25-26-prem-arsenal-vs-leeds-united,38,0,0,2,0.05,0.05,0,0,0,0,28,20,0.0,0.0,6,0,0.0,0,0.0,1,0,1,0,0,0,0,2,0,2,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260,25-26-prem-crystal-palace-vs-nottingham-forest,90,0,0,1,0.11,0.01,0,0,1,1,70,49,0.0,0.0,8,0,0.0,1,0.0,0,1,3,0,3,1,0,4,1,2,0.0,2,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,92,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
257,25-26-prem-crystal-palace-vs-nottingham-forest,90,0,0,1,0.1,0.0,1,1,0,4,60,34,0.0,0.0,1,0,0.0,0,0.0,1,1,5,0,8,6,0,11,4,4,0.0,7,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.07,3,0,92,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,25-26-prem-arsenal-vs-leeds-united,53,0,0,1,0.02,0.01,0,2,0,1,42,26,0.0,0.0,1,0,0.0,2,0.0,0,0,3,0,0,0,0,3,3,3,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,38,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
350,25-26-prem-arsenal-vs-leeds-united,25,0,0,0,0.0,0.04,0,1,0,0,15,5,0.0,0.0,0,0,0.0,0,0.0,1,0,2,0,0,0,1,3,2,3,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,66,95,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
662,25-26-prem-arsenal-vs-leeds-united,27,0,0,0,0.0,0.0,0,0,0,0,17,10,0.0,0.0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,2,0,2,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,64,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
588,25-26-prem-manchester-city-vs-tottenham-hotspur,13,0,0,2,0.25,0.0,1,1,1,2,8,2,0.0,0.0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,1,1,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.07,0,78,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
430,25-26-prem-manchester-city-vs-tottenham-hotspur,90,0,0,1,0.47,0.3,0,1,1,5,23,10,0.0,1.0,1,0,0.0,0,0.0,0,0,3,0,1,0,0,2,2,1,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,91,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
270,25-26-prem-crystal-palace-vs-nottingham-forest,90,0,0,2,0.12,0.27,0,0,0,3,51,30,0.0,3.0,6,2,0.0,0,0.0,3,0,5,0,1,0,0,5,4,4,0.0,1,0.0,1,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,4,0,92,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
353,25-26-prem-arsenal-vs-leeds-united,66,0,0,2,0.07,0.0,0,1,0,2,22,6,0.0,0.0,0,0,0.0,1,0.0,0,0,4,0,0,0,0,2,0,2,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,66,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
351,25-26-prem-arsenal-vs-leeds-united,66,0,0,0,0.0,0.0,0,0,0,1,20,7,0.0,0.0,0,0,0.0,0,0.0,3,0,2,0,0,0,1,4,4,4,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,4,0,66,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20,25-26-prem-arsenal-vs-leeds-united,38,0,0,1,0.07,0.03,0,1,0,1,17,6,0.0,1.0,2,2,0.0,1,0.0,0,0,0,0,0,0,1,1,3,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,53,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
660,25-26-prem-arsenal-vs-leeds-united,90,0,0,0,0.0,0.07,0,0,0,0,35,21,0.0,3.0,3,1,0.0,1,0.0,0,0,1,0,1,0,0,5,2,5,0.0,0,0.0,3,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,95,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
356,25-26-prem-arsenal-vs-leeds-united,90,0,0,0,0.0,0.0,0,0,0,0,41,34,0.0,0.0,1,0,0.0,1,0.0,1,1,3,1,0,0,1,1,2,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,95,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
365,25-26-prem-arsenal-vs-leeds-united,33,0,0,0,0.0,0.0,0,0,0,0,11,5,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2,1,1,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,58,95,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
698,25-26-prem-arsenal-vs-leeds-united,25,0,0,0,0.0,0.0,0,0,0,0,12,6,0.0,0.0,0,0,0.0,0,0.0,2,0,2,0,0,0,0,2,4,2,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,66,95,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
348,25-26-prem-arsenal-vs-leeds-united,90,0,0,0,0.0,0.0,0,1,0,0,52,27,0.0,0.0,1,0,0.0,0,0.0,1,2,2,2,9,5,0,5,4,3,0.0,2,0.0,1,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,95,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
493,25-26-prem-arsenal-vs-leeds-united,33,0,0,0,0.0,0.0,0,0,0,0,8,5,0.0,0.0,0,0,0.0,1,0.0,0,0,1,0,1,0,3,0,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,58,95,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
343,25-26-prem-arsenal-vs-leeds-united,90,0,0,1,0.1,0.0,1,0,0,1,51,37,0.0,0.0,2,0,0.0,1,0.0,2,0,3,0,4,2,0,3,2,2,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.14,2,0,95,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
362,25-26-prem-arsenal-vs-leeds-united,58,0,0,0,0.0,0.0,0,0,0,0,12,9,0.0,0.0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,58,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
358,25-26-prem-arsenal-vs-leeds-united,58,0,0,0,0.0,0.0,0,0,0,0,26,19,0.0,0.0,1,0,0.0,0,0.0,0,0,2,0,0,0,4,0,6,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,58,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
342,25-26-prem-arsenal-vs-leeds-united,83,0,0,0,0.0,0.0,0,1,0,2,28,9,0.0,0.0,0,0,0.0,0,0.0,1,2,5,0,1,0,1,3,4,3,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,83,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
347,25-26-prem-arsenal-vs-leeds-united,90,0,0,0,0.0,0.0,0,0,0,0,48,12,0.0,0.0,1,0,0.0,0,0.0,1,1,1,0,4,2,1,3,9,3,0.0,0,0.0,0,3,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,3,0,95,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
665,25-26-prem-arsenal-vs-leeds-united,90,0,0,0,0.0,0.0,0,0,0,0,35,16,0.0,0.0,7,0,0.0,8,0.0,0,0,4,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5,2.77,-2.23,0,16,8,,0,0,0,0,0.0,0.0,0.0,0,0,95,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
346,25-26-prem-arsenal-vs-leeds-united,8,0,0,0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,83,95,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
84,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,78,1,0,2,0.19,0.21,2,2,0,3,44,28,0.0,0.0,5,0,0.0,3,0.0,0,1,2,0,1,1,0,3,3,2,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.68,0,0,78,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,0,0.0,0.0,0,0,0,0,28,12,0.0,0.0,5,0,0.0,3,0.0,0,0,5,0,2,0,0,1,0,0,0.0,1,0.0,0,0,1,0,0.24,0.24,1,12,3,,1,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
631,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,1,0.1,0.03,0,0,0,1,67,41,0.0,0.0,10,0,0.0,9,0.0,2,1,3,2,9,7,0,8,0,2,0.0,6,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
82,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,1,4,0.68,0.07,1,1,2,10,57,28,0.0,3.0,1,0,0.0,0,0.0,0,0,5,0,0,0,1,2,14,1,0.0,1,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.03,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
72,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,0,0.0,0.01,0,0,0,1,72,48,0.0,0.0,10,0,0.0,6,0.0,1,2,4,0,11,4,2,2,3,1,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
64,25-26-prem-brentford-vs-aston-villa,90,0,0,4,0.37,0.08,0,1,1,6,28,16,0.0,1.0,1,0,0.0,0,0.0,1,0,3,0,0,0,0,4,3,3,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
136,25-26-prem-brentford-vs-aston-villa,90,0,0,3,0.22,0.01,0,0,0,5,34,10,0.0,1.0,0,0,0.0,1,0.0,1,0,3,0,3,1,1,6,12,2,0.0,4,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126,25-26-prem-brentford-vs-aston-villa,12,0,0,0,0.0,0.01,0,0,0,0,6,4,0.0,0.0,0,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,79,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
54,25-26-prem-brentford-vs-aston-villa,74,0,0,1,0.05,0.12,1,1,0,4,51,25,0.0,2.0,4,2,0.0,1,0.0,0,1,2,1,0,0,0,5,7,3,0.0,2,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.1,0,0,74,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
128,25-26-prem-brentford-vs-aston-villa,22,0,0,0,0.0,0.0,0,0,0,0,9,3,0.0,0.0,3,0,0.0,0,0.0,0,0,2,0,2,1,1,2,1,2,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,69,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
116,25-26-prem-brentford-vs-aston-villa,12,0,0,0,0.0,0.0,0,0,0,0,6,2,0.0,0.0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,2,0,2,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,79,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
47,25-26-prem-brentford-vs-aston-villa,90,0,0,2,0.1,0.12,0,3,0,6,49,20,0.0,1.0,4,0,0.0,0,0.0,0,0,1,0,0,0,1,5,8,4,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
53,25-26-prem-brentford-vs-aston-villa,27,0,0,0,0.0,0.02,0,0,0,1,12,11,0.0,0.0,1,0,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,64,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
58,25-26-prem-brentford-vs-aston-villa,16,0,0,0,0.0,0.0,0,0,0,1,9,6,0.0,0.0,2,0,0.0,0,0.0,1,0,0,0,0,0,1,1,1,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,16,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
677,25-26-prem-brentford-vs-aston-villa,16,0,0,0,0.0,0.01,0,1,0,1,18,6,0.0,0.0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,2,6,2,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,75,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
50,25-26-prem-brentford-vs-aston-villa,60,0,0,2,0.2,0.2,0,0,0,3,22,10,0.0,1.0,2,0,0.0,1,0.0,1,0,0,0,2,0,1,2,7,1,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,16,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108,25-26-prem-brentford-vs-aston-villa,6,0,0,0,0.0,0.0,0,0,0,0,3,2,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,85,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
109,25-26-prem-brentford-vs-aston-villa,7,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,84,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
545,25-26-prem-burnley-vs-sunderland,28,0,0,1,0.03,0.02,0,1,0,1,23,16,0.0,0.0,4,0,0.0,1,0.0,0,0,1,0,0,0,0,1,1,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,63,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
217,25-26-prem-burnley-vs-sunderland,86,0,0,0,0.0,0.01,0,1,0,2,33,12,0.0,0.0,1,0,0.0,1,0.0,2,0,3,0,0,0,0,5,11,4,0.0,1,0.0,1,3,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
552,25-26-prem-burnley-vs-sunderland,90,0,0,0,0.0,0.08,0,0,0,2,79,49,0.0,0.0,2,0,0.0,0,0.0,2,1,0,0,1,1,0,3,3,3,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
209,25-26-prem-burnley-vs-sunderland,22,0,0,0,0.0,0.0,0,0,0,0,15,5,0.0,0.0,2,0,0.0,0,0.0,1,0,0,1,2,2,1,2,3,1,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,69,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
543,25-26-prem-burnley-vs-sunderland,63,0,0,0,0.0,0.09,0,0,0,0,31,13,0.0,1.0,1,1,0.0,0,0.0,0,0,2,0,3,3,0,2,2,1,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,63,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
197,25-26-prem-burnley-vs-sunderland,22,0,0,0,0.0,0.0,0,0,0,0,12,7,0.0,0.0,1,0,0.0,0,0.0,0,0,2,0,0,0,0,0,2,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,69,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
252,25-26-prem-burnley-vs-sunderland,11,0,0,1,0.02,0.01,0,0,0,2,6,3,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,2,0,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,80,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
685,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,0,0.0,0.0,0,0,0,0,62,46,0.0,0.0,4,0,0.0,1,0.0,3,0,3,0,7,3,0,5,4,3,0.0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,3,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
610,25-26-prem-west-ham-united-vs-chelsea,90,0,0,0,0.0,0.06,0,0,0,0,47,24,0.0,1.0,3,2,0.0,1,0.0,0,0,2,0,5,4,0,3,0,1,0.0,2,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
225,25-26-prem-west-ham-united-vs-chelsea,22,0,0,0,0.0,0.13,0,0,0,0,29,25,0.0,1.0,4,0,0.0,2,0.0,0,0,2,0,0,0,0,2,1,1,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,69,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
246,25-26-prem-west-ham-united-vs-chelsea,29,0,0,0,0.0,0.01,0,0,0,1,13,10,0.0,1.0,1,0,0.0,0,0.0,0,1,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,62,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
624,25-26-prem-west-ham-united-vs-chelsea,90,0,0,2,0.09,0.11,1,2,0,6,43,24,0.0,1.0,2,1,0.0,0,0.0,0,0,1,0,0,0,1,4,5,4,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.07,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
