match_id,match_url,player_id,minutes_played,goals,assists,total_shots,xg,xa,xgot,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,tackles_won_percent,tackles,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,successful_dribbles_percent,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,high_claim,gk_accurate_long_balls,gk_accurate_passes,offsides
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,47,90.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,55.0,20.0,50.0,0.0,17.0,0.0,,8.0,29.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,100.0,1.0,100.0,1.0,0.0,,4.0,0.0,0.7,0.7,0.0,4.0,8.0,20.0,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,233,90.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,1.0,59.0,31.0,74.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,10.0,3.0,7.0,78.0,3.0,75.0,4.0,1.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,580,90.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,108.0,77.0,86.0,0.0,28.0,0.0,,6.0,55.0,3.0,100.0,3.0,1.0,5.0,0.0,10.0,6.0,0.0,5.0,3.0,3.0,75.0,2.0,50.0,0.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,49,70.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.0,28.0,15.0,75.0,0.0,2.0,0.0,,0.0,0.0,1.0,100.0,1.0,0.0,5.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,60.0,1.0,50.0,2.0,1.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,58,90.0,1.0,0.0,1.0,0.36,0.02,0.95,1.0,0.0,0.0,3.0,27.0,8.0,62.0,0.0,1.0,0.0,,0.0,,1.0,100.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,20.0,2.0,67.0,0.0,1.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,36,90.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,45.0,19.0,73.0,1.0,5.0,1.0,50.0,2.0,50.0,1.0,50.0,2.0,0.0,4.0,0.0,4.0,3.0,1.0,6.0,3.0,4.0,67.0,2.0,67.0,2.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,85,88.0,0.0,0.0,1.0,0.03,0.05,0.01,1.0,0.0,0.0,1.0,57.0,38.0,90.0,0.0,6.0,0.0,0.0,2.0,50.0,1.0,50.0,2.0,1.0,4.0,0.0,10.0,3.0,1.0,2.0,4.0,2.0,50.0,0.0,0.0,0.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,32,90.0,0.0,0.0,1.0,0.04,0.0,0.27,1.0,0.0,0.0,1.0,41.0,8.0,53.0,0.0,4.0,0.0,0.0,1.0,50.0,2.0,67.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,5.0,1.0,5.0,83.0,0.0,0.0,2.0,0.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,54,89.0,0.0,1.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,1.0,31.0,4.0,44.0,1.0,1.0,1.0,100.0,0.0,0.0,3.0,75.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,8.0,12.0,6.0,40.0,2.0,40.0,2.0,1.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,60,76.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,77.0,60.0,88.0,1.0,9.0,0.0,,1.0,33.0,2.0,67.0,3.0,0.0,5.0,0.0,2.0,0.0,1.0,4.0,3.0,4.0,67.0,0.0,0.0,1.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,44,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,86.0,0.0,3.0,0.0,,1.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,1.0,3.0,2.0,3.0,60.0,0.0,0.0,3.0,1.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,96.0,0.0,2.0,0.0,,5.0,83.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,1.0,1.33,0.33,1.0,1.0,5.0,23.0,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,762,70.0,0.0,0.0,1.0,0.08,0.03,0.0,0.0,1.0,0.0,1.0,27.0,14.0,88.0,0.0,5.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,25.0,0.0,0.0,0.0,3.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,42,90.0,0.0,0.0,2.0,0.41,0.01,0.12,1.0,0.0,1.0,1.0,29.0,15.0,71.0,0.0,6.0,0.0,,1.0,33.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,70,88.0,0.0,0.0,1.0,0.03,0.03,0.0,0.0,1.0,0.0,4.0,57.0,32.0,89.0,1.0,3.0,2.0,29.0,1.0,100.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,63.0,2.0,67.0,2.0,1.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,83,90.0,0.0,0.0,1.0,0.01,0.09,0.0,0.0,2.0,0.0,1.0,67.0,35.0,81.0,1.0,4.0,1.0,13.0,1.0,100.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,60.0,0.0,0.0,0.0,1.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,62,20.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,2.0,28.0,22.0,96.0,2.0,4.0,1.0,100.0,2.0,100.0,1.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,67.0,0.0,0.0,1.0,0.0,,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,71,45.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2.0,0.0,7.0,29.0,17.0,81.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,80.0,0.0,0.0,2.0,1.0,100.0,,,,,,,,,
24-25-prem-afc-bournemouth-vs-aston-villa,/matches/afc-bournemouth-vs-aston-villa/2yooch#4506573,64,90.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,1.0,49.0,33.0,89.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,40.0,1.0,100.0,0.0,2.0,100.0,,,,,,,,,
