gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,home_team_difficulty,away_team_difficulty,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_penalties_missed,away_penalties_missed,home_penalties_saved,away_penalties_saved,home_own_goals,away_own_goals,home_bonus_points,away_bonus_points
23,,6,1783.82,,,13,1606.41,,,False,24-25-prem-tottenham-hotspur-vs-leicester-city,/matches/leicester-city-vs-tottenham-hotspur/2buxqa#4506611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506611,False,False,,,,,,,,
23,,7,1806.63,,,21,1721.22,,,False,24-25-prem-aston-villa-vs-west-ham-united,/matches/west-ham-united-vs-aston-villa/2yexzh#4506604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506604,False,False,,,,,,,,
23,,54,1765.26,,,1,1755.29,,,False,24-25-prem-fulham-vs-manchester-united,/matches/fulham-vs-manchester-united/3cqww9#4506607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506607,False,False,,,,,,,,
23,2025-01-25T15:00:00,91,1800.63,5.0,0.0,17,1784.51,,,True,24-25-prem-afc-bournemouth-vs-nottingham-forest,/matches/afc-bournemouth-vs-nottingham-forest/2y4tjb#4506603,51.0,49.0,1.69,1.69,16.0,16.0,10.0,10.0,3.0,3.0,0.0,0.0,288.0,288.0,80.0,80.0,9.0,9.0,3.0,3.0,1.47,1.47,0.22,0.22,1.69,1.69,3.8,3.8,3.0,3.0,3.0,3.0,0.0,0.0,11.0,11.0,5.0,5.0,358.0,358.0,128.0,128.0,160.0,160.0,21.0,21.0,34.0,34.0,2.0,2.0,12.0,12.0,10.0,10.0,31.0,31.0,2.0,2.0,2.0,2.0,0.0,0.0,12.0,12.0,55.0,55.0,9.0,9.0,5.0,5.0,34.0,34.0,4.0,4.0,54.0,54.0,45.0,45.0,62.0,62.0,9.0,9.0,31.0,31.0,11.0,11.0,79.0,79.0,4506603,True,True,,,,,,,,
23,,31,1777.41,,,94,1739.21,,,False,24-25-prem-crystal-palace-vs-brentford,/matches/crystal-palace-vs-brentford/38a4jj#4506606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506606,False,False,,,,,,,,
23,2025-01-25T17:30:00,43,1935.03,3.0,1.0,8,1861.46,,,True,24-25-prem-manchester-city-vs-chelsea,/matches/chelsea-vs-manchester-city/2d55kw#4506609,57.0,43.0,2.5,2.5,15.0,15.0,6.0,6.0,7.0,7.0,4.0,4.0,489.0,489.0,86.0,86.0,6.0,6.0,2.0,2.0,2.09,2.09,0.41,0.41,2.5,2.5,2.35,2.35,6.0,6.0,3.0,3.0,1.0,1.0,9.0,9.0,6.0,6.0,567.0,567.0,321.0,321.0,168.0,168.0,23.0,23.0,43.0,43.0,2.0,2.0,40.0,40.0,20.0,20.0,26.0,26.0,5.0,5.0,3.0,3.0,0.0,0.0,9.0,9.0,69.0,69.0,6.0,6.0,3.0,3.0,15.0,15.0,3.0,3.0,37.0,37.0,30.0,30.0,51.0,51.0,7.0,7.0,47.0,47.0,9.0,9.0,56.0,56.0,4506609,True,True,,,,,,,,
23,2025-01-25T15:00:00,36,1778.03,0.0,1.0,11,1705.09,,,True,24-25-prem-brighton-&-hove-albion-vs-everton,/matches/everton-vs-brighton-hove-albion/2y16fs#4506605,69.0,31.0,0.73,0.73,16.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,560.0,560.0,87.0,87.0,8.0,8.0,9.0,9.0,0.69,0.69,0.04,0.04,0.73,0.73,0.61,0.61,11.0,11.0,4.0,4.0,0.0,0.0,9.0,9.0,7.0,7.0,641.0,641.0,226.0,226.0,334.0,334.0,25.0,25.0,51.0,51.0,5.0,5.0,17.0,17.0,22.0,22.0,32.0,32.0,2.0,2.0,4.0,4.0,0.0,0.0,10.0,10.0,43.0,43.0,7.0,7.0,0.0,0.0,18.0,18.0,0.0,0.0,62.0,62.0,42.0,42.0,54.0,54.0,20.0,20.0,44.0,44.0,8.0,8.0,42.0,42.0,4506605,True,True,,,,,,,,
23,2025-01-25T15:00:00,14,2003.65,4.0,1.0,40,1596.18,,,True,24-25-prem-liverpool-vs-ipswich-town,/matches/liverpool-vs-ipswich-town/2ugv0q#4506608,70.0,30.0,1.98,1.98,16.0,16.0,6.0,6.0,3.0,3.0,0.0,0.0,673.0,673.0,90.0,90.0,10.0,10.0,3.0,3.0,1.92,1.92,0.06,0.06,1.98,1.98,3.05,3.05,7.0,7.0,3.0,3.0,1.0,1.0,10.0,10.0,6.0,6.0,746.0,746.0,208.0,208.0,465.0,465.0,22.0,22.0,67.0,67.0,5.0,5.0,21.0,21.0,18.0,18.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,56.0,56.0,3.0,3.0,0.0,0.0,7.0,7.0,2.0,2.0,54.0,54.0,43.0,43.0,52.0,52.0,11.0,11.0,69.0,69.0,16.0,16.0,70.0,70.0,4506608,True,True,,,,,,,,
23,2025-01-25T15:00:00,20,1549.95,1.0,3.0,4,1832.97,,,True,24-25-prem-southampton-vs-newcastle-united,/matches/southampton-vs-newcastle-united/2weqvy#4506610,53.0,47.0,0.76,0.76,12.0,12.0,5.0,5.0,1.0,1.0,0.0,0.0,396.0,396.0,84.0,84.0,10.0,10.0,3.0,3.0,0.53,0.53,0.23,0.23,0.76,0.76,1.17,1.17,3.0,3.0,4.0,4.0,0.0,0.0,7.0,7.0,5.0,5.0,470.0,470.0,170.0,170.0,226.0,226.0,29.0,29.0,48.0,48.0,4.0,4.0,25.0,25.0,15.0,15.0,15.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,7.0,33.0,33.0,5.0,5.0,4.0,4.0,23.0,23.0,5.0,5.0,56.0,56.0,35.0,35.0,49.0,49.0,21.0,21.0,84.0,84.0,9.0,9.0,53.0,53.0,4506610,True,True,,,,,,,,
23,2025-01-25T15:00:00,39,1663.88,0.0,1.0,3,1981.88,,,True,24-25-prem-wolverhampton-wanderers-vs-arsenal,/matches/wolverhampton-wanderers-vs-arsenal/2t3bl7#4506612,52.0,48.0,0.74,0.74,9.0,9.0,4.0,4.0,1.0,1.0,1.0,1.0,364.0,364.0,84.0,84.0,20.0,20.0,1.0,1.0,0.67,0.67,0.07,0.07,0.74,0.74,0.74,0.74,4.0,4.0,1.0,1.0,0.0,0.0,4.0,4.0,5.0,5.0,433.0,433.0,189.0,189.0,175.0,175.0,20.0,20.0,43.0,43.0,3.0,3.0,21.0,21.0,14.0,14.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,74.0,74.0,7.0,7.0,2.0,2.0,30.0,30.0,2.0,2.0,56.0,56.0,42.0,42.0,46.0,46.0,14.0,14.0,67.0,67.0,7.0,7.0,37.0,37.0,4506612,True,True,,,,,,,,
