match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,521,Sangaré,94,M,47.2,51.5
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,508,N.Williams,91,D,54.1,81.5
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,525,Wood,10,F,68.2,44.2
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,,I. Jesus,36,F,58.2,51.0
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,502,Sels,32,G,12.8,47.6
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,,Murillo,20,D,37.5,82.9
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,517,Anderson,112,M,62.6,57.4
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,516,Hudson-Odoi,56,M,75.4,81.6
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,716,Savona,49,D,49.6,12.9
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,669,Ndoye,63,M,60.8,22.5
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,515,Gibbs-White,80,M,60.8,40.1
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,505,Milenković,71,D,38.1,36.4
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,away,,Morato,97,D,34.3,62.3
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,F. Djú,4,F,63.1,36.0
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,H. Lee,15,D,24.7,20.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,G. Cho,22,F,57.8,45.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,D. Osorio,28,M,47.2,25.4
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,D. Castillo,39,M,42.0,43.1
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,V. B. Jensen,36,D,42.9,76.6
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,A. Şimşir,39,M,68.4,63.7
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,89,Philip,53,M,37.7,56.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,M. B. Sørensen,47,D,39.9,73.6
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,P. Bravo,20,M,44.5,36.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,V. Byskov,19,M,62.0,65.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,J. Brumado,56,F,45.3,50.5
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,O. Diao,58,D,39.8,23.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,K. Mbabu,44,D,56.6,15.9
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,M. Erlić,58,D,29.6,51.8
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,home,,E. Ólafsson,69,G,7.7,48.2
