match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,,,,,,False,False,confirmed
