match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status,home_shot_model_xg,away_shot_model_xg,incident_timing_coverage,unlocated_card_count,quarantined_incident_count
25-26-prem-liverpool-vs-newcastle-united,,,,,,False,False,confirmed,2.282,0.37,limited,0,0
25-26-prem-sunderland-vs-burnley,,,,,,False,False,confirmed,1.2273,0.058,limited,0,0
25-26-prem-tottenham-hotspur-vs-manchester-city,,,,,,False,False,confirmed,1.191,2.0843,limited,0,1
25-26-prem-manchester-united-vs-fulham,,,,,,False,False,confirmed,1.8571,1.9419,limited,0,1
25-26-prem-brighton-hove-albion-vs-everton,,,,,,False,False,confirmed,1.4392,1.1722,limited,0,0
25-26-prem-chelsea-vs-west-ham-united,,,,,,False,False,confirmed,3.2411,1.0994,limited,0,0
25-26-prem-leeds-united-vs-arsenal,,,,,,False,False,confirmed,0.1134,2.1935,limited,0,0
25-26-prem-nottingham-forest-vs-crystal-palace,,,,,,False,False,confirmed,0.5461,1.8992,limited,0,0
25-26-prem-aston-villa-vs-brentford,,,,,,False,False,confirmed,2.4175,0.3763,limited,0,0
25-26-prem-wolverhampton-wanderers-vs-afc-bournemouth,,,,,,False,False,confirmed,1.3929,1.2861,limited,0,0
