player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
33,25-26-europa-league-aston-villa-vs-basel,M.Bizot,7.0,8,0,35,9,0,0,0,0,0,0,0
36,25-26-europa-league-aston-villa-vs-basel,Cash,6.1,9,1,31,1,3,2,3,0,1,0,0
37,25-26-europa-league-aston-villa-vs-basel,Digne,6.4,14,1,50,2,4,2,2,0,0,0,0
44,25-26-europa-league-aston-villa-vs-basel,Bogarde,7.2,6,0,61,1,0,1,5,2,0,0,0
47,25-26-europa-league-aston-villa-vs-basel,Rogers,6.5,6,0,12,0,1,1,5,1,0,0,0
48,25-26-europa-league-aston-villa-vs-basel,Tielemans,8.2,3,0,26,3,0,0,0,0,0,0,0
53,25-26-europa-league-aston-villa-vs-basel,Malen,6.0,5,0,18,1,0,1,6,2,0,0,0
54,25-26-europa-league-aston-villa-vs-basel,McGinn,6.4,2,0,1,0,0,0,1,0,1,0,0
58,25-26-europa-league-aston-villa-vs-basel,Kamara,6.8,2,0,9,2,0,0,0,0,0,0,0
59,25-26-europa-league-aston-villa-vs-basel,Onana,6.7,2,0,55,1,0,0,1,1,0,0,0
64,25-26-europa-league-aston-villa-vs-basel,Watkins,6.3,5,0,6,0,0,0,4,1,0,0,0
456,25-26-europa-league-aston-villa-vs-basel,Sancho,6.3,13,0,25,1,0,0,3,0,0,0,0
677,25-26-europa-league-aston-villa-vs-basel,Guessand,7.2,13,0,22,1,2,2,7,0,0,0,0
719,25-26-europa-league-aston-villa-vs-basel,Lindelöf,6.7,3,0,85,5,0,0,1,1,0,0,0
12,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Zinchenko,6.4,7,0,53,4,2,0,2,0,0,0,0
426,25-26-europa-league-nottingham-forest-vs-fc-utrecht,McAtee,6.3,14,0,28,2,2,1,2,0,0,0,0
505,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Milenković,6.5,1,0,14,0,0,0,2,2,0,0,0
513,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Abbott,6.6,15,0,38,6,2,1,5,1,0,0,0
515,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Gibbs-White,6.4,3,0,7,0,0,1,3,1,0,0,0
516,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Hudson-Odoi,7.9,7,0,41,2,3,1,0,0,0,0,0
517,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Anderson,6.9,10,0,38,4,2,2,3,0,1,0,0
519,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Dominguez,6.6,12,0,46,1,0,0,3,1,0,0,0
521,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Sangaré,6.8,3,0,34,1,0,1,4,0,0,0,0
669,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Ndoye,6.0,9,0,14,0,0,1,6,1,0,0,0
696,25-26-europa-league-nottingham-forest-vs-fc-utrecht,Kalimuendo,6.9,7,0,11,1,0,2,8,5,0,0,0
