match_id,minute,value
25-26-europa-league-aston-villa-vs-basel,1,2
25-26-europa-league-aston-villa-vs-basel,2,3
25-26-europa-league-aston-villa-vs-basel,3,-13
25-26-europa-league-aston-villa-vs-basel,4,14
25-26-europa-league-aston-villa-vs-basel,5,16
25-26-europa-league-aston-villa-vs-basel,6,22
25-26-europa-league-aston-villa-vs-basel,7,19
25-26-europa-league-aston-villa-vs-basel,8,61
25-26-europa-league-aston-villa-vs-basel,9,4
25-26-europa-league-aston-villa-vs-basel,10,-51
25-26-europa-league-aston-villa-vs-basel,11,-11
25-26-europa-league-aston-villa-vs-basel,12,-1
25-26-europa-league-aston-villa-vs-basel,13,22
25-26-europa-league-aston-villa-vs-basel,14,19
25-26-europa-league-aston-villa-vs-basel,15,17
25-26-europa-league-aston-villa-vs-basel,16,15
25-26-europa-league-aston-villa-vs-basel,17,53
25-26-europa-league-aston-villa-vs-basel,18,36
25-26-europa-league-aston-villa-vs-basel,19,17
25-26-europa-league-aston-villa-vs-basel,20,11
25-26-europa-league-aston-villa-vs-basel,21,8
25-26-europa-league-aston-villa-vs-basel,22,-10
25-26-europa-league-aston-villa-vs-basel,23,8
25-26-europa-league-aston-villa-vs-basel,24,10
25-26-europa-league-aston-villa-vs-basel,25,22
25-26-europa-league-aston-villa-vs-basel,26,9
25-26-europa-league-aston-villa-vs-basel,27,28
25-26-europa-league-aston-villa-vs-basel,28,-52
25-26-europa-league-aston-villa-vs-basel,29,-15
25-26-europa-league-aston-villa-vs-basel,30,37
25-26-europa-league-aston-villa-vs-basel,31,45
25-26-europa-league-aston-villa-vs-basel,32,26
25-26-europa-league-aston-villa-vs-basel,33,23
25-26-europa-league-aston-villa-vs-basel,34,-40
25-26-europa-league-aston-villa-vs-basel,35,-16
25-26-europa-league-aston-villa-vs-basel,36,-15
25-26-europa-league-aston-villa-vs-basel,37,-4
25-26-europa-league-aston-villa-vs-basel,38,-1
25-26-europa-league-aston-villa-vs-basel,39,-4
25-26-europa-league-aston-villa-vs-basel,40,-14
25-26-europa-league-aston-villa-vs-basel,41,-17
25-26-europa-league-aston-villa-vs-basel,42,-39
25-26-europa-league-aston-villa-vs-basel,43,-15
25-26-europa-league-aston-villa-vs-basel,44,32
25-26-europa-league-aston-villa-vs-basel,45,14
25-26-europa-league-aston-villa-vs-basel,45.5,13
