match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-europa-league-aston-villa-vs-basel,,,,,,False,False,confirmed
25-26-europa-league-nottingham-forest-vs-fc-utrecht,,,,,,False,False,confirmed
