player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
67,25-26-prem-afc-bournemouth-vs-everton,Petrović,6.6,13,0,32,16,0,0,0,0,0,0,3
74,25-26-prem-afc-bournemouth-vs-everton,Truffert,7.2,16,0,56,3,4,3,2,2,0,0,0
81,25-26-prem-afc-bournemouth-vs-everton,Kluivert,6.7,11,0,19,0,2,1,4,2,0,0,0
82,25-26-prem-afc-bournemouth-vs-everton,Semenyo,7.2,9,1,29,2,0,6,5,3,0,0,0
84,25-26-prem-afc-bournemouth-vs-everton,Tavernier,6.4,7,0,24,1,0,2,2,1,0,0,0
85,25-26-prem-afc-bournemouth-vs-everton,Adams,6.8,9,0,56,2,0,0,3,0,0,0,0
90,25-26-prem-afc-bournemouth-vs-everton,Scott,6.9,7,0,52,1,0,0,2,1,0,0,0
98,25-26-prem-afc-bournemouth-vs-everton,Enes Ünal,6.4,1,0,0,0,0,0,1,0,0,0,0
242,25-26-prem-afc-bournemouth-vs-everton,Dewsbury-Hall,7.1,18,0,47,5,7,0,4,0,0,0,0
287,25-26-prem-afc-bournemouth-vs-everton,Pickford,7.1,15,0,31,21,0,0,0,0,0,0,0
291,25-26-prem-afc-bournemouth-vs-everton,Tarkowski,7.5,13,0,38,11,1,0,1,2,0,0,0
293,25-26-prem-afc-bournemouth-vs-everton,O'Brien,7.1,5,1,29,3,0,0,0,0,0,0,0
299,25-26-prem-afc-bournemouth-vs-everton,Ndiaye,6.4,17,0,36,0,3,5,9,0,0,0,0
300,25-26-prem-afc-bournemouth-vs-everton,McNeil,6.4,3,0,10,0,0,0,1,0,0,0,0
303,25-26-prem-afc-bournemouth-vs-everton,Garner,7.2,27,0,46,2,9,0,3,1,0,0,0
304,25-26-prem-afc-bournemouth-vs-everton,Iroegbunam,7.3,6,0,35,4,0,0,4,1,0,0,0
310,25-26-prem-afc-bournemouth-vs-everton,Barry,6.3,13,0,15,0,0,2,3,8,0,0,0
419,25-26-prem-afc-bournemouth-vs-everton,Grealish,7.7,14,1,31,3,2,2,2,2,0,0,0
685,25-26-prem-afc-bournemouth-vs-everton,Diakité,7.0,7,0,66,8,1,0,0,4,0,0,0
697,25-26-prem-afc-bournemouth-vs-everton,Adli,6.6,8,0,14,0,2,0,4,1,0,0,0
721,25-26-prem-afc-bournemouth-vs-everton,Milosavljević,6.9,10,0,59,8,0,1,0,7,0,0,0
7,25-26-prem-arsenal-vs-brentford,Calafiori,7.4,15,0,43,5,0,3,3,0,0,0,0
8,25-26-prem-arsenal-vs-brentford,J.Timber,6.6,2,0,27,1,0,0,2,2,0,0,0
16,25-26-prem-arsenal-vs-brentford,Saka,8.2,6,0,10,1,1,1,3,0,0,0,0
17,25-26-prem-arsenal-vs-brentford,Ødegaard,6.9,13,1,63,1,1,1,4,2,0,0,0
18,25-26-prem-arsenal-vs-brentford,Madueke,7.1,14,1,21,1,4,4,4,0,0,0,0
21,25-26-prem-arsenal-vs-brentford,Rice,7.1,14,2,50,2,4,1,2,0,0,0,0
83,25-26-prem-arsenal-vs-brentford,O.Dango,6.7,15,1,15,2,1,2,4,1,0,0,0
101,25-26-prem-arsenal-vs-brentford,Kelleher,6.9,17,0,44,30,0,0,0,0,0,0,0
106,25-26-prem-arsenal-vs-brentford,Collins,6.3,3,0,13,2,0,0,2,0,0,0,0
107,25-26-prem-arsenal-vs-brentford,Lewis-Potter,6.5,0,0,3,0,0,0,0,0,0,0,0
108,25-26-prem-arsenal-vs-brentford,Ajer,5.9,8,0,21,3,0,1,4,2,0,0,0
109,25-26-prem-arsenal-vs-brentford,Henry,6.8,12,0,19,4,0,3,5,3,0,0,0
110,25-26-prem-arsenal-vs-brentford,Kayode,6.6,13,0,23,2,2,4,6,0,0,0,0
111,25-26-prem-arsenal-vs-brentford,Pinnock,7.2,2,0,31,5,0,1,0,2,0,0,0
113,25-26-prem-arsenal-vs-brentford,Van den Berg,6.3,9,1,45,5,0,0,0,0,0,0,0
