id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,0.0,0.0,5.6,127,,0,,1,,26.2,13,,28,2,,,,3,126,3.3,,,0.6,5.0,,1315371,146306,624234,50271,3.8,3.3,0.0,0.04,0.04,3.91,,,,,132.6,,,10.0,,,0.0,,,14.2,,,,,,6,,David,Raya Martín,Raya,,,540,0,0,3,3,0,0,0,1,0,15,6,57,,,,,,,,,0,4,53
2,a,0.0,0.0,4.3,596,,0,,-2,,0.5,233,,0,0,,,,0,0,0.0,,,0.0,0.0,,6270,336,46510,2455,0.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
3,u,0.0,0.0,4.0,656,,0,,0,,0.4,289,,0,0,,,,0,0,0.0,,,0.0,0.0,,5545,0,31268,1809,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
4,a,0.0,0.0,4.0,688,,0,,0,,0.2,347,,0,0,,,,0,0,0.0,,,0.0,0.0,,13109,572,10321,1267,0.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
519,a,100.0,100.0,5.0,270,,0,,0,,0.0,723,,0,0,,,,0,3,0.0,,,0.0,0.0,,279,95,218,38,-0.5,0.5,0.0,0.01,0.01,0.44,,,,,2.4,,,3.3,,,0.0,,,0.6,,,,,,6,,Nicolás,Domínguez,Dominguez,,,45,0,0,0,1,0,0,0,1,0,0,1,3,,,,,,,,,2,1,0
520,u,0.0,0.0,5.0,267,,0,,0,,0.0,739,,0,0,,,,0,0,0.0,,,0.0,0.0,,0,0,104,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Lewis,O'Brien,O'Brien,Has joined Wrexham permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
539,a,100.0,100.0,4.0,626,,0,,0,,0.0,635,,0,0,,,,0,0,0.0,,,0.0,0.0,,1094,429,1360,123,-0.5,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Luke,O'Nien,O'Nien,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
540,a,0.0,0.0,3.9,720,,0,,-1,,0.4,258,,0,0,,,,0,0,0.0,,,0.0,0.0,,35558,5074,14960,3057,-0.5,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Timothée,Pembélé,Pembele,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
587,i,0.0,0.0,5.2,229,,0,,-3,,0.0,578,,0,0,,,,0,0,0.0,,,0.0,0.0,,907,44,12324,200,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Yves,Bissouma,Bissouma,Knock - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
252,a,100.0,75.0,4.3,604,,0,,-2,,8.2,48,,2,0,,,,0,5,0.0,,,0.0,0.5,,385100,35503,1586567,63763,-0.5,0.4,0.02,0.01,0.03,0.66,,,,,1.0,,,1.6,,,6.0,,,0.7,,,,,,6,,Marc,Guiu Paz,Marc Guiu,,,13,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,0,1,0
321,a,0.0,0.0,4.4,536,,0,,-1,,0.0,604,,3,0,,,,0,16,0.3,,,0.1,0.7,,609,44,2141,138,0.3,0.3,0.0,0.01,0.01,1.12,,,,,14.6,,,1.2,,,4.0,,,2.0,,,,,,6,,Jorge,Cuenca Barreno,J.Cuenca,,,87,0,0,0,1,0,0,0,0,0,0,1,11,,,,,,,,,2,5,4
706,a,0.0,0.0,4.0,633,,0,,0,,0.2,339,,2,0,,,,0,7,0.3,,,0.1,0.5,,25697,659,9987,1282,-0.2,-0.2,0.0,0.0,0.0,0.31,,,,,4.0,,,0.0,,,0.0,,,0.4,,,,,,6,,James,Justin,Justin,,,17,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,0,2,0
741,d,50.0,0.0,4.5,485,,0,,0,,0.1,514,,0,0,,,,0,0,0.0,,,0.0,0.0,,8998,2611,2189,1237,-0.2,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Harry,Gray,Gray,Hip injury - 50% chance of playing,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
395,u,0.0,0.0,4.5,422,,0,,0,,0.0,731,,0,0,,,,0,0,0.0,,,0.0,0.0,,0,0,306,8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Tyler,Morton,Morton,Has joined Lyon permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
396,a,0.0,0.0,4.4,585,,0,,-1,,0.2,360,,0,0,,,,0,0,0.0,,,0.0,0.0,,26560,554,19783,1202,0.5,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Trey,Nyoni,Nyoni,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
441,a,0.0,0.0,4.5,484,,0,,0,,4.9,76,,9,0,,,,0,38,2.0,,,0.4,2.0,,393335,6663,552177,35859,2.5,2.0,0.24,0.56,0.8,7.94,,,,,78.8,,,84.1,,,54.0,,,21.7,,,,,,6,,Patrick,Dorgu,Dorgu,,,444,0,1,0,8,0,0,0,2,0,0,5,44,,,,,,,,,14,15,15
5,a,0.0,0.0,6.2,80,,1,,2,,26.7,11,,38,13,,,,4,136,8.0,,,1.3,6.1,,1514838,360880,632666,27472,8.5,8.0,0.48,0.06,0.54,3.91,,,,,176.0,,,11.1,,,54.0,,,24.1,,,,,,6,,Gabriel,dos Santos Magalhães,Gabriel,Thigh injury - 75% chance of playing,,540,1,0,3,3,0,0,0,0,0,0,6,67,,,,,,,,,8,46,13
6,a,100.0,100.0,6.0,87,,0,,0,,12.4,31,,19,1,,,,1,79,1.0,,,0.2,3.2,,569128,36048,991289,44470,1.5,1.0,0.13,0.1,0.23,2.78,,,,,80.2,,,17.0,,,8.0,,,10.6,,,,,,6,,William,Saliba,Saliba,,,319,0,0,2,1,0,0,0,0,0,0,4,48,,,,,,,,,8,24,16
7,a,0.0,0.0,5.7,125,,0,,2,,14.5,25,,36,1,,,,3,103,2.7,,,0.5,6.3,,1630511,64626,402881,66909,3.2,2.7,1.67,0.13,1.8,3.08,,,,,96.6,,,61.0,,,99.0,,,25.6,,,,,,6,,Riccardo,Calafiori,Calafiori,Hip injury - 75% chance of playing,,450,1,2,3,3,0,0,0,3,0,0,6,42,,,,,,,,,8,15,19
8,a,0.0,0.0,5.8,116,,0,,3,,14.7,24,,37,2,,,,5,135,3.7,,,0.6,6.4,,1587281,132000,374806,52330,4.2,3.7,1.73,0.38,2.11,2.81,,,,,170.8,,,106.3,,,154.0,,,43.2,,,,,,6,,Jurriën,Timber,J.Timber,,,431,2,1,2,3,0,0,0,2,0,0,5,51,,,,,,,,,19,17,15
9,u,0.0,0.0,5.4,186,,0,,-1,,0.1,546,,0,0,,,,0,0,0.0,,,0.0,0.0,,1119,0,9703,252,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
10,a,0.0,0.0,5.3,221,,0,,-2,,2.0,134,,3,1,,,,0,11,0.7,,,0.1,0.6,,38956,2042,300105,11815,1.2,0.7,0.0,0.0,0.0,0.8,,,,,4.4,,,6.6,,,2.0,,,1.1,,,,,,6,,Myles,Lewis-Skelly,Lewis-Skelly,,,68,0,0,0,0,0,0,0,1,0,0,0,7,,,,,,,,,1,1,5
11,a,100.0,100.0,5.4,172,,0,,-1,,0.5,254,,6,0,,,,0,23,0.0,,,0.0,1.1,,26191,1237,78620,2068,0.5,0.0,0.01,0.01,0.02,0.87,,,,,15.4,,,11.3,,,1.0,,,2.8,,,,,,6,,Benjamin,White,White,,,70,0,0,1,0,0,0,0,0,0,0,1,12,,,,,,,,,2,6,4
13,a,0.0,0.0,4.0,691,,0,,0,,0.5,246,,0,0,,,,0,0,0.0,,,0.0,0.0,,20515,1043,35953,2480,0.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,6,,Brayden,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
