player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
52,25-26-efl-cup-newcastle-united-vs-manchester-city,90,0,0,1,0.01,0.01,0,0,0,0,44,32,0.0,0.0,3,0,0.0,2,0.0,0,1,2,0,0,0,1,4,6,4,0.0,0,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,3,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,25-26-efl-cup-newcastle-united-vs-manchester-city,14,0,0,0,0.0,0.03,0,0,0,0,5,1,0.0,1.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,25-26-efl-cup-newcastle-united-vs-manchester-city,45,0,0,0,0.0,0.01,0,0,0,0,12,7,0.0,0.0,1,0,0.0,2,0.0,0,0,0,0,1,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,25-26-efl-cup-newcastle-united-vs-manchester-city,45,0,0,1,0.12,0.0,0,0,1,1,8,3,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,2,1,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,25-26-efl-cup-newcastle-united-vs-manchester-city,44,0,0,1,0.41,0.06,1,0,1,1,22,13,0.0,0.0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,1,2,1,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.21,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25-26-efl-cup-chelsea-vs-arsenal,90,0,0,0,0.0,0.01,0,0,0,0,48,27,0.0,0.0,3,0,0.0,3,0.0,0,0,6,0,4,0,0,0,0,0,0.0,0,0.0,0,0,2,0,0.17,0.17,1,27,3,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,25-26-efl-cup-chelsea-vs-arsenal,90,0,0,1,0.08,0.03,0,0,0,2,90,71,0.0,2.0,9,0,0.0,6,0.0,0,0,5,0,4,2,0,8,4,4,0.0,4,0.0,2,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,25-26-efl-cup-chelsea-vs-arsenal,90,0,0,1,0.02,0.0,1,1,0,1,49,23,0.0,0.0,2,0,0.0,0,0.0,0,0,3,0,4,1,0,8,2,7,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.26,5,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,25-26-efl-cup-chelsea-vs-arsenal,90,0,1,0,0.0,0.03,0,0,0,0,84,60,0.0,1.0,7,0,0.0,4,0.0,0,2,4,0,2,1,0,1,4,1,0.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,25-26-efl-cup-chelsea-vs-arsenal,21,1,0,1,0.65,0.0,1,1,0,2,13,6,0.0,0.0,2,0,0.0,0,0.0,0,0,1,1,0,0,0,2,3,1,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.94,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,25-26-efl-cup-chelsea-vs-arsenal,90,0,0,0,0.0,0.0,0,0,0,1,47,30,0.0,0.0,4,0,0.0,0,0.0,0,2,1,0,2,2,0,3,3,3,0.0,0,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
