id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
32,Emiliano,Martínez Romero,Martinez,a,,,5.0,240,8.0,4.5,82,14.0,6.0,34.0,5.0,3,0,0.0,0,0.0,47105,7369,1.2,8.6,6.0,6.0,4.3,56.0,4.0,100.0,100.0,92.0,14.0,383.0,11.0,700.0,79.0,236.0,14.0,,,,,,,,0.0,0.0,0.0,1.22,2.3,0.3,0.8,1.0,0.0,12,3,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,15.0,58398.0,8008.0,0.0,0.0,0.0,0.0,1.7899999999999991,27.799999999999983,0.0,0.0,2.8000000000000007,0.0,0.0,7.0,0.0
34,Joe,Gauci,Gauci,u,Has joined Port Vale on loan for the rest of the season.,,4.0,649,56.0,0.1,442,70.0,0.0,442.0,57.0,0,0,0.0,0,0.0,0,187,0.0,0.0,0.0,0.0,0.0,526.0,63.0,0.0,0.0,521.0,64.0,509.0,52.0,476.0,38.0,521.0,64.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Matty,Cash,Cash,a,,,4.6,387,68.0,7.6,53,16.0,2.7,137.0,48.0,2,0,0.0,1,-1.0,72749,16492,0.6,11.7,2.7,2.0,4.5,48.0,23.0,100.0,75.0,55.0,25.0,58.0,12.0,181.0,39.0,64.0,15.0,,,,,,,,0.03,0.08,0.11,1.31,0.0,0.34,0.85,1.02,5.97,12,2,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,79102.0,23756.0,0.0,0.09,0.26,0.35,1.7899999999999991,14.200000000000017,29.80000000000001,4.0,4.799999999999997,3.0,2.0,3.0,5.0
4,Tommy,Setford,Setford,a,,,4.0,672,65.0,0.2,362,54.0,0.0,462.0,66.0,0,0,0.0,0,0.0,210,521,0.0,0.0,1.0,1.0,0.0,543.0,72.0,,,538.0,73.0,526.0,61.0,494.0,47.0,538.0,73.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Ezri,Konsa Ngoyo,Konsa,a,,,4.4,499,110.0,7.9,49,14.0,3.0,113.0,37.0,2,0,0.0,-1,1.0,12383,18718,0.7,8.0,3.0,2.2,3.2,140.0,51.0,100.0,75.0,96.0,41.0,283.0,89.0,250.0,72.0,192.0,62.0,,,,,,,,0.0,0.01,0.01,1.38,0.0,0.37,0.93,1.03,5.78,12,2,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,13351.0,30460.0,0.0,0.0,0.0,0.0,1.7899999999999991,25.0,0.9000000000000021,0.0,2.6000000000000014,1.0,5.0,3.0,6.0
41,Pau,Torres,Pau,a,,,4.3,575,139.0,0.5,240,89.0,3.7,91.0,33.0,4,0,0.0,-2,2.0,6334,1257,0.9,6.7,3.7,3.7,3.2,139.0,50.0,,,136.0,60.0,340.0,117.0,302.0,95.0,250.0,84.0,,,,,,,,0.01,0.02,0.03,1.26,0.0,0.26,0.92,0.92,7.21,12,4,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,8350.0,1441.0,0.0,0.0,0.0,0.0,1.7899999999999991,33.8,0.5999999999999996,0.0,3.3999999999999986,3.0,8.0,9.0,11.0
55,Ross,Barkley,Barkley,a,,,4.8,345,218.0,0.1,554,206.0,3.7,94.0,42.0,4,0,0.0,-2,2.0,839,239,0.8,2.9,3.7,3.7,2.3,235.0,103.0,100.0,100.0,298.0,136.0,267.0,157.0,199.0,118.0,285.0,142.0,,,,,,,,0.38,0.14,0.52,1.24,0.0,0.0,0.0,0.0,13.24,12,4,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,978.0,255.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.3999999999999999,0.0,4.099999999999998,2.0,0.5999999999999996,0.0,0.0,4.0,4.0
389,Harvey,Elliott,Elliott,a,,,5.3,200,126.0,0.2,355,120.0,0.0,705.0,304.0,0,-1,1.0,-2,2.0,222,1464,0.0,0.8,0.0,0.0,1.0,425.0,203.0,100.0,100.0,406.0,187.0,319.0,175.0,296.0,158.0,376.0,179.0,,,,,,,,0.18,0.06,0.24,1.61,0.0,0.0,1.86,0.93,4.64,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,Travis,Patterson,Patterson,a,,,3.9,730,226.0,0.2,337,119.0,0.0,400.0,145.0,0,0,0.0,-1,1.0,221,1237,0.0,0.0,0.0,0.0,0.0,486.0,177.0,,,482.0,179.0,467.0,178.0,434.0,168.0,481.0,178.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,Victor,Lindelöf,Lindelöf,a,,,4.5,404,77.0,0.0,587,213.0,0.0,570.0,220.0,0,0,0.0,0,0.0,232,191,0.0,0.7,0.0,0.0,1.0,393.0,140.0,100.0,100.0,427.0,153.0,411.0,151.0,594.0,230.0,435.0,153.0,,,,,,,,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,4.29,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
