match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-europa-league-malmö-ff-vs-nottingham-forest,1,period,90,,,,,,,,,,,0,3,FT
25-26-europa-league-malmö-ff-vs-nottingham-forest,2,injuryTime,90,,,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,3,card,88,,away,,,,,,,yellow,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,4,substitution,87,,home,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,5,substitution,87,,home,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,6,substitution,84,,away,426,McAtee,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,7,card,81,,away,522,Yates,,,,,yellow,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,8,card,77,,away,513,Abbott,,,,,yellow,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,9,substitution,74,,away,,,508,N.Williams,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,10,card,73,,away,517,Anderson,,,,,yellow,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,11,substitution,66,,away,519,Dominguez,669,Ndoye,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,12,substitution,66,,away,696,Kalimuendo,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,13,substitution,66,,away,521,Sangaré,517,Anderson,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,14,substitution,65,,home,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,15,substitution,65,,home,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,16,goal,58,,away,505,Milenković,,,,,,regular,0,3,
25-26-europa-league-malmö-ff-vs-nottingham-forest,17,substitution,52,,home,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,18,period,45,,,,,,,,,,,0,2,HT
25-26-europa-league-malmö-ff-vs-nottingham-forest,19,injuryTime,45,,,,,,,,,,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,20,goal,44,,away,696,Kalimuendo,,,,,,regular,0,2,
25-26-europa-league-malmö-ff-vs-nottingham-forest,21,card,33,,home,,,,,,,yellow,,,,
25-26-europa-league-malmö-ff-vs-nottingham-forest,22,goal,27,,away,522,Yates,,,,,,regular,0,1,
25-26-europa-league-young-boys-vs-aston-villa,1,period,90,,,,,,,,,,,1,2,FT
25-26-europa-league-young-boys-vs-aston-villa,2,card,90,7,away,39,Maatsen,,,,,yellow,,,,
25-26-europa-league-young-boys-vs-aston-villa,3,goal,90,,home,,,,,,,,regular,1,2,
25-26-europa-league-young-boys-vs-aston-villa,4,injuryTime,90,,,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,5,substitution,82,,home,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,6,substitution,79,,away,59,Onana,58,Kamara,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,7,varDecision,73,,home,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,8,substitution,70,,home,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,9,substitution,70,,home,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,10,substitution,63,,home,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,11,substitution,62,,home,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,12,card,61,,away,59,Onana,,,,,yellow,,,,
25-26-europa-league-young-boys-vs-aston-villa,13,substitution,60,,away,41,Pau,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,14,substitution,60,,away,48,Tielemans,64,Watkins,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,15,substitution,60,,away,53,Malen,55,Barkley,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,16,substitution,60,,away,47,Rogers,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,17,card,48,,home,,,,,,,yellow,,,,
25-26-europa-league-young-boys-vs-aston-villa,18,period,45,,,,,,,,,,,0,2,HT
25-26-europa-league-young-boys-vs-aston-villa,19,injuryTime,45,,,,,,,,,,,,,
25-26-europa-league-young-boys-vs-aston-villa,20,goal,42,,away,53,Malen,,,,,,regular,0,2,
25-26-europa-league-young-boys-vs-aston-villa,21,goal,27,,away,53,Malen,,,,,,regular,0,1,
