player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
27,25-26-efl-cup-brentford-vs-grimsby-town,Nelson,8.1,8,1,28,1,0,4,7,1,0,0,0
83,25-26-efl-cup-brentford-vs-grimsby-town,O.Dango,5.8,8,0,8,0,0,1,0,0,0,0,0
105,25-26-efl-cup-brentford-vs-grimsby-town,Valdimarsson,7.3,11,0,48,11,0,0,0,0,0,0,0
106,25-26-efl-cup-brentford-vs-grimsby-town,Collins,8.2,4,0,19,2,0,2,0,0,0,0,0
107,25-26-efl-cup-brentford-vs-grimsby-town,Lewis-Potter,7.5,12,0,29,2,2,3,4,3,0,0,0
109,25-26-efl-cup-brentford-vs-grimsby-town,Henry,7.2,12,0,39,2,1,2,8,5,0,0,0
110,25-26-efl-cup-brentford-vs-grimsby-town,Kayode,6.8,1,0,9,0,1,0,1,1,0,0,0
111,25-26-efl-cup-brentford-vs-grimsby-town,Pinnock,7.4,6,0,73,9,0,0,2,1,0,0,0
113,25-26-efl-cup-brentford-vs-grimsby-town,Van den Berg,7.2,7,0,55,8,0,0,0,0,0,0,0
114,25-26-efl-cup-brentford-vs-grimsby-town,Arthur,7.2,6,0,28,3,2,1,2,1,0,0,0
120,25-26-efl-cup-brentford-vs-grimsby-town,Schade,6.4,4,2,3,0,0,0,1,0,0,0,0
125,25-26-efl-cup-brentford-vs-grimsby-town,Janelt,6.8,3,0,13,2,0,0,1,1,0,0,0
126,25-26-efl-cup-brentford-vs-grimsby-town,Jensen,8.8,19,0,61,10,6,2,3,2,0,0,0
128,25-26-efl-cup-brentford-vs-grimsby-town,Onyeka,7.1,5,0,36,4,1,2,5,2,0,0,0
130,25-26-efl-cup-brentford-vs-grimsby-town,Donovan,6.9,5,0,8,0,0,1,2,0,0,0,0
8,25-26-efl-cup-brighton-hove-albion-vs-arsenal,J.Timber,6.8,2,0,3,0,0,1,0,0,0,0,0
