player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
166,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,21.0,0.0,0.0,1.0,0.02,,1.0,,,1.0,2.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,,,,,,,0.02,,69,90,0,0.0,0,,,,,,,
182,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,12.0,0.0,0.0,,,,,,,0.0,2.0,2.0,100.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,0,12,1,0.0,0,,,,,,,
190,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,33.0,0.0,0.0,1.0,0.02,0.02,1.0,,,0.0,20.0,11.0,73.0,1.0,3.0,,,1.0,100.0,1.0,1.0,2.0,0.0,0.0,,0.0,1.0,1.0,1.0,50.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.07,,57,90,1,0.0,0,,,,,,,
53,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,26.0,0.0,0.0,1.0,0.05,0.03,1.0,,,1.0,29.0,20.0,91.0,1.0,2.0,,,,,0.0,0.0,2.0,0.0,1.0,,0.0,1.0,3.0,1.0,25.0,0.0,,1.0,1.0,,,,,,,,1.0,,,,,,,0.03,,64,90,0,0.0,0,,,,,,,
599,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,58.0,0.0,0.0,4.0,0.35,0.03,1.0,,,6.0,17.0,5.0,62.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,,3.0,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.22,,0,57,2,0.0,0,,,,,,,
631,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,64.0,0.0,1.0,2.0,0.19,0.29,1.0,,,6.0,47.0,25.0,93.0,4.0,,4.0,57.0,,,0.0,0.0,3.0,1.0,0.0,,1.0,3.0,6.0,3.0,33.0,0.0,,2.0,1.0,,,,,,,,0.0,,,,,,,0.32,,0,64,1,0.0,0,,,,,,,
575,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,73.0,0.0,0.0,1.0,0.03,0.01,0.0,,,2.0,37.0,25.0,93.0,2.0,,,,,,0.0,1.0,4.0,0.0,0.0,,2.0,2.0,11.0,1.0,9.0,1.0,50.0,1.0,6.0,,,,,,,,2.0,,,,,,,,,0,73,3,0.0,0,,,,,,,
52,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,11.0,0.0,0.0,,,,,,,2.0,9.0,2.0,67.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,5.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,79,90,0,0.0,0,,,,,,,
229,26-27-efl-cup-everton-vs-wolverhampton-wanderers-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
597,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,45.0,,,,,,,,,,21.0,,,,1.0,,,,,0.0,0.0,4.0,,0.0,,,,,,,,,,0.0,2.0,0.0,0.09,0.09,0.0,13.0,3.0,,1.0,,1.0,,,,,,46,90,0,0.0,0,,,,,,,
