id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
15,Martin,Ødegaard,Ødegaard,a,,,6.8,31,20,19.8,18,8,4.5,59,22,2,0,0,3,-3,62847,76523,0.7,4.3,4.5,4.5,5.8,36,17,,,40,14,10,9,57,35,17,13,,4.0,3.0,,,,,0.26,0.32,0.58,0.77,0.0,0.72,0.95,1.19,5.49,5,2,72.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,66068.0,78177.0,0.0,0.07000000000000006,0.020000000000000018,0.08999999999999986,0.77,0.0,6.200000000000017,5.0,1.1000000000000014,0.0,1.0,1.0,2.0
58,Fraser,Forster,Forster,a,,,4.0,588,50,3.5,96,15,0.0,402,24,0,0,0,0,0,6974,5971,0.0,0.0,0.0,0.0,0.0,425,26,,,411,26,399,7,343,2,415,26,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7222.0,6117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Julio,Soler Barreto,Soler,a,,,4.0,648,199,0.3,307,114,0.0,446,163,0,0,0,0,0,638,962,0.0,0.0,0.0,0.0,0.0,467,170,100.0,100.0,453,170,444,169,389,155,458,170,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,James,Wright,Wright,a,,,4.0,628,69,0.1,433,49,0.0,431,43,0,0,0,0,0,5738,554,0.0,0.0,1.0,1.0,0.0,452,45,,,438,45,429,26,373,21,443,45,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5738.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Enes,Ünal,Enes Ünal,u,Has joined Getafe permanently,,5.5,127,33,0.0,590,76,0.0,637,73,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0,0.0,642,76,0.0,0.0,637,72,642,76,629,73,642,76,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,David,Brooks,Brooks,a,,,5.0,244,152,0.1,493,194,0.8,289,133,1,0,0,0,0,151,283,0.2,0.6,0.8,0.8,0.8,406,194,100.0,100.0,328,149,205,116,326,162,315,143,4.0,3.0,,,,,,0.0,0.14,0.14,1.5,0.0,0.0,4.0,0.0,10.0,5,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,158.0,286.0,0.0,0.0,0.060000000000000005,0.060000000000000005,0.25,4.999999999999999,21.700000000000003,0.0,2.7,0.0,0.0,2.0,2.0
573,Juanlu,Sánchez,Sanchez,a,,,4.4,570,151,0.2,358,135,0.0,469,179,0,0,0,-1,1,125,359,0.0,0.0,0.0,0.0,0.0,488,184,,,474,184,466,183,416,172,479,184,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Kaye,Furo,Furo,i,Unspecified injury - Unknown return date,,4.5,516,74,0.9,193,31,0.0,527,54,0,0,0,0,0,500,8294,0.0,0.0,0.0,0.0,0.0,542,58,0.0,0.0,529,53,525,57,483,52,534,57,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,8458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Emmanuel,Emegha,Emegha,i,Hamstring injury - Expected back 10 Oct,,5.0,307,58,0.1,404,60,0.0,610,65,0,0,0,0,0,64,911,0.0,0.0,0.0,0.0,0.0,618,69,0.0,0.0,609,64,615,68,591,63,615,68,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Mike,Penders,Penders,a,,,4.4,573,47,0.1,472,55,0.0,472,50,0,0,0,-1,1,207,246,0.0,0.0,0.0,0.0,0.0,491,52,,,477,52,469,34,419,29,482,52,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
