match_id,minute,home_xg,away_xg,home_cumulative_xg,away_cumulative_xg
25-26-prem-afc-bournemouth-vs-manchester-city,5,0,0.093,0.0,0.093
25-26-prem-afc-bournemouth-vs-manchester-city,14,0,0.036,0.0,0.129
25-26-prem-afc-bournemouth-vs-manchester-city,15,0.579,0,0.579,0.129
25-26-prem-afc-bournemouth-vs-manchester-city,28,0,0.12,0.579,0.249
25-26-prem-afc-bournemouth-vs-manchester-city,32,0,0.026,0.579,0.275
25-26-prem-afc-bournemouth-vs-manchester-city,39,0.053,0,0.633,0.275
25-26-prem-afc-bournemouth-vs-manchester-city,46,0,0.428,0.633,0.703
25-26-prem-afc-bournemouth-vs-manchester-city,49,0.026,0,0.659,0.703
25-26-prem-afc-bournemouth-vs-manchester-city,52,0.083,0,0.742,0.703
25-26-prem-afc-bournemouth-vs-manchester-city,53,0,0.079,0.742,0.782
25-26-prem-afc-bournemouth-vs-manchester-city,60,0.133,0,0.875,0.782
25-26-prem-afc-bournemouth-vs-manchester-city,62,0.681,0,1.556,0.782
25-26-prem-afc-bournemouth-vs-manchester-city,63,0,0.029,1.556,0.81
25-26-prem-afc-bournemouth-vs-manchester-city,74,0,0.031,1.556,0.841
25-26-prem-afc-bournemouth-vs-manchester-city,78,0,0.16,1.556,1.001
25-26-prem-afc-bournemouth-vs-manchester-city,89,0.251,0,1.807,1.001
25-26-prem-afc-bournemouth-vs-manchester-city,90,0.442,0.502,2.249,1.504
25-26-prem-arsenal-vs-burnley,3,0,0.022,0.0,0.022
25-26-prem-arsenal-vs-burnley,11,0.005,0.038,0.005,0.06
25-26-prem-arsenal-vs-burnley,13,0.043,0,0.047,0.06
25-26-prem-arsenal-vs-burnley,14,0.098,0,0.145,0.06
25-26-prem-arsenal-vs-burnley,15,0.048,0,0.193,0.06
25-26-prem-arsenal-vs-burnley,27,0,0.089,0.193,0.149
25-26-prem-arsenal-vs-burnley,29,0.033,0,0.225,0.149
25-26-prem-arsenal-vs-burnley,31,0.027,0,0.253,0.149
25-26-prem-arsenal-vs-burnley,37,0.381,0,0.633,0.149
25-26-prem-arsenal-vs-burnley,44,0.036,0,0.67,0.149
25-26-prem-arsenal-vs-burnley,51,0,0.02,0.67,0.169
25-26-prem-arsenal-vs-burnley,54,0.163,0,0.833,0.169
25-26-prem-arsenal-vs-burnley,55,0.141,0,0.973,0.169
25-26-prem-arsenal-vs-burnley,57,0,0.041,0.973,0.21
25-26-prem-arsenal-vs-burnley,60,0.013,0,0.987,0.21
25-26-prem-arsenal-vs-burnley,88,0.045,0,1.032,0.21
25-26-prem-aston-villa-vs-liverpool,2,0.191,0,0.191,0.0
25-26-prem-aston-villa-vs-liverpool,8,0.039,0,0.23,0.0
25-26-prem-aston-villa-vs-liverpool,13,0.015,0,0.244,0.0
25-26-prem-aston-villa-vs-liverpool,20,0,0.015,0.244,0.015
25-26-prem-aston-villa-vs-liverpool,25,0,0.027,0.244,0.042
25-26-prem-aston-villa-vs-liverpool,27,0,0.029,0.244,0.071
25-26-prem-aston-villa-vs-liverpool,31,0,0.012,0.244,0.083
25-26-prem-aston-villa-vs-liverpool,33,0,0.103,0.244,0.186
25-26-prem-aston-villa-vs-liverpool,42,0.049,0,0.293,0.186
25-26-prem-aston-villa-vs-liverpool,50,0,0.094,0.293,0.281
25-26-prem-aston-villa-vs-liverpool,52,0,0.201,0.293,0.481
25-26-prem-aston-villa-vs-liverpool,56,0,0.475,0.293,0.957
25-26-prem-aston-villa-vs-liverpool,57,0.078,0,0.372,0.957
25-26-prem-aston-villa-vs-liverpool,59,0.31,0,0.682,0.957
25-26-prem-aston-villa-vs-liverpool,65,0.173,0.096,0.855,1.052
25-26-prem-aston-villa-vs-liverpool,70,0.018,0,0.873,1.052
25-26-prem-aston-villa-vs-liverpool,73,1.3,0,2.173,1.052
25-26-prem-aston-villa-vs-liverpool,83,0,0.12,2.173,1.172
25-26-prem-aston-villa-vs-liverpool,89,0.032,0,2.204,1.172
25-26-prem-aston-villa-vs-liverpool,90,0.06,0.271,2.264,1.443
