id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
466,a,,,4.0,606,48,0,0,0,0,0.6,244,38,8,0,2.7,155,25,0,22,1.3,232,20,0.3,2.0,0,66780,6230,34015,2902,0.8,0.8,0.0,0.0,0.0,9.4,0.0,0.0,0.0,3.13,102.2,289,27,0.0,479,29,0.0,444,17,10.2,358,27,,,,18,0.0
488,a,,,4.3,528,24,0,0,-2,2,0.8,230,33,18,2,3.0,123,20,0,63,3.0,98,8,0.7,4.2,0,87336,7119,37072,3947,3.5,3.5,0.0,0.0,0.0,14.08,0.0,0.0,0.0,2.35,210.2,172,20,0.0,549,53,0.0,520,42,21.1,293,20,,,,18,0.0
700,a,,,4.0,673,214,0,0,0,0,0.0,659,225,0,0,0.0,558,209,0,0,0.0,493,194,0.0,0.0,0,534,161,160,83,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551,209,0.0,532,207,0.0,502,198,0.0,553,209,,,,18,0.0
686,a,,,4.0,674,215,0,0,0,0,0.0,636,215,0,0,0.0,559,210,0,0,0.0,494,195,0.0,0.0,0,986,68,553,82,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552,210,0.0,533,208,0.0,503,199,0.0,554,210,,,,18,0.0
701,a,,,4.5,434,266,0,0,0,0,0.0,687,308,0,0,0.0,637,272,0,0,0.0,595,243,0.0,0.0,0,269,58,111,31,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,268,0.0,627,271,0.0,612,266,0.0,632,270,,,,18,0.0
204,a,100.0,100.0,4.3,535,27,0,0,-2,2,0.4,291,45,12,0,1.7,300,34,0,42,0.3,357,27,0.1,2.8,0,52441,201,66447,2037,-0.2,0.3,0.0,0.0,0.0,12.98,0.0,0.0,0.0,1.85,193.8,187,22,10.0,387,6,0.0,524,45,20.4,295,21,,,,18,0.0
382,i,0.0,0.0,6.3,53,31,0,0,-2,2,0.1,436,159,8,0,1.0,457,219,0,16,0.7,320,163,0.1,1.3,0,6301,29,25864,235,0.0,0.0,0.4,0.08,0.48,4.08,0.15,0.03,0.18,1.51,20.8,405,191,55.2,271,168,43.0,262,145,11.8,349,170,,,,18,0.0
383,a,,,5.2,162,5,0,0,2,-2,8.6,43,10,69,1,3.8,62,10,5,261,2.2,163,16,0.4,13.3,0,983347,2722,789449,84041,2.2,2.2,0.0,0.19,0.19,25.4,0.0,0.01,0.01,1.41,385.8,39,13,13.0,371,1,0.0,688,70,39.9,199,11,,,,18,0.0
384,u,0.0,0.0,5.0,221,140,0,0,0,0,0.0,658,290,0,0,0.0,690,311,0,0,0.0,676,304,0.0,0.0,0,61,0,1889,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,311,0.0,686,310,0.0,681,308,0.0,689,311,,,,18,0.0
385,a,,,6.7,37,19,0,0,-3,3,2.5,121,37,54,0,3.6,77,34,3,186,2.7,123,57,0.4,8.1,1,679844,1149,922930,20425,2.7,2.7,1.6,1.36,2.96,14.79,0.15,0.13,0.28,1.37,238.8,147,56,254.7,67,53,194.0,89,56,68.9,93,56,,2.0,3.0,18,40.0
387,i,0.0,0.0,4.9,236,26,0,0,-1,1,0.2,385,139,2,0,1.0,439,152,0,19,0.2,405,143,0.0,0.4,0,4780,28,64727,289,0.0,0.0,0.0,0.01,0.01,0.5,0.0,0.01,0.01,0.66,16.6,416,147,2.6,416,146,0.0,659,236,2.0,444,152,,,,18,0.0
389,a,,,6.5,47,19,-1,1,-5,5,1.6,169,28,42,1,2.3,218,28,6,150,3.0,106,17,0.5,6.5,1,457340,997,603874,5375,3.0,3.0,2.79,0.44,3.23,10.67,0.38,0.06,0.44,1.45,167.0,216,21,117.9,174,21,215.0,74,26,49.8,153,22,,,,18,0.0
572,a,100.0,100.0,4.3,568,140,0,0,-2,2,0.2,340,127,4,1,0.8,471,160,0,0,0.7,304,95,0.2,0.9,0,26887,1094,24964,1769,0.7,0.7,0.43,0.0,0.43,3.74,0.18,0.0,0.18,1.57,45.8,365,129,2.2,421,150,29.0,285,88,7.7,382,127,,,,18,0.0
593,a,100.0,75.0,5.0,203,24,0,0,0,0,3.8,92,33,42,0,2.6,175,52,3,177,0.8,293,93,0.2,8.4,1,548371,1536,670475,22601,0.8,0.6,1.22,0.04,1.26,20.57,0.1,0.0,0.1,1.63,253.8,135,50,33.5,311,98,172.0,104,8,46.3,170,48,,,,18,0.0
594,a,100.0,100.0,4.5,378,69,-1,1,0,0,14.0,26,9,48,1,2.7,158,43,4,221,1.2,254,81,0.3,10.7,2,2794309,6921,1846005,118729,1.2,1.2,0.38,1.02,1.4,22.27,0.03,0.07,0.1,1.5,314.2,84,35,115.5,179,41,61.0,233,67,48.9,156,41,,,,18,0.0
