id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
7,Riccardo,Calafiori,Calafiori,d,Hip injury - 75% chance of playing,,5.8,111,8.0,14.9,27,10.0,4.3,72.0,22.0,1,0,0.0,3,-3.0,39760,157370,0.7,10.5,4.0,5.3,5.5,16.0,11.0,75.0,,131.0,57.0,125.0,26.0,34.0,2.0,73.0,17.0,,,,,,,,0.24,0.03,0.27,0.5,0.0,0.74,0.53,1.16,4.94,11,1,90,0,0,0,2,0,0,0,0,0,0,1,0,-1,90213,190581,0.0,0.23000000000000043,0.04999999999999999,0.28000000000000025,0.4399999999999995,11.400000000000006,7.799999999999997,35.0,5.399999999999999,0,5,3,5
8,Jurriën,Timber,J.Timber,a,,,6.2,79,2.0,28.6,11,4.0,4.3,74.0,23.0,1,1,-1.0,7,-7.0,418526,76800,0.7,10.8,5.3,5.3,6.1,6.0,4.0,,,42.0,17.0,44.0,8.0,25.0,1.0,22.0,1.0,,,,,,,,0.21,0.07,0.28,0.52,0.0,0.61,0.51,1.02,6.23,11,1,90,0,0,0,2,0,0,0,0,0,0,1,0,7,516282,114969,0.0,0.0,0.030000000000000027,0.03000000000000025,0.4400000000000004,13.0,6.299999999999983,8.0,2.700000000000003,3,1,3,4
9,Jakub,Kiwior,Kiwior,u,has joined Porto on loan for the rest of the season.,,5.4,173,20.0,0.1,563,202.0,0.0,710.0,245.0,0,0,0.0,-1,1.0,0,79,0.0,0.0,0.0,0.0,0.0,731.0,249.0,0.0,0.0,731.0,249.0,730.0,249.0,725.0,247.0,731.0,249.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.1,234,35.0,1.6,141,55.0,0.7,298.0,98.0,0,-1,1.0,-4,4.0,2755,6447,0.1,1.2,1.7,1.7,0.9,434.0,145.0,,,391.0,144.0,361.0,124.0,364.0,132.0,403.0,141.0,,,,,,,,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,5.23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514,11386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11,Benjamin,White,White,a,,,5.3,195,26.0,0.4,264,100.0,0.0,701.0,242.0,0,0,0.0,-2,2.0,1006,1545,0.0,1.1,1.0,1.0,6.0,7.0,5.0,100.0,100.0,374.0,139.0,340.0,119.0,382.0,137.0,394.0,138.0,,,,,,,,0.01,0.01,0.02,1.12,0.0,1.29,0.0,1.29,10.29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,2850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14,Maldini,Kacurri,Kacurri,u,has joined Morecambe on loan for the rest of the season.,,3.9,741,238.0,0.1,441,160.0,0.0,414.0,155.0,0,0,0.0,-1,1.0,0,478,0.0,0.0,0.0,0.0,0.0,491.0,183.0,0.0,0.0,485.0,184.0,467.0,182.0,434.0,172.0,485.0,183.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16,Bukayo,Saka,Saka,a,,,10.1,5,3.0,18.0,21,7.0,6.0,28.0,15.0,12,0,0.0,1,-1.0,152401,61543,0.6,4.5,7.0,7.0,5.0,35.0,10.0,100.0,100.0,81.0,28.0,17.0,17.0,18.0,11.0,16.0,11.0,1.0,4.0,1.0,,,,,0.32,0.3,0.62,0.59,0.0,0.66,0.4,1.06,7.53,11,12,90,1,0,0,2,0,0,0,0,0,0,1,3,40,228528,136480,0.0,0.5200000000000002,0.18999999999999995,0.71,0.4399999999999995,49.599999999999994,36.70000000000002,46.0,13.200000000000003,2,2,8,12
17,Martin,Ødegaard,Ødegaard,d,Knee injury - 50% chance of playing,,7.8,19,13.0,1.3,161,54.0,0.0,746.0,331.0,0,0,0.0,-2,2.0,249,3184,0.0,1.7,0.5,0.0,2.2,253.0,118.0,50.0,0.0,310.0,141.0,171.0,116.0,280.0,152.0,284.0,141.0,3.0,2.0,3.0,,,,,0.06,0.36,0.42,1.06,0.0,0.45,0.45,1.79,8.51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18,Noni,Madueke,Madueke,d,Knee injury - 50% chance of playing,,6.8,43,27.0,0.6,230,81.0,0.0,740.0,329.0,0,0,0.0,-2,2.0,88,1567,0.0,1.5,0.5,0.0,2.0,284.0,129.0,50.0,0.0,335.0,152.0,94.0,71.0,87.0,51.0,190.0,102.0,,,,,,,,0.09,0.25,0.34,0.6,0.0,0.59,0.59,1.18,4.14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
19,Gabriel,Martinelli Silva,Martinelli,d,Muscle injury - 50% chance of playing,,6.8,44,28.0,0.8,195,68.0,0.3,363.0,177.0,0,0,0.0,-2,2.0,85,7555,0.0,2.4,0.7,0.3,2.0,285.0,130.0,50.0,25.0,294.0,133.0,266.0,157.0,105.0,65.0,247.0,123.0,,,,,,,,0.32,0.03,0.35,0.83,0.0,0.42,0.0,0.84,6.73,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,16270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
