match_id,minute,value
25-26-europa-league-aston-villa-vs-feyenoord,1,3
25-26-europa-league-aston-villa-vs-feyenoord,2,10
25-26-europa-league-aston-villa-vs-feyenoord,3,16
25-26-europa-league-aston-villa-vs-feyenoord,4,8
25-26-europa-league-aston-villa-vs-feyenoord,5,-16
25-26-europa-league-aston-villa-vs-feyenoord,6,10
25-26-europa-league-aston-villa-vs-feyenoord,7,2
25-26-europa-league-aston-villa-vs-feyenoord,8,-9
25-26-europa-league-aston-villa-vs-feyenoord,9,-4
25-26-europa-league-aston-villa-vs-feyenoord,10,2
25-26-europa-league-aston-villa-vs-feyenoord,11,-34
25-26-europa-league-aston-villa-vs-feyenoord,12,-76
25-26-europa-league-aston-villa-vs-feyenoord,13,-24
25-26-europa-league-aston-villa-vs-feyenoord,14,-7
25-26-europa-league-aston-villa-vs-feyenoord,15,-3
25-26-europa-league-aston-villa-vs-feyenoord,16,2
25-26-europa-league-aston-villa-vs-feyenoord,17,7
25-26-europa-league-aston-villa-vs-feyenoord,18,19
25-26-europa-league-aston-villa-vs-feyenoord,19,8
25-26-europa-league-aston-villa-vs-feyenoord,20,9
25-26-europa-league-aston-villa-vs-feyenoord,21,22
25-26-europa-league-aston-villa-vs-feyenoord,22,21
25-26-europa-league-aston-villa-vs-feyenoord,23,-13
25-26-europa-league-aston-villa-vs-feyenoord,24,-24
25-26-europa-league-aston-villa-vs-feyenoord,25,-6
25-26-europa-league-aston-villa-vs-feyenoord,26,-42
25-26-europa-league-aston-villa-vs-feyenoord,27,-64
25-26-europa-league-aston-villa-vs-feyenoord,28,-33
25-26-europa-league-aston-villa-vs-feyenoord,29,-23
25-26-europa-league-aston-villa-vs-feyenoord,30,-36
25-26-europa-league-aston-villa-vs-feyenoord,31,21
25-26-europa-league-aston-villa-vs-feyenoord,32,-16
25-26-europa-league-aston-villa-vs-feyenoord,33,-4
25-26-europa-league-aston-villa-vs-feyenoord,34,-1
25-26-europa-league-aston-villa-vs-feyenoord,35,22
25-26-europa-league-aston-villa-vs-feyenoord,36,11
25-26-europa-league-aston-villa-vs-feyenoord,37,8
25-26-europa-league-aston-villa-vs-feyenoord,38,3
25-26-europa-league-aston-villa-vs-feyenoord,39,-27
25-26-europa-league-aston-villa-vs-feyenoord,40,-34
25-26-europa-league-aston-villa-vs-feyenoord,41,-100
25-26-europa-league-aston-villa-vs-feyenoord,42,-55
25-26-europa-league-aston-villa-vs-feyenoord,43,-86
25-26-europa-league-aston-villa-vs-feyenoord,44,-44
25-26-europa-league-aston-villa-vs-feyenoord,45,-30
25-26-europa-league-aston-villa-vs-feyenoord,45.5,5
25-26-europa-league-aston-villa-vs-feyenoord,46,1
25-26-europa-league-aston-villa-vs-feyenoord,47,-28
25-26-europa-league-aston-villa-vs-feyenoord,48,-16
25-26-europa-league-aston-villa-vs-feyenoord,49,-22
25-26-europa-league-aston-villa-vs-feyenoord,50,-18
25-26-europa-league-aston-villa-vs-feyenoord,51,-12
25-26-europa-league-aston-villa-vs-feyenoord,52,-16
25-26-europa-league-aston-villa-vs-feyenoord,53,24
25-26-europa-league-aston-villa-vs-feyenoord,54,12
25-26-europa-league-aston-villa-vs-feyenoord,55,15
25-26-europa-league-aston-villa-vs-feyenoord,56,15
25-26-europa-league-aston-villa-vs-feyenoord,57,23
25-26-europa-league-aston-villa-vs-feyenoord,58,18
25-26-europa-league-aston-villa-vs-feyenoord,59,20
25-26-europa-league-aston-villa-vs-feyenoord,60,16
25-26-europa-league-aston-villa-vs-feyenoord,61,9
25-26-europa-league-aston-villa-vs-feyenoord,62,38
25-26-europa-league-aston-villa-vs-feyenoord,63,22
25-26-europa-league-aston-villa-vs-feyenoord,64,12
25-26-europa-league-aston-villa-vs-feyenoord,65,7
25-26-europa-league-aston-villa-vs-feyenoord,66,26
25-26-europa-league-aston-villa-vs-feyenoord,67,30
25-26-europa-league-aston-villa-vs-feyenoord,68,16
25-26-europa-league-aston-villa-vs-feyenoord,69,8
25-26-europa-league-aston-villa-vs-feyenoord,70,4
25-26-europa-league-aston-villa-vs-feyenoord,71,6
25-26-europa-league-aston-villa-vs-feyenoord,72,1
25-26-europa-league-aston-villa-vs-feyenoord,73,-36
25-26-europa-league-aston-villa-vs-feyenoord,74,-16
25-26-europa-league-aston-villa-vs-feyenoord,75,-5
25-26-europa-league-aston-villa-vs-feyenoord,76,-22
25-26-europa-league-aston-villa-vs-feyenoord,77,-4
25-26-europa-league-aston-villa-vs-feyenoord,78,12
25-26-europa-league-aston-villa-vs-feyenoord,79,-11
25-26-europa-league-aston-villa-vs-feyenoord,80,40
25-26-europa-league-aston-villa-vs-feyenoord,81,-30
25-26-europa-league-aston-villa-vs-feyenoord,82,6
25-26-europa-league-aston-villa-vs-feyenoord,83,-13
25-26-europa-league-aston-villa-vs-feyenoord,84,-38
25-26-europa-league-aston-villa-vs-feyenoord,85,-12
25-26-europa-league-aston-villa-vs-feyenoord,86,-11
25-26-europa-league-aston-villa-vs-feyenoord,87,-10
25-26-europa-league-aston-villa-vs-feyenoord,88,-2
25-26-europa-league-aston-villa-vs-feyenoord,89,-44
25-26-europa-league-aston-villa-vs-feyenoord,90,-39
25-26-europa-league-aston-villa-vs-feyenoord,90.5,-21
