match_id,minute,value
25-26-europa-league-nottingham-forest-vs-real-betis,1,5
25-26-europa-league-nottingham-forest-vs-real-betis,2,-3
25-26-europa-league-nottingham-forest-vs-real-betis,3,-11
25-26-europa-league-nottingham-forest-vs-real-betis,4,-1
25-26-europa-league-nottingham-forest-vs-real-betis,5,-3
25-26-europa-league-nottingham-forest-vs-real-betis,6,8
25-26-europa-league-nottingham-forest-vs-real-betis,7,2
25-26-europa-league-nottingham-forest-vs-real-betis,8,3
25-26-europa-league-nottingham-forest-vs-real-betis,9,34
25-26-europa-league-nottingham-forest-vs-real-betis,10,37
25-26-europa-league-nottingham-forest-vs-real-betis,11,28
25-26-europa-league-nottingham-forest-vs-real-betis,12,55
25-26-europa-league-nottingham-forest-vs-real-betis,13,30
25-26-europa-league-nottingham-forest-vs-real-betis,14,11
25-26-europa-league-nottingham-forest-vs-real-betis,15,-41
25-26-europa-league-nottingham-forest-vs-real-betis,16,-17
25-26-europa-league-nottingham-forest-vs-real-betis,17,-9
25-26-europa-league-nottingham-forest-vs-real-betis,18,8
25-26-europa-league-nottingham-forest-vs-real-betis,19,34
25-26-europa-league-nottingham-forest-vs-real-betis,20,22
25-26-europa-league-nottingham-forest-vs-real-betis,21,11
25-26-europa-league-nottingham-forest-vs-real-betis,22,-20
25-26-europa-league-nottingham-forest-vs-real-betis,23,37
25-26-europa-league-nottingham-forest-vs-real-betis,24,30
25-26-europa-league-nottingham-forest-vs-real-betis,25,12
25-26-europa-league-nottingham-forest-vs-real-betis,26,-16
25-26-europa-league-nottingham-forest-vs-real-betis,27,16
25-26-europa-league-nottingham-forest-vs-real-betis,28,-9
25-26-europa-league-nottingham-forest-vs-real-betis,29,-13
25-26-europa-league-nottingham-forest-vs-real-betis,30,-22
25-26-europa-league-nottingham-forest-vs-real-betis,31,-6
25-26-europa-league-nottingham-forest-vs-real-betis,32,14
25-26-europa-league-nottingham-forest-vs-real-betis,33,50
25-26-europa-league-nottingham-forest-vs-real-betis,34,38
25-26-europa-league-nottingham-forest-vs-real-betis,35,37
25-26-europa-league-nottingham-forest-vs-real-betis,36,82
25-26-europa-league-nottingham-forest-vs-real-betis,37,45
25-26-europa-league-nottingham-forest-vs-real-betis,38,41
25-26-europa-league-nottingham-forest-vs-real-betis,39,30
25-26-europa-league-nottingham-forest-vs-real-betis,40,52
25-26-europa-league-nottingham-forest-vs-real-betis,41,25
25-26-europa-league-nottingham-forest-vs-real-betis,42,28
25-26-europa-league-nottingham-forest-vs-real-betis,43,-33
25-26-europa-league-nottingham-forest-vs-real-betis,44,-17
25-26-europa-league-nottingham-forest-vs-real-betis,45,-51
25-26-europa-league-nottingham-forest-vs-real-betis,45.5,-9
25-26-europa-league-nottingham-forest-vs-real-betis,46,-9
25-26-europa-league-nottingham-forest-vs-real-betis,47,-23
25-26-europa-league-nottingham-forest-vs-real-betis,48,-17
25-26-europa-league-nottingham-forest-vs-real-betis,49,23
25-26-europa-league-nottingham-forest-vs-real-betis,50,-13
25-26-europa-league-nottingham-forest-vs-real-betis,51,-19
25-26-europa-league-nottingham-forest-vs-real-betis,52,-9
25-26-europa-league-nottingham-forest-vs-real-betis,53,-7
25-26-europa-league-nottingham-forest-vs-real-betis,54,-15
25-26-europa-league-nottingham-forest-vs-real-betis,55,-10
25-26-europa-league-nottingham-forest-vs-real-betis,56,-7
25-26-europa-league-nottingham-forest-vs-real-betis,57,25
25-26-europa-league-nottingham-forest-vs-real-betis,58,11
25-26-europa-league-nottingham-forest-vs-real-betis,59,-10
25-26-europa-league-nottingham-forest-vs-real-betis,60,5
25-26-europa-league-nottingham-forest-vs-real-betis,61,1
25-26-europa-league-nottingham-forest-vs-real-betis,62,-4
25-26-europa-league-nottingham-forest-vs-real-betis,63,-6
25-26-europa-league-nottingham-forest-vs-real-betis,64,-8
25-26-europa-league-nottingham-forest-vs-real-betis,65,-9
25-26-europa-league-nottingham-forest-vs-real-betis,66,-2
25-26-europa-league-nottingham-forest-vs-real-betis,67,3
25-26-europa-league-nottingham-forest-vs-real-betis,68,-23
25-26-europa-league-nottingham-forest-vs-real-betis,69,-26
25-26-europa-league-nottingham-forest-vs-real-betis,70,-34
25-26-europa-league-nottingham-forest-vs-real-betis,71,-55
25-26-europa-league-nottingham-forest-vs-real-betis,72,-29
25-26-europa-league-nottingham-forest-vs-real-betis,73,-42
25-26-europa-league-nottingham-forest-vs-real-betis,74,-55
25-26-europa-league-nottingham-forest-vs-real-betis,75,34
25-26-europa-league-nottingham-forest-vs-real-betis,76,1
25-26-europa-league-nottingham-forest-vs-real-betis,77,10
25-26-europa-league-nottingham-forest-vs-real-betis,78,-30
25-26-europa-league-nottingham-forest-vs-real-betis,79,-30
25-26-europa-league-nottingham-forest-vs-real-betis,80,-24
25-26-europa-league-nottingham-forest-vs-real-betis,81,-37
25-26-europa-league-nottingham-forest-vs-real-betis,82,-28
25-26-europa-league-nottingham-forest-vs-real-betis,83,-22
25-26-europa-league-nottingham-forest-vs-real-betis,84,-55
25-26-europa-league-nottingham-forest-vs-real-betis,85,-39
25-26-europa-league-nottingham-forest-vs-real-betis,86,-44
25-26-europa-league-nottingham-forest-vs-real-betis,87,-23
25-26-europa-league-nottingham-forest-vs-real-betis,88,-9
25-26-europa-league-nottingham-forest-vs-real-betis,89,-1
25-26-europa-league-nottingham-forest-vs-real-betis,90,-32
25-26-europa-league-nottingham-forest-vs-real-betis,90.5,9
