match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-europa-league-nottingham-forest-vs-real-betis,away,,C. Hernández,9,F,77.0,49.4
25-26-europa-league-nottingham-forest-vs-real-betis,away,,A. Ezzalzouli,23,M,59.1,77.3
25-26-europa-league-nottingham-forest-vs-real-betis,away,,C. Bakambu,25,F,71.4,48.1
25-26-europa-league-nottingham-forest-vs-real-betis,away,,S. Altimira,32,M,51.5,49.6
25-26-europa-league-nottingham-forest-vs-real-betis,away,,J. Firpo,28,D,49.6,88.6
25-26-europa-league-nottingham-forest-vs-real-betis,away,,P. López,47,G,11.4,53.4
25-26-europa-league-nottingham-forest-vs-real-betis,away,,P. Fornals,15,M,74.0,50.1
25-26-europa-league-nottingham-forest-vs-real-betis,away,,V. Gómez,108,D,37.0,72.9
25-26-europa-league-nottingham-forest-vs-real-betis,away,,R. Rodríguez,55,D,50.6,87.3
25-26-europa-league-nottingham-forest-vs-real-betis,away,,Natan,96,D,36.8,30.5
25-26-europa-league-nottingham-forest-vs-real-betis,away,,G. Lo Celso,67,M,59.6,42.9
25-26-europa-league-nottingham-forest-vs-real-betis,away,,M. Roca,46,M,54.6,59.6
25-26-europa-league-nottingham-forest-vs-real-betis,away,,Á. Ortiz,84,D,40.6,14.6
25-26-europa-league-nottingham-forest-vs-real-betis,away,,R. Riquelme,40,M,65.6,79.4
25-26-europa-league-nottingham-forest-vs-real-betis,away,,S. Amrabat,78,M,48.4,49.7
25-26-europa-league-nottingham-forest-vs-real-betis,away,,Antony,92,M,61.7,20.8
25-26-europa-league-nottingham-forest-vs-real-betis,home,696,Kalimuendo,17,F,51.7,52.6
25-26-europa-league-nottingham-forest-vs-real-betis,home,516,Hudson-Odoi,42,M,63.9,85.1
25-26-europa-league-nottingham-forest-vs-real-betis,home,,D. Luiz,32,M,56.7,47.6
25-26-europa-league-nottingham-forest-vs-real-betis,home,502,Sels,43,G,8.9,48.5
25-26-europa-league-nottingham-forest-vs-real-betis,home,515,Gibbs-White,41,M,55.7,34.6
25-26-europa-league-nottingham-forest-vs-real-betis,home,669,Ndoye,19,M,40.6,84.6
25-26-europa-league-nottingham-forest-vs-real-betis,home,,I. Jesus,36,F,69.2,52.3
25-26-europa-league-nottingham-forest-vs-real-betis,home,,Morato,71,D,26.0,67.2
25-26-europa-league-nottingham-forest-vs-real-betis,home,521,Sangaré,75,M,40.6,44.9
25-26-europa-league-nottingham-forest-vs-real-betis,home,522,Yates,5,M,39.2,26.3
25-26-europa-league-nottingham-forest-vs-real-betis,home,12,Zinchenko,71,D,52.2,80.3
25-26-europa-league-nottingham-forest-vs-real-betis,home,734,Bakwa,34,M,42.6,15.2
25-26-europa-league-nottingham-forest-vs-real-betis,home,508,N.Williams,69,D,37.6,16.1
25-26-europa-league-nottingham-forest-vs-real-betis,home,517,Anderson,83,M,45.6,58.4
25-26-europa-league-nottingham-forest-vs-real-betis,home,505,Milenković,61,D,28.7,33.4
