id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
15,a,100.0,75.0,5.5,108,2,0,0,0,0,25.8,11,1,93,3,3.9,58,7,8,339,3.8,90,6,0.7,16.9,2,2650490,56977,2745332,66063,4.3,2.8,0.0,0.01,0.01,21.2,0.0,0.0,0.0,0.88,502.6,43,12,0.0,763,80,0.0,761,80,50.3,208,12,,,,24,
1,u,0.0,0.0,5.4,136,82,0,0,-1,1,0.0,693,289,0,0,0.0,761,329,0,0,0.0,737,316,0.0,0.0,0,439,0,2809,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761,329,0.0,760,329,0.0,757,327,0.0,761,329,,,,24,
29,d,25.0,0.0,5.2,160,96,0,0,-3,3,0.2,340,106,40,0,2.5,194,83,5,150,0.0,730,313,0.0,7.7,1,25988,35,89634,775,-0.2,0.0,1.68,0.41,2.09,5.36,0.28,0.07,0.35,0.89,203.4,236,104,115.5,217,136,185.0,127,84,50.3,207,108,,,,24,
53,a,100.0,100.0,5.4,134,80,0,0,-1,1,0.6,258,77,41,1,2.6,177,73,3,177,4.0,75,27,0.7,7.6,0,88020,30834,69450,2413,7.0,4.0,1.19,1.54,2.73,14.6,0.11,0.14,0.25,1.32,165.2,262,116,170.0,164,110,158.0,149,92,49.6,212,111,,,,24,
72,u,0.0,0.0,4.4,509,100,0,0,-1,1,0.0,615,211,0,0,0.0,636,239,0,0,0.0,548,222,0.0,0.0,0,287,0,6246,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,240,0.0,621,239,0.0,597,236,0.0,631,240,,,,24,
599,a,,,4.0,651,52,0,0,0,0,0.3,304,46,0,0,0.0,573,61,0,0,0.0,454,52,0.0,0.0,0,37568,305,34152,745,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568,61,0.0,550,43,0.0,511,29,0.0,569,61,,,,24,
119,u,0.0,0.0,4.9,254,162,0,0,-1,1,0.0,692,288,0,0,0.0,738,314,0,0,0.0,692,288,0.0,0.0,0,380,0,2968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,313,0.0,734,314,0.0,724,309,0.0,737,313,,,,24,
292,a,,,4.4,541,323,0,0,-1,1,0.2,377,123,0,0,0.0,644,250,0,0,0.0,563,201,0.0,0.0,0,47039,213,40076,605,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640,249,0.0,633,250,0.0,612,240,0.0,640,249,,,,24,
99,a,100.0,100.0,7.9,12,9,0,0,9,-9,35.0,5,3,149,2,6.2,7,5,20,599,3.7,95,41,0.5,18.9,4,7422928,185641,4195498,155311,3.7,3.7,8.14,5.48,13.62,39.22,0.34,0.23,0.57,1.64,815.8,4,3,702.1,6,6,652.0,13,6,217.2,4,3,2.0,2.0,2.0,24,
757,a,,,4.5,480,79,0,0,0,0,0.0,717,244,1,1,1.0,462,163,0,4,1.0,270,79,0.2,0.2,0,452,380,52,49,2.1,2.1,0.0,0.06,0.06,0.26,0.0,0.39,0.39,1.67,5.4,477,167,24.3,369,123,2.0,437,158,3.2,450,154,,,,24,
131,a,100.0,100.0,4.4,517,104,0,0,-1,1,0.3,311,112,26,-1,2.6,166,51,1,47,0.5,336,99,0.1,5.9,1,70280,1034,66297,2469,0.0,0.0,0.35,0.37,0.72,10.87,0.06,0.06,0.12,1.9,156.6,271,100,77.8,265,76,38.0,296,95,27.2,306,99,,,,24,
132,d,25.0,0.0,6.5,42,22,0,0,0,0,0.0,649,265,1,0,0.5,516,241,0,6,0.0,762,333,0.0,0.2,0,4563,71,4337,483,-0.1,0.0,0.07,0.02,0.09,0.38,0.27,0.08,0.35,1.49,7.4,471,222,5.0,428,219,4.0,421,220,1.6,481,225,,,,24,
133,u,0.0,0.0,4.5,455,289,0,0,0,0,0.0,686,285,0,0,0.0,708,295,0,0,0.0,639,255,0.0,0.0,0,720,0,4080,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,294,0.0,699,295,0.0,684,288,0.0,705,294,,,,24,
676,a,,,4.5,466,76,0,0,0,0,0.3,306,51,0,0,0.0,718,66,0,0,0.0,649,52,0.0,0.0,0,82188,2056,54680,2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716,64,0.0,709,63,0.0,695,64,0.0,715,64,,,,24,
427,d,25.0,,4.1,620,41,0,0,-4,4,0.2,398,56,0,0,0.0,623,73,0,0,0.0,513,66,0.0,0.0,0,13000,318,34794,491,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,73,0.0,603,57,0.0,570,44,0.0,618,73,,,,24,
294,a,,,3.9,730,72,0,0,-1,1,0.9,220,29,0,0,0.0,547,48,0,0,0.0,411,35,0.0,0.0,0,79754,725,65131,1458,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,48,0.0,518,25,0.0,474,10,0.0,542,48,,,,24,
234,i,0.0,100.0,4.4,521,106,0,0,-1,1,0.0,631,214,7,1,1.0,440,160,0,28,0.6,327,92,0.1,1.6,0,2205,78,3381,154,0.0,0.2,0.07,0.3,0.37,1.94,0.05,0.22,0.27,1.41,28.0,418,148,36.9,329,104,8.0,390,135,7.3,409,134,,,,24,
717,u,0.0,,4.5,484,306,0,0,0,0,0.0,746,317,0,0,0.0,730,309,0,0,0.0,662,270,0.0,0.0,0,468,19,286,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,308,0.0,723,309,0.0,710,303,0.0,729,308,,,,24,
521,a,100.0,100.0,4.1,612,38,0,0,1,-1,16.2,26,4,36,0,2.8,142,22,2,132,0.7,312,21,0.2,8.8,0,1656712,8457,1213758,30615,0.7,0.2,0.0,0.0,0.0,21.99,0.0,0.0,0.0,1.85,362.2,116,17,0.3,472,13,0.0,566,41,36.1,264,18,,,,24,
522,a,,,4.3,560,29,0,0,-2,2,0.1,429,61,0,0,0.0,627,74,0,0,0.0,527,69,0.0,0.0,0,7022,160,15127,251,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,74,0.0,612,63,0.0,581,51,0.0,622,74,,,,24,
523,a,100.0,100.0,5.0,196,46,0,0,0,0,1.3,179,29,31,1,2.2,243,29,4,107,1.0,279,28,0.2,6.2,0,403947,4924,408050,5771,1.0,0.5,2.25,0.06,2.31,4.89,0.77,0.02,0.79,1.67,96.8,339,33,75.7,269,30,157.0,150,34,33.1,275,34,,,,24,
524,a,100.0,100.0,4.3,574,127,0,0,-2,2,1.1,199,77,46,1,1.9,282,92,3,210,1.3,236,69,0.3,10.7,1,339684,1810,352352,2828,1.3,0.8,1.44,0.73,2.17,41.24,0.06,0.03,0.09,1.78,519.8,34,11,134.6,192,47,122.0,180,38,78.0,115,24,,,,24,
525,a,100.0,100.0,6.2,67,42,0,0,-3,3,2.4,126,39,59,2,3.1,124,57,4,215,2.0,194,81,0.3,9.5,0,360084,4547,984860,8791,2.0,1.5,4.78,1.79,6.57,28.77,0.28,0.1,0.38,1.66,292.4,163,64,333.5,71,55,499.0,35,19,112.3,55,36,,,,24,
