match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status
25-26-prem-arsenal-vs-everton,home,3,1,D. Raya,G,1,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,8,J. Timber,D,12,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,6,W. Saliba,D,2,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,5,Gabriel,D,6,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,7,R. Calafiori,D,33,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,26,M. Zubimendi,M,36,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,21,D. Rice,M,41,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,16,B. Saka,M,7,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,266,E. Eze,M,10,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,18,N. Madueke,M,20,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,30,K. Havertz,F,29,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,662,C. Mosquera,D,3,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,19,G. Martinelli,F,11,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,666,V. Gyökeres,F,14,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,725,P. Hincapié,D,5,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,700,M. Dowman,M,56,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,2,K. Arrizabalaga,G,13,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,11,B. White,D,4,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,10,M. Lewis-Skelly,D,49,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,home,3,31,G. Jesus,F,9,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,287,J. Pickford,G,1,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,303,J. Garner,D,37,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,293,J. O'Brien,D,15,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,295,M. Keane,D,5,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,292,V. Mykolenko,D,16,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,304,T. Iroegbunam,M,42,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,302,I. Gueye,M,27,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,300,D. McNeil,M,7,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,242,K. Dewsbury-Hall,M,22,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,299,I. Ndiaye,M,10,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,311,Beto,F,9,True,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,310,T. Barry,F,11,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,728,M. Röhl,M,34,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,305,H. Armstrong,M,45,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,243,T. George,F,19,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,288,M. Travers,G,12,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,296,N. Patterson,D,2,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,707,T. Dibling,M,20,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,294,S. Coleman,D,23,False,4-2-3-1,confirmed
25-26-prem-arsenal-vs-everton,away,11,667,A. Aznou,D,39,False,4-2-3-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,101,C. Kelleher,G,1,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,110,M. Kayode,D,33,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,113,S. van den Berg,D,4,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,106,N. Collins,D,22,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,107,K. Lewis-Potter,D,23,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,124,J. Henderson,M,6,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,83,D. Ouattara,M,19,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,126,M. Jensen,M,8,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,121,M. Damsgaard,M,24,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,120,K. Schade,M,7,True,4-1-4-1,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,home,94,136,I. Thiago,F,9,True,4-1-4-1,confirmed
