id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
169,a,,,5.0,320,202,0,0,0,0,0.1,548,207,1,1,0.5,334,171,0,10,0.5,304,148,0.1,0.2,0,371,126,1535,522,0.0,0.5,0.03,0.04,0.07,0.64,0.06,0.08,0.14,1.31,14.6,192,81,13.3,139,87,7.0,178,102,3.5,207,101,,3.0,,3,,Diego,Gómez Amarilla,Gomez,,,44,0,0,0,1,0,0,0,1,0,0,0,10,,,,0.0,0.0,2.05,0.0,20.45
170,a,,,5.0,220,141,0,0,0,0,0.1,488,168,1,0,1.0,266,127,0,3,0.5,298,146,0.1,0.2,0,950,270,2848,1162,0.0,0.5,0.0,0.0,0.0,0.24,0.0,0.0,0.0,10.8,0.0,612,253,0.1,316,167,0.0,576,243,0.0,616,256,,,,3,,James,Milner,Milner,,,2,0,0,0,1,0,0,0,0,0,0,0,0,,,,0.0,0.0,45.0,0.0,0.0
35,u,0.0,0.0,4.0,634,62,0,0,0,0,0.0,653,77,0,0,0.0,391,47,0,0,0.0,391,47,0.0,0.0,0,0,0,481,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,47,0.0,374,31,0.0,325,27,0.0,393,47,,,,3,,Filip,Marschall,Marschall,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
44,a,,,4.0,665,199,0,0,0,0,0.3,305,112,0,0,0.0,417,150,0,-3,0.0,417,150,0.0,0.0,0,3125,1283,5784,2370,0.0,0.0,0.0,0.03,0.03,0.11,0.0,0.17,0.17,0.62,0.0,409,155,2.3,243,76,2.0,232,72,0.3,327,112,,,,3,,Lamare,Bogarde,Bogarde,,,16,0,0,0,0,0,0,0,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
171,a,,,4.9,355,226,-1,1,-1,1,0.0,618,256,0,0,0.0,608,255,0,0,0.0,608,255,0.0,0.0,0,86,28,943,314,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604,248,0.0,599,254,0.0,567,238,0.0,609,251,,,,3,,Jeremy,Sarmiento Morante,Sarmiento,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
172,a,100.0,100.0,5.0,323,205,0,0,0,0,0.0,626,264,0,0,0.0,647,281,0,0,0.0,647,281,0.0,0.0,0,189,60,691,281,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,276,0.0,643,280,0.0,624,270,0.0,647,279,,,,3,,Tom,Watson,Watson,,2025-08-10T18:00:05.491553+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
173,a,,,5.0,299,187,0,0,0,0,0.1,529,190,7,3,3.5,110,43,0,30,3.5,103,37,0.7,1.4,0,2091,610,1737,679,3.0,3.5,0.02,0.04,0.06,1.97,0.01,0.02,0.03,1.02,44.8,56,26,5.2,206,123,21.0,73,42,7.1,93,57,,,,3,,Mats,Wieffer,Wieffer,,,174,0,0,0,3,0,0,0,1,0,0,2,31,,,,0.0,0.0,1.55,1.03,16.03
174,u,0.0,0.0,5.0,332,213,0,0,0,0,0.0,673,295,0,0,0.0,653,286,0,0,0.0,653,286,0.0,0.0,0,0,0,820,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649,281,0.0,649,285,0.0,630,275,0.0,653,284,,,,3,,Malick,Yalcouyé,Yalcouye,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
175,a,,,4.5,523,291,0,0,0,0,0.1,510,179,0,0,0.0,562,227,0,0,0.0,562,227,0.0,0.0,0,1140,395,2099,860,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555,217,0.0,550,223,0.0,518,207,0.0,560,220,,,,3,,Joe,Knight,Knight,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
176,a,,,4.5,511,284,0,0,0,0,0.0,598,242,0,0,0.0,552,220,0,0,0.0,552,220,0.0,0.0,0,443,152,968,368,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544,210,0.0,539,216,0.0,508,200,0.0,550,213,,,,3,,Adrian,Mazilu,Mazilu,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
177,u,0.0,0.0,4.5,488,269,0,0,0,0,0.0,587,233,0,0,0.0,533,207,0,0,0.0,533,207,0.0,0.0,0,490,0,2196,1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525,197,0.0,520,203,0.0,489,187,0.0,531,200,,,,3,,Andrew,Moran,Moran,Has joined Los Angeles FC on loan for the rest of the season.,2025-08-22T14:16:38.542849+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
178,a,,,6.4,66,20,-1,1,-1,1,3.0,99,16,1,0,0.5,338,35,0,-6,0.5,329,34,0.1,0.2,0,20327,5348,170047,68799,0.0,0.5,1.56,0.1,1.66,1.84,1.26,0.08,1.34,1.49,2.2,308,25,4.0,215,21,29.0,49,17,3.3,217,23,,1.0,1.0,3,,Danny,Welbeck,Welbeck,,,111,0,0,0,3,0,0,1,0,0,0,1,2,,,,0.0,0.0,2.43,0.81,1.62
179,u,0.0,0.0,5.5,171,39,0,0,0,0,0.0,663,74,0,0,0.0,682,68,0,0,0.0,682,68,0.0,0.0,0,0,0,1070,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679,67,0.0,683,68,0.0,675,67,0.0,683,68,,,,3,,Evan,Ferguson,Ferguson,Has joined AS Roma on loan for the rest of the season,2025-07-24T10:13:22.396984+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
180,a,,,5.4,218,44,-1,1,-1,1,0.1,461,64,0,0,0.0,672,64,0,0,0.0,672,64,0.0,0.0,0,1873,542,5182,2015,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669,63,0.0,670,64,0.0,657,63,0.0,673,64,,,,3,,Stefanos,Tzimas,Tzimas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
181,a,,,5.0,338,52,0,0,0,0,0.4,276,48,0,0,0.0,659,61,0,0,0.0,659,61,0.0,0.0,0,4895,1406,14006,6038,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655,60,0.0,655,61,0.0,636,60,0.0,659,61,,,,3,,Charalampos,Kostoulas,Kostoulas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
220,a,,,5.0,262,12,0,0,0,0,24.9,12,2,11,3,5.5,54,6,1,42,5.5,48,5,1.1,2.2,0,235104,78763,191432,101523,6.0,6.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.7,48.6,46,6,0.0,619,76,0.0,596,75,4.8,154,6,,,,3,,Robert,Lynch Sánchez,Sánchez,,,180,0,0,1,1,0,0,0,0,0,7,2,0,,,,3.5,0.5,0.5,1.0,0.0
221,a,,,4.5,486,32,0,0,0,0,0.2,364,54,0,0,0.0,532,77,0,0,0.0,532,77,0.0,0.0,0,1147,378,4731,1938,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,77,0.0,519,67,0.0,487,65,0.0,530,77,,,,3,,Filip,Jörgensen,Jörgensen,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
222,u,0.0,0.0,4.0,680,77,0,0,0,0,0.0,693,79,0,0,0.0,430,62,0,0,0.0,430,62,0.0,0.0,0,0,0,162,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,62,0.0,412,46,0.0,366,42,0.0,431,62,,,,3,,Mike,Penders,Penders,Has joined RC Strasbourg on loan for the rest of the season.,2025-07-28T11:48:06.001822+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
36,a,,,4.5,399,87,0,0,0,0,5.2,77,30,10,2,5.0,61,25,0,43,5.0,55,23,1.1,2.2,0,343895,68465,82001,40608,5.0,5.0,0.0,0.23,0.23,2.64,0.0,0.12,0.12,1.32,58.0,30,8,26.5,74,18,6.0,186,52,9.1,62,9,,,,3,,Matty,Cash,Cash,,,180,0,0,1,1,0,0,0,0,0,0,2,17,,,,0.0,0.5,0.5,1.0,8.5
223,a,,,4.0,639,65,0,0,0,0,0.1,477,71,0,0,0.0,395,50,0,0,0.0,395,50,0.0,0.0,0,972,318,1805,817,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,50,0.0,378,34,0.0,330,30,0.0,397,50,,,,3,,Gabriel,Słonina,Slonina,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
224,a,,,6.1,79,1,1,-1,1,-1,25.6,9,2,13,5,6.5,29,9,2,59,6.5,26,8,1.1,2.1,0,671501,329945,139285,51483,7.0,7.0,0.11,0.42,0.53,0.95,0.06,0.24,0.3,0.54,42.0,63,22,29.6,63,13,17.0,101,14,8.8,67,12,,,,3,,Marc,Cucurella Saseta,Cucurella,,,158,0,1,1,1,0,0,0,0,0,0,2,9,,,,0.0,0.57,0.57,1.14,5.13
225,a,,,5.5,146,19,0,0,0,0,5.8,71,27,6,1,3.0,132,54,0,36,3.0,125,53,0.5,1.1,0,108172,32269,104764,67062,3.5,3.5,0.0,0.32,0.32,1.05,0.0,0.29,0.29,0.95,19.6,168,70,62.1,16,2,0.0,668,230,8.2,77,17,3.0,2.0,,3,,Reece,James,James,,,99,0,0,1,0,0,0,0,1,0,0,1,7,,,,0.0,0.91,0.0,0.91,6.36
226,a,,,5.0,245,37,0,0,0,0,3.1,98,39,14,8,7.0,23,6,0,52,7.0,20,5,1.4,2.8,0,196318,157943,36316,20965,7.5,7.5,0.4,0.04,0.44,0.95,0.23,0.02,0.25,0.54,65.6,19,5,6.3,195,56,37.0,39,4,10.9,42,6,,,,3,,Trevoh,Chalobah,Chalobah,,,158,1,0,1,1,0,0,0,0,0,0,2,14,,,,0.0,0.57,0.57,1.14,7.97
227,i,0.0,0.0,4.9,356,61,0,0,-1,1,0.2,360,130,0,0,0.0,609,220,0,0,0.0,609,220,0.0,0.0,0,263,89,19990,4546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605,224,0.0,600,223,0.0,568,210,0.0,610,225,,,,3,,Levi,Samuels Colwill,Colwill,Anterior cruciate ligament - Unknown return date,2025-08-08T14:30:04.25516+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
228,a,,,5.0,305,51,0,0,0,0,1.5,150,59,3,2,1.5,221,74,0,5,1.5,211,71,0.3,0.6,0,18830,8349,46558,16057,2.0,2.0,0.02,0.01,0.03,0.34,0.02,0.01,0.03,0.39,9.0,233,89,4.0,213,62,1.0,265,84,1.4,280,93,,,,3,,Malo,Gusto,Gusto,,,79,0,0,0,1,0,0,0,0,0,0,1,5,,,,0.0,0.0,1.14,1.14,5.7
229,i,0.0,0.0,4.4,569,145,-1,1,-1,1,0.0,667,225,0,0,0.0,462,187,0,0,0.0,462,187,0.0,0.0,0,72,23,934,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453,191,0.0,444,191,0.0,399,168,0.0,461,193,,,,3,,Benoît,Badiashile Mukinayi,B.Badiashile,Knock - Unknown return date,2025-08-10T22:00:04.583805+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
230,a,100.0,100.0,4.5,440,113,0,0,0,0,0.2,362,131,1,1,1.0,251,91,0,5,0.5,288,97,0.1,0.2,0,2405,1155,6662,1994,1.0,1.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.89,3.4,293,108,0.4,302,107,0.0,453,194,0.4,325,110,,,,3,,Wesley,Fofana,Fofana,,2025-08-15T10:30:06.840432+00:00,21,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,8.57
231,u,0.0,0.0,4.5,527,133,0,0,0,0,0.0,660,224,0,0,0.0,566,212,0,0,0.0,566,212,0.0,0.0,0,0,0,1273,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,216,0.0,554,215,0.0,522,202,0.0,564,217,,,,3,,Mamadou,Sarr,M.Sarr,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.642396+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
232,a,100.0,100.0,4.5,381,75,0,0,0,0,1.1,180,67,2,2,2.0,163,60,0,16,1.0,233,78,0.2,0.4,0,18466,8037,35128,8776,1.5,1.5,0.0,0.03,0.03,0.73,0.0,0.03,0.03,0.73,26.4,131,57,1.9,252,81,0.0,414,176,2.8,238,82,,,,3,,Tosin,Adarabioyo,Tosin,,2025-08-18T08:00:05.503139+00:00,90,0,0,0,1,0,0,0,0,0,0,1,9,,,,0.0,0.0,1.0,1.0,9.0
233,a,,,4.0,690,219,0,0,0,0,2.4,111,45,9,0,9.0,6,3,3,35,4.5,67,31,1.1,2.2,0,236248,22098,67615,37948,5.0,5.0,0.09,0.01,0.1,0.66,0.09,0.01,0.1,0.66,16.2,183,75,2.3,244,77,10.0,143,28,2.9,231,77,,,,3,,Josh,Acheampong,Acheampong,,,90,0,0,1,0,0,0,0,0,0,0,1,8,,,,0.0,1.0,0.0,1.0,8.0
234,a,,,4.0,706,233,0,0,0,0,0.1,464,175,0,0,0.0,454,180,0,0,0.0,454,180,0.0,0.0,0,796,230,2919,1174,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446,185,0.0,437,185,0.0,391,161,0.0,455,188,,,,3,,Aarón,Anselmino,Anselmino,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
235,d,75.0,,10.5,3,2,0,0,0,0,46.7,3,2,3,0,3.0,138,57,0,10,1.5,227,114,0.1,0.3,0,137455,23218,1468359,1108108,1.5,2.0,0.17,0.03,0.2,0.66,0.17,0.03,0.2,0.66,4.8,272,130,16.9,108,73,23.0,66,37,4.5,165,85,5.0,1.0,1.0,3,,Cole,Palmer,Palmer,Groin Injury - 75% chance of playing,2025-08-23T01:00:07.551888+00:00,90,0,0,1,0,0,0,0,0,0,0,1,5,,,,0.0,1.0,0.0,1.0,5.0
236,a,,,7.0,35,22,0,0,0,0,4.8,79,27,10,7,5.0,72,29,0,51,5.0,64,24,0.7,1.4,0,147381,122043,78247,25072,5.5,5.5,0.41,0.53,0.94,1.39,0.2,0.26,0.46,0.7,51.4,40,18,56.1,19,17,40.0,35,20,14.8,18,11,1.0,,,3,,Pedro,Lomba Neto,Neto,,,180,1,0,1,1,0,0,0,0,0,0,2,8,,,,0.0,0.5,0.5,1.0,4.0
237,a,,,6.5,61,43,0,0,0,0,4.6,83,28,13,10,6.5,30,11,0,43,6.5,27,10,1.0,2.0,0,130902,113681,78635,23746,7.0,7.0,1.03,0.12,1.15,1.34,0.55,0.06,0.61,0.72,37.0,84,31,25.3,81,56,40.0,34,19,10.2,50,34,4.0,3.0,4.0,3,,Enzo,Fernández,Enzo,,,168,1,1,1,1,0,0,0,0,0,0,2,5,,,,0.0,0.54,0.54,1.07,2.68
238,a,,,6.5,65,46,0,0,0,0,2.1,121,37,5,5,2.5,159,75,0,23,2.5,153,70,0.4,0.8,0,75646,58486,54853,13953,3.0,3.0,0.63,0.98,1.61,0.4,0.51,0.79,1.3,0.32,28.6,123,43,21.5,91,62,33.0,46,26,8.3,75,47,2.0,,,3,,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,,,112,0,1,0,1,0,0,0,1,0,0,1,8,,,,0.0,0.0,0.8,0.8,6.43
239,a,,,6.4,74,52,-1,1,-1,1,0.2,354,122,2,1,1.0,317,162,0,6,1.0,271,137,0.2,0.3,0,3233,611,12669,5452,1.5,1.5,0.07,0.08,0.15,0.99,0.1,0.11,0.21,1.35,9.2,232,106,27.8,69,51,12.0,132,82,4.9,152,80,,,,3,,Jamie,Bynoe-Gittens,Gittens,,,66,0,0,0,0,0,0,0,0,0,0,1,3,,,,0.0,0.0,0.0,1.36,4.09
240,n,0.0,0.0,6.0,90,61,0,0,0,0,0.2,382,132,0,0,0.0,691,308,0,0,0.0,691,308,0.0,0.0,0,2180,521,12261,6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690,306,0.0,692,308,0.0,689,307,0.0,691,307,,,2.0,3,,Christopher,Nkunku,Nkunku,Won’t be considered for selection on 22/8. - Unknown return date,2025-08-22T13:00:07.044881+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
241,a,,,5.5,170,107,0,0,0,0,6.3,65,21,13,8,6.5,28,10,1,54,6.5,24,8,1.2,2.4,0,134931,87075,94672,31048,7.0,7.0,0.28,0.06,0.34,1.39,0.14,0.03,0.17,0.7,82.0,9,5,9.1,179,109,19.0,92,59,11.0,39,28,,,,3,,Moisés,Caicedo Corozo,Caicedo,,,180,1,0,1,1,0,0,0,0,0,0,2,19,,,,0.0,0.5,0.5,1.0,9.5
243,a,,,5.0,325,207,0,0,0,0,0.1,567,224,0,0,0.0,648,282,0,0,0.0,648,282,0.0,0.0,0,572,168,1725,707,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644,277,0.0,644,281,0.0,625,271,0.0,648,280,,,,3,,Tyrique,George,George,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
244,i,0.0,0.0,4.9,360,228,-1,1,-1,1,0.0,654,283,0,0,0.0,612,256,0,0,0.0,612,256,0.0,0.0,0,64,30,1315,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608,249,0.0,602,255,0.0,571,239,0.0,612,252,,,,3,,Roméo,Lavia,Lavia,Muscle injury - Unknown return date,2025-08-10T22:00:04.594276+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
245,s,0.0,0.0,5.0,297,185,0,0,0,0,0.0,684,301,0,0,0.0,638,275,0,0,0.0,638,275,0.0,0.0,0,151,46,303,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635,270,0.0,635,274,0.0,614,262,0.0,639,273,,,,3,,Mykhailo,Mudryk,Mudryk,Suspended - unknown return date,2025-07-21T10:00:04.82421+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
246,a,,,4.5,498,275,0,0,0,0,0.3,288,91,2,1,1.0,258,120,0,5,1.0,241,115,0.2,0.4,0,11011,3985,10567,4912,1.5,1.5,0.31,0.01,0.32,0.6,0.72,0.02,0.74,1.38,4.2,283,138,12.2,147,93,23.0,64,36,4.0,176,88,,,,3,,Andrey,Nascimento dos Santos,Andrey Santos,,,39,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,6.92
247,a,,,4.5,468,259,0,0,0,0,0.1,569,225,0,0,0.0,519,197,0,0,0.0,519,197,0.0,0.0,0,745,225,1590,711,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510,187,0.0,505,193,0.0,473,177,0.0,517,190,,,,3,,Dário,Luís Essugo,D.Essugo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
248,u,0.0,0.0,4.5,551,308,0,0,0,0,0.0,680,299,0,0,0.0,585,241,0,0,0.0,585,241,0.0,0.0,0,0,0,574,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580,233,0.0,575,239,0.0,543,223,0.0,585,236,,,,3,,Kendry,Páez Andrade,Paez,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.664358+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
249,a,,,7.6,21,8,1,-1,1,-1,57.3,1,1,17,15,8.5,14,3,3,61,8.5,12,3,1.1,2.2,1,767833,598989,469910,41065,9.0,9.0,0.69,0.13,0.82,1.33,0.38,0.07,0.45,0.74,75.8,10,3,36.4,46,3,58.0,15,7,16.8,10,3,,,,3,,João Pedro,Junqueira de Jesus,João Pedro,,,162,1,2,1,1,0,0,0,0,0,0,2,6,,,,0.0,0.56,0.56,1.11,3.33
250,a,,,6.4,73,22,-1,1,-1,1,3.1,95,15,3,2,1.5,232,21,0,11,1.5,223,21,0.2,0.5,0,27948,10072,129797,56948,2.0,2.0,0.14,0.03,0.17,0.23,0.16,0.03,0.19,0.27,8.0,239,18,3.5,224,22,38.0,38,15,5.0,151,20,,,,3,,Liam,Delap,Delap,,,78,0,0,0,1,0,0,0,0,0,0,1,4,,,,0.0,0.0,1.15,1.15,4.62
251,n,0.0,0.0,6.5,64,19,0,0,0,0,0.1,438,61,0,0,0.0,699,73,0,0,0.0,699,73,0.0,0.0,0,3673,804,5723,4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699,73,0.0,700,73,0.0,700,73,0.0,700,73,,,,3,,Nicolas,Jackson,N.Jackson,Won’t be considered for selection on 22/8. - Unknown return date,2025-08-22T13:00:07.108838+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
672,a,,,4.9,363,63,-1,1,-1,1,0.3,325,119,0,0,0.0,615,222,0,-2,0.0,615,222,0.0,0.0,0,3411,1387,12289,5441,0.5,0.5,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.89,1.2,320,115,1.0,283,100,0.0,574,212,0.2,336,118,,,,3,,Jorrel,Hato,Hato,,,21,0,0,0,0,0,0,0,1,0,0,0,1,,,,0.0,0.0,0.0,0.0,4.29
253,a,,,5.0,242,9,0,0,0,0,7.2,59,8,8,2,4.0,93,11,0,30,4.0,85,10,0.8,1.6,0,67676,28526,62571,30954,4.0,4.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,1.26,25.8,136,15,10.0,175,3,0.0,587,72,3.5,206,14,,,,3,,Dean,Henderson,Henderson,,,180,0,0,1,1,0,0,0,0,0,2,2,0,,,,1.0,0.5,0.5,1.0,0.0
254,a,,,4.0,592,48,0,0,0,0,0.4,267,39,0,0,0.0,355,33,0,0,0.0,355,33,0.0,0.0,0,3013,1037,4222,1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,33,0.0,337,17,0.0,286,13,0.0,357,33,,,,3,,Walter,Benítez,Benitez,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
15,a,,,4.0,659,195,0,0,0,0,0.2,388,142,0,0,0.0,411,146,0,0,0.0,411,146,0.0,0.0,0,1584,477,4239,1874,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,151,0.0,394,151,0.0,347,126,0.0,413,155,,,,3,,Josh,Nichols,Nichols,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
255,a,,,4.0,599,52,0,0,0,0,0.1,480,72,0,0,0.0,362,37,0,0,0.0,362,37,0.0,0.0,0,610,206,1138,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,37,0.0,344,21,0.0,293,17,0.0,364,37,,,,3,,Remi,Matthews,Matthews,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
256,a,,,5.5,152,21,0,0,0,0,9.4,43,14,10,5,5.0,66,29,0,35,5.0,60,27,0.9,1.8,0,193536,113794,88012,36952,5.0,5.0,0.05,0.32,0.37,2.53,0.02,0.16,0.18,1.26,38.2,81,36,24.6,84,19,8.0,168,44,7.0,97,24,,,,3,,Daniel,Muñoz Mejía,Muñoz,,,180,0,1,1,1,0,0,0,1,0,0,2,9,,,,0.0,0.5,0.5,1.0,4.5
257,a,,,5.0,287,46,0,0,0,0,1.5,149,58,11,3,5.5,55,21,0,36,5.5,49,19,1.1,2.2,0,57142,24087,24615,11859,5.5,5.5,0.1,0.0,0.1,2.53,0.05,0.0,0.05,1.26,55.4,34,9,0.4,305,109,23.0,65,10,7.9,84,19,,,,3,,Maxence,Lacroix,Lacroix,,,180,0,0,1,1,0,0,0,1,0,0,2,28,,,,0.0,0.5,0.5,1.0,14.0
258,a,,,5.0,275,43,0,0,0,0,1.8,137,53,10,1,5.0,64,28,1,40,5.0,58,26,1.0,2.0,0,66734,16090,26506,13023,5.0,5.0,0.0,0.09,0.09,2.53,0.0,0.04,0.04,1.26,40.6,69,26,27.7,71,17,8.0,165,42,7.6,88,21,,,,3,,Tyrick,Mitchell,Mitchell,,,180,0,0,1,1,0,0,0,1,0,0,2,16,,,,0.0,0.5,0.5,1.0,8.0
259,a,,,5.0,265,41,0,0,0,0,0.1,445,167,0,0,0.0,624,224,0,0,0.0,624,224,0.0,0.0,0,1327,469,3359,1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,227,0.0,620,225,0.0,597,216,0.0,625,227,4.0,,,3,,Borna,Sosa,Sosa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
260,a,,,4.5,406,92,0,0,0,0,13.2,32,13,8,2,4.0,87,38,0,28,4.0,80,37,0.9,1.8,0,207033,65102,108923,52271,4.0,4.0,0.11,0.01,0.12,2.53,0.06,0.0,0.06,1.26,25.0,139,62,11.5,156,46,6.0,187,53,4.3,168,54,,,,3,,Marc,Guéhi,Guéhi,,,180,0,0,1,1,0,0,0,0,0,0,2,11,,,,0.0,0.5,0.5,1.0,5.5
