match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status,home_shot_model_xg,away_shot_model_xg,incident_timing_coverage,unlocated_card_count,quarantined_incident_count
25-26-efl-cup-chelsea-vs-arsenal,,,,,,False,False,confirmed,,,,,
25-26-efl-cup-newcastle-united-vs-manchester-city,,,,,,False,False,confirmed,,,,,
25-26-prem-afc-bournemouth-vs-aston-villa,,,,,,False,False,confirmed,2.0804,0.5929,limited,0,0
25-26-prem-arsenal-vs-sunderland,,,,,,False,False,confirmed,1.492,0.1615,limited,0,0
25-26-prem-brighton-hove-albion-vs-crystal-palace,,,,,,False,False,confirmed,0.7443,1.1571,limited,0,0
25-26-prem-burnley-vs-west-ham-united,,,,,,False,False,confirmed,1.337,0.6946,limited,0,0
25-26-prem-fulham-vs-everton,,,,,,False,False,confirmed,1.9588,1.8811,limited,0,0
25-26-prem-leeds-united-vs-nottingham-forest,,,,,,False,False,confirmed,2.8483,1.3312,limited,0,0
25-26-prem-liverpool-vs-manchester-city,,,,,,False,False,confirmed,1.0037,2.7481,limited,0,0
25-26-prem-manchester-united-vs-tottenham-hotspur,,,,,,False,False,confirmed,1.7759,0.5038,limited,0,1
25-26-prem-newcastle-united-vs-brentford,,,,,,False,False,confirmed,2.2434,1.788,limited,0,0
25-26-prem-wolverhampton-wanderers-vs-chelsea,,,,,,False,False,confirmed,1.036,3.4387,limited,0,0
