match_id,minute,value
25-26-europa-league-aston-villa-vs-go-ahead-eagles,1,7
25-26-europa-league-aston-villa-vs-go-ahead-eagles,2,14
25-26-europa-league-aston-villa-vs-go-ahead-eagles,3,-30
25-26-europa-league-aston-villa-vs-go-ahead-eagles,4,-7
25-26-europa-league-aston-villa-vs-go-ahead-eagles,5,33
25-26-europa-league-aston-villa-vs-go-ahead-eagles,6,-28
25-26-europa-league-aston-villa-vs-go-ahead-eagles,7,-3
25-26-europa-league-aston-villa-vs-go-ahead-eagles,8,-2
25-26-europa-league-aston-villa-vs-go-ahead-eagles,9,70
25-26-europa-league-aston-villa-vs-go-ahead-eagles,10,40
25-26-europa-league-aston-villa-vs-go-ahead-eagles,11,58
25-26-europa-league-aston-villa-vs-go-ahead-eagles,12,40
25-26-europa-league-aston-villa-vs-go-ahead-eagles,13,39
25-26-europa-league-aston-villa-vs-go-ahead-eagles,14,20
25-26-europa-league-aston-villa-vs-go-ahead-eagles,15,10
25-26-europa-league-aston-villa-vs-go-ahead-eagles,16,3
25-26-europa-league-aston-villa-vs-go-ahead-eagles,17,-4
25-26-europa-league-aston-villa-vs-go-ahead-eagles,18,5
25-26-europa-league-aston-villa-vs-go-ahead-eagles,19,60
25-26-europa-league-aston-villa-vs-go-ahead-eagles,20,43
25-26-europa-league-aston-villa-vs-go-ahead-eagles,21,48
25-26-europa-league-aston-villa-vs-go-ahead-eagles,22,52
25-26-europa-league-aston-villa-vs-go-ahead-eagles,23,61
25-26-europa-league-aston-villa-vs-go-ahead-eagles,24,27
25-26-europa-league-aston-villa-vs-go-ahead-eagles,25,15
25-26-europa-league-aston-villa-vs-go-ahead-eagles,26,30
25-26-europa-league-aston-villa-vs-go-ahead-eagles,27,33
25-26-europa-league-aston-villa-vs-go-ahead-eagles,28,10
25-26-europa-league-aston-villa-vs-go-ahead-eagles,29,-24
25-26-europa-league-aston-villa-vs-go-ahead-eagles,30,67
25-26-europa-league-aston-villa-vs-go-ahead-eagles,31,29
25-26-europa-league-aston-villa-vs-go-ahead-eagles,32,15
25-26-europa-league-aston-villa-vs-go-ahead-eagles,33,5
25-26-europa-league-aston-villa-vs-go-ahead-eagles,34,1
25-26-europa-league-aston-villa-vs-go-ahead-eagles,35,-12
25-26-europa-league-aston-villa-vs-go-ahead-eagles,36,15
25-26-europa-league-aston-villa-vs-go-ahead-eagles,37,96
25-26-europa-league-aston-villa-vs-go-ahead-eagles,38,62
25-26-europa-league-aston-villa-vs-go-ahead-eagles,39,36
25-26-europa-league-aston-villa-vs-go-ahead-eagles,40,27
25-26-europa-league-aston-villa-vs-go-ahead-eagles,41,37
25-26-europa-league-aston-villa-vs-go-ahead-eagles,42,21
25-26-europa-league-aston-villa-vs-go-ahead-eagles,43,-19
25-26-europa-league-aston-villa-vs-go-ahead-eagles,44,6
25-26-europa-league-aston-villa-vs-go-ahead-eagles,45,-4
25-26-europa-league-aston-villa-vs-go-ahead-eagles,45.5,12
25-26-europa-league-aston-villa-vs-go-ahead-eagles,46,1
25-26-europa-league-aston-villa-vs-go-ahead-eagles,47,-6
25-26-europa-league-aston-villa-vs-go-ahead-eagles,48,-6
25-26-europa-league-aston-villa-vs-go-ahead-eagles,49,51
25-26-europa-league-aston-villa-vs-go-ahead-eagles,50,31
25-26-europa-league-aston-villa-vs-go-ahead-eagles,51,24
25-26-europa-league-aston-villa-vs-go-ahead-eagles,52,20
25-26-europa-league-aston-villa-vs-go-ahead-eagles,53,17
25-26-europa-league-aston-villa-vs-go-ahead-eagles,54,12
25-26-europa-league-aston-villa-vs-go-ahead-eagles,55,52
25-26-europa-league-aston-villa-vs-go-ahead-eagles,56,44
25-26-europa-league-aston-villa-vs-go-ahead-eagles,57,23
25-26-europa-league-aston-villa-vs-go-ahead-eagles,58,11
25-26-europa-league-aston-villa-vs-go-ahead-eagles,59,3
25-26-europa-league-aston-villa-vs-go-ahead-eagles,60,20
25-26-europa-league-aston-villa-vs-go-ahead-eagles,61,-44
25-26-europa-league-aston-villa-vs-go-ahead-eagles,62,-16
25-26-europa-league-aston-villa-vs-go-ahead-eagles,63,-5
25-26-europa-league-aston-villa-vs-go-ahead-eagles,64,5
25-26-europa-league-aston-villa-vs-go-ahead-eagles,65,-44
25-26-europa-league-aston-villa-vs-go-ahead-eagles,66,-45
25-26-europa-league-aston-villa-vs-go-ahead-eagles,67,-23
25-26-europa-league-aston-villa-vs-go-ahead-eagles,68,-8
25-26-europa-league-aston-villa-vs-go-ahead-eagles,69,8
25-26-europa-league-aston-villa-vs-go-ahead-eagles,70,50
25-26-europa-league-aston-villa-vs-go-ahead-eagles,71,33
25-26-europa-league-aston-villa-vs-go-ahead-eagles,72,31
25-26-europa-league-aston-villa-vs-go-ahead-eagles,73,24
25-26-europa-league-aston-villa-vs-go-ahead-eagles,74,45
25-26-europa-league-aston-villa-vs-go-ahead-eagles,75,81
25-26-europa-league-aston-villa-vs-go-ahead-eagles,76,87
25-26-europa-league-aston-villa-vs-go-ahead-eagles,77,56
25-26-europa-league-aston-villa-vs-go-ahead-eagles,78,51
25-26-europa-league-aston-villa-vs-go-ahead-eagles,79,100
25-26-europa-league-aston-villa-vs-go-ahead-eagles,80,78
25-26-europa-league-aston-villa-vs-go-ahead-eagles,81,51
25-26-europa-league-aston-villa-vs-go-ahead-eagles,82,71
25-26-europa-league-aston-villa-vs-go-ahead-eagles,83,45
25-26-europa-league-aston-villa-vs-go-ahead-eagles,84,34
