player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,defensive_contributions
121,25-26-prem-fulham-vs-brentford,86,1,0,2,0.19,0.0404987,1,0,0,3,64,27,87,0.0,2,1,8,1,100,1,0,1,0,0,0,3,5,8,5,45,0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,33,0.2862,3,0,0,3,0,0,4
731,25-26-prem-fulham-vs-brentford,23,0,0,0,0.0,0.00021105,0,2,0,0,14,4,80,0.0,1,0,0.0,1,100,0,0,2,0,1,0,2,3,3,3,50,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,67,0.0,0.0,0,0,90,1,0,0,3
54,25-26-prem-sunderland-vs-aston-villa,90,0,0,2,0.06,0.0725583,0,0,0,0,68,42,86,0.0,7,3,43,0,0.0,0,0,3,0,1,1,1,5,2,4,67,1,100,3,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,90,1,0,0,5
108,25-26-prem-fulham-vs-brentford,16,0,0,1,0.05,0.00118564,0,0,0,1,26,19,95,0.0,2,0,0.0,0,0.0,1,0,1,0,1,0,0,2,1,1,100,1,50,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,3,0,0,3
325,25-26-prem-fulham-vs-brentford,10,0,0,0,0.0,0.00147281,0,0,0,0,9,5,83,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,2,0,2,100,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,90,1,0,0,2
136,25-26-prem-fulham-vs-brentford,64,0,0,1,0.1,0.010834,1,0,0,1,26,14,82,0.0,3,0,0.0,0,0.0,0,0,2,0,1,0,0,3,6,1,33,2,33,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0886,1,0,0,3,0,0,4
110,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.0674213,0,2,0,1,67,27,82,2.0,5,0,0.0,0,0.0,2,1,5,0,1,0,0,5,5,5,56,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,100,0.0,2,0,90,3,0,0,9
129,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.0102903,0,1,0,0,47,34,92,1.0,2,0,0.0,2,100,0,0,3,1,1,0,3,4,6,3,33,1,100,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,2,0,90,3,0,0,7
120,25-26-prem-fulham-vs-brentford,90,0,0,1,0.06,0.20469,0,0,0,5,32,7,58,1.0,2,0,0.0,0,0.0,1,0,3,0,0,0,0,4,5,3,50,1,33,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0,2,0,90,3,0,0,5
124,25-26-prem-fulham-vs-brentford,73,0,0,0,0.0,0.0119365,0,0,0,0,42,28,74,0.0,5,0,0.0,2,50,0,0,2,0,1,0,1,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,3
109,25-26-prem-fulham-vs-brentford,24,0,0,0,0.0,0.00081689,0,0,0,0,16,6,75,0.0,1,0,0.0,0,0.0,0,1,4,0,0,0,0,0,4,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,5
388,25-26-prem-liverpool-vs-everton,29,0,0,0,0.0,0.0352298,0,1,0,0,23,16,94,0.0,4,0,0.0,2,67,2,0,3,0,2,1,0,3,3,3,75,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,100,0.0,2,0,90,1,0,0,7
375,25-26-prem-liverpool-vs-everton,90,0,0,1,0.04,0.0374384,0,0,0,1,60,29,88,0.0,4,0,0.0,2,40,1,3,1,0,1,1,1,3,8,3,30,0,0.0,2,4,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,6
335,25-26-prem-fulham-vs-brentford,66,0,0,2,0.09,0.0185347,0,2,0,2,32,13,68,0.0,0,0,0.0,1,100,0,0,5,0,0,0,0,6,3,6,86,0,0.0,3,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,1,0,0,1,0,0,6
337,25-26-prem-fulham-vs-brentford,10,0,0,0,0.0,0.00138997,0,0,0,0,4,2,100,0.0,0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,1
125,25-26-prem-fulham-vs-brentford,16,0,0,0,0.0,0.00045494,0,0,0,0,9,6,75,0.0,3,0,0.0,1,100,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0
83,25-26-prem-fulham-vs-brentford,25,0,0,2,0.12,0.00248898,0,1,0,3,11,1,100,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,5,1,17,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,25,0.0,0.0,0,0,90,3,0,0,0
106,25-26-prem-fulham-vs-brentford,90,0,0,1,0.09,0.00816486,1,0,0,1,65,45,90,0.0,3,0,0.0,4,50,0,1,1,2,4,1,0,5,4,4,57,1,50,3,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.5098,1,0,90,3,0,0,9
101,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.0006246,0,0,0,0,47,30,73,0.0,7,0,0.0,4,27,0,0,7,0,1,0,0,0,0,0,0.0,0,0.0,0,0,2,3,0.85,-1.15,0,30,4,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,8
111,25-26-prem-fulham-vs-brentford,73,0,0,0,0.0,0.00112417,0,0,0,1,52,28,74,0.0,5,0,0.0,1,17,1,0,3,2,4,2,1,4,5,1,33,3,50,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,0,3,0,0,10
331,25-26-prem-fulham-vs-brentford,4,0,0,0,0.0,0.00060868,0,0,0,0,6,4,100,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,1,1,1,1,50,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,1
321,25-26-prem-fulham-vs-brentford,4,0,0,0,0.0,0.00000261,0,0,0,0,6,1,50,0.0,1,0,0.0,0,0.0,1,2,0,0,1,0,0,1,0,1,100,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,4
123,25-26-prem-fulham-vs-brentford,3,0,0,0,0.0,0.00018488,0,0,0,0,4,3,75,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,1
597,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,1,0,5,0.76,0.0457985,2,2,0,11,43,17,65,1.0,2,0,0.0,2,67,1,0,2,0,0,0,0,6,4,4,57,2,67,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,100,0.6987,1,0,90,2,0,0,3
160,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,75,1,0,1,0.74,0.00362702,1,1,0,4,27,10,67,1.0,4,0,0.0,1,50,2,0,5,0,0,0,0,5,2,4,67,1,100,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,100,0.9946,2,0,0,2,0,0,7
541,25-26-prem-sunderland-vs-aston-villa,32,0,0,0,0.0,0.00121412,0,0,0,0,18,12,92,0.0,2,0,0.0,0,0.0,0,1,0,0,0,0,0,1,3,1,25,0,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,1
456,25-26-prem-sunderland-vs-aston-villa,8,0,0,1,0.02,0.0350635,0,0,0,2,20,13,93,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0
311,25-26-prem-liverpool-vs-everton,45,0,0,1,0.2,0.00042543,0,0,0,3,11,2,40,0.0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,2,4,0,0.0,2,40,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,1
582,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,0,2,2,0.11,0.157449,0,6,0,8,64,22,85,2.0,1,2,20,0,0.0,0,0,5,0,0,0,0,8,12,8,40,0,0.0,0,4,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,0.0,0.0,2,0,90,2,0,0,7
166,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,1,0,5,0.24,0.0199425,2,0,0,2,54,28,85,1.0,3,0,0.0,4,100,1,1,7,0,1,0,1,3,10,2,18,1,50,1,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0953,1,0,90,2,0,0,10
569,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,0,0,0,0.0,0.0180537,0,0,0,0,84,61,95,0.0,7,0,0.0,2,67,2,5,4,0,7,5,2,11,6,7,64,4,67,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,33,0.0,6,0,90,2,0,0,22
585,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,60,0,0,0,0.0,0.311377,0,1,0,4,56,39,89,2.0,5,0,0.0,0,0.0,1,0,5,0,1,1,1,6,5,3,50,3,60,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,100,0.0,1,0,0,2,0,0,7
152,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,0,0,0,0.0,0.00463158,0,0,0,0,46,19,83,0.0,4,1,50,0,0.0,3,3,4,0,5,0,0,8,0,8,100,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,43,0.0,7,0,90,2,0,0,19
673,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,0,0,0,0.0,0.0170157,0,0,0,0,62,42,91,0.0,8,0,0.0,3,50,3,2,4,0,1,1,0,10,6,8,80,2,33,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,43,0.0,7,0,90,2,0,0,14
139,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,0,0,0,0.0,0.00135364,0,0,0,0,41,16,46,0.0,7,0,0.0,5,21,0,0,7,0,1,0,0,0,0,0,0.0,0,0.0,0,0,2,2,1.55,0.55,0,16,5,0.0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,8
568,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,88,0,0,0,0.0,0.0616466,0,0,0,1,82,42,89,2.0,13,1,7,6,67,1,1,3,1,3,1,1,5,3,4,57,1,100,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0,2,0,0,2,0,0,10
157,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,90,0,0,1,0.09,0.065189,1,2,0,2,39,16,70,1.0,1,0,0.0,0,0.0,0,0,5,0,2,2,1,4,9,3,33,1,25,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,0.0,0.1783,0,0,90,2,0,0,7
371,25-26-prem-liverpool-vs-everton,90,0,0,0,0.0,0.0371923,0,2,0,1,58,31,91,1.0,3,1,33,0,0.0,0,2,1,0,6,6,1,7,3,5,63,2,100,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,2,0,90,1,0,0,11
553,25-26-prem-sunderland-vs-aston-villa,79,0,0,2,0.08,0.0670983,0,0,0,1,26,11,79,1.0,0,1,50,0,0.0,0,0,6,0,2,0,0,0,2,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,8
39,25-26-prem-sunderland-vs-aston-villa,32,0,0,0,0.0,0.018781,0,0,0,3,34,24,83,0.0,3,0,0.0,0,0.0,0,0,3,0,1,1,0,2,1,1,100,1,50,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,5
53,25-26-prem-sunderland-vs-aston-villa,17,0,0,2,0.17,0.0381728,0,0,0,5,14,7,100,1.0,0,0,0.0,0,0.0,1,0,0,0,0,0,1,2,2,1,33,1,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,1
389,25-26-prem-sunderland-vs-aston-villa,32,0,0,2,0.17,0.0566421,0,0,0,3,37,26,87,0.0,6,1,33,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,1
190,25-26-prem-burnley-vs-nottingham-forest,90,0,0,2,0.14,0.00164955,1,0,1,3,38,20,80,0.0,1,0,0.0,2,67,0,1,3,1,6,3,0,2,1,0,0.0,2,67,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.39,0,0,90,1,0,0,11
525,25-26-prem-burnley-vs-nottingham-forest,74,0,0,2,0.41,0.00416824,1,0,1,2,20,11,73,1.0,0,0,0.0,0,0.0,0,0,2,0,2,1,0,1,1,1,100,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.2698,0,0,0,1,0,0,4
242,25-26-prem-liverpool-vs-everton,90,0,0,2,0.19,0.0717046,0,1,0,4,49,27,87,2.0,2,1,25,1,50,0,1,2,0,0,0,1,7,6,4,40,3,100,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,2,0,90,2,0,0,5
499,25-26-prem-liverpool-vs-everton,23,0,0,0,0.0,0.0125591,0,0,0,2,10,4,80,0.0,0,0,0.0,0,0.0,1,0,2,0,0,0,0,1,1,1,100,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,3
36,25-26-prem-sunderland-vs-aston-villa,90,1,0,2,0.05,0.0502162,1,0,0,1,86,56,90,0.0,12,0,0.0,2,50,2,1,3,0,2,2,1,5,2,4,67,1,100,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0267,2,0,90,1,0,0,8
694,25-26-prem-sunderland-vs-aston-villa,90,0,0,1,0.07,0.162125,0,0,0,3,48,12,63,3.0,5,0,0.0,0,0.0,2,0,3,1,12,8,0,7,3,4,67,3,75,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,67,0.0,3,0,90,1,0,0,19
192,25-26-prem-burnley-vs-nottingham-forest,90,0,0,1,0.02,0.310834,1,0,0,1,55,18,82,3.0,7,4,36,1,33,1,1,0,1,1,0,0,2,5,2,33,0,0.0,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0905,2,0,90,1,0,0,5
734,25-26-prem-burnley-vs-nottingham-forest,58,0,0,2,0.06,0.00831847,2,1,0,2,44,20,80,1.0,1,0,0.0,1,100,0,0,5,1,0,0,1,3,6,3,33,0,0.0,2,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,25,0.0,0.1058,0,0,0,1,0,0,6
561,25-26-prem-sunderland-vs-aston-villa,10,0,0,0,0.0,0.00012158,0,1,0,0,7,2,67,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,2,2,1,50,1,50,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,0,0,90,1,0,0,1
521,25-26-prem-burnley-vs-nottingham-forest,14,0,0,0,0.0,0.0109378,0,0,0,0,21,18,95,0.0,6,0,0.0,0,0.0,0,0,1,1,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,2
668,25-26-prem-sunderland-vs-aston-villa,90,0,1,1,0.07,0.0892394,1,0,0,1,44,23,72,2.0,8,0,0.0,5,63,2,0,3,0,1,0,0,6,5,5,50,1,100,1,4,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0338,4,0,90,1,0,0,8
258,25-26-prem-west-ham-united-vs-crystal-palace,90,1,0,2,0.28,0.095994,1,0,0,4,52,26,84,3.0,2,2,50,2,50,2,1,6,0,1,1,1,3,5,3,50,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,67,0.3198,3,0,90,1,0,0,11
261,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,0,0.0,0.00379261,0,0,0,0,52,26,87,0.0,3,0,0.0,2,33,4,1,1,0,12,9,0,7,1,4,100,3,75,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,4,0,90,1,0,0,18
532,25-26-prem-sunderland-vs-aston-villa,90,0,0,0,0.0,0.0410484,0,0,0,1,45,11,69,1.0,1,1,25,0,0.0,3,1,2,0,6,1,0,8,5,5,83,3,43,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,3,0,90,1,0,0,12
37,25-26-prem-sunderland-vs-aston-villa,57,0,0,0,0.0,0.0365323,0,0,0,1,43,27,87,0.0,0,0,0.0,1,50,0,1,2,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2
169,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,45,0,0,1,0.02,0.0563025,0,0,0,1,23,11,85,1.0,2,1,100,2,100,2,0,2,0,0,0,1,6,2,4,67,2,100,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,67,0.0,3,0,90,2,0,0,5
387,25-26-prem-liverpool-vs-everton,90,0,0,2,0.07,0.0335241,0,1,0,5,72,42,79,1.0,10,1,25,0,0.0,1,0,7,1,1,1,1,4,4,4,50,0,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,33,100,0.0,1,0,90,1,0,0,10
374,25-26-prem-liverpool-vs-everton,90,0,0,1,0.04,0.00375895,0,0,0,1,63,42,84,0.0,2,0,0.0,1,50,0,0,2,1,8,7,1,10,3,2,50,8,89,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2,0,90,1,0,0,13
373,25-26-prem-liverpool-vs-everton,90,0,0,0,0.0,0.0102254,0,0,0,1,78,61,91,0.0,10,0,0.0,1,20,0,2,3,0,8,6,0,3,2,0,0.0,3,60,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,13
517,25-26-prem-burnley-vs-nottingham-forest,90,0,0,1,0.04,0.254072,0,1,0,3,126,99,93,2.0,19,2,40,1,33,1,2,9,0,3,1,1,3,3,3,60,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,100,0.0,1,0,90,1,0,0,15
217,25-26-prem-burnley-vs-nottingham-forest,85,0,1,1,0.02,0.0307707,0,3,0,3,30,11,73,2.0,2,0,0.0,0,0.0,0,0,3,1,1,0,0,8,3,6,75,2,67,4,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,0,0,0,1,0,0,5
660,25-26-prem-wolverhampton-wanderers-vs-leeds-united,90,1,1,1,0.08,0.0586814,1,0,0,3,61,32,73,1.0,4,0,0.0,1,50,3,1,7,0,4,3,0,5,1,5,83,0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.2734,3,0,90,1,0,0,15
12,25-26-prem-burnley-vs-nottingham-forest,90,0,0,3,0.04,0.0719007,1,0,0,2,128,87,96,1.0,11,0,0.0,2,67,2,0,6,1,5,4,3,5,7,3,43,2,40,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,67,0.0334,3,0,90,1,0,0,15
386,25-26-prem-liverpool-vs-everton,60,0,0,1,0.1,0.046733,0,0,0,1,50,38,93,0.0,2,0,0.0,1,50,0,1,5,0,0,0,1,2,3,2,50,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,7
644,25-26-prem-wolverhampton-wanderers-vs-leeds-united,45,0,0,0,0.0,0.0378664,0,2,0,1,22,10,77,1.0,1,0,0.0,0,0.0,0,0,2,0,0,0,0,2,6,2,40,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,67,0.0,0.0,0,0,0,3,0,0,2
654,25-26-prem-wolverhampton-wanderers-vs-leeds-united,45,0,0,1,0.04,0.11748,0,0,0,4,9,3,50,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,6,2,1,50,5,83,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,1
295,25-26-prem-liverpool-vs-everton,90,0,0,0,0.0,0.00680245,0,0,0,1,42,28,82,0.0,3,0,0.0,2,33,1,2,7,0,4,4,1,3,3,1,50,2,50,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,2,0,0,14
382,25-26-prem-liverpool-vs-everton,29,0,0,0,0.0,0.026519,0,1,0,2,13,8,100,1.0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,1,6,1,17,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,33,0.0,0.0,0,0,90,1,0,0,0
508,25-26-prem-burnley-vs-nottingham-forest,90,1,0,3,0.15,0.0145393,2,1,0,3,89,52,90,0.0,7,1,17,0,0.0,1,3,4,0,2,0,2,6,4,4,50,2,100,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,50,0.8442,2,0,90,1,0,0,11
200,25-26-prem-burnley-vs-nottingham-forest,90,1,0,3,0.36,0.135502,3,4,0,9,59,20,63,1.0,4,1,13,0,0.0,1,1,3,0,1,1,1,5,4,5,56,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,67,100,0.5632,1,0,90,1,0,0,6
547,25-26-prem-sunderland-vs-aston-villa,80,0,0,0,0.0,0.00193082,0,1,0,0,26,10,71,0.0,4,0,0.0,0,0.0,1,0,1,1,0,0,0,4,2,4,67,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,33,0.0,3,0,0,1,0,0,5
32,25-26-prem-sunderland-vs-aston-villa,90,0,0,0,0.0,0.00002993,0,0,0,0,33,21,91,0.0,0,0,0.0,1,33,0,0,7,0,1,0,0,1,0,0,0.0,1,100,1,0,3,1,0.99,-0.01,0,21,1,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,8
505,25-26-prem-burnley-vs-nottingham-forest,90,0,0,0,0.0,0.108541,0,0,0,0,74,63,95,1.0,10,0,0.0,4,80,0,1,2,0,7,1,1,2,3,0,0.0,2,50,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,10
511,25-26-prem-burnley-vs-nottingham-forest,90,0,0,0,0.0,0.00915618,0,1,0,0,85,64,86,0.0,5,0,0.0,2,50,1,0,5,0,4,0,1,5,6,4,50,1,33,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,33,0.0,3,0,90,1,0,0,12
552,25-26-prem-sunderland-vs-aston-villa,90,0,0,0,0.0,0.0037021,0,1,0,1,30,19,86,1.0,2,0,0.0,0,0.0,1,1,2,1,0,0,0,3,3,3,60,0,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,100,0.0,1,0,1,1,0,0,5
324,25-26-prem-fulham-vs-brentford,79,1,1,2,0.18,0.196994,1,2,0,1,54,38,88,2.0,6,2,100,0,0.0,0,0,5,0,0,0,1,2,4,2,40,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,67,0.0,0.166,0,0,0,1,0,0,5
38,25-26-prem-sunderland-vs-aston-villa,90,0,0,0,0.0,0.0241181,0,0,0,0,84,71,96,0.0,12,0,0.0,2,100,0,0,4,2,3,3,0,1,3,1,50,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,90,1,0,0,10
329,25-26-prem-fulham-vs-brentford,85,1,0,2,0.25,0.0903366,1,0,0,5,44,24,83,3.0,2,1,33,2,100,1,0,3,0,1,0,0,4,2,4,67,0,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,33,0.6565,3,0,0,1,0,0,7
338,25-26-prem-fulham-vs-brentford,79,0,1,2,0.12,0.0036721,0,2,1,7,33,5,56,2.0,3,0,0.0,0,0.0,0,0,1,0,4,4,0,8,6,3,43,5,71,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,0.0,0.0,1,0,0,1,0,0,6
366,25-26-prem-liverpool-vs-everton,90,0,0,0,0.0,0.00047864,0,0,0,0,52,33,79,0.0,1,0,0.0,5,36,0,0,10,0,3,0,0,2,0,0,0.0,2,100,1,0,1,1,0.57,-0.43,2,33,5,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,13
50,25-26-prem-sunderland-vs-aston-villa,57,0,0,2,0.06,0.0946734,0,0,0,4,36,14,70,0.0,1,0,0.0,1,50,1,0,3,0,2,1,0,2,7,2,25,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0,2,0,0,1,0,0,7
502,25-26-prem-burnley-vs-nottingham-forest,90,0,0,0,0.0,0.0028645,0,0,0,0,34,19,79,0.0,2,0,0.0,6,55,0,0,3,0,2,0,0,0,0,0,0.0,0,0.0,0,0,4,1,0.98,-0.02,0,19,6,0.0,1,0,0,0.0,0.0,0.0,0,0,90,1,0,0,5
515,25-26-prem-burnley-vs-nottingham-forest,90,0,0,2,0.08,0.0533889,1,0,0,4,56,36,90,2.0,8,0,0.0,3,100,0,0,3,0,3,3,0,3,3,1,33,2,67,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.1539,0,0,90,1,0,0,6
113,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.00151914,0,0,0,0,53,37,90,0.0,3,0,0.0,2,50,0,2,3,0,4,2,0,1,2,0,0.0,1,50,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,9
670,25-26-prem-sunderland-vs-aston-villa,90,0,0,0,0.0,0.00204263,0,0,0,0,36,15,48,0.0,12,0,0.0,8,33,0,0,5,0,1,0,0,0,0,0,0.0,0,0.0,0,0,1,1,0.15,-0.85,0,15,8,0.0,1,0,0,0.0,0.0,0.0,0,0,90,1,0,0,6
