player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
139,25-26-prem-brighton-hove-albion-vs-leeds-united,Verbruggen,8.2,6,0,41,10,0,0,0,0,0,0,0
146,25-26-prem-brighton-hove-albion-vs-leeds-united,Dunk,7.3,7,0,98,4,0,0,0,1,0,0,0
148,25-26-prem-brighton-hove-albion-vs-leeds-united,F.Kadıoğlu,7.1,8,0,35,1,2,0,1,2,0,0,0
151,25-26-prem-brighton-hove-albion-vs-leeds-united,Van Hecke,8.4,10,0,103,12,0,1,1,2,0,0,0
158,25-26-prem-brighton-hove-albion-vs-leeds-united,Georginio,6.9,10,0,21,1,0,1,4,0,0,0,0
160,25-26-prem-brighton-hove-albion-vs-leeds-united,Minteh,8.3,18,0,23,1,7,4,5,0,0,0,0
166,25-26-prem-brighton-hove-albion-vs-leeds-united,Ayari,6.6,11,1,48,3,0,2,5,0,0,0,0
167,25-26-prem-brighton-hove-albion-vs-leeds-united,Baleba,6.5,8,0,46,1,0,0,4,1,0,0,0
172,25-26-prem-brighton-hove-albion-vs-leeds-united,Watson,6.4,1,0,2,0,0,0,1,1,0,0,0
173,25-26-prem-brighton-hove-albion-vs-leeds-united,Wieffer,7.8,7,0,30,4,1,0,8,0,0,0,0
175,25-26-prem-brighton-hove-albion-vs-leeds-united,Knight,,0,0,0,0,0,0,0,0,0,0,0
178,25-26-prem-brighton-hove-albion-vs-leeds-united,Welbeck,7.1,9,0,21,1,0,1,1,2,0,0,0
180,25-26-prem-brighton-hove-albion-vs-leeds-united,Tzimas,7.0,0,0,3,0,0,0,1,0,0,0,0
181,25-26-prem-brighton-hove-albion-vs-leeds-united,Kostoulas,,1,0,0,0,0,0,0,0,0,0,0
342,25-26-prem-brighton-hove-albion-vs-leeds-united,Bogle,5.3,11,0,25,3,3,1,2,0,0,0,0
344,25-26-prem-brighton-hove-albion-vs-leeds-united,Bijol,6.2,5,0,86,7,0,0,2,0,0,0,0
347,25-26-prem-brighton-hove-albion-vs-leeds-united,Gudmundsson,6.0,16,0,42,2,1,4,5,0,0,0,0
348,25-26-prem-brighton-hove-albion-vs-leeds-united,Rodon,6.2,5,0,57,2,0,0,1,4,0,0,0
350,25-26-prem-brighton-hove-albion-vs-leeds-united,Aaronson,6.1,11,0,26,0,0,2,6,1,0,0,0
352,25-26-prem-brighton-hove-albion-vs-leeds-united,Harrison,6.4,2,0,7,0,0,2,2,0,0,0,0
353,25-26-prem-brighton-hove-albion-vs-leeds-united,James,6.2,4,0,4,0,0,2,3,1,0,0,0
354,25-26-prem-brighton-hove-albion-vs-leeds-united,Ampadu,6.5,6,0,63,4,0,0,4,0,0,0,0
365,25-26-prem-brighton-hove-albion-vs-leeds-united,Nmecha,6.6,2,0,1,0,0,1,2,1,0,0,0
493,25-26-prem-brighton-hove-albion-vs-leeds-united,Longstaff,6.7,8,1,29,1,5,0,3,1,0,0,0
660,25-26-prem-brighton-hove-albion-vs-leeds-united,Stach,7.2,5,0,26,3,3,2,0,0,0,0,0
691,25-26-prem-brighton-hove-albion-vs-leeds-united,Calvert-Lewin,6.4,7,0,8,0,1,2,3,2,0,0,0
698,25-26-prem-brighton-hove-albion-vs-leeds-united,Okafor,6.8,19,0,14,3,6,8,6,0,0,0,0
706,25-26-prem-brighton-hove-albion-vs-leeds-united,Justin,6.7,1,0,6,1,0,0,0,0,0,0,0
744,25-26-prem-brighton-hove-albion-vs-leeds-united,Oriola,,0,0,0,0,0,0,0,0,0,0,0
6,25-26-prem-burnley-vs-arsenal,Saliba,7.4,4,0,85,4,1,0,1,2,0,0,0
7,25-26-prem-burnley-vs-arsenal,Calafiori,7.2,5,0,32,0,0,0,1,2,0,0,0
8,25-26-prem-burnley-vs-arsenal,J.Timber,6.5,8,0,31,1,2,0,1,2,0,0,0
10,25-26-prem-burnley-vs-arsenal,Lewis-Skelly,,2,0,0,0,0,0,0,0,0,0,0
16,25-26-prem-burnley-vs-arsenal,Saka,6.7,9,0,24,0,1,1,2,2,0,0,0
20,25-26-prem-burnley-vs-arsenal,Trossard,6.4,23,0,30,6,3,4,7,1,0,0,0
21,25-26-prem-burnley-vs-arsenal,Rice,8.8,14,0,69,4,6,2,5,1,0,0,0
24,25-26-prem-burnley-vs-arsenal,Nørgaard,6.8,2,0,4,0,0,0,1,1,0,0,0
25,25-26-prem-burnley-vs-arsenal,Nwaneri,6.6,3,0,7,1,0,2,3,0,0,0,0
187,25-26-prem-burnley-vs-arsenal,Walker,6.4,22,0,32,5,2,1,5,0,0,0,0
191,25-26-prem-burnley-vs-arsenal,Estève,6.9,4,0,47,2,0,0,1,1,0,0,0
192,25-26-prem-burnley-vs-arsenal,Hartman,6.3,12,0,38,2,3,0,1,0,0,0,0
198,25-26-prem-burnley-vs-arsenal,Tuanzebe,7.7,9,0,53,11,0,0,1,0,0,0,0
200,25-26-prem-burnley-vs-arsenal,Anthony,6.2,6,0,21,1,0,2,3,1,0,0,0
202,25-26-prem-burnley-vs-arsenal,Bruun Larsen,6.4,10,0,14,1,2,2,2,0,0,0,0
205,25-26-prem-burnley-vs-arsenal,Cullen,6.7,5,0,36,1,1,1,3,0,0,0,0
206,25-26-prem-burnley-vs-arsenal,Edwards,6.4,4,0,3,0,2,0,2,0,0,0,0
207,25-26-prem-burnley-vs-arsenal,Hannibal,6.8,7,0,17,1,0,3,0,1,0,0,0
209,25-26-prem-burnley-vs-arsenal,Laurent,6.1,8,0,36,2,1,1,3,0,0,0,0
210,25-26-prem-burnley-vs-arsenal,Tchaouna,6.8,6,0,14,0,1,1,0,0,0,0,0
215,25-26-prem-burnley-vs-arsenal,Flemming,6.2,12,0,18,2,0,0,4,6,0,0,0
266,25-26-prem-burnley-vs-arsenal,Eze,6.8,5,1,21,0,0,2,3,1,0,0,0
470,25-26-prem-burnley-vs-arsenal,Dúbravka,7.8,15,0,35,25,0,0,0,0,0,0,1
666,25-26-prem-burnley-vs-arsenal,Gyökeres,7.2,4,0,13,1,0,0,1,1,0,0,0
676,25-26-prem-burnley-vs-arsenal,Ugochukwu,6.2,4,0,15,0,0,1,3,3,0,0,0
680,25-26-prem-burnley-vs-arsenal,Broja,6.5,2,0,2,0,0,0,0,2,0,0,0
725,25-26-prem-burnley-vs-arsenal,Hincapie,6.6,2,0,6,1,0,0,2,1,0,0,0
27,25-26-prem-crystal-palace-vs-brentford,Nelson,7.0,2,0,10,0,0,2,1,0,0,0,0
83,25-26-prem-crystal-palace-vs-brentford,O.Dango,6.6,16,1,22,1,3,2,2,1,0,0,0
101,25-26-prem-crystal-palace-vs-brentford,Kelleher,6.9,6,0,31,9,0,0,0,0,0,0,0
106,25-26-prem-crystal-palace-vs-brentford,Collins,5.8,16,0,73,11,0,0,2,1,0,0,0
107,25-26-prem-crystal-palace-vs-brentford,Lewis-Potter,6.5,7,0,22,5,2,0,0,0,0,0,0
108,25-26-prem-crystal-palace-vs-brentford,Ajer,6.3,13,0,39,9,1,0,0,3,0,0,0
110,25-26-prem-crystal-palace-vs-brentford,Kayode,6.5,12,0,30,0,2,4,4,0,0,0,0
113,25-26-prem-crystal-palace-vs-brentford,Van den Berg,6.7,5,0,62,5,0,0,2,2,0,0,0
120,25-26-prem-crystal-palace-vs-brentford,Schade,6.2,9,0,13,0,0,0,3,3,0,0,0
121,25-26-prem-crystal-palace-vs-brentford,Damsgaard,6.6,19,0,37,3,6,1,3,2,0,0,0
124,25-26-prem-crystal-palace-vs-brentford,Henderson,7.0,13,1,68,14,0,1,0,0,0,0,0
125,25-26-prem-crystal-palace-vs-brentford,Janelt,6.7,3,0,15,1,0,0,0,0,0,0,0
126,25-26-prem-crystal-palace-vs-brentford,Jensen,6.9,5,0,17,4,2,1,0,1,0,0,0
129,25-26-prem-crystal-palace-vs-brentford,Yarmoliuk,5.8,11,0,37,5,0,1,4,1,0,0,0
253,25-26-prem-crystal-palace-vs-brentford,Henderson,7.3,21,0,28,23,0,0,0,0,0,0,1
257,25-26-prem-crystal-palace-vs-brentford,Lacroix,6.9,2,0,15,2,0,0,0,1,0,0,0
258,25-26-prem-crystal-palace-vs-brentford,Mitchell,6.5,15,0,17,3,2,1,3,1,0,0,0
260,25-26-prem-crystal-palace-vs-brentford,Guéhi,7.4,10,0,31,5,1,0,3,1,0,0,0
261,25-26-prem-crystal-palace-vs-brentford,Richards,6.9,14,0,28,8,1,0,1,3,0,0,0
267,25-26-prem-crystal-palace-vs-brentford,Sarr,7.1,6,1,14,1,0,0,1,5,0,0,0
270,25-26-prem-crystal-palace-vs-brentford,Hughes,6.5,3,0,5,0,0,1,2,0,0,0,0
271,25-26-prem-crystal-palace-vs-brentford,Kamada,6.5,13,1,32,2,1,1,5,0,0,0,0
276,25-26-prem-crystal-palace-vs-brentford,Devenny,6.5,0,0,1,0,0,0,1,1,0,0,0
283,25-26-prem-crystal-palace-vs-brentford,Mateta,7.8,9,0,10,0,0,1,3,4,0,0,0
723,25-26-prem-crystal-palace-vs-brentford,Canvot,,0,0,2,0,0,0,0,0,0,0,0
