id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
595,Callum,Olusesi,Olusesi,a,,,4.5,484,,0.2,380,,0.0,,,0,0,,0,,470,1517,0.0,0.0,0.0,-0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
172,Tom,Watson,Watson,a,,,5.0,331,,0.0,626,,0.0,,,0,0,,0,,47,205,0.0,0.0,-0.5,0.0,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1,David,Raya Martín,Raya,a,,,5.5,130,,21.5,18,,8.0,,,6,0,,0,,77335,61830,1.5,2.9,7.5,9.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,90,0,0,1,0,0,0,0,0,0,1,1,0,28,0,0,0.0,0.0,0.0,0.0,0.16999999999999993,13.399999999999999,0.0,0.0,1.2999999999999998,0,0,3,17
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,,4.5,382,,0.8,200,,0.0,,,0,0,,0,,592,6154,0.0,0.0,-0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3,Karl,Hein,Hein,a,Has joined Werder Bremen on loan for the rest of the season.,,4.0,634,,0.6,228,,0.0,,,0,0,,0,,1453,3048,0.0,0.0,-0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
4,Tommy,Setford,Setford,a,,,4.0,679,,0.2,425,,0.0,,,0,0,,0,,372,841,0.0,0.0,-0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5,Gabriel,dos Santos Magalhães,Gabriel,a,Thigh injury - 75% chance of playing,,6.1,80,,20.8,20,,6.0,,,6,1,,1,,68127,69289,1.0,2.0,5.5,7.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,90,0,0,1,0,0,0,0,0,0,0,1,0,26,0,0,0.0,0.04,0.01,0.05,0.16999999999999993,13.400000000000002,3.3000000000000003,6.0,2.3,0,3,4,8
6,William,Saliba,Saliba,a,,,6.1,82,,18.1,26,,7.5,,,6,1,,1,,69040,59118,1.2,2.5,7.0,8.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,90,0,0,1,0,0,0,0,0,0,0,1,0,27,0,0,0.0,0.0,0.01,0.01,0.16999999999999993,18.4,2.1,2.0,2.3,0,5,4,12
7,Riccardo,Calafiori,Calafiori,a,Hip injury - 75% chance of playing,,5.6,118,,6.7,61,,13.0,,,13,1,,1,,205077,24969,2.3,4.6,12.5,14.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,13,63,0,2,1,0,0,0,0,0,0,0,1,1,38,0,0,0.0,0.39,0.01,0.4,0.17000000000000004,38.0,21.4,22.0,8.100000000000001,0,1,1,7
8,Jurriën,Timber,J.Timber,a,,,5.5,164,,4.9,76,,12.0,,,24,0,,0,,261773,21729,2.2,4.4,11.5,13.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,24,63,2,1,1,0,0,0,0,0,0,0,1,3,68,0,0,0.0,0.81,0.05,0.86,0.16999999999999993,95.0,28.5,75.0,19.9,4,2,1,8
9,Jakub,Kiwior,Kiwior,a,has joined Porto on loan for the rest of the season.,,5.4,207,,0.1,468,,0.0,,,0,-1,,-1,,297,1149,0.0,0.0,-0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.4,212,,3.4,94,,0.5,,,1,-1,,-1,,3901,49076,0.1,0.2,0.0,1.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,4.2,3.7,0.0,0.8,1,0,2,3
11,Benjamin,White,White,d,Knock - 75% chance of playing,,5.5,137,,0.8,192,,3.0,,,0,0,,0,,311,17405,0.5,1.1,1.9,3.0,,,,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4
13,Brayden,Clarke,Clarke,a,,,4.0,682,,0.6,232,,0.0,,,0,0,,0,,1939,4842,0.0,0.0,-0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14,Maldini,Kacurri,Kacurri,a,has joined Morecambe on loan for the rest of the season.,,4.0,694,,0.2,391,,0.0,,,0,0,,0,,413,1349,0.0,0.0,-0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
