player_code,player_id,first_name,second_name,web_name,team_code,position
235448,102,Ellery,Balcombe,Balcombe,94,Goalkeeper
503300,103,Matthew,Cox,Cox,94,Goalkeeper
154561,1,David,Raya Martín,Raya,3,Goalkeeper
109745,2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,3,Goalkeeper
463748,3,Karl,Hein,Hein,3,Goalkeeper
551221,4,Tommy,Setford,Setford,3,Goalkeeper
226597,5,Gabriel,dos Santos Magalhães,Gabriel,3,Defender
462424,6,William,Saliba,Saliba,3,Defender
466075,7,Riccardo,Calafiori,Calafiori,3,Defender
445122,8,Jurriën,Timber,J.Timber,3,Defender
440854,9,Jakub,Kiwior,Kiwior,3,Defender
499169,10,Myles,Lewis-Skelly,Lewis-Skelly,3,Defender
198869,11,Benjamin,White,White,3,Defender
206325,12,Oleksandr,Zinchenko,Zinchenko,3,Defender
563324,13,Brayden,Clarke,Clarke,3,Defender
588793,14,Maldini,Kacurri,Kacurri,3,Defender
499167,15,Josh,Nichols,Nichols,3,Defender
223340,16,Bukayo,Saka,Saka,3,Midfielder
184029,17,Martin,Ødegaard,Ødegaard,3,Midfielder
248857,18,Noni,Madueke,Madueke,3,Midfielder
444145,19,Gabriel,Martinelli Silva,Martinelli,3,Midfielder
116216,20,Leandro,Trossard,Trossard,3,Midfielder
204480,21,Declan,Rice,Rice,3,Midfielder
195384,22,Mikel,Merino Zazón,Merino,3,Midfielder
438098,23,Fábio,Ferreira Vieira,Fábio Vieira,3,Midfielder
128295,24,Christian,Nørgaard,Nørgaard,3,Midfielder
499175,25,Ethan,Nwaneri,Nwaneri,3,Midfielder
481655,26,Martín,Zubimendi Ibáñez,Zubimendi,3,Midfielder
200641,27,Reiss,Nelson,Nelson,3,Midfielder
588796,28,Ismeal,Kabia,Kabia,3,Midfielder
437742,29,Albert,Sambi Lokonga,Sambi,3,Midfielder
219847,30,Kai,Havertz,Havertz,3,Forward
205651,31,Gabriel,Fernando de Jesus,G.Jesus,3,Forward
98980,32,Emiliano,Martínez Romero,Martinez,7,Goalkeeper
72147,33,Marco,Bizot,M.Bizot,7,Goalkeeper
462492,34,Joe,Gauci,Gauci,7,Goalkeeper
462381,35,Filip,Marschall,Marschall,7,Goalkeeper
199796,36,Matty,Cash,Cash,7,Defender
101188,37,Lucas,Digne,Digne,7,Defender
199798,38,Ezri,Konsa Ngoyo,Konsa,7,Defender
441302,39,Ian,Maatsen,Maatsen,7,Defender
149484,40,Tyrone,Mings,Mings,7,Defender
244954,41,Pau,Torres,Pau,7,Defender
606798,42,Andrés,García,A.García,7,Defender
106468,43,Álex,Moreno Lopera,Alex Moreno,7,Defender
515597,44,Lamare,Bogarde,Bogarde,7,Defender
514315,45,Lino,da Cruz Sousa,Sousa,7,Defender
560262,100,Eli Junior,Kroupi,Kroupi.Jr,91,Forward
535017,104,Julian,Eyestone,Eyestone,94,Goalkeeper
507433,105,Hákon Rafn,Valdimarsson,Valdimarsson,94,Goalkeeper
432830,106,Nathan,Collins,Collins,94,Defender
249231,107,Keane,Lewis-Potter,Lewis-Potter,94,Defender
191866,108,Kristoffer,Ajer,Ajer,94,Defender
607464,110,Michael,Kayode,Kayode,94,Defender
231065,111,Ethan,Pinnock,Pinnock,94,Defender
226956,112,Mads,Roerslev Rasmussen,Roerslev,94,Defender
549329,195,Lucas,Pires Silva,Lucas Pires,90,Defender
590760,99,Daniel,Adu-Adjei,Adu-Adjei,91,Forward
194010,109,Rico,Henry,Henry,94,Defender
444765,113,Sepp,van den Berg,Van den Berg,94,Defender
622536,114,Benjamin,Arthur,Arthur,94,Defender
612534,115,Benjamin,Fredrick,Fredrick,94,Defender
472713,116,Aaron,Hickey,Hickey,94,Defender
570241,117,Kim,Ji-soo,Ji-soo,94,Defender
499717,118,Jayden,Meghoma,Meghoma,94,Defender
513418,120,Kevin,Schade,Schade,94,Midfielder
440089,121,Mikkel,Damsgaard,Damsgaard,94,Midfielder
543295,122,Antoni,Milambo,Milambo,94,Midfielder
244858,123,Fábio,Freitas Gouveia Carvalho,Carvalho,94,Midfielder
56979,124,Jordan,Henderson,Henderson,94,Midfielder
204580,125,Vitaly,Janelt,Janelt,94,Midfielder
207283,126,Mathias,Jensen,Jensen,94,Midfielder
626464,127,Gustavo,Nunes Fernandes Gomes,Nunes,94,Midfielder
428580,128,Frank,Onyeka,Onyeka,94,Midfielder
508395,129,Yehor,Yarmoliuk,Yarmoliuk,94,Midfielder
606689,130,Romelle,Donovan,Donovan,94,Midfielder
628204,131,Yunus Emre,Konak,Konak,94,Midfielder
220695,132,Paris,Maghoma,Maghoma,94,Midfielder
450539,133,Myles,Peart-Harris,Peart-Harris,94,Midfielder
591357,134,Ryan,Trevitt,Trevitt,94,Midfielder
216646,135,Yoane,Wissa,Wissa,94,Forward
502500,136,Igor Thiago,Nascimento Rodrigues,Thiago,94,Forward
533710,137,Iwan,Morgan,Morgan,94,Forward
49262,138,Jason,Steele,Steele,36,Goalkeeper
489639,139,Bart,Verbruggen,Verbruggen,36,Goalkeeper
209288,140,Tom,McGill,McGill,36,Goalkeeper
472739,141,Carl,Rushworth,Rushworth,36,Goalkeeper
240514,142,Kjell,Scherpen,Scherpen,36,Goalkeeper
204120,143,Olivier,Boscagli,Boscagli,36,Defender
550090,144,Diego,Coppola,Coppola,36,Defender
465730,145,Maxim,De Cuyper,De Cuyper,36,Defender
83299,146,Lewis,Dunk,Dunk,36,Defender
204214,147,Pervis,Estupiñán Tenorio,Estupiñan,36,Defender
231416,148,Ferdi,Kadıoğlu,F.Kadıoğlu,36,Defender
223434,149,Igor Julio,dos Santos de Paulo,Igor,36,Defender
232792,150,Tariq,Lamptey,Lamptey,36,Defender
469142,151,Jan Paul,van Hecke,Van Hecke,36,Defender
111478,152,Joël,Veltman,Veltman,36,Defender
110735,153,Adam,Webster,Webster,36,Defender
439135,154,Eiran,Cashin,Cashin,36,Defender
589100,155,Jacob,Slater,Slater,36,Defender
547720,156,Charlie,Tasker,Tasker,36,Defender
451340,157,Mitoma,Kaoru,Mitoma,36,Midfielder
463067,158,Georginio,Rutter,Georginio,36,Midfielder
109345,159,Solly,March,March,36,Midfielder
592031,160,Yankuba,Minteh,Minteh,36,Midfielder
474120,161,Julio,Enciso Espínola,Enciso,36,Midfielder
513433,162,Brajan,Gruda,Gruda,36,Midfielder
532529,163,Jack,Hinshelwood,Hinshelwood,36,Midfielder
219249,164,Matt,O'Riley,O'Riley,36,Midfielder
516211,165,Abdallah,Sima,Sima,36,Midfielder
509416,166,Yasin,Ayari,Ayari,36,Midfielder
535301,167,Carlos,Baleba,Baleba,36,Midfielder
536916,168,Facundo,Buonanotte,Buonanotte,36,Midfielder
514254,169,Diego,Gómez Amarilla,Gomez,36,Midfielder
15157,170,James,Milner,Milner,36,Midfielder
441192,171,Jeremy,Sarmiento Morante,Sarmiento,36,Midfielder
549074,172,Tom,Watson,Watson,36,Midfielder
467779,173,Mats,Wieffer,Wieffer,36,Midfielder
611695,174,Malick,Yalcouyé,Yalcouye,36,Midfielder
567121,175,Joe,Knight,Knight,36,Midfielder
550141,176,Adrian,Mazilu,Mazilu,36,Midfielder
513834,177,Andrew,Moran,Moran,36,Midfielder
50175,178,Danny,Welbeck,Welbeck,36,Forward
487117,179,Evan,Ferguson,Ferguson,36,Forward
608181,180,Stefanos,Tzimas,Tzimas,36,Forward
647850,181,Charalampos,Kostoulas,Kostoulas,36,Forward
215059,220,Robert,Lynch Sánchez,Sánchez,8,Goalkeeper
508479,221,Filip,Jörgensen,Jörgensen,8,Goalkeeper
549939,222,Mike,Penders,Penders,8,Goalkeeper
471798,223,Gabriel,Słonina,Slonina,8,Goalkeeper
179268,224,Marc,Cucurella Saseta,Cucurella,8,Defender
225796,225,Reece,James,James,8,Defender
180736,226,Trevoh,Chalobah,Chalobah,8,Defender
460028,227,Levi,Samuels Colwill,Colwill,8,Defender
482609,228,Malo,Gusto,Gusto,8,Defender
242880,229,Benoît,Badiashile Mukinayi,B.Badiashile,8,Defender
444463,230,Wesley,Fofana,Fofana,8,Defender
574458,231,Mamadou,Sarr,M.Sarr,8,Defender
109646,232,Tosin,Adarabioyo,Tosin,8,Defender
577016,233,Josh,Acheampong,Acheampong,8,Defender
622758,234,Aarón,Anselmino,Anselmino,8,Defender
244851,235,Cole,Palmer,Palmer,8,Midfielder
247632,236,Pedro,Lomba Neto,Neto,8,Midfielder
448047,237,Enzo,Fernández,Enzo,8,Midfielder
624773,238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,8,Midfielder
463936,239,Jamie,Bynoe-Gittens,Gittens,8,Midfielder
213198,240,Christopher,Nkunku,Nkunku,8,Midfielder
486672,241,Moisés,Caicedo Corozo,Caicedo,8,Midfielder
514356,244,Roméo,Lavia,Lavia,8,Midfielder
465920,245,Mykhailo,Mudryk,Mudryk,8,Midfielder
532605,246,Andrey,Nascimento dos Santos,Andrey Santos,8,Midfielder
491007,247,Dário,Luís Essugo,D.Essugo,8,Midfielder
611134,248,Kendry,Páez Andrade,Paez,8,Midfielder
550615,243,Tyrique,George,George,8,Midfielder
475168,249,João Pedro,Junqueira de Jesus,João Pedro,8,Forward
463034,250,Liam,Delap,Delap,8,Forward
517052,251,Nicolas,Jackson,N.Jackson,8,Forward
551210,672,Jorrel,Hato,Hato,8,Defender
172649,253,Dean,Henderson,Henderson,31,Goalkeeper
121709,254,Walter,Benítez,Benitez,31,Goalkeeper
169593,255,Remi,Matthews,Matthews,31,Goalkeeper
247348,256,Daniel,Muñoz Mejía,Muñoz,31,Defender
437499,257,Maxence,Lacroix,Lacroix,31,Defender
244723,258,Tyrick,Mitchell,Mitchell,31,Defender
218364,259,Borna,Sosa,Sosa,31,Defender
209036,260,Marc,Guéhi,Guéhi,31,Defender
427623,261,Chris,Richards,Richards,31,Defender
515621,262,Chadi,Riad Dnanou,Chadi Riad,31,Defender
57328,263,Nathaniel,Clyne,Clyne,31,Defender
156074,264,Rob,Holding,Holding,31,Defender
590012,265,Caleb,Kporha,Kporha,31,Defender
232185,267,Ismaïla,Sarr,Sarr,31,Midfielder
438464,268,Cheick,Doucouré,Doucouré,31,Midfielder
606921,269,Romain,Esse,Esse,31,Midfielder
108413,270,Will,Hughes,Hughes,31,Midfielder
209400,271,Daichi,Kamada,Kamada,31,Midfielder
152551,272,Jefferson,Lerma Solís,Lerma,31,Midfielder
496221,273,Adam,Wharton,Wharton,31,Midfielder
579075,274,Asher,Agbinone,Agbinone,31,Midfielder
466117,275,Naouirou,Ahamada,Ahamada,31,Midfielder
489706,276,Justin,Devenny,Devenny,31,Midfielder
450535,277,Malcolm,Ebiowei,Ebiowei,31,Midfielder
450542,278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,31,Midfielder
536694,279,Matheus,França de Oliveira,M.França,31,Midfielder
531989,280,David,Ozoh,Ozoh,31,Midfielder
530318,281,Kaden,Rodney,Rodney,31,Midfielder
574398,282,Franco,Umeh-Chibueze,Umeh,31,Midfielder
231747,283,Jean-Philippe,Mateta,Mateta,31,Forward
205533,284,Eddie,Nketiah,Nketiah,31,Forward
199670,285,Odsonne,Édouard,Édouard,31,Forward
576980,286,Zach,Marsh,Marsh,31,Forward
590014,690,Rio,Cardines,Cardines,31,Midfielder
215413,242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,11,Midfielder
111234,287,Jordan,Pickford,Pickford,11,Goalkeeper
229600,288,Mark,Travers,Travers,11,Goalkeeper
447325,289,Harry,Tyrer,Tyrer,11,Goalkeeper
480455,290,Jarrad,Branthwaite,Branthwaite,11,Defender
17761,291,James,Tarkowski,Tarkowski,11,Defender
224967,292,Vitalii,Mykolenko,Mykolenko,11,Defender
512462,293,Jake,O'Brien,O'Brien,11,Defender
59949,294,Séamus,Coleman,Coleman,11,Defender
106611,295,Michael,Keane,Keane,11,Defender
243571,296,Nathan,Patterson,Patterson,11,Defender
496178,297,Roman,Dixon,Dixon,11,Defender
474907,298,Reece,Welch,Welch,11,Defender
440993,299,Iliman,Ndiaye,Ndiaye,11,Midfielder
433154,300,Dwight,McNeil,McNeil,11,Midfielder
502697,301,Carlos,Alcaraz Durán,Alcaraz,11,Midfielder
80801,302,Idrissa Gana,Gueye,Gana,11,Midfielder
232928,303,James,Garner,Garner,11,Midfielder
490094,304,Tim,Iroegbunam,Iroegbunam,11,Midfielder
547801,306,Callum,Bates,Bates,11,Midfielder
504296,307,Coby,Ebere,Ebere,11,Midfielder
496279,308,Isaac,Heath,Heath,11,Midfielder
491557,309,Jenson,Metcalfe,Metcalfe,11,Midfielder
586309,310,Thierno,Barry,Barry,11,Forward
486385,311,Norberto Bercique,Gomes Betuncal,Beto,11,Forward
491012,312,Youssef,Ramalho Chermiti,Y.Chermiti,11,Forward
536241,313,Martin,Sherif,Sherif,11,Forward
114283,419,Jack,Grealish,Grealish,11,Midfielder
499300,667,Adam,Aznou,Aznou,11,Defender
461446,704,Tyler,Onyango,Onyango,11,Midfielder
491745,705,Elijah,Campbell,Campbell,11,Defender
80201,314,Bernd,Leno,Leno,54,Goalkeeper
169528,316,Antonee,Robinson,Robinson,54,Defender
174874,317,Joachim,Andersen,Andersen,54,Defender
232892,318,Calvin,Bassey,Bassey,54,Defender
219924,320,Issa,Diop,Diop,54,Defender
246301,321,Jorge,Cuenca Barreno,J.Cuenca,54,Defender
153133,324,Alex,Iwobi,Iwobi,54,Midfielder
209289,325,Emile,Smith Rowe,Smith Rowe,54,Midfielder
156689,327,Andreas,Hoelgebaum Pereira,Andreas,54,Midfielder
153682,329,Harry,Wilson,Wilson,54,Midfielder
76357,331,Tom,Cairney,Cairney,54,Midfielder
573062,333,Martial,Godo,Godo,54,Midfielder
515024,334,Luke,Harris,Harris,54,Midfielder
577725,335,Josh,King,King,54,Midfielder
153366,336,Harrison,Reed,Reed,54,Midfielder
102057,337,Raúl,Jiménez Rodríguez,Raúl,54,Forward
244042,338,Rodrigo,Muniz Carvalho,Muniz,54,Forward
437495,339,Illan,Meslier,Meslier,2,Goalkeeper
59735,341,Karl,Darlow,Darlow,2,Goalkeeper
226182,342,Jayden,Bogle,Bogle,2,Defender
222694,343,Pascal,Struijk,Struijk,2,Defender
434752,344,Jaka,Bijol,Bijol,2,Defender
437738,345,Sebastiaan,Bornauw,Bornauw,2,Defender
113564,346,Sam,Byram,Byram,2,Defender
243526,347,Gabriel,Gudmundsson,Gudmundsson,2,Defender
214225,348,Joe,Rodon,Rodon,2,Defender
492368,349,Isaac,Schmidt,Schmidt,2,Defender
492859,351,Wilfried,Gnonto,Gnonto,2,Midfielder
221399,352,Jack,Harrison,Harrison,2,Midfielder
200617,353,Daniel,James,James,2,Midfielder
199598,354,Ethan,Ampadu,Ampadu,2,Midfielder
248937,355,Sam,Greenwood,Greenwood,2,Midfielder
486520,356,Ilia,Gruev,Gruev,2,Midfielder
496208,391,Ben,Gannon-Doak,Gannon-Doak,91,Midfielder
609873,305,Harrison,Armstrong,Armstrong,11,Midfielder
428971,315,Steven,Benda,Benda,54,Goalkeeper
166477,319,Timothy,Castagne,Castagne,54,Defender
167074,322,Kenny,Tete,Tete,54,Defender
591385,323,Samuel,Amissah,Amissah,54,Defender
159533,326,Adama,Traoré Diarra,Adama,54,Midfielder
184349,328,Ryan,Sessegnon,Sessegnon,54,Midfielder
207189,330,Sander,Berge,Berge,54,Midfielder
212314,332,Saša,Lukić,Lukić,54,Midfielder
86873,664,Benjamin,Lecomte,Lecomte,54,Goalkeeper
97846,340,Alex,Cairns,Cairns,2,Goalkeeper
427637,350,Brenden,Aaronson,Aaronson,2,Midfielder
433952,357,Largie,Ramazani,Ramazani,2,Midfielder
248056,358,Tanaka,Ao,Tanaka,2,Midfielder
536119,359,Charlie,Crew,Crew,2,Midfielder
462635,360,Joe,Gelhardt,Gelhardt,2,Midfielder
470294,361,Darko,Gyabi,Gyabi,2,Midfielder
235826,362,Joël,Piroe,Piroe,2,Forward
106617,363,Patrick,Bamford,Bamford,2,Forward
565297,364,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,2,Forward
174594,365,Lukas,Nmecha,Nmecha,2,Forward
180135,493,Sean,Longstaff,Longstaff,2,Midfielder
466525,660,Anton,Stach,Stach,2,Midfielder
201595,665,Lucas Estella,Perri,Perri,2,Goalkeeper
177815,691,Dominic,Calvert-Lewin,Calvert-Lewin,2,Forward
435997,698,Noah,Okafor,Okafor,2,Midfielder
116535,366,Alisson,Becker,A.Becker,14,Goalkeeper
449027,367,Giorgi,Mamardashvili,Mamardashvili,14,Goalkeeper
586268,368,Ármin,Pécsi,Pécsi,14,Goalkeeper
155503,369,Freddie,Woodman,Woodman,14,Goalkeeper
216094,370,Jeremie,Frimpong,Frimpong,14,Defender
544877,371,Milos,Kerkez,Kerkez,14,Defender
122798,372,Andrew,Robertson,Robertson,14,Defender
97032,373,Virgil,van Dijk,Virgil,14,Defender
204716,374,Ibrahima,Konaté,Konaté,14,Defender
171287,376,Joe,Gomez,Gomez,14,Defender
214285,377,Konstantinos,Tsimikas,Tsimikas,14,Defender
611926,378,Amara,Nallo,Nallo,14,Defender
219937,379,Rhys,Williams,R.Williams,14,Defender
489580,380,Calvin,Ramsay,Ramsay,14,Defender
118748,381,Mohamed,Salah,M.Salah,14,Midfielder
494595,382,Florian,Wirtz,Wirtz,14,Midfielder
244731,383,Luis,Díaz Marulanda,Luis Díaz,14,Midfielder
243298,384,Cody,Gakpo,Gakpo,14,Midfielder
223541,385,Federico,Chiesa,Chiesa,14,Midfielder
243016,386,Alexis,Mac Allister,Mac Allister,14,Midfielder
424876,387,Dominik,Szoboszlai,Szoboszlai,14,Midfielder
206915,388,Curtis,Jones,C.Jones,14,Midfielder
444884,389,Harvey,Elliott,Elliott,14,Midfielder
441266,390,Ryan,Gravenberch,Gravenberch,14,Midfielder
158983,392,Endo,Wataru,Endo,14,Midfielder
535928,393,Stefan,Bajčetić Maquieira,Bajcetic,14,Midfielder
491501,394,James,McConnell,McConnell,14,Midfielder
440148,395,Tyler,Morton,Morton,14,Midfielder
591386,396,Trey,Nyoni,Nyoni,14,Midfielder
447203,397,Darwin,Núñez Ribeiro,Darwin,14,Forward
500058,398,Jayden,Danns,Danns,14,Forward
510663,661,Hugo,Ekitiké,Ekitiké,14,Forward
611922,686,Rio,Ngumoha,Ngumoha,14,Midfielder
647681,692,Giovanni,Leoni,Leoni,14,Defender
432720,182,James,Trafford,Trafford,43,Goalkeeper
121160,399,Ederson,Santana de Moraes,Ederson M.,43,Goalkeeper
88248,400,Stefan,Ortega Moreno,Ortega Moreno,43,Goalkeeper
122074,401,Marcus,Bettinelli,Bettinelli,43,Goalkeeper
448514,402,Rayan,Aït-Nouri,Aït-Nouri,43,Defender
477424,403,Joško,Gvardiol,Gvardiol,43,Defender
211975,404,Manuel,Akanji,Akanji,43,Defender
578153,406,Abdukodir,Khusanov,Khusanov,43,Defender
465351,407,Matheus,Nunes,Matheus N.,43,Defender
477064,410,Rico,Lewis,Lewis,43,Defender
472769,411,Nico,O'Reilly,O’Reilly,43,Defender
616222,412,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,43,Defender
438234,413,Omar,Marmoush,Marmoush,43,Midfielder
209244,414,Phil,Foden,Foden,43,Midfielder
510281,415,Sávio,Moreira de Oliveira,Savinho,43,Midfielder
165809,416,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,43,Midfielder
466052,417,Rayan,Cherki,Cherki,43,Midfielder
248875,418,Jérémy,Doku,Doku,43,Midfielder
59859,420,İlkay,Gündoğan,Gündoğan,43,Midfielder
220566,421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,43,Midfielder
91651,422,Mateo,Kovačić,Kovačić,43,Midfielder
465694,423,Nico,González Iglesias,N.Gonzalez,43,Midfielder
575204,425,Claudio,Echeverri,Echeverri,43,Midfielder
433036,427,Tijjani,Reijnders,Reijnders,43,Midfielder
566164,428,Sverre,Nypan,Nypan,43,Midfielder
155405,429,Kalvin,Phillips,Phillips,43,Midfielder
492777,375,Conor,Bradley,Bradley,14,Defender
126184,405,Nathan,Aké,Aké,43,Defender
171314,408,Rúben,dos Santos Gato Alves Dias,Rúben,43,Defender
97299,409,John,Stones,Stones,43,Defender
477555,424,Oscar,Bobb,Bobb,43,Midfielder
223094,430,Erling,Haaland,Haaland,43,Forward
446008,119,Bryan,Mbeumo,Mbeumo,1,Midfielder
451302,431,Altay,Bayındır,Bayindir,1,Goalkeeper
202641,432,André,Onana,Onana,1,Goalkeeper
588555,433,Elyh,Harrison,Harrison,1,Goalkeeper
21205,434,Tom,Heaton,Heaton,1,Goalkeeper
461537,435,Dermot,Mee,Mee,1,Goalkeeper
209365,436,Matthijs,de Ligt,De Ligt,1,Defender
221820,437,Lisandro,Martínez,Martinez,1,Defender
230001,438,Noussair,Mazraoui,Mazraoui,1,Defender
661712,439,Diego,León Blanco,D.Leon,1,Defender
216051,440,Diogo,Dalot Teixeira,Dalot,1,Defender
596777,441,Patrick,Dorgu,Dorgu,1,Defender
95658,442,Harry,Maguire,Maguire,1,Defender
106760,443,Luke,Shaw,Shaw,1,Defender
550864,444,Leny,Yoro,Yoro,1,Defender
577974,445,Harry,Amass,Amass,1,Defender
547676,446,Tyler,Fredricson,Fredricson,1,Defender
606745,447,Ayden,Heaven,Heaven,1,Defender
222690,448,Tyrell,Malacia,Malacia,1,Defender
141746,449,Bruno,Borges Fernandes,B.Fernandes,1,Midfielder
430871,450,Matheus,Santos Carneiro da Cunha,Cunha,1,Midfielder
176297,451,Marcus,Rashford,Rashford,1,Midfielder
493250,452,Amad,Diallo,Amad,1,Midfielder
493105,453,Alejandro,Garnacho Ferreyra,Garnacho,1,Midfielder
467169,454,Antony,dos Santos,Antony,1,Midfielder
184341,455,Mason,Mount,Mount,1,Midfielder
209243,456,Jadon,Sancho,Sancho,1,Midfielder
