gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
5.0,2025-09-21T13:00:00+00:00,56.0,1584.93,1.0,1.0,7.0,1847.33,True,25-26-prem-sunderland-vs-aston-villa,/matches/sunderland-vs-aston-villa/2wdjjm#4813422,29.0,71.0,1.04,0.78,14.0,12.0,4.0,2.0,1.0,2.0,0.0,2.0,151.0,488.0,69.0,89.0,14.0,8.0,6.0,5.0,0.45,0.51,0.59,0.27,1.04,0.78,0.99,0.15,6.0,4.0,4.0,6.0,1.0,0.0,10.0,6.0,4.0,6.0,218.0,547.0,94.0,172.0,57.0,316.0,16.0,15.0,33.0,47.0,2.0,4.0,17.0,15.0,15.0,18.0,16.0,34.0,0.0,3.0,2.0,1.0,1.0,0.0,20.0,11.0,65,64,8.0,3.0,6.0,4.0,34.0,28.0,1.0,3.0,47.0,40.0,33.0,23.0,59.0,41.0,14.0,17.0,45.0,55.0,5.0,0.0,100.0,0.0,4813422.0,True,True,prem
5.0,2025-09-21T13:00:00+00:00,91.0,1826.64,0.0,0.0,4.0,1858.89,True,25-26-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4813415,56.0,44.0,0.46,0.14,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,409.0,298.0,82.0,76.0,7.0,10.0,5.0,2.0,0.22,0.13,0.24,0.01,0.46,0.14,0.26,0.1,3.0,2.0,6.0,1.0,0.0,0.0,4.0,1.0,7.0,3.0,498.0,390.0,219.0,145.0,190.0,153.0,17.0,21.0,28.0,38.0,0.0,2.0,0.0,13.0,21.0,28.0,16.0,17.0,3.0,2.0,2.0,1.0,0.0,0.0,15.0,19.0,53,58,16.0,8.0,0.0,5.0,28.0,35.0,1.0,2.0,47.0,54.0,28.0,38.0,42.0,58.0,19.0,16.0,54.0,46.0,6.0,12.0,35.0,63.0,4813415.0,True,True,prem
5.0,2025-09-17T19:00:00+00:00,17.0,1764.84,2.0,3.0,,,True,25-26-efl-cup-nottingham-forest-vs-swansea-city,/matches/swansea-city-vs-nottingham-forest/3djw1g#4945935,55,45,0.72,2.83,14.0,17.0,4.0,3.0,2.0,4.0,0.0,2.0,379.0,474.0,85.0,86.0,13.0,10.0,3.0,6.0,0.25,2.68,0.47,0.16,0.72,2.83,0.7,1.31,4.0,9.0,6.0,5.0,1.0,0.0,3.0,16.0,11.0,1.0,446.0,551.0,222.0,289.0,157.0,185.0,14.0,8.0,34.0,32.0,2.0,4.0,20.0,40.0,16.0,15.0,13.0,43.0,1.0,4.0,4.0,2.0,0.0,0.0,14.0,16.0,63,36,11.0,4.0,5.0,6.0,18.0,13.0,2.0,1.0,38.0,44.0,31.0,36.0,46.0,54.0,7.0,8.0,47.0,53.0,8.0,7.0,44.0,44.0,,True,True,efl-cup
5.0,2025-09-23T18:45:00+00:00,8.0,1831.1,2.0,1.0,,,True,25-26-efl-cup-chelsea-vs-lincoln-city,/matches/lincoln-city-vs-chelsea/2cvqke#4945934,72,28,1.77,2.15,16.0,14.0,2.0,4.0,4.0,5.0,3.0,4.0,162.0,558.0,70.0,89.0,17.0,9.0,3.0,2.0,0.72,2.11,1.04,0.04,1.77,2.15,0.48,1.03,10.0,6.0,4.0,4.0,1.0,0.0,13.0,10.0,3.0,4.0,233.0,625.0,68.0,332.0,94.0,226.0,26.0,26.0,44.0,51.0,6.0,3.0,32.0,27.0,19.0,12.0,38.0,24.0,4.0,4.0,3.0,4.0,0.0,0.0,15.0,10.0,30,57,17.0,4.0,4.0,4.0,17.0,45.0,2.0,0.0,52.0,50.0,31.0,33.0,48.0,52.0,21.0,17.0,55.0,45.0,7.0,7.0,54.0,39.0,,True,True,efl-cup
5.0,2025-09-24T19:00:00+00:00,17.0,,2.0,2.0,,,True,25-26-europa-league-nottingham-forest-vs-real-betis,/matches/real-betis-vs-nottingham-forest/2xaiyw#4947798,44,56,0.49,3.27,9.0,16.0,4.0,6.0,1.0,6.0,0.0,4.0,483.0,353.0,92.0,85.0,16.0,16.0,3.0,3.0,0.47,2.09,0.02,1.18,0.49,3.27,1.12,1.78,3.0,3.0,2.0,7.0,0.0,1.0,4.0,13.0,5.0,3.0,526.0,414.0,264.0,213.0,219.0,140.0,19.0,20.0,63.0,51.0,3.0,5.0,19.0,50.0,12.0,14.0,22.0,34.0,0.0,1.0,3.0,2.0,0.0,0.0,20.0,18.0,72,70,12.0,3.0,7.0,2.0,11.0,15.0,4.0,2.0,55.0,54.0,48.0,43.0,53.0,47.0,7.0,11.0,39.0,61.0,14.0,10.0,56.0,45.0,,True,True,europa-league
5.0,2025-09-20T19:00:00+00:00,54.0,1785.15,3.0,1.0,94.0,1800.67,True,25-26-prem-fulham-vs-brentford,/matches/fulham-vs-brentford/38wlut#4813419,53.0,47.0,1.01,0.6,14.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,382.0,324.0,84.0,81.0,11.0,13.0,2.0,10.0,0.71,0.32,0.29,0.28,1.01,0.6,0.85,0.88,5.0,2.0,6.0,3.0,0.0,0.0,8.0,8.0,6.0,0.0,456.0,398.0,221.0,217.0,161.0,107.0,22.0,17.0,45.0,37.0,5.0,2.0,38.0,10.0,16.0,23.0,27.0,17.0,2.0,2.0,4.0,1.0,0.0,0.0,19.0,13.0,47,46,6.0,5.0,3.0,5.0,39.0,18.0,2.0,2.0,54.0,36.0,39.0,26.0,60.0,40.0,15.0,10.0,60.0,40.0,8.0,4.0,67.0,31.0,4813419.0,True,True,prem
5.0,2025-09-24T19:00:00+00:00,3.0,2063.76,2.0,0.0,,,True,25-26-efl-cup-arsenal-vs-port-vale,/matches/port-vale-vs-arsenal/36ng7p#4945932,81,19,0.09,0.98,3.0,11.0,0.0,4.0,0.0,2.0,0.0,1.0,115.0,731.0,63.0,93.0,6.0,5.0,1.0,6.0,0.04,0.97,0.05,0.02,0.09,0.98,0.0,1.14,1.0,2.0,2.0,5.0,0.0,0.0,2.0,7.0,1.0,4.0,183.0,789.0,55.0,402.0,60.0,329.0,11.0,24.0,31.0,51.0,2.0,2.0,22.0,20.0,20.0,16.0,15.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,82,47,4.0,3.0,5.0,1.0,18.0,22.0,2.0,0.0,41.0,34.0,25.0,24.0,51.0,49.0,16.0,10.0,62.0,38.0,2.0,6.0,22.0,33.0,,True,True,efl-cup
5.0,2025-09-20T14:00:00+00:00,36.0,1818.08,2.0,2.0,6.0,1813.86,True,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-brighton-hove-albion/2x42vj#4813417,36.0,64.0,1.32,1.22,12.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,236.0,464.0,77.0,89.0,10.0,13.0,2.0,10.0,1.19,1.18,0.13,0.05,1.32,1.22,1.27,1.55,7.0,6.0,1.0,2.0,0.0,0.0,5.0,9.0,7.0,2.0,307.0,523.0,129.0,211.0,107.0,253.0,22.0,27.0,39.0,59.0,2.0,3.0,25.0,9.0,11.0,17.0,17.0,44.0,0.0,1.0,1.0,2.0,0.0,0.0,25.0,26.0,68,38,5.0,9.0,2.0,1.0,40.0,17.0,2.0,2.0,57.0,61.0,44.0,49.0,47.0,53.0,13.0,12.0,52.0,48.0,6.0,13.0,38.0,45.0,4813417.0,True,True,prem
5.0,2025-09-20T14:00:00+00:00,90.0,1718.4,1.0,1.0,17.0,1791.59,True,25-26-prem-burnley-vs-nottingham-forest,/matches/burnley-vs-nottingham-forest/2sq9j2#4813418,37.0,63.0,0.85,1.1,12.0,17.0,5.0,8.0,2.0,2.0,1.0,2.0,269.0,564.0,77.0,90.0,12.0,11.0,4.0,5.0,0.42,0.96,0.44,0.14,0.85,1.1,0.98,1.47,4.0,2.0,3.0,7.0,1.0,0.0,9.0,9.0,3.0,8.0,348.0,628.0,135.0,243.0,134.0,321.0,16.0,19.0,35.0,51.0,8.0,5.0,31.0,17.0,17.0,20.0,23.0,29.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,11.0,82,55,10.0,7.0,7.0,3.0,35.0,29.0,7.0,4.0,45.0,36.0,31.0,25.0,55.0,45.0,14.0,11.0,56.0,44.0,11.0,4.0,65.0,40.0,4813418.0,True,True,prem
5.0,2025-09-20T14:00:00+00:00,21.0,1727.66,1.0,2.0,31.0,1848.29,True,25-26-prem-west-ham-united-vs-crystal-palace,/matches/west-ham-united-vs-crystal-palace/2toa9m#4813423,57.0,43.0,0.66,2.31,8.0,18.0,3.0,3.0,1.0,4.0,1.0,2.0,375.0,284.0,83.0,82.0,15.0,5.0,8.0,8.0,0.29,0.84,0.37,1.47,0.66,2.31,1.55,1.37,4.0,9.0,1.0,6.0,0.0,2.0,7.0,14.0,1.0,4.0,450.0,345.0,185.0,165.0,190.0,119.0,21.0,22.0,45.0,46.0,7.0,8.0,32.0,44.0,19.0,12.0,20.0,27.0,1.0,2.0,3.0,3.0,0.0,0.0,9.0,22.0,67,73,7.0,10.0,6.0,1.0,22.0,35.0,1.0,2.0,46.0,70.0,28.0,41.0,41.0,59.0,18.0,29.0,38.0,62.0,14.0,5.0,67.0,83.0,4813423.0,True,True,prem
