gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed
32,2025-04-13T13:00:00,14,2005.63,2.0,1.0,21,1732.7,True,24-25-prem-liverpool-vs-west-ham-united,/matches/liverpool-vs-west-ham-united/2h59kq#4506387,55.0,45.0,1.68,0.91,15.0,11.0,6.0,4.0,2.0,4.0,1.0,4.0,420.0,347.0,85.0,85.0,15.0,8.0,10.0,3.0,1.35,0.85,0.34,0.05,1.68,0.91,1.74,0.49,4.0,6.0,5.0,1.0,2.0,2.0,11.0,10.0,4.0,1.0,494.0,406.0,162.0,243.0,258.0,104.0,24.0,16.0,48.0,36.0,5.0,1.0,24.0,10.0,13.0,9.0,37.0,18.0,5.0,4.0,0.0,2.0,0.0,0.0,11.0,4.0,61.0,40.0,4.0,12.0,1.0,5.0,17.0,38.0,4.0,4.0,42.0,46.0,31.0,35.0,47.0,53.0,11.0,11.0,50.0,50.0,5.0,10.0,42.0,56.0,4506387,True,False
32,2025-04-13T15:30:00,4,1849.31,1.0,1.0,1,1793.1,True,24-25-prem-newcastle-united-vs-manchester-united,/matches/manchester-united-vs-newcastle-united/3hddo2#4506389,49.0,51.0,1.17,0.32,8.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,172.0,190.0,78.0,77.0,2.0,3.0,5.0,1.0,1.12,0.32,0.05,0.0,1.17,0.32,2.02,1.22,4.0,1.0,1.0,1.0,0.0,0.0,6.0,3.0,2.0,2.0,220.0,248.0,70.0,129.0,102.0,61.0,8.0,11.0,35.0,32.0,6.0,1.0,38.0,33.0,10.0,10.0,22.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,7.0,38.0,58.0,5.0,2.0,0.0,1.0,8.0,15.0,2.0,1.0,28.0,26.0,17.0,21.0,45.0,55.0,11.0,5.0,69.0,31.0,6.0,7.0,46.0,64.0,4506389,True,False
32,2025-04-12T16:30:00,3,2007.4,1.0,1.0,94,1766.47,True,24-25-prem-arsenal-vs-brentford,/matches/arsenal-vs-brentford/389pak#4506384,64.0,36.0,0.96,0.24,14.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,418.0,219.0,87.0,78.0,7.0,9.0,13.0,5.0,0.85,0.11,0.11,0.14,0.96,0.24,0.42,0.3,5.0,1.0,6.0,0.0,0.0,0.0,8.0,3.0,6.0,0.0,480.0,280.0,151.0,142.0,267.0,77.0,8.0,22.0,27.0,47.0,6.0,2.0,29.0,20.0,13.0,12.0,38.0,16.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,10.0,50.0,59.0,7.0,8.0,0.0,6.0,14.0,35.0,1.0,2.0,38.0,40.0,27.0,26.0,51.0,49.0,11.0,14.0,44.0,56.0,14.0,2.0,70.0,40.0,4506384,True,False
32,2025-04-12T11:30:00,43,1918.06,5.0,2.0,31,1810.87,True,24-25-prem-manchester-city-vs-crystal-palace,/matches/manchester-city-vs-crystal-palace/2ri9zd#4506388,68.0,32.0,3.63,2.07,21.0,7.0,9.0,3.0,11.0,3.0,9.0,1.0,668.0,273.0,91.0,81.0,10.0,16.0,1.0,4.0,3.53,1.08,0.1,0.99,3.63,2.07,4.05,2.17,7.0,4.0,5.0,0.0,1.0,0.0,16.0,5.0,5.0,2.0,737.0,336.0,288.0,225.0,380.0,48.0,13.0,24.0,48.0,56.0,2.0,3.0,17.0,25.0,11.0,15.0,31.0,9.0,1.0,4.0,2.0,3.0,0.0,0.0,7.0,5.0,70.0,42.0,7.0,13.0,0.0,6.0,11.0,23.0,1.0,3.0,46.0,31.0,38.0,25.0,60.0,40.0,8.0,6.0,57.0,43.0,13.0,4.0,76.0,44.0,4506388,True,False
32,,36,1802.44,,,13,1592.07,False,24-25-prem-brighton-&-hove-albion-vs-leicester-city,/matches/leicester-city-vs-brighton-hove-albion/2st0wm#4506385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506385,False,False
32,,91,1781.62,,,54,1794.43,False,24-25-prem-afc-bournemouth-vs-fulham,/matches/afc-bournemouth-vs-fulham/2uiul6#4506383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506383,False,False
32,2025-04-12T14:00:00,17,1807.9,0.0,1.0,11,1755.83,True,24-25-prem-nottingham-forest-vs-everton,/matches/everton-vs-nottingham-forest/2y0rvk#4506390,42.0,58.0,0.49,1.3,10.0,13.0,5.0,5.0,0.0,2.0,0.0,1.0,247.0,358.0,75.0,81.0,9.0,13.0,1.0,7.0,0.44,1.27,0.04,0.03,0.49,1.3,0.91,1.32,2.0,4.0,3.0,4.0,0.0,0.0,5.0,8.0,5.0,5.0,329.0,441.0,132.0,152.0,115.0,206.0,11.0,32.0,23.0,52.0,4.0,7.0,33.0,29.0,18.0,17.0,9.0,29.0,2.0,1.0,0.0,3.0,0.0,0.0,10.0,7.0,67.0,70.0,5.0,1.0,3.0,3.0,44.0,29.0,4.0,5.0,47.0,47.0,29.0,25.0,54.0,46.0,18.0,22.0,45.0,55.0,1.0,6.0,14.0,38.0,4506390,True,False
32,2025-04-12T14:00:00,20,1548.4,0.0,3.0,7,1839.81,True,24-25-prem-southampton-vs-aston-villa,/matches/southampton-vs-aston-villa/2wb4v7#4506391,40.0,60.0,0.32,2.88,7.0,25.0,2.0,10.0,1.0,5.0,1.0,2.0,300.0,496.0,86.0,93.0,11.0,4.0,2.0,13.0,0.27,0.7,0.05,0.6,0.32,1.31,0.33,3.27,4.0,9.0,1.0,6.0,0.0,0.0,5.0,13.0,2.0,12.0,349.0,535.0,188.0,161.0,112.0,335.0,26.0,16.0,55.0,73.0,2.0,3.0,13.0,10.0,8.0,10.0,8.0,48.0,0.0,0.0,3.0,1.0,0.0,0.0,11.0,11.0,58.0,44.0,11.0,9.0,5.0,1.0,37.0,19.0,7.0,2.0,31.0,45.0,25.0,39.0,39.0,61.0,6.0,6.0,50.0,50.0,2.0,4.0,13.0,36.0,4506391,True,False
32,2025-04-12T14:00:00,36,1782.43,2.0,2.0,13,1585.71,True,24-25-prem-brighton-hove-albion-vs-leicester-city,/matches/leicester-city-vs-brighton-hove-albion/2st0wm#4506385,59.0,41.0,4.04,1.62,21.0,15.0,7.0,6.0,7.0,2.0,5.0,1.0,435.0,266.0,86.0,78.0,9.0,11.0,3.0,6.0,2.4,0.96,0.06,0.67,2.46,1.62,3.3,1.3,9.0,6.0,5.0,3.0,2.0,0.0,15.0,11.0,6.0,4.0,506.0,339.0,234.0,141.0,201.0,125.0,24.0,17.0,52.0,36.0,8.0,5.0,47.0,36.0,12.0,18.0,48.0,27.0,1.0,1.0,2.0,5.0,0.0,0.0,12.0,10.0,75.0,77.0,6.0,4.0,3.0,3.0,14.0,26.0,4.0,5.0,50.0,39.0,35.0,28.0,56.0,44.0,15.0,11.0,58.0,42.0,9.0,6.0,45.0,43.0,4506385,True,False
32,2025-04-13T13:00:00,8,1856.54,2.0,2.0,40,1591.26,True,24-25-prem-chelsea-vs-ipswich-town,/matches/chelsea-vs-ipswich-town/2sbq85#4506386,74.0,26.0,2.14,1.14,34.0,13.0,9.0,4.0,4.0,3.0,4.0,1.0,490.0,148.0,88.0,72.0,11.0,7.0,15.0,4.0,1.63,0.94,0.51,0.2,2.14,1.14,3.81,1.57,15.0,8.0,10.0,1.0,2.0,0.0,19.0,6.0,15.0,7.0,560.0,205.0,169.0,82.0,321.0,66.0,11.0,21.0,31.0,44.0,17.0,3.0,37.0,30.0,20.0,6.0,55.0,9.0,1.0,2.0,2.0,2.0,0.0,0.0,7.0,8.0,50.0,73.0,4.0,8.0,1.0,9.0,7.0,50.0,2.0,8.0,37.0,51.0,25.0,28.0,47.0,53.0,12.0,23.0,34.0,66.0,4.0,7.0,44.0,58.0,4506386,True,False
