match_id,minute,home_xg,away_xg,home_cumulative_xg,away_cumulative_xg
25-26-prem-afc-bournemouth-vs-manchester-united,5,0.366,0.124,0.366,0.124
25-26-prem-afc-bournemouth-vs-manchester-united,11,0,0.037,0.366,0.161
25-26-prem-afc-bournemouth-vs-manchester-united,15,0,0.07,0.366,0.23
25-26-prem-afc-bournemouth-vs-manchester-united,17,0,0.068,0.366,0.298
25-26-prem-afc-bournemouth-vs-manchester-united,20,0,0.066,0.366,0.364
25-26-prem-afc-bournemouth-vs-manchester-united,21,0,0.017,0.366,0.382
25-26-prem-afc-bournemouth-vs-manchester-united,22,0.016,0,0.383,0.382
25-26-prem-afc-bournemouth-vs-manchester-united,23,0.207,0,0.59,0.382
25-26-prem-afc-bournemouth-vs-manchester-united,25,0,0.094,0.59,0.476
25-26-prem-afc-bournemouth-vs-manchester-united,26,0,0.025,0.59,0.501
25-26-prem-afc-bournemouth-vs-manchester-united,27,0,0.021,0.59,0.521
25-26-prem-afc-bournemouth-vs-manchester-united,35,0,0.188,0.59,0.709
25-26-prem-afc-bournemouth-vs-manchester-united,36,0.041,0,0.631,0.709
25-26-prem-afc-bournemouth-vs-manchester-united,41,0.048,0,0.679,0.709
25-26-prem-afc-bournemouth-vs-manchester-united,46,0.037,0,0.716,0.709
25-26-prem-afc-bournemouth-vs-manchester-united,51,0.021,0,0.737,0.709
25-26-prem-afc-bournemouth-vs-manchester-united,52,0,0.159,0.737,0.868
25-26-prem-afc-bournemouth-vs-manchester-united,55,0.026,0,0.764,0.868
25-26-prem-afc-bournemouth-vs-manchester-united,61,0,0.788,0.764,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,67,0.064,0,0.828,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,74,0.015,0,0.843,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,76,0.027,0,0.87,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,77,0.023,0,0.893,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,78,0.017,0,0.91,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,81,0.788,0,1.698,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,86,0.059,0,1.758,1.656
25-26-prem-afc-bournemouth-vs-manchester-united,90,0.047,0.022,1.804,1.679
25-26-prem-aston-villa-vs-west-ham-united,7,0.033,0,0.033,0.0
25-26-prem-aston-villa-vs-west-ham-united,15,0.044,0,0.077,0.0
25-26-prem-aston-villa-vs-west-ham-united,16,0,0.123,0.077,0.123
25-26-prem-aston-villa-vs-west-ham-united,18,0.018,0,0.096,0.123
25-26-prem-aston-villa-vs-west-ham-united,20,0.081,0,0.176,0.123
25-26-prem-aston-villa-vs-west-ham-united,22,0.03,0,0.206,0.123
25-26-prem-aston-villa-vs-west-ham-united,24,0.17,0,0.376,0.123
25-26-prem-aston-villa-vs-west-ham-united,30,0.015,0,0.391,0.123
25-26-prem-aston-villa-vs-west-ham-united,31,0.451,0,0.842,0.123
25-26-prem-aston-villa-vs-west-ham-united,33,0.06,0,0.903,0.123
25-26-prem-aston-villa-vs-west-ham-united,34,0.092,0,0.995,0.123
25-26-prem-aston-villa-vs-west-ham-united,36,0,0.04,0.995,0.163
