id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
1,u,0.0,0.0,5.4,134,79,0,0,-1,1,0.0,641,280,0,0,0.0,691,314,0,0,0.0,683,309,0.0,0.0,0,439,0,2775,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691,314,0.0,690,314,0.0,688,312,0.0,691,314,,,,17,0.0
2,a,100.0,100.0,6.8,31,15,1,-1,-2,2,6.3,64,13,26,16,1.9,281,33,3,104,3.8,73,12,0.6,3.8,1,638725,565588,239323,6302,4.3,4.3,1.84,0.15,1.99,3.99,0.47,0.04,0.51,1.03,101.2,283,26,67.8,238,28,157.0,109,30,32.3,230,29,,,,17,0.0
3,a,100.0,100.0,6.3,57,3,1,-1,3,-3,27.0,10,3,73,4,4.9,20,2,7,257,4.4,51,16,0.7,11.6,2,3455597,267466,2087993,19282,4.9,4.9,2.15,0.55,2.7,14.18,0.15,0.04,0.19,1.01,362.2,43,14,95.6,197,48,240.0,59,2,69.8,76,12,,,,17,0.0
5,u,0.0,0.0,4.0,638,61,0,0,0,0,0.0,561,68,0,0,0.0,527,61,0,0,0.0,449,55,0.0,0.0,0,0,0,4144,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,61,0.0,502,40,0.0,467,29,0.0,524,61,,,,17,0.0
6,a,100.0,100.0,5.7,94,9,0,0,2,-2,7.7,49,15,54,1,3.6,77,17,2,193,4.8,37,11,0.8,9.5,1,1045940,47359,338776,38952,5.3,5.3,0.67,0.79,1.46,11.69,0.05,0.06,0.11,0.87,196.0,173,68,177.9,112,23,157.0,107,9,52.8,133,32,,,,17,0.0
7,a,,,4.7,323,210,0,0,-3,3,0.2,334,106,10,0,1.2,370,178,0,63,1.2,243,118,0.3,2.1,0,24937,697,40661,1199,1.7,1.7,0.04,0.31,0.35,2.92,0.01,0.07,0.08,0.67,30.8,378,174,50.1,273,168,3.0,388,207,8.4,366,180,,,,17,0.0
8,a,,,4.8,313,37,0,0,-2,2,0.2,352,129,13,0,1.6,314,104,0,39,1.8,185,56,0.4,2.7,0,23171,666,27866,2856,2.3,2.3,0.0,0.03,0.03,4.45,0.0,0.01,0.01,1.24,49.2,352,124,13.7,359,119,0.0,650,232,6.3,385,129,,,,17,0.0
9,a,100.0,100.0,6.7,37,19,0,0,-3,3,3.7,90,28,60,7,4.0,51,21,4,194,2.6,131,63,0.4,9.0,1,787628,144821,736662,10498,3.1,3.1,2.96,2.49,5.45,10.46,0.28,0.24,0.52,1.0,269.2,104,37,253.5,63,50,387.0,29,17,90.9,38,27,,,,17,0.0
12,a,,,4.5,425,258,0,0,0,0,0.4,276,85,15,1,1.5,326,148,0,55,0.8,284,142,0.2,3.3,0,77557,3908,59671,4578,1.3,1.3,0.15,0.28,0.43,0.75,0.12,0.23,0.35,0.62,55.6,345,161,33.9,301,174,41.0,261,146,13.1,336,165,,,,17,0.0
13,a,100.0,100.0,8.4,11,8,1,-1,-1,1,6.9,56,16,38,2,3.8,64,29,3,176,3.6,81,41,0.4,4.5,0,685626,152705,1543616,38670,4.1,4.1,2.28,2.24,4.52,7.34,0.25,0.25,0.5,0.81,183.0,190,75,343.4,38,31,168.0,102,66,69.6,79,50,3.0,1.0,2.0,17,80.0
16,a,100.0,100.0,6.2,63,38,0,0,-3,3,2.7,116,35,44,11,2.9,137,58,4,246,5.0,33,21,0.8,7.1,0,190864,23285,578708,4957,5.5,5.5,1.13,2.47,3.6,11.3,0.09,0.19,0.28,0.85,290.4,92,30,399.4,23,19,138.0,126,84,82.3,54,37,2.0,2.0,,17,60.0
17,i,0.0,100.0,10.4,4,3,-2,2,4,-4,23.2,14,4,107,1,6.7,3,3,16,435,5.4,22,15,0.5,10.3,4,5213734,24866,6032765,2321878,0.0,5.9,4.17,5.6,9.77,10.52,0.3,0.4,0.7,0.75,516.2,8,5,630.0,2,2,604.0,5,3,174.9,3,3,1.0,,1.0,17,66.66666666666667
18,a,100.0,100.0,6.3,60,4,0,0,3,-3,30.5,6,1,63,2,3.9,57,10,5,261,6.6,8,2,1.0,10.0,2,1962805,90546,2918935,68259,7.1,7.1,1.88,0.67,2.55,13.22,0.12,0.04,0.16,0.86,328.2,56,19,47.3,278,79,89.0,178,39,46.7,155,40,,,,17,0.0
20,a,100.0,100.0,5.0,198,123,0,0,0,0,0.8,217,64,53,5,3.3,93,41,5,279,2.8,112,54,0.6,10.6,0,257621,4187,224202,4067,3.3,3.3,1.19,1.06,2.25,14.02,0.08,0.07,0.15,0.96,301.8,82,29,177.7,113,80,100.0,164,101,58.2,112,67,,,,17,0.0
22,i,0.0,0.0,4.8,304,34,0,0,-2,2,0.0,553,195,1,0,1.0,430,147,0,2,0.0,632,229,0.0,0.2,0,1430,21,7401,49,0.0,0.0,0.18,0.0,0.18,0.04,2.7,0.0,2.7,0.6,0.4,474,165,0.3,446,160,9.0,355,121,1.0,459,157,,,,17,0.0
23,a,100.0,100.0,6.8,30,15,0,0,-2,2,1.8,152,46,52,3,3.1,117,52,5,189,3.6,80,40,0.5,7.6,1,393201,24045,460785,10429,4.1,4.1,2.52,1.19,3.71,7.64,0.25,0.12,0.37,0.75,228.4,149,57,235.5,71,56,287.0,47,29,74.9,64,40,4.0,,4.0,17,26.666666666666668
24,i,0.0,0.0,6.1,72,5,0,0,-4,4,2.4,125,51,27,0,3.0,124,31,0,112,0.0,689,233,0.0,4.4,0,145365,85,957811,7338,0.0,0.0,0.13,0.32,0.45,9.87,0.02,0.04,0.06,1.28,128.4,246,91,55.3,262,69,29.0,288,90,21.3,284,91,,,,17,0.0
25,d,75.0,75.0,4.8,298,33,0,0,-2,2,0.9,209,82,15,0,2.5,178,54,0,60,1.2,246,75,0.3,3.1,0,87445,92,301761,2971,1.3,1.3,0.06,0.08,0.14,1.73,0.02,0.03,0.05,0.67,22.2,394,139,23.2,331,107,21.0,306,98,6.7,380,125,,,,17,0.0
73,a,100.0,100.0,4.2,573,36,0,0,-3,3,0.8,219,31,7,0,3.5,82,11,0,30,0.0,488,61,0.0,1.7,0,83591,434,234608,2905,0.5,0.5,0.0,0.0,0.0,2.91,0.0,0.0,0.0,1.46,77.8,308,29,0.0,537,47,0.0,508,37,7.8,370,29,,,,17,0.0
186,i,0.0,100.0,6.7,35,17,0,0,-3,3,0.9,214,62,9,0,1.5,334,156,0,24,0.2,397,187,0.0,1.3,0,46930,95,150349,1908,0.0,0.7,0.51,0.09,0.6,1.39,0.32,0.06,0.38,0.87,23.8,389,181,37.8,292,172,54.0,241,134,11.3,347,170,,3.0,,17,20.0
578,a,100.0,100.0,5.8,91,8,0,0,-2,2,1.3,190,77,24,4,2.7,162,46,1,97,0.8,295,91,0.1,4.1,1,200955,5799,362228,2184,1.3,1.3,0.55,0.44,0.99,5.99,0.09,0.07,0.16,1.0,170.0,202,77,58.6,254,66,111.0,150,21,33.9,217,67,,,,17,0.0
597,a,100.0,100.0,4.5,424,257,0,0,0,0,0.1,477,177,5,1,1.2,368,176,0,25,0.8,283,141,0.2,1.1,0,10208,1336,8435,443,1.3,1.3,0.0,0.07,0.07,2.42,0.0,0.04,0.04,1.56,15.6,413,193,17.6,347,194,2.0,403,212,3.5,412,199,,,,17,0.0
633,a,100.0,100.0,6.0,77,51,0,0,0,0,0.1,486,183,22,1,2.2,235,105,1,84,1.2,258,129,0.2,3.7,0,20534,377,17628,673,1.7,1.7,1.24,0.5,1.74,4.04,0.23,0.09,0.32,0.77,119.2,255,111,86.3,203,128,118.0,142,94,32.1,232,116,,,,17,0.0
638,a,,,4.5,423,256,0,0,0,0,0.0,632,275,0,0,0.0,628,267,0,0,0.0,577,230,0.0,0.0,0,1942,40,1539,65,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,263,0.0,619,267,0.0,603,261,0.0,623,265,,,,17,0.0
639,a,,,4.5,452,18,0,0,0,0,0.0,530,66,0,0,0.0,650,72,0,0,0.0,603,71,0.0,0.0,0,2897,146,2814,169,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,72,0.0,641,66,0.0,625,60,0.0,645,72,,,,17,0.0
657,a,,,4.0,670,210,0,0,0,0,0.1,488,177,0,0,0.0,553,205,0,0,0.0,477,186,0.0,0.0,0,9371,253,6382,421,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,205,0.0,527,203,0.0,496,193,0.0,548,205,,,,17,0.0
658,a,,,4.0,676,216,0,0,0,0,0.0,519,186,0,0,0.0,558,210,0,0,0.0,482,191,0.0,0.0,0,5968,170,4397,269,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551,210,0.0,532,208,0.0,502,199,0.0,553,210,,,,17,0.0
659,a,,,4.5,463,289,0,0,0,0,0.0,629,272,0,0,0.0,656,290,0,0,0.0,610,257,0.0,0.0,0,2123,47,1554,89,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,286,0.0,648,290,0.0,632,284,0.0,652,288,,,,17,0.0
662,a,,,4.0,647,188,0,0,0,0,0.0,549,193,0,0,0.0,535,188,0,0,0.0,458,168,0.0,0.0,0,3407,114,2335,196,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,189,0.0,509,186,0.0,475,173,0.0,531,189,,,,17,0.0
665,a,,,4.5,395,65,0,0,0,0,0.2,357,57,0,0,0.0,609,55,0,0,0.0,557,49,0.0,0.0,0,43364,1719,26741,2679,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,52,0.0,599,52,0.0,581,52,0.0,604,52,,,,17,0.0
28,a,100.0,100.0,6.2,65,40,0,0,-3,3,0.8,226,70,27,0,1.9,280,129,0,90,0.8,298,153,0.1,4.4,0,138339,908,421237,2558,0.8,0.3,0.58,2.33,2.91,8.93,0.07,0.29,0.36,1.11,66.8,332,156,153.8,131,93,138.0,127,85,35.7,211,105,3.0,4.0,,17,40.0
29,a,100.0,100.0,5.2,158,94,0,0,-3,3,0.3,317,100,28,0,2.2,230,101,2,103,0.8,291,148,0.2,5.4,0,22199,395,80407,1413,0.8,0.3,1.53,0.37,1.9,4.38,0.31,0.08,0.39,0.89,142.8,231,97,96.9,193,122,171.0,100,64,41.0,184,98,,,,17,0.0
30,u,0.0,0.0,4.9,277,181,0,0,-1,1,0.0,608,261,0,0,0.0,675,303,0,0,0.0,652,287,0.0,0.0,0,872,0,5202,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,303,0.0,670,303,0.0,664,300,0.0,674,303,,,,17,0.0
31,a,,,5.1,175,108,-1,1,-4,4,0.1,469,173,7,1,0.9,457,223,0,27,0.6,317,162,0.1,1.4,0,5778,79,14334,224,0.6,0.1,0.09,0.02,0.11,1.41,0.21,0.05,0.26,3.34,7.0,440,211,19.2,342,190,3.0,389,208,2.9,422,204,,3.0,,17,20.0
32,a,100.0,100.0,4.4,485,93,0,0,-1,1,1.4,182,73,23,1,2.1,237,74,0,74,1.8,183,55,0.4,5.2,0,144838,4727,318165,7160,1.8,1.3,0.13,0.62,0.75,10.95,0.01,0.07,0.08,1.19,147.8,224,87,52.7,268,73,69.0,215,60,26.9,257,79,,,,17,0.0
33,u,0.0,0.0,4.5,367,227,0,0,0,0,0.2,349,116,0,0,0.0,594,244,0,0,0.0,541,206,0.0,0.0,0,18187,0,90090,692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587,240,0.0,584,244,0.0,566,238,0.0,589,242,,,,17,0.0
