match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-prem-afc-bournemouth-vs-manchester-united,1,substitution,90,,away,452,Amad,455,Mount,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,2,card,90,,away,681,Šeško,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,3,card,90,,home,73,Smith,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,4,substitution,87,,home,807,Rayan,391,Gannon-Doak,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,5,substitution,82,,away,457,Casemiro,459,Ugarte,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,6,substitution,82,,away,450,Cunha,447,Heaven,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,7,goal,81,,home,100,E. J. Kroupi,,,,,,penalty,2,2,
25-26-prem-afc-bournemouth-vs-manchester-united,8,card,78,,away,442,Maguire,,,,,red,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,9,substitution,73,,home,87,Christie,100,E. J. Kroupi,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,10,substitution,73,,home,713,A.Jimenez,73,Smith,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,11,substitution,73,,home,697,Adli,86,Brooks,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,12,goal,71,,away,77,Hill,,,,,,ownGoal,1,2,
25-26-prem-afc-bournemouth-vs-manchester-united,13,substitution,71,,away,119,Mbeumo,681,Šeško,,,,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,14,goal,67,,home,87,Christie,,,74,Truffert,,regular,1,1,
25-26-prem-afc-bournemouth-vs-manchester-united,15,goal,61,,away,449,B.Fernandes,,,,,,penalty,0,1,
25-26-prem-afc-bournemouth-vs-manchester-united,16,card,59,,home,713,A.Jimenez,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-manchester-united,17,card,28,,away,457,Casemiro,,,,,yellow,,,,
25-26-prem-aston-villa-vs-west-ham-united,1,substitution,87,,home,64,Watkins,808,Abraham,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,2,substitution,83,,away,613,Souček,758,Mohamadou Kanté,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,3,substitution,83,,away,610,Wan-Bissaka,718,S.Magassa,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,4,substitution,77,,home,47,Rogers,50,Buendía,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,5,goal,68,,home,64,Watkins,,,,,,regular,2,0,
25-26-prem-aston-villa-vs-west-ham-united,6,substitution,67,,home,54,McGinn,48,Tielemans,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,7,substitution,67,,home,55,Barkley,699,Douglas Luiz,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,8,substitution,67,,home,456,Sancho,49,Bailey,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,9,substitution,46,,away,791,Taty,671,Wilson,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,10,substitution,46,,away,623,Potts,326,Adama,,,,,,,
25-26-prem-aston-villa-vs-west-ham-united,11,card,45,,away,610,Wan-Bissaka,,,,,yellow,,,,
25-26-prem-aston-villa-vs-west-ham-united,12,goal,15,,home,54,McGinn,,,456,Sancho,,regular,1,0,
25-26-prem-brighton-hove-albion-vs-liverpool,1,card,90,,home,173,Wieffer,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,2,substitution,90,,home,169,Gomez,152,Veltman,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,3,card,90,,away,385,Chiesa,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,4,card,85,,home,146,Dunk,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,5,substitution,83,,home,163,Hinshelwood,166,Ayari,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,6,substitution,83,,home,178,Welbeck,158,Georginio,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,7,card,79,,away,387,Szoboszlai,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,8,substitution,77,,away,374,Konaté,385,Chiesa,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,9,substitution,76,,away,371,Kerkez,372,Robertson,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,10,substitution,76,,home,170,Milner,167,Baleba,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,11,substitution,76,,home,160,Minteh,157,K. Mitoma,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,12,card,68,,away,386,Mac Allister,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,13,substitution,63,,away,370,Frimpong,686,Ngumoha,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,14,card,61,,away,370,Frimpong,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,15,goal,56,,home,178,Welbeck,,,163,Hinshelwood,,regular,2,1,
25-26-prem-brighton-hove-albion-vs-liverpool,16,card,48,,home,178,Welbeck,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,17,card,45,,home,169,Gomez,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,18,card,45,,away,374,Konaté,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,19,goal,30,,away,371,Kerkez,,,,,,regular,1,1,
25-26-prem-brighton-hove-albion-vs-liverpool,20,card,25,,home,160,Minteh,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,21,goal,14,,home,178,Welbeck,,,169,Gomez,,regular,1,0,
25-26-prem-brighton-hove-albion-vs-liverpool,22,substitution,8,,away,661,Ekitiké,388,C.Jones,,,,,,,
25-26-prem-everton-vs-chelsea,1,substitution,89,,home,242,Dewsbury-Hall,304,Iroegbunam,,,,,,,
25-26-prem-everton-vs-chelsea,2,substitution,89,,home,299,Ndiaye,728,Röhl,,,,,,,
25-26-prem-everton-vs-chelsea,3,card,87,,away,230,Fofana,,,,,yellow,,,,
25-26-prem-everton-vs-chelsea,4,substitution,81,,home,311,Beto,310,Barry,,,,,,,
25-26-prem-everton-vs-chelsea,5,substitution,78,,away,249,João Pedro,250,Delap,,,,,,,
25-26-prem-everton-vs-chelsea,6,substitution,78,,away,241,Caicedo,232,Tosin,,,,,,,
25-26-prem-everton-vs-chelsea,7,substitution,78,,home,300,McNeil,290,Branthwaite,,,,,,,
25-26-prem-everton-vs-chelsea,8,goal,76,,home,299,Ndiaye,,,311,Beto,,regular,3,0,
25-26-prem-everton-vs-chelsea,9,substitution,70,,away,236,Neto,238,Estêvão,,,,,,,
25-26-prem-everton-vs-chelsea,10,card,69,,away,453,Garnacho,,,,,yellow,,,,
25-26-prem-everton-vs-chelsea,11,goal,62,,home,311,Beto,,,302,Gana,,regular,2,0,
25-26-prem-everton-vs-chelsea,12,substitution,57,,away,244,Lavia,246,Andrey Santos,,,,,,,
25-26-prem-everton-vs-chelsea,13,substitution,46,,away,228,Gusto,453,Garnacho,,,,,,,
25-26-prem-everton-vs-chelsea,14,goal,33,,home,311,Beto,,,303,Garner,,regular,1,0,
25-26-prem-fulham-vs-burnley,1,goal,90,,home,337,Raúl,,,,,,penalty,3,1,
