match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-prem-afc-bournemouth-vs-manchester-united,home,67,Petrović,1,G,9.1,48.5
25-26-prem-afc-bournemouth-vs-manchester-united,home,97,Evanilson,9,F,57.9,50.7
25-26-prem-afc-bournemouth-vs-manchester-united,home,73,Smith,15,D,47.3,14.1
25-26-prem-afc-bournemouth-vs-manchester-united,home,713,A. Jiménez,20,D,44.1,20.3
25-26-prem-afc-bournemouth-vs-manchester-united,home,697,Adli,21,F,62.0,72.3
25-26-prem-afc-bournemouth-vs-manchester-united,home,100,E. J. Kroupi,22,F,65.0,73.1
25-26-prem-afc-bournemouth-vs-manchester-united,home,86,Brooks,7,M,71.2,86.1
25-26-prem-afc-bournemouth-vs-manchester-united,home,391,Gannon-Doak,11,M,70.7,23.9
25-26-prem-afc-bournemouth-vs-manchester-united,home,77,Hill,23,D,38.2,34.0
25-26-prem-afc-bournemouth-vs-manchester-united,home,807,Rayan,37,M,66.4,18.8
25-26-prem-afc-bournemouth-vs-manchester-united,home,87,Christie,10,M,52.4,56.6
25-26-prem-afc-bournemouth-vs-manchester-united,home,72,M. Senesi,5,D,41.9,63.9
25-26-prem-afc-bournemouth-vs-manchester-united,home,74,Truffert,3,D,48.3,83.6
25-26-prem-afc-bournemouth-vs-manchester-united,home,84,Tavernier,16,M,60.7,42.5
25-26-prem-afc-bournemouth-vs-manchester-united,home,90,Scott,8,M,53.3,46.7
25-26-prem-afc-bournemouth-vs-manchester-united,away,457,Casemiro,18,M,44.4,42.8
25-26-prem-afc-bournemouth-vs-manchester-united,away,442,Maguire,5,D,31.0,63.3
25-26-prem-afc-bournemouth-vs-manchester-united,away,681,Šeško,30,F,52.1,58.3
25-26-prem-afc-bournemouth-vs-manchester-united,away,450,M. Cunha,10,F,55.2,73.0
25-26-prem-afc-bournemouth-vs-manchester-united,away,459,M. Ugarte,25,M,37.6,48.4
25-26-prem-afc-bournemouth-vs-manchester-united,away,452,Amad,16,F,52.7,27.0
25-26-prem-afc-bournemouth-vs-manchester-united,away,444,Yoro,15,D,35.5,42.5
25-26-prem-afc-bournemouth-vs-manchester-united,away,119,Mbeumo,19,F,52.4,38.6
25-26-prem-afc-bournemouth-vs-manchester-united,away,447,Heaven,26,D,25.9,41
25-26-prem-afc-bournemouth-vs-manchester-united,away,455,Mount,7,M,64.5,42.4
25-26-prem-afc-bournemouth-vs-manchester-united,away,449,B. Fernandes,8,M,56.1,58.7
25-26-prem-afc-bournemouth-vs-manchester-united,away,443,Shaw,23,D,37.5,78.5
25-26-prem-afc-bournemouth-vs-manchester-united,away,733,Lammens,31,G,10.0,50.7
25-26-prem-afc-bournemouth-vs-manchester-united,away,458,Mainoo,37,M,43.3,49.2
25-26-prem-afc-bournemouth-vs-manchester-united,away,440,D. Dalot,2,M,46.2,20.4
25-26-prem-aston-villa-vs-west-ham-united,home,48,Tielemans,8,M,50.2,47.8
25-26-prem-aston-villa-vs-west-ham-united,home,49,Bailey,31,M,60.7,16.2
25-26-prem-aston-villa-vs-west-ham-united,home,699,D. Luiz,21,M,56.2,66.2
25-26-prem-aston-villa-vs-west-ham-united,home,32,E. Martínez,23,G,9.7,48.3
25-26-prem-aston-villa-vs-west-ham-united,home,64,Watkins,11,F,63.8,61.5
25-26-prem-aston-villa-vs-west-ham-united,home,50,E. Buendía,10,M,59.1,51.5
25-26-prem-aston-villa-vs-west-ham-united,home,36,Cash,2,D,54.7,16.9
25-26-prem-aston-villa-vs-west-ham-united,home,47,Rogers,27,M,71.5,64.7
25-26-prem-aston-villa-vs-west-ham-united,home,456,Sancho,19,M,72.7,28.7
25-26-prem-aston-villa-vs-west-ham-united,home,55,Barkley,6,M,51.7,66.4
25-26-prem-aston-villa-vs-west-ham-united,home,808,Abraham,18,F,48.6,64.4
25-26-prem-aston-villa-vs-west-ham-united,home,41,Pau,14,D,37.4,67.5
25-26-prem-aston-villa-vs-west-ham-united,home,54,McGinn,7,M,58.3,48.3
25-26-prem-aston-villa-vs-west-ham-united,home,59,Onana,24,M,47.4,44.1
25-26-prem-aston-villa-vs-west-ham-united,home,38,E. Konsa,4,D,35.3,38.0
25-26-prem-aston-villa-vs-west-ham-united,home,37,Digne,12,D,53.1,82.5
25-26-prem-aston-villa-vs-west-ham-united,away,671,Wilson,9,F,70.8,44.1
25-26-prem-aston-villa-vs-west-ham-united,away,326,A. Traoré,17,F,66.3,74.9
25-26-prem-aston-villa-vs-west-ham-united,away,610,Wan-Bissaka,29,D,39.3,21.6
25-26-prem-aston-villa-vs-west-ham-united,away,785,P. Felipe,19,F,57.9,61.3
25-26-prem-aston-villa-vs-west-ham-united,away,624,Bowen,20,M,67.2,15.1
25-26-prem-aston-villa-vs-west-ham-united,away,791,Taty,11,F,58.7,37.8
25-26-prem-aston-villa-vs-west-ham-united,away,603,Diouf,12,D,40.0,85.7
25-26-prem-aston-villa-vs-west-ham-united,away,718,S.Magassa,27,M,44.2,49.0
25-26-prem-aston-villa-vs-west-ham-united,away,758,Mohamadou Kanté,55,M,57.2,77.9
25-26-prem-aston-villa-vs-west-ham-united,away,623,Potts,32,M,42.8,50.6
