match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-efl-cup-brentford-vs-manchester-city,away,424,Bobb,8,M,56.5,11.2
25-26-efl-cup-brentford-vs-manchester-city,away,414,Foden,63,M,62.3,55.7
25-26-efl-cup-brentford-vs-manchester-city,away,182,Trafford,43,G,7.8,47.5
25-26-efl-cup-brentford-vs-manchester-city,away,406,Khusanov,67,D,36.1,32
25-26-efl-cup-brentford-vs-manchester-city,away,763,Gray,9,M,68.6,58.2
25-26-efl-cup-brentford-vs-manchester-city,away,407,Matheus N.,40,D,50.3,51.2
25-26-efl-cup-brentford-vs-manchester-city,away,,B. Silva,39,M,58.9,77.4
25-26-efl-cup-brentford-vs-manchester-city,away,403,Gvardiol,18,D,65.5,79.6
25-26-efl-cup-brentford-vs-manchester-city,away,417,Cherki,67,M,66.3,40.0
25-26-efl-cup-brentford-vs-manchester-city,away,,Savinho,84,M,62.2,59.9
25-26-efl-cup-brentford-vs-manchester-city,away,739,Mukasa,70,M,59.7,42.6
25-26-efl-cup-brentford-vs-manchester-city,away,411,O'Reilly,80,D,46.1,80.1
25-26-efl-cup-brentford-vs-manchester-city,away,427,Reijnders,80,M,55.5,39.5
25-26-efl-cup-brentford-vs-manchester-city,away,405,Aké,84,D,35.0,62.0
25-26-efl-cup-brentford-vs-manchester-city,away,410,Lewis,89,D,46.7,27.6
25-26-efl-cup-brentford-vs-manchester-city,away,,N. González,73,M,47.4,45.3
25-26-efl-cup-brentford-vs-manchester-city,home,107,Lewis-Potter,14,D,43.8,77.3
25-26-efl-cup-brentford-vs-manchester-city,home,,Gustavo Nunes,2,F,78.6,48.5
25-26-efl-cup-brentford-vs-manchester-city,home,,Y. Konak,5,M,53.9,28.8
25-26-efl-cup-brentford-vs-manchester-city,home,120,Schade,33,M,55.7,52.6
25-26-efl-cup-brentford-vs-manchester-city,home,121,Damsgaard,79,M,53.3,48.9
25-26-efl-cup-brentford-vs-manchester-city,home,116,Hickey,5,D,27.6,7.4
25-26-efl-cup-brentford-vs-manchester-city,home,130,Donovan,9,F,53,46.6
25-26-efl-cup-brentford-vs-manchester-city,home,109,Henry,51,D,45.2,82.9
25-26-efl-cup-brentford-vs-manchester-city,home,113,Van den Berg,76,D,31.3,41.3
25-26-efl-cup-brentford-vs-manchester-city,home,126,Jensen,54,M,54.0,72.4
25-26-efl-cup-brentford-vs-manchester-city,home,110,Kayode,52,D,44.7,25.0
25-26-efl-cup-brentford-vs-manchester-city,home,125,Janelt,59,M,45.2,54.4
25-26-efl-cup-brentford-vs-manchester-city,home,106,Collins,68,D,30.9,73.4
25-26-efl-cup-brentford-vs-manchester-city,home,129,Yarmoliuk,46,M,43.9,19.2
25-26-efl-cup-brentford-vs-manchester-city,home,105,Valdimarsson,70,G,10.1,49.1
25-26-efl-cup-brentford-vs-manchester-city,home,108,Ajer,83,D,31.8,22.1
25-26-efl-cup-chelsea-vs-cardiff-city,away,,A. Robertson,13,M,55.3,38.4
25-26-efl-cup-chelsea-vs-cardiff-city,away,,C. Robinson,13,F,58.6,67.9
