id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
599,a,,,4.0,619,61,0,0,0,0,0.4,288,42,0,0,0.0,407,47,0,0,0.0,407,47,0.0,0.0,0,15625,2451,5875,1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,47,0.0,386,25,0.0,333,22,0.0,408,47,,,,3,0.0
258,a,,,5.0,237,48,0,0,0,0,0.6,232,41,0,0,0.0,603,53,0,0,0.0,603,53,0.0,0.0,0,23146,7927,30366,7467,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,52,0.0,602,53,0.0,584,50,0.0,605,52,,,,3,0.0
1,u,0.0,0.0,5.4,169,106,0,0,-1,1,0.0,591,259,0,0,0.0,627,286,0,0,0.0,627,286,0.0,0.0,0,439,0,2090,582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,284,0.0,627,286,0.0,617,280,0.0,631,287,,,4.0,3,6.666666666666667
2,d,50.0,0.0,6.8,38,17,0,0,-2,2,0.9,202,33,0,0,0.0,648,69,0,1,0.0,648,69,0.0,0.0,0,15788,380,162223,20257,0.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.7,0.2,360,36,0.8,315,34,0.0,649,69,0.1,366,36,,,,3,0.0
3,a,,,6.0,82,5,0,0,0,0,12.5,32,11,14,2,4.7,47,9,1,64,4.7,43,8,0.8,2.3,0,158766,35364,232093,84360,5.7,5.7,0.24,0.05,0.29,3.58,0.08,0.02,0.1,1.19,56.0,82,28,24.1,136,33,17.0,144,28,9.7,117,25,,,,3,0.0
4,a,,,8.1,12,4,0,0,1,-1,18.0,17,5,22,8,7.3,9,3,5,80,7.3,9,3,0.9,2.7,1,830354,171613,456328,146854,8.3,8.3,1.43,0.12,1.55,3.58,0.48,0.04,0.52,1.19,101.8,14,3,55.0,48,2,91.0,18,8,24.7,20,5,,,3.0,3,13.333333333333334
5,u,0.0,0.0,4.0,625,64,0,0,0,0,0.0,523,64,0,0,0.0,411,50,0,0,0.0,411,50,0.0,0.0,0,0,0,2253,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,50,0.0,390,28,0.0,338,25,0.0,412,50,,,,3,0.0
6,a,,,5.5,126,13,0,0,0,0,1.0,188,70,8,1,2.7,128,38,0,29,2.7,120,37,0.5,1.5,0,43593,10411,36698,10353,3.7,3.7,0.02,0.04,0.06,2.82,0.01,0.02,0.03,1.43,16.2,240,90,16.1,166,44,14.0,160,36,4.5,237,81,,,,3,0.0
7,a,,,4.9,282,183,0,0,-1,1,0.3,317,107,0,0,0.0,568,251,0,0,0.0,568,251,0.0,0.0,0,8786,2895,17558,3884,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563,246,0.0,560,249,0.0,535,234,0.0,568,250,,,,3,0.0
8,a,,,4.9,322,38,0,0,-1,1,0.2,393,146,0,0,0.0,585,207,0,0,0.0,585,207,0.0,0.0,0,2003,467,8688,1509,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,208,0.0,578,209,0.0,555,203,0.0,587,209,,,,3,0.0
9,a,,,6.9,35,19,-1,1,-1,1,2.2,131,43,7,1,2.3,147,70,0,27,2.3,138,65,0.3,1.0,0,47508,4518,128904,37835,3.3,3.3,0.08,0.6,0.68,2.24,0.04,0.32,0.36,1.19,20.0,223,100,63.5,36,32,35.0,88,54,11.8,87,56,,,,3,0.0
12,a,,,4.5,472,268,0,0,0,0,0.2,334,115,0,0,0.0,535,224,0,0,0.0,535,224,0.0,0.0,0,10211,3814,10109,2763,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,217,0.0,527,222,0.0,497,204,0.0,534,222,,,,3,0.0
13,a,,,8.4,11,8,0,0,-1,1,10.6,43,15,7,2,2.3,149,72,0,29,2.3,140,67,0.3,0.8,0,95193,13654,587980,169297,3.3,3.3,0.46,0.74,1.2,2.93,0.16,0.26,0.42,1.04,34.4,174,69,75.0,29,25,60.0,40,25,17.0,44,30,3.0,1.0,2.0,3,80.0
15,a,,,5.5,111,3,0,0,0,0,28.4,10,1,20,2,6.7,14,2,4,63,6.7,14,2,1.2,3.6,1,572402,106644,330221,136822,7.7,7.7,0.0,0.01,0.01,3.58,0.0,0.0,0.0,1.19,89.8,22,3,0.0,632,69,0.0,622,69,9.0,128,3,,,,3,0.0
16,s,0.0,,6.4,59,39,0,0,-1,1,3.8,95,31,3,-2,1.0,347,181,0,17,1.0,266,136,0.2,0.5,0,47468,1101,301886,134099,0.0,2.0,0.19,0.19,0.38,1.68,0.08,0.08,0.16,0.68,25.4,206,88,27.4,125,87,35.0,87,53,8.1,146,85,2.0,2.0,,3,60.0
17,a,,,10.1,4,3,0,0,1,-1,32.4,7,3,24,6,8.0,7,6,3,84,8.0,6,5,0.8,2.4,1,698951,109248,622118,274245,9.0,9.0,1.35,0.67,2.02,3.4,0.47,0.24,0.71,1.2,126.8,7,5,110.3,10,10,193.0,1,1,43.0,2,1,1.0,,1.0,3,66.66666666666667
18,a,,,6.0,84,6,0,0,0,0,38.3,5,1,14,2,4.7,48,10,0,60,4.7,44,9,0.8,2.3,0,313697,56199,494144,198609,5.7,5.7,0.0,0.02,0.02,3.58,0.0,0.01,0.01,1.19,60.6,64,17,3.4,263,81,0.0,638,213,6.4,196,65,,,,3,0.0
20,a,,,5.0,201,128,0,0,0,0,1.5,168,54,15,1,5.0,33,15,3,51,5.0,31,14,1.0,3.0,0,147916,23107,45000,21170,6.0,6.0,0.16,0.14,0.3,3.58,0.05,0.05,0.1,1.19,70.8,43,18,51.7,52,44,9.0,184,107,13.2,70,49,,,,3,0.0
21,i,0.0,0.0,4.4,537,134,0,0,-1,1,0.0,570,192,0,0,0.0,454,171,0,0,0.0,454,171,0.0,0.0,0,198,60,2954,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447,172,0.0,432,172,0.0,386,154,0.0,453,173,,,,3,0.0
22,i,0.0,0.0,4.9,311,36,0,0,-1,1,0.0,535,184,0,0,0.0,581,206,0,0,0.0,581,206,0.0,0.0,0,180,45,4717,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577,207,0.0,574,208,0.0,550,202,0.0,582,208,,,,3,0.0
23,a,,,6.9,31,16,0,0,-1,1,1.9,141,46,9,1,3.0,117,55,1,38,3.0,108,53,0.4,1.3,0,60283,9647,97599,24435,4.0,4.0,0.21,0.1,0.31,1.24,0.2,0.1,0.3,1.2,47.2,114,43,16.0,167,108,47.0,58,34,11.1,97,62,4.0,,,3,20.0
