player_code,player_id,first_name,second_name,web_name,team_id,position,team_code
499175,25,Ethan,Nwaneri,Nwaneri,,Midfielder,3.0
481655,26,Martín,Zubimendi Ibáñez,Zubimendi,,Midfielder,3.0
200641,27,Reiss,Nelson,Nelson,,Midfielder,3.0
588796,28,Ismeal,Kabia,Kabia,,Midfielder,3.0
437742,29,Albert,Sambi Lokonga,Sambi,,Midfielder,3.0
219847,30,Kai,Havertz,Havertz,,Forward,3.0
205651,31,Gabriel,Fernando de Jesus,G.Jesus,,Forward,3.0
98980,32,Emiliano,Martínez Romero,Martinez,,Goalkeeper,7.0
72147,33,Marco,Bizot,M.Bizot,,Goalkeeper,7.0
462492,34,Joe,Gauci,Gauci,,Goalkeeper,7.0
462381,35,Filip,Marschall,Marschall,,Goalkeeper,7.0
199796,36,Matty,Cash,Cash,,Defender,7.0
101188,37,Lucas,Digne,Digne,,Defender,7.0
199798,38,Ezri,Konsa Ngoyo,Konsa,,Defender,7.0
441302,39,Ian,Maatsen,Maatsen,,Defender,7.0
149484,40,Tyrone,Mings,Mings,,Defender,7.0
244954,41,Pau,Torres,Pau,,Defender,7.0
606798,42,Andrés,García,A.García,,Defender,7.0
106468,43,Álex,Moreno Lopera,Alex Moreno,,Defender,7.0
515597,44,Lamare,Bogarde,Bogarde,,Defender,7.0
514315,45,Lino,da Cruz Sousa,Sousa,,Defender,7.0
51943,185,Václav,Hladký,Hladký,,Goalkeeper,90.0
192290,186,Connor,Roberts,Roberts,,Defender,90.0
58621,187,Kyle,Walker,Walker,,Defender,90.0
247245,188,Hannes,Delcroix,Delcroix,,Defender,90.0
461567,189,Owen,Dodgson,Dodgson,,Defender,90.0
478969,190,Hjalmar,Ekdal,Ekdal,,Defender,90.0
477717,191,Maxime,Estève,Estève,,Defender,90.0
494960,192,Quilindschy,Hartman,Hartman,,Defender,90.0
461188,193,Bashir,Humphreys,Humphreys,,Defender,90.0
241231,194,Jordan,Beyer,Jordan,,Defender,90.0
549329,195,Lucas,Pires Silva,Lucas Pires,,Defender,90.0
450072,196,Shurandy,Sambo,Sambo,,Defender,90.0
519895,197,Oliver,Sonne,Sonne,,Defender,90.0
180804,198,Axel,Tuanzebe,Tuanzebe,,Defender,90.0
208912,199,Joe,Worrall,Worrall,,Defender,90.0
444180,200,Jaidon,Anthony,Anthony,,Midfielder,90.0
183751,201,Manuel,Benson Hedilazio,Benson,,Midfielder,90.0
179458,202,Jacob,Bruun Larsen,Bruun Larsen,,Midfielder,90.0
578614,203,Enock,Agyei,Boateng,,Midfielder,90.0
250735,204,Darko,Churlinov,Churlinov,,Midfielder,90.0
172567,205,Josh,Cullen,Cullen,,Midfielder,90.0
174592,206,Marcus,Edwards,Edwards,,Midfielder,90.0
465527,207,Hannibal,Mejbri,Hannibal,,Midfielder,90.0
487702,208,Luca,Koleosho,Koleosho,,Midfielder,90.0
167887,209,Josh,Laurent,Laurent,,Midfielder,90.0
469272,210,Loum,Tchaouna,Tchaouna,,Midfielder,90.0
447715,211,Aaron,Ramsey,A.Ramsey,,Midfielder,90.0
576323,212,Oluwaseun,Adewumi,Adewumi,,Midfielder,90.0
551206,213,Jaydon,Banel,Banel,,Midfielder,90.0
437748,214,Mike,Trésor Ndayishimiye,Trésor,,Midfielder,90.0
431639,215,Zian,Flemming,Flemming,,Forward,90.0
492831,216,Zeki,Amdouni,Amdouni,,Forward,90.0
435973,217,Lyle,Foster,Foster,,Forward,90.0
44699,218,Ashley,Barnes,Barnes,,Forward,90.0
220598,219,Michael,Obafemi,Obafemi,,Forward,90.0
69752,66,Norberto,Murara Neto,Neto,,Goalkeeper,91.0
457569,67,Đorđe,Petrović,Petrović,,Goalkeeper,91.0
444172,68,Will,Dennis,Dennis,,Goalkeeper,91.0
568791,69,Callan,McKenna,McKenna,,Goalkeeper,91.0
495145,70,Alex,Paulsen,Paulsen,,Goalkeeper,91.0
477580,71,Illia,Zabarnyi,Zabarnyi,,Defender,91.0
221466,72,Marcos,Senesi Barón,Senesi,,Defender,91.0
54469,73,Adam,Smith,Smith,,Defender,91.0
494521,74,Adrien,Truffert,Truffert,,Defender,91.0
541462,75,Matai,Akinmboni,Akinmboni,,Defender,91.0
518906,76,Owen,Bevan,Bevan,,Defender,91.0
463981,77,James,Hill,Hill,,Defender,91.0
436893,78,Julián,Araujo Zúñiga,J.Araujo,,Defender,91.0
223911,79,Chris,Mepham,Mepham,,Defender,91.0
575901,80,Julio,Soler Barreto,Soler,,Defender,91.0
222683,81,Justin,Kluivert,Kluivert,,Midfielder,91.0
437730,82,Antoine,Semenyo,Semenyo,,Midfielder,91.0
533463,83,Dango,Ouattara,O.Dango,,Midfielder,91.0
201658,84,Marcus,Tavernier,Tavernier,,Midfielder,91.0
200785,85,Tyler,Adams,Adams,,Midfielder,91.0
111317,86,David,Brooks,Brooks,,Midfielder,91.0
158499,87,Ryan,Christie,Christie,,Midfielder,91.0
155408,88,Lewis,Cook,Cook,,Midfielder,91.0
168991,89,Philip,Billing,Philip,,Midfielder,91.0
503139,90,Alex,Scott,Scott,,Midfielder,91.0
224995,91,Luis,Sinisterra Lucumí,Sinisterra,,Midfielder,91.0
441240,92,Romain,Faivre,Faivre,,Midfielder,91.0
424044,93,Hamed,Traorè,H.Traorè,,Midfielder,91.0
550596,94,Dominic,Sadi,Sadi,,Midfielder,91.0
530121,95,Zain,Silcott-Duberry,Silcott-Duberry,,Midfielder,91.0
606775,96,Ben,Winterburn,Winterburn,,Midfielder,91.0
444102,97,Francisco Evanilson,de Lima Barbosa,Evanilson,,Forward,91.0
168636,98,Enes,Ünal,Enes Ünal,,Forward,91.0
590760,99,Daniel,Adu-Adjei,Adu-Adjei,,Forward,91.0
560262,100,Eli Junior,Kroupi,Kroupi.Jr,,Forward,91.0
200720,101,Caoimhín,Kelleher,Kelleher,,Goalkeeper,94.0
235448,102,Ellery,Balcombe,Balcombe,,Goalkeeper,94.0
503300,103,Matthew,Cox,Cox,,Goalkeeper,94.0
535017,104,Julian,Eyestone,Eyestone,,Goalkeeper,94.0
507433,105,Hákon Rafn,Valdimarsson,Valdimarsson,,Goalkeeper,94.0
432830,106,Nathan,Collins,Collins,,Defender,94.0
249231,107,Keane,Lewis-Potter,Lewis-Potter,,Defender,94.0
191866,108,Kristoffer,Ajer,Ajer,,Defender,94.0
194010,109,Rico,Henry,Henry,,Defender,94.0
607464,110,Michael,Kayode,Kayode,,Defender,94.0
231065,111,Ethan,Pinnock,Pinnock,,Defender,94.0
226956,112,Mads,Roerslev Rasmussen,Roerslev,,Defender,94.0
444765,113,Sepp,van den Berg,Van den Berg,,Defender,94.0
622536,114,Benjamin,Arthur,Arthur,,Defender,94.0
612534,115,Benjamin,Fredrick,Fredrick,,Defender,94.0
472713,116,Aaron,Hickey,Hickey,,Defender,94.0
570241,117,Kim,Ji-soo,Ji-soo,,Defender,94.0
499717,118,Jayden,Meghoma,Meghoma,,Defender,94.0
513418,120,Kevin,Schade,Schade,,Midfielder,94.0
440089,121,Mikkel,Damsgaard,Damsgaard,,Midfielder,94.0
543295,122,Antoni,Milambo,Milambo,,Midfielder,94.0
244858,123,Fábio,Freitas Gouveia Carvalho,Carvalho,,Midfielder,94.0
56979,124,Jordan,Henderson,Henderson,,Midfielder,94.0
204580,125,Vitaly,Janelt,Janelt,,Midfielder,94.0
207283,126,Mathias,Jensen,Jensen,,Midfielder,94.0
626464,127,Gustavo,Nunes Fernandes Gomes,Nunes,,Midfielder,94.0
428580,128,Frank,Onyeka,Onyeka,,Midfielder,94.0
508395,129,Yehor,Yarmoliuk,Yarmoliuk,,Midfielder,94.0
606689,130,Romelle,Donovan,Donovan,,Midfielder,94.0
628204,131,Yunus Emre,Konak,Konak,,Midfielder,94.0
220695,132,Paris,Maghoma,Maghoma,,Midfielder,94.0
450539,133,Myles,Peart-Harris,Peart-Harris,,Midfielder,94.0
591357,134,Ryan,Trevitt,Trevitt,,Midfielder,94.0
216646,135,Yoane,Wissa,Wissa,,Forward,94.0
502500,136,Igor Thiago,Nascimento Rodrigues,Thiago,,Forward,94.0
533710,137,Iwan,Morgan,Morgan,,Forward,94.0
49262,138,Jason,Steele,Steele,,Goalkeeper,36.0
489639,139,Bart,Verbruggen,Verbruggen,,Goalkeeper,36.0
209288,140,Tom,McGill,McGill,,Goalkeeper,36.0
472739,141,Carl,Rushworth,Rushworth,,Goalkeeper,36.0
240514,142,Kjell,Scherpen,Scherpen,,Goalkeeper,36.0
204120,143,Olivier,Boscagli,Boscagli,,Defender,36.0
550090,144,Diego,Coppola,Coppola,,Defender,36.0
465730,145,Maxim,De Cuyper,De Cuyper,,Defender,36.0
83299,146,Lewis,Dunk,Dunk,,Defender,36.0
204214,147,Pervis,Estupiñán Tenorio,Estupiñan,,Defender,36.0
231416,148,Ferdi,Kadıoğlu,F.Kadıoğlu,,Defender,36.0
223434,149,Igor Julio,dos Santos de Paulo,Igor,,Defender,36.0
232792,150,Tariq,Lamptey,Lamptey,,Defender,36.0
469142,151,Jan Paul,van Hecke,Van Hecke,,Defender,36.0
111478,152,Joël,Veltman,Veltman,,Defender,36.0
110735,153,Adam,Webster,Webster,,Defender,36.0
439135,154,Eiran,Cashin,Cashin,,Defender,36.0
589100,155,Jacob,Slater,Slater,,Defender,36.0
547720,156,Charlie,Tasker,Tasker,,Defender,36.0
451340,157,Mitoma,Kaoru,Mitoma,,Midfielder,36.0
463067,158,Georginio,Rutter,Georginio,,Midfielder,36.0
109345,159,Solly,March,March,,Midfielder,36.0
592031,160,Yankuba,Minteh,Minteh,,Midfielder,36.0
474120,161,Julio,Enciso Espínola,Enciso,,Midfielder,36.0
513433,162,Brajan,Gruda,Gruda,,Midfielder,36.0
532529,163,Jack,Hinshelwood,Hinshelwood,,Midfielder,36.0
219249,164,Matt,O'Riley,O'Riley,,Midfielder,36.0
516211,165,Abdallah,Sima,Sima,,Midfielder,36.0
509416,166,Yasin,Ayari,Ayari,,Midfielder,36.0
535301,167,Carlos,Baleba,Baleba,,Midfielder,36.0
536916,168,Facundo,Buonanotte,Buonanotte,,Midfielder,36.0
514254,169,Diego,Gómez Amarilla,Gomez,,Midfielder,36.0
15157,170,James,Milner,Milner,,Midfielder,36.0
441192,171,Jeremy,Sarmiento Morante,Sarmiento,,Midfielder,36.0
549074,172,Tom,Watson,Watson,,Midfielder,36.0
467779,173,Mats,Wieffer,Wieffer,,Midfielder,36.0
611695,174,Malick,Yalcouyé,Yalcouye,,Midfielder,36.0
567121,175,Joe,Knight,Knight,,Midfielder,36.0
550141,176,Adrian,Mazilu,Mazilu,,Midfielder,36.0
513834,177,Andrew,Moran,Moran,,Midfielder,36.0
50175,178,Danny,Welbeck,Welbeck,,Forward,36.0
487117,179,Evan,Ferguson,Ferguson,,Forward,36.0
608181,180,Stefanos,Tzimas,Tzimas,,Forward,36.0
647850,181,Charalampos,Kostoulas,Kostoulas,,Forward,36.0
215059,220,Robert,Lynch Sánchez,Sánchez,,Goalkeeper,8.0
508479,221,Filip,Jörgensen,Jörgensen,,Goalkeeper,8.0
549939,222,Mike,Penders,Penders,,Goalkeeper,8.0
471798,223,Gabriel,Słonina,Slonina,,Goalkeeper,8.0
179268,224,Marc,Cucurella Saseta,Cucurella,,Defender,8.0
225796,225,Reece,James,James,,Defender,8.0
180736,226,Trevoh,Chalobah,Chalobah,,Defender,8.0
460028,227,Levi,Samuels Colwill,Colwill,,Defender,8.0
482609,228,Malo,Gusto,Gusto,,Defender,8.0
242880,229,Benoît,Badiashile Mukinayi,B.Badiashile,,Defender,8.0
444463,230,Wesley,Fofana,Fofana,,Defender,8.0
574458,231,Mamadou,Sarr,M.Sarr,,Defender,8.0
109646,232,Tosin,Adarabioyo,Tosin,,Defender,8.0
577016,233,Josh,Acheampong,Acheampong,,Defender,8.0
622758,234,Aarón,Anselmino,Anselmino,,Defender,8.0
244851,235,Cole,Palmer,Palmer,,Midfielder,8.0
247632,236,Pedro,Lomba Neto,Neto,,Midfielder,8.0
448047,237,Enzo,Fernández,Enzo,,Midfielder,8.0
624773,238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,,Midfielder,8.0
463936,239,Jamie,Bynoe-Gittens,Gittens,,Midfielder,8.0
213198,240,Christopher,Nkunku,Nkunku,,Midfielder,8.0
486672,241,Moisés,Caicedo Corozo,Caicedo,,Midfielder,8.0
215413,242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,,Midfielder,8.0
550615,243,Tyrique,George,George,,Midfielder,8.0
514356,244,Roméo,Lavia,Lavia,,Midfielder,8.0
465920,245,Mykhailo,Mudryk,Mudryk,,Midfielder,8.0
532605,246,Andrey,Nascimento dos Santos,Andrey Santos,,Midfielder,8.0
491007,247,Dário,Luís Essugo,D.Essugo,,Midfielder,8.0
611134,248,Kendry,Páez Andrade,Paez,,Midfielder,8.0
475168,249,João Pedro,Junqueira de Jesus,João Pedro,,Forward,8.0
463034,250,Liam,Delap,Delap,,Forward,8.0
517052,251,Nicolas,Jackson,N.Jackson,,Forward,8.0
499309,252,Marc,Guiu Paz,Marc Guiu,,Forward,8.0
172649,253,Dean,Henderson,Henderson,,Goalkeeper,31.0
121709,254,Walter,Benítez,Benitez,,Goalkeeper,31.0
169593,255,Remi,Matthews,Matthews,,Goalkeeper,31.0
247348,256,Daniel,Muñoz Mejía,Muñoz,,Defender,31.0
437499,257,Maxence,Lacroix,Lacroix,,Defender,31.0
244723,258,Tyrick,Mitchell,Mitchell,,Defender,31.0
218364,259,Borna,Sosa,Sosa,,Defender,31.0
209036,260,Marc,Guéhi,Guéhi,,Defender,31.0
427623,261,Chris,Richards,Richards,,Defender,31.0
515621,262,Chadi,Riad Dnanou,Chadi Riad,,Defender,31.0
57328,263,Nathaniel,Clyne,Clyne,,Defender,31.0
156074,264,Rob,Holding,Holding,,Defender,31.0
590012,265,Caleb,Kporha,Kporha,,Defender,31.0
232413,266,Eberechi,Eze,Eze,,Midfielder,31.0
232185,267,Ismaïla,Sarr,Sarr,,Midfielder,31.0
438464,268,Cheick,Doucouré,Doucouré,,Midfielder,31.0
606921,269,Romain,Esse,Esse,,Midfielder,31.0
108413,270,Will,Hughes,Hughes,,Midfielder,31.0
209400,271,Daichi,Kamada,Kamada,,Midfielder,31.0
152551,272,Jefferson,Lerma Solís,Lerma,,Midfielder,31.0
496221,273,Adam,Wharton,Wharton,,Midfielder,31.0
579075,274,Asher,Agbinone,Agbinone,,Midfielder,31.0
466117,275,Naouirou,Ahamada,Ahamada,,Midfielder,31.0
489706,276,Justin,Devenny,Devenny,,Midfielder,31.0
450535,277,Malcolm,Ebiowei,Ebiowei,,Midfielder,31.0
450542,278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,,Midfielder,31.0
536694,279,Matheus,França de Oliveira,M.França,,Midfielder,31.0
531989,280,David,Ozoh,Ozoh,,Midfielder,31.0
530318,281,Kaden,Rodney,Rodney,,Midfielder,31.0
574398,282,Franco,Umeh-Chibueze,Umeh,,Midfielder,31.0
231747,283,Jean-Philippe,Mateta,Mateta,,Forward,31.0
205533,284,Eddie,Nketiah,Nketiah,,Forward,31.0
199670,285,Odsonne,Édouard,Édouard,,Forward,31.0
576980,286,Zach,Marsh,Marsh,,Forward,31.0
111234,287,Jordan,Pickford,Pickford,,Goalkeeper,11.0
229600,288,Mark,Travers,Travers,,Goalkeeper,11.0
447325,289,Harry,Tyrer,Tyrer,,Goalkeeper,11.0
480455,290,Jarrad,Branthwaite,Branthwaite,,Defender,11.0
17761,291,James,Tarkowski,Tarkowski,,Defender,11.0
224967,292,Vitalii,Mykolenko,Mykolenko,,Defender,11.0
512462,293,Jake,O'Brien,O'Brien,,Defender,11.0
59949,294,Séamus,Coleman,Coleman,,Defender,11.0
106611,295,Michael,Keane,Keane,,Defender,11.0
243571,296,Nathan,Patterson,Patterson,,Defender,11.0
496178,297,Roman,Dixon,Dixon,,Defender,11.0
474907,298,Reece,Welch,Welch,,Defender,11.0
440993,299,Iliman,Ndiaye,Ndiaye,,Midfielder,11.0
433154,300,Dwight,McNeil,McNeil,,Midfielder,11.0
502697,301,Carlos,Alcaraz Durán,Alcaraz,,Midfielder,11.0
80801,302,Idrissa Gana,Gueye,Gana,,Midfielder,11.0
232928,303,James,Garner,Garner,,Midfielder,11.0
490094,304,Tim,Iroegbunam,Iroegbunam,,Midfielder,11.0
609873,305,Harrison,Armstrong,Armstrong,,Midfielder,11.0
547801,306,Callum,Bates,Bates,,Midfielder,11.0
504296,307,Coby,Ebere,Ebere,,Midfielder,11.0
496279,308,Isaac,Heath,Heath,,Midfielder,11.0
491557,309,Jenson,Metcalfe,Metcalfe,,Midfielder,11.0
586309,310,Thierno,Barry,Barry,,Forward,11.0
486385,311,Norberto Bercique,Gomes Betuncal,Beto,,Forward,11.0
491012,312,Youssef,Ramalho Chermiti,Y.Chermiti,,Forward,11.0
536241,313,Martin,Sherif,Sherif,,Forward,11.0
80201,314,Bernd,Leno,Leno,,Goalkeeper,54.0
428971,315,Steven,Benda,Benda,,Goalkeeper,54.0
169528,316,Antonee,Robinson,Robinson,,Defender,54.0
174874,317,Joachim,Andersen,Andersen,,Defender,54.0
232892,318,Calvin,Bassey,Bassey,,Defender,54.0
166477,319,Timothy,Castagne,Castagne,,Defender,54.0
219924,320,Issa,Diop,Diop,,Defender,54.0
246301,321,Jorge,Cuenca Barreno,J.Cuenca,,Defender,54.0
167074,322,Kenny,Tete,Tete,,Defender,54.0
591385,323,Samuel,Amissah,Amissah,,Defender,54.0
153133,324,Alex,Iwobi,Iwobi,,Midfielder,54.0
209289,325,Emile,Smith Rowe,Smith Rowe,,Midfielder,54.0
159533,326,Adama,Traoré Diarra,Adama,,Midfielder,54.0
156689,327,Andreas,Hoelgebaum Pereira,Andreas,,Midfielder,54.0
184349,328,Ryan,Sessegnon,Sessegnon,,Midfielder,54.0
153682,329,Harry,Wilson,Wilson,,Midfielder,54.0
207189,330,Sander,Berge,Berge,,Midfielder,54.0
76357,331,Tom,Cairney,Cairney,,Midfielder,54.0
212314,332,Saša,Lukić,Lukić,,Midfielder,54.0
573062,333,Martial,Godo,Godo,,Midfielder,54.0
515024,334,Luke,Harris,Harris,,Midfielder,54.0
577725,335,Josh,King,King,,Midfielder,54.0
153366,336,Harrison,Reed,Reed,,Midfielder,54.0
102057,337,Raúl,Jiménez Rodríguez,Raúl,,Forward,54.0
244042,338,Rodrigo,Muniz Carvalho,Muniz,,Forward,54.0
437495,339,Illan,Meslier,Meslier,,Goalkeeper,2.0
97846,340,Alex,Cairns,Cairns,,Goalkeeper,2.0
59735,341,Karl,Darlow,Darlow,,Goalkeeper,2.0
226182,342,Jayden,Bogle,Bogle,,Defender,2.0
222694,343,Pascal,Struijk,Struijk,,Defender,2.0
434752,344,Jaka,Bijol,Bijol,,Defender,2.0
437738,345,Sebastiaan,Bornauw,Bornauw,,Defender,2.0
113564,346,Sam,Byram,Byram,,Defender,2.0
243526,347,Gabriel,Gudmundsson,Gudmundsson,,Defender,2.0
214225,348,Joe,Rodon,Rodon,,Defender,2.0
492368,349,Isaac,Schmidt,Schmidt,,Defender,2.0
427637,350,Brenden,Aaronson,Aaronson,,Midfielder,2.0
492859,351,Wilfried,Gnonto,Gnonto,,Midfielder,2.0
221399,352,Jack,Harrison,Harrison,,Midfielder,2.0
200617,353,Daniel,James,James,,Midfielder,2.0
199598,354,Ethan,Ampadu,Ampadu,,Midfielder,2.0
248937,355,Sam,Greenwood,Greenwood,,Midfielder,2.0
486520,356,Ilia,Gruev,Gruev,,Midfielder,2.0
433952,357,Largie,Ramazani,Ramazani,,Midfielder,2.0
248056,358,Tanaka,Ao,Tanaka,,Midfielder,2.0
536119,359,Charlie,Crew,Crew,,Midfielder,2.0
462635,360,Joe,Gelhardt,Gelhardt,,Midfielder,2.0
470294,361,Darko,Gyabi,Gyabi,,Midfielder,2.0
235826,362,Joël,Piroe,Piroe,,Forward,2.0
106617,363,Patrick,Bamford,Bamford,,Forward,2.0
565297,364,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,,Forward,2.0
174594,365,Lukas,Nmecha,Nmecha,,Forward,2.0
180135,493,Sean,Longstaff,Longstaff,,Midfielder,2.0
116535,366,Alisson,Becker,A.Becker,,Goalkeeper,14.0
449027,367,Giorgi,Mamardashvili,Mamardashvili,,Goalkeeper,14.0
586268,368,Ármin,Pécsi,Pécsi,,Goalkeeper,14.0
155503,369,Freddie,Woodman,Woodman,,Goalkeeper,14.0
216094,370,Jeremie,Frimpong,Frimpong,,Defender,14.0
544877,371,Milos,Kerkez,Kerkez,,Defender,14.0
122798,372,Andrew,Robertson,Robertson,,Defender,14.0
97032,373,Virgil,van Dijk,Virgil,,Defender,14.0
204716,374,Ibrahima,Konaté,Konaté,,Defender,14.0
171287,376,Joe,Gomez,Gomez,,Defender,14.0
214285,377,Konstantinos,Tsimikas,Tsimikas,,Defender,14.0
611926,378,Amara,Nallo,Nallo,,Defender,14.0
219937,379,Rhys,Williams,R.Williams,,Defender,14.0
489580,380,Calvin,Ramsay,Ramsay,,Defender,14.0
118748,381,Mohamed,Salah,M.Salah,,Midfielder,14.0
494595,382,Florian,Wirtz,Wirtz,,Midfielder,14.0
244731,383,Luis,Díaz Marulanda,Luis Díaz,,Midfielder,14.0
243298,384,Cody,Gakpo,Gakpo,,Midfielder,14.0
223541,385,Federico,Chiesa,Chiesa,,Midfielder,14.0
243016,386,Alexis,Mac Allister,Mac Allister,,Midfielder,14.0
492777,375,Conor,Bradley,Bradley,,Defender,14.0
424876,387,Dominik,Szoboszlai,Szoboszlai,,Midfielder,14.0
206915,388,Curtis,Jones,C.Jones,,Midfielder,14.0
444884,389,Harvey,Elliott,Elliott,,Midfielder,14.0
441266,390,Ryan,Gravenberch,Gravenberch,,Midfielder,14.0
496208,391,Ben,Doak,Doak,,Midfielder,14.0
158983,392,Endo,Wataru,Endo,,Midfielder,14.0
535928,393,Stefan,Bajčetić Maquieira,Bajcetic,,Midfielder,14.0
491501,394,James,McConnell,McConnell,,Midfielder,14.0
440148,395,Tyler,Morton,Morton,,Midfielder,14.0
591386,396,Trey,Nyoni,Nyoni,,Midfielder,14.0
447203,397,Darwin,Núñez Ribeiro,Darwin,,Forward,14.0
500058,398,Jayden,Danns,Danns,,Forward,14.0
121160,399,Ederson,Santana de Moraes,Ederson M.,,Goalkeeper,43.0
88248,400,Stefan,Ortega Moreno,Ortega Moreno,,Goalkeeper,43.0
122074,401,Marcus,Bettinelli,Bettinelli,,Goalkeeper,43.0
448514,402,Rayan,Aït-Nouri,Aït-Nouri,,Defender,43.0
477424,403,Joško,Gvardiol,Gvardiol,,Defender,43.0
211975,404,Manuel,Akanji,Akanji,,Defender,43.0
126184,405,Nathan,Aké,Aké,,Defender,43.0
578153,406,Abdukodir,Khusanov,Khusanov,,Defender,43.0
465351,407,Matheus,Nunes,Matheus N.,,Defender,43.0
171314,408,Rúben,dos Santos Gato Alves Dias,Rúben,,Defender,43.0
97299,409,John,Stones,Stones,,Defender,43.0
477064,410,Rico,Lewis,Lewis,,Defender,43.0
472769,411,Nico,O'Reilly,O’Reilly,,Defender,43.0
616222,412,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,,Defender,43.0
438234,413,Omar,Marmoush,Marmoush,,Midfielder,43.0
209244,414,Phil,Foden,Foden,,Midfielder,43.0
510281,415,Sávio,Moreira de Oliveira,Savinho,,Midfielder,43.0
165809,416,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,,Midfielder,43.0
466052,417,Rayan,Cherki,Cherki,,Midfielder,43.0
248875,418,Jérémy,Doku,Doku,,Midfielder,43.0
114283,419,Jack,Grealish,Grealish,,Midfielder,43.0
59859,420,İlkay,Gündoğan,Gündoğan,,Midfielder,43.0
220566,421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,,Midfielder,43.0
91651,422,Mateo,Kovačić,Kovačić,,Midfielder,43.0
465694,423,Nico,González Iglesias,N.Gonzalez,,Midfielder,43.0
477555,424,Oscar,Bobb,Bobb,,Midfielder,43.0
575204,425,Claudio,Echeverri,Echeverri,,Midfielder,43.0
432714,426,James,McAtee,McAtee,,Midfielder,43.0
433036,427,Tijjani,Reijnders,Reijnders,,Midfielder,43.0
566164,428,Sverre,Nypan,Nypan,,Midfielder,43.0
155405,429,Kalvin,Phillips,Phillips,,Midfielder,43.0
223094,430,Erling,Haaland,Haaland,,Forward,43.0
446008,119,Bryan,Mbeumo,Mbeumo,,Midfielder,1.0
451302,431,Altay,Bayındır,Bayindir,,Goalkeeper,1.0
202641,432,André,Onana,Onana,,Goalkeeper,1.0
588555,433,Elyh,Harrison,Harrison,,Goalkeeper,1.0
21205,434,Tom,Heaton,Heaton,,Goalkeeper,1.0
