match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-prem-afc-bournemouth-vs-sunderland,1,substitution,90,,away,561,Mayenda,560,Isidor,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,2,card,90,,home,90,Scott,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-sunderland,3,card,90,,home,87,Christie,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-sunderland,4,card,86,,home,801,Tóth.A,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-sunderland,5,substitution,85,,home,97,Evanilson,801,Tóth.A,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,6,substitution,81,,home,84,Tavernier,697,Adli,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,7,substitution,81,,home,100,E. J. Kroupi,98,Enes Ünal,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,8,substitution,76,,away,668,Xhaka,813,Angulo,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,9,card,74,,away,670,Roefs,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-sunderland,10,substitution,69,,away,553,Talbi,735,Traoré,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,11,goal,63,,home,97,Evanilson,,,,,,regular,1,1,
25-26-prem-afc-bournemouth-vs-sunderland,12,substitution,62,,home,85,Adams,87,Christie,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,13,card,58,,home,85,Adams,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-sunderland,14,substitution,46,,home,86,Brooks,97,Evanilson,,,,,,,
25-26-prem-afc-bournemouth-vs-sunderland,15,card,33,,away,552,Sadiki,,,,,yellow,,,,
25-26-prem-afc-bournemouth-vs-sunderland,16,goal,18,,away,561,Mayenda,,,,,,regular,0,1,
25-26-prem-arsenal-vs-chelsea,1,substitution,90,,away,231,M.Sarr,232,Tosin,,,,,,,
25-26-prem-arsenal-vs-chelsea,2,substitution,86,,away,235,Palmer,453,Garnacho,,,,,,,
25-26-prem-arsenal-vs-chelsea,3,substitution,86,,away,237,Enzo,250,Delap,,,,,,,
25-26-prem-arsenal-vs-chelsea,4,card,79,,away,237,Enzo,,,,,yellow,,,,
25-26-prem-arsenal-vs-chelsea,5,substitution,76,,home,666,Gyökeres,30,Havertz,,,,,,,
25-26-prem-arsenal-vs-chelsea,6,substitution,76,,home,21,Rice,24,Nørgaard,,,,,,,
25-26-prem-arsenal-vs-chelsea,7,substitution,75,,away,672,Hato,228,Gusto,,,,,,,
25-26-prem-arsenal-vs-chelsea,8,substitution,75,,away,246,Andrey Santos,244,Lavia,,,,,,,
25-26-prem-arsenal-vs-chelsea,9,card,75,,home,5,Gabriel,,,,,yellow,,,,
25-26-prem-arsenal-vs-chelsea,10,card,70,,away,236,Neto,,,,,yellowRed,,,,
25-26-prem-arsenal-vs-chelsea,11,card,67,,away,236,Neto,,,,,yellow,,,,
25-26-prem-arsenal-vs-chelsea,12,goal,66,,home,8,J.Timber,,,21,Rice,,regular,2,1,
25-26-prem-arsenal-vs-chelsea,13,card,65,,away,672,Hato,,,,,yellow,,,,
25-26-prem-arsenal-vs-chelsea,14,card,59,,away,235,Palmer,,,,,yellow,,,,
25-26-prem-arsenal-vs-chelsea,15,substitution,56,,home,20,Trossard,19,Martinelli,,,,,,,
25-26-prem-arsenal-vs-chelsea,16,goal,45,,away,725,Hincapie,,,,,,ownGoal,1,1,
25-26-prem-arsenal-vs-chelsea,17,goal,21,,home,6,Saliba,,,5,Gabriel,,regular,1,0,
25-26-prem-brighton-hove-albion-vs-nottingham-forest,1,card,90,,home,146,Dunk,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-nottingham-forest,2,substitution,90,,home,157,K. Mitoma,145,De Cuyper,,,,,,,
25-26-prem-brighton-hove-albion-vs-nottingham-forest,3,substitution,86,,home,170,Milner,167,Baleba,,,,,,,
